UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,PAS,PAS. CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P.61_N.36,PERAK,P.61,HILIR PERAK,N.36,SUNGAI MANIK,BN - UMNO,,15303,3575,75.48,11551,624,10927,BN - UMNO,MOHAMED YUSOF BIN MADIN,MALE,,6088,,DAP,HAWARI BIN ABDULLAH,MALE,,2064,,PAS,KAMARUDDIN BIN OMAR,MALE,,2513,,,,,,,,PEKEMAS,SHAHARUDDIN DAHALAN,MALE,,262,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.62_N.37,PERAK,P.62,TELOK ANSON,N.37,PASIR BEDAMAR,DAP,,21503,4481,75.95,16333,486,15847,BN - GERAKAN,CHI LIK SUN,MALE,,5683,,DAP,THEE AH KOW @ THEE YOU MIN,,,10164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.38,PERAK,P.62,TELOK ANSON,N.38,CHANGKAT JONG,BN - UMNO,,13082,3766,74.98,9809,560,9249,BN - UMNO,DARUS BIN MOHD. SAID,MALE,,5872,,DAP,ABDULLAH BIN ABDUL AZIZ,MALE,,2106,,PAS,IBRAHIM BIN YACOB,MALE,,875,LOST DEPOSIT,UPP,T. MUNIANDY,MALE,,396,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.63_N.39,PERAK,P.63,TANJONG MALIM,N.39,BIDOR,BN - MCA,,16032,1294,80.37,12885,763,12122,BN - MCA,CHIN GAN OON,MALE,,6186,,DAP,LOH JEE MEE,MALE,,4892,,PAS,ISHAK BIN MAHMUDIN,MALE,,542,LOST DEPOSIT,UPP,PETER KANDIAH,MALE,,201,LOST DEPOSIT,,,,,,,INDEPENDENT,ABDUL RAHMAN BIN HAJI ABDUL WAHAB,MALE,,301,LOST DEPOSIT,,,,,,,,,,,,
P.63_N.40,PERAK,P.63,TANJONG MALIM,N.40,SLIM,BN - UMNO,,15753,4961,71.7,11295,356,10939,BN - UMNO,R.M. IDRIS AL-HAJ,MALE,,7707,,DAP,HAJI ABDUL RAFFOR BIN ABD. HAMID,MALE,,2746,,PAS,USTAZ IBRAHIM SADRI,MALE,,486,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_N.41,PERAK,P.64,BAGAN DATOK,N.41,RUNGKUP,BN - UMNO,,16357,7604,76.69,12544,590,11954,BN - UMNO,MOHAMAD YAACOB BIN HAJI MOHAMED,MALE,,9231,,DAP,ABD. KARIM BIN ZAKARIA,MALE,,1096,LOST DEPOSIT,PAS,MAT ALI BIN HAJI ALIAS,MALE,,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_N.42,PERAK,P.64,BAGAN DATOK,N.42,HUTAN MELINTANG,BN - UMNO,,14632,5278,73.56,10763,695,10068,BN - UMNO,RADZIAH BINTI MARAHUDDIN,FEMALE,,6769,,DAP,HAJI MUSTAFA BIN MANAP,MALE,,1490,,PAS,HAFITH BIN JAAFAR,MALE,,1491,,UPP,L. MOORTHY,MALE,,318,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.1,PAHANG,P.65,LIPIS,N.1,JELAI,BN - UMNO,,5237,987,63.39,3320,171,3149,BN - UMNO,MOHD. HASHIM BIN IDRUS,MALE,,1729,,,,,,,,PAS,HARUN BIN JAAFAR,MALE,,742,,,,,,,,,,,,,,INDEPENDENT,NUS BIN MAT DUYAR,MALE,,405,,INDEPENDENT,WAN ISMAIL BIN WAN CHIK,MALE,,273,LOST DEPOSIT,,,,,,
P.65_N.2,PAHANG,P.65,LIPIS,N.2,TANAH RATA,BN - MIC,,8503,592,75.59,6428,291,6137,BN - MIC,M. SANGARALINGAM,MALE,,2384,,DAP,NADARAJAN,MALE,,681,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT,TAN CHOON CHUAN,,,1792,,INDEPENDENT,WONG LOK HOI,,,1280,,,,,,,
P.65_N.3,PAHANG,P.65,LIPIS,N.3,BUKIT BETONG,BN - UMNO,,4658,597,75.48,3516,226,3290,BN - UMNO,ABU BAKAR BIN CHU,MALE,,1617,,,,,,,,PAS,KASSIM BIN YAHAYA,MALE,,1020,,,,,,,,,,,,,,INDEPENDENT,WAN ABDUL RAHMAN BIN WAN IBRAHIM,MALE,,653,,,,,,,,,,,,,
P.65_N.4,PAHANG,P.65,LIPIS,N.4,BANDAR LIPIS,BN - MCA,,6477,1608,71.33,4620,257,4363,BN - MCA,CHIN HON KIT,,,2852,,,,,,,,PAS,ABDUL HAMID BIN HAJI ISMAIL,MALE,,1244,,,,,,,,,,,,,,INDEPENDENT,HAMZAH BIN HAJI HUSSAIN,MALE,,267,LOST DEPOSIT,,,,,,,,,,,,
P.65_N.5,PAHANG,P.65,LIPIS,N.5,BENTA,BN - UMNO,,6117,2161,74.87,4580,269,4311,BN - UMNO,ZUKI KAMALUDDIN,MALE,,3031,,,,,,,,PAS,MUKHTAR BIN AB. RAHMAN,MALE,,410,LOST DEPOSIT,PSRM,AHMAD MAHIR BIN HAJI IBRAHIM,MALE,,870,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.6,PAHANG,P.66,JERANTUT,N.6,TAHAN,BN - UMNO,,8270,1929,77.75,6430,464,5966,BN - UMNO,HARUN BIN JAAFAR,MALE,,3855,,,,,,,,PAS,ABDUL WAHAB BIN TAHA,MALE,,1926,,PSRM,WAN ALI AKHBAR BIN WAN MUSA,MALE,,185,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.7,PAHANG,P.66,JERANTUT,N.7,TEMBELING,BN - UMNO,,4020,610,75.12,3020,258,2762,BN - UMNO,ABD. RAHMAN BIN AKIL,MALE,,1686,,,,,,,,PAS,BAHARUDDIN BIN IMAM HAMZAH,MALE,,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.8,PAHANG,P.66,JERANTUT,N.8,JENDERAK,BN - UMNO,,5169,764,73.44,3796,345,3451,BN - UMNO,HAJI ABDULLAH HASHIM BIN MOHD.,MALE,,1801,,DAP,DARUS,MALE,,503,,PAS,AHMAD BIN TALIB,MALE,,1037,,,,,,,,,,,,,,INDEPENDENT,ISMAIL BIN HUSSIN,MALE,,110,LOST DEPOSIT,,,,,,,,,,,,
P.66_N.9,PAHANG,P.66,JERANTUT,N.9,BANDAR JERANTUT,BN - MCA,,8108,1944,73.05,5923,337,5586,BN - MCA,HO CHOCK KEONG,,,3247,,DAP,MOHG JIT SAN,,,1036,,PAS,AMIRUDIN BIN MOHAMAD AMIN,MALE,,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.10,PAHANG,P.66,JERANTUT,N.10,KERDAU,BN - UMNO,,4835,1058,74.44,3599,379,3220,BN - UMNO,MOHAMED SALUDIN OMAR,MALE,,2139,,,,,,,,PAS,MOHD. LAZIM BIN SALLEH,MALE,,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_N.11,PAHANG,P.67,KUANTAN,N.11,BESERAH,BN - UMNO,,10690,4263,74.53,7968,278,7690,BN - UMNO,ABDUL RAHIM BIN ABU BAKAR,MALE,,5312,,DAP,JAAFAR HUSSIN,MALE,,635,LOST DEPOSIT,PAS,SYED HASSAN BIN SYED IDROS,MALE,,694,LOST DEPOSIT,PSRM,MOHAMED ALI BIN ISMAIL,MALE,,1049,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_N.12,PAHANG,P.67,KUANTAN,N.12,SUNGAI LEMBING,BN - UMNO,,10827,4073,78.64,8514,325,8189,BN - UMNO,WAN ABDULLAH BIN WAN OSMAN,MALE,,5213,,DAP,ISMAIL BIN MOHAMAD,MALE,,899,LOST DEPOSIT,PAS,A. LATIF BIN A. MAJID,MALE,,826,LOST DEPOSIT,PSRM,ABDUL MALEK MOHD.,MALE,,1140,,,,,,,,INDEPENDENT,MOHD. ZIN OMAR,MALE,,111,LOST DEPOSIT,,,,,,,,,,,,
P.67_N.13,PAHANG,P.67,KUANTAN,N.13,BANDAR KUANTAN,BN - MCA,,16712,5254,71.08,11879,421,11458,BN - MCA,LIM AH LEK,,,7461,,DAP,SYED ALI MOHSIN,MALE,,1142,LOST DEPOSIT,PAS,NOORDIN BIN JUNID,MALE,,648,LOST DEPOSIT,PSRM,S. SIVASUBRAMANIAN,MALE,,2207,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.14,PAHANG,P.68,RAUB,N.14,BATU TALAM,BN - UMNO,,7367,1677,77.8,5732,433,5299,BN - UMNO,ABDUL RAZAK BIN HITAM,MALE,,3488,,,,,,,,PAS,RAJA PUJI BIN TENGKU ABDUL HAMID,MALE,,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.15,PAHANG,P.68,RAUB,N.15,DONG,BN - UMNO,Y,8231,,,,,,BN - UMNO,TENGKU MUSTAPHA BIN TENGKU SETI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.16,PAHANG,P.68,RAUB,N.16,BANDAR RAUB,BN - MCA,,11375,1872,78.98,8984,439,8545,BN - MCA,TAN LIEW THONG,,,4977,,DAP,WAN SAI KAI,,,3105,,PAS,OSMAN BIN NIK HASSAN,MALE,,463,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.17,PAHANG,P.69,MARAN,N.17,PAYA BESAR,BN - UMNO,,8840,2447,74.45,6582,307,6275,BN - UMNO,ABDUL RASHID BIN HAJI ABD. RAHMAN,MALE,,3735,,DAP,SYED ABD. KADIR BIN SYED ALWI,MALE,,418,LOST DEPOSIT,PAS,DAUD BIN MAJID,MALE,,834,,PSRM,DZULKIFLI BIN ISMAIL,MALE,,1288,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.18,PAHANG,P.69,MARAN,N.18,BANDAR MARAN,BN - UMNO,,6937,1556,76.69,5320,276,5044,BN - UMNO,HAJI NASIR BIN HAJI MAT PIAH,MALE,,2794,,DAP,LEE SIT YIN,,,1238,,PAS,M. YUSOP BIN MAT,MALE,,450,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,ABDUL RAFFAR HAJI HALIM,MALE,,467,LOST DEPOSIT,INDEPENDENT,HAMZAH ISHAK,MALE,,95,LOST DEPOSIT,,,,,,
P.69_N.19,PAHANG,P.69,MARAN,N.19,JENGKA,BN - UMNO,,11247,3076,80.79,9087,394,8693,BN - UMNO,SARIAH BINTI KAMISO,FEMALE,,5350,,,,,,,,PAS,MUHAMAD BIN MAT,MALE,,2274,,,,,,,,,,,,,,INDEPENDENT,ISMAIL BIN ABD. LATIF,MALE,,638,LOST DEPOSIT,INDEPENDENT,ABDUL RASHID BIN HARUN,MALE,,431,LOST DEPOSIT,,,,,,
P.69_N.20,PAHANG,P.69,MARAN,N.20,CHENOR,BN - UMNO,,6171,1816,76.84,4742,202,4540,BN - UMNO,USTAZ MAHMUD HAJI MAT TAIB,MALE,,3178,,,,,,,,PAS,SHEIKH HUSSIN BIN SH. JAAFAR,MALE,,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_N.21,PAHANG,P.70,BENTONG,N.21,KARAK,BN - MCA,,10231,2008,78.58,8040,476,7564,BN - MCA,CHAN TAN CHUEN,,,4055,,DAP,LIP TUCK CHEE,MALE,,2047,,PAS,AHMAD BIN HUSSIN,MALE,,379,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,HAJI MOHD. NURIN BIN HAJI MA'AROF,MALE,,700,LOST DEPOSIT,INDEPENDENT,SYED NOR ADNAN BIN SYED ABDULLAH,MALE,,383,LOST DEPOSIT,,,,,,
P.70_N.22,PAHANG,P.70,BENTONG,N.22,BANDAR BENTONG,BN - MCA,,12090,1847,81.36,9837,526,9311,BN - MCA,FOO YEW CHOY,,,5579,,DAP,CHONG KOON KAM,MALE,,3732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_N.23,PAHANG,P.70,BENTONG,N.23,SEMANTAN,BN - UMNO,,11335,4291,74.62,8458,609,7849,BN - UMNO,ABD. MALEK BIN MOHAMMED,MALE,,6070,,DAP,POON KAI CHIANG,MALE,,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.24,PAHANG,P.71,PEKAN,N.24,KUALA PAHANG,BN - UMNO,,5045,2048,76.82,3876,239,3637,BN - UMNO,HASHIM B. M. ZIN,MALE,,2744,,,,,,,,PAS,S. HUSIN BIN S. AB. RAHIM,MALE,,696,,,,,,,,,,,,,,INDEPENDENT,CIKGU MALEK,MALE,,197,LOST DEPOSIT,,,,,,,,,,,,
P.71_N.25,PAHANG,P.71,PEKAN,N.25,CHINI,BN - UMNO,,5156,1608,71.72,3698,228,3470,BN - UMNO,MOHAMED BIN HJ. ABD. GHANI,MALE,,2539,,,,,,,,PAS,TENGKU ALI SHAHDAN,MALE,,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.26,PAHANG,P.71,PEKAN,N.26,BANDAR PEKAN,BN - UMNO,,6343,964,73.07,4635,199,4436,BN - UMNO,SAMSIAH BINTI ABD. HAMID,FEMALE,,2700,,,,,,,,PAS,MOHD. RUSDI BIN ARIF,MALE,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.27,PAHANG,P.71,PEKAN,N.27,BUKIT IBAM,BN - UMNO,,4628,1487,60.24,2788,245,2543,BN - UMNO,KHALIL YAAKOB,MALE,,2015,,,,,,,,PAS,ABDULLAH BIN JAAFAR,MALE,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.28,PAHANG,P.71,PEKAN,N.28,ROMPIN,BN - UMNO,,5647,2074,70.55,3984,304,3680,BN - UMNO,ABD. LATIFF BIN KANTAN,MALE,,2877,,,,,,,,PAS,ABD. RAUOF BIN ABD. MAJID,MALE,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.29,PAHANG,P.72,TEMERLOH,N.29,MENTAKAB,BN - UMNO,,11413,2152,73.54,8394,580,7814,BN - UMNO,HAJI IDRIS BIN HAJI LONG,MALE,,4050,,DAP,SANUSI HAJI ABAS,MALE,,1866,,PAS,ISHAK BIN ABDULLAH,MALE,,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.30,PAHANG,P.72,TEMERLOH,N.30,BANDAR TEMERLOH,BN - UMNO,,7966,866,73.89,5886,480,5406,BN - UMNO,DATUK AWANG NGAH BIN TOK MUDA HAJI IBRAHIM,MALE,,3136,,,,,,,,,,,,,,PSRM,ABU SAMAH @ ZULKIFLY BIN MAT AMIN,MALE,,2270,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.31,PAHANG,P.72,TEMERLOH,N.31,BERA,BN - UMNO,,10648,3615,77.62,8265,501,7764,BN - UMNO,JAAFAR BIN SALLEH,MALE,,4933,,DAP,TAN BIN KASSIM,MALE,,1265,,PAS,USTAZ MAT SHUM BIN HAJI SIDEK,MALE,,1318,,,,,,,,,,,,,,INDEPENDENT,MAT ISA BIN DABON,MALE,,248,LOST DEPOSIT,,,,,,,,,,,,
P.72_N.32,PAHANG,P.72,TEMERLOH,N.32,TRIANG,BN - MCA,,7731,597,80.06,6190,399,5791,BN - MCA,NGAU BOON MIN,,,3194,,DAP,LIM ONG HANG,,,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.1,SELANGOR,P.73,SABAK BERNAM,N.1,SUNGAI AYER TAWAR,BN - UMNO,,8438,1738,71.45,6029,359,5670,BN - UMNO,HAJI KHALIL BIN KASMIJAN,MALE,,3704,,,,,,,,PAS,DATO' HAJI TAIBAN BIN HASSAN,MALE,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.2,SELANGOR,P.73,SABAK BERNAM,N.2,SABAK,BN - UMNO,,8979,2308,68.2,6124,476,5648,BN - UMNO,YUSUP LATIB,MALE,,3978,,,,,,,,PAS,ARIFFIN BIN AYOB,MALE,,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.3,SELANGOR,P.73,SABAK BERNAM,N.3,SUNGAI BESAR,BN - UMNO,,10746,2453,67.06,7207,468,6739,BN - UMNO,MOHD. GHAZALI BIN KANTAN,MALE,,4596,,,,,,,,PAS,HASSAN BIN HAJI SHUKRI,MALE,,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.4,SELANGOR,P.74,TANJONG KARANG,N.4,SUNGAI PANJANG,BN - UMNO,,10324,1969,63.64,6571,464,6107,BN - UMNO,ARIFFIN BIN HAJI MAT RAWI @ HAJI RAWI,MALE,,4038,,,,,,,,PAS,HAJI HAMDAN BIN HAJI BAKRI,MALE,,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.5,SELANGOR,P.74,TANJONG KARANG,N.5,SEKINCHAN,BN - UMNO,,10354,1985,71.29,7382,486,6896,BN - UMNO,MUHAMAD KASIM BIN MOHAMED YUSOF,MALE,,3821,,,,,,,,PAS,IBRAHIM NON,MALE,,1239,,,,,,,,PEKEMAS,ANG PAR WONG,,,1836,,,,,,,,,,,,,,,,,,,
P.74_N.6,SELANGOR,P.74,TANJONG KARANG,N.6,SUNGAI BURONG,BN - UMNO,,10725,2264,72.05,7728,512,7216,BN - UMNO,DATO HAJI KAMARUZAMAN BIN HAJI AHMAD,MALE,,4740,,,,,,,,PAS,HAJI KAMARUDDIN BIN HAJI AB. GHANI,MALE,,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.7,SELANGOR,P.75,ULU SELANGOR,N.7,KALUMPANG,BN - UMNO,,11974,4867,76.95,9215,596,8619,BN - UMNO,SHOIB BIN HAJI AHMAD,MALE,,6743,,DAP,ISMAIL BIN MOHD. YUSOP,MALE,,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.8,SELANGOR,P.75,ULU SELANGOR,N.8,KUALA KUBU BAHARU,DAP,,11928,2555,73.8,8804,4955,3849,,,,,,,DAP,PAN SU PENG,,,3202,,,,,,,,,,,,,,,,,,,,INDEPENDENT,YAP HON CHU,MALE,,647,,,,,,,,,,,,,
P.75_N.9,SELANGOR,P.75,ULU SELANGOR,N.9,BATANG KALI,BN - UMNO,,10842,2851,78.19,8478,499,7979,BN - UMNO,ROSEDIN BIN HAJI YAACOB,MALE,,5032,,DAP,LAW SEE LAM,,,2181,,PAS,YUSSOF BIN AHMAD,MALE,,703,LOST DEPOSIT,,,,,,,PEKEMAS,ALI RAHMAN,MALE,,63,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.76_N.10,SELANGOR,P.76,KUALA SELANGOR,N.10,PERMATANG,BN - UMNO,,11619,2739,74.35,8639,591,8048,BN - UMNO,ZALEHA BINTI ISMAIL,FEMALE,,4865,,,,,,,,PAS,HAJI NOORHADI,MALE,,1057,,,,,,,,,,,,,,INDEPENDENT,SUPIAN BIN SIRMAN,MALE,,2126,,,,,,,,,,,,,
P.76_N.11,SELANGOR,P.76,KUALA SELANGOR,N.11,ASAM JAWA,BN - MIC,,10935,2688,75.4,8245,533,7712,BN - MIC,N.S. MANIAM,MALE,,4084,,,,,,,,PAS,AWANG ANSARI,MALE,,932,LOST DEPOSIT,,,,,,,PEKEMAS,M. NADARAJ,,,1038,,INDEPENDENT,MOHAMED JAIS BIN MOHAJER,MALE,,1395,,INDEPENDENT,R. SUBRAMANIAM,MALE,,237,LOST DEPOSIT,INDEPENDENT,MAHMOOD BIN NGAH,MALE,,25,LOST DEPOSIT
P.76_N.12,SELANGOR,P.76,KUALA SELANGOR,N.12,JERAM,BN - UMNO,,10458,3761,75.34,7880,537,7343,BN - UMNO,NORSIAH BINTI ABD. RAHIM,FEMALE,,5552,,,,,,,,PAS,HAJI ABDUL RAHMAN BIN HAJI ABD. MANAN,MALE,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.13,SELANGOR,P.77,SELAYANG,N.13,RAWANG,BN - MCA,,15291,3196,75.64,11567,443,11124,BN - MCA,LEE KIM SAI,,,6763,,DAP,KHOO CHIN TOW,,,3567,,PAS,HUSSEIN BIN IBRAHIM,MALE,,667,LOST DEPOSIT,,,,,,,PEKEMAS,ZAINUDDIN KARIM,MALE,,127,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.77_N.14,SELANGOR,P.77,SELAYANG,N.14,GOMBAK,BN - UMNO,,32550,11352,71.98,23432,1332,22100,BN - UMNO,ZAKARIA HAJI YAHAYA,MALE,,15089,,,,,,,,PAS,KHALID BIN SIRI,MALE,,3274,,,,,,,,PEKEMAS,ISHAK SURIN,MALE,,3737,,,,,,,,,,,,,,,,,,,
P.77_N.15,SELANGOR,P.77,SELAYANG,N.15,AMPANG,BN - MCA,,33509,6016,74.38,24924,789,24135,BN - MCA,TAN KUI SUI,,,12749,,DAP,ZAINAL RAMPAK,MALE,,6733,,PAS,IBRAHIM HAJI JA'AFAR,MALE,,4447,,,,,,,,,,,,,,INDEPENDENT,LEOW KIM HOCK,,,206,LOST DEPOSIT,,,,,,,,,,,,
P.78_N.16,SELANGOR,P.78,ULU LANGAT,N.16,DUSUN TUA,BN - UMNO,,11207,4168,73.23,8208,543,7665,BN - UMNO,MOHD. AZMIR BIN DATO' MOHD. NAZIR,MALE,,5450,,,,,,,,PAS,MISRAN AHMAD,MALE,,933,LOST DEPOSIT,,,,,,,PEKEMAS,MOHD. SAHAR BIN MOHD. JALI,MALE,,1282,,,,,,,,,,,,,,,,,,,
P.78_N.17,SELANGOR,P.78,ULU LANGAT,N.17,SEMENYIH,DAP,,15708,2528,78.78,12374,362,12012,BN - MCA,KAN TONG FONG,,,4313,,DAP,LIEW AH KIM,,,6841,,,,,,,,PSRM,DATUK KAMPO RADJO,MALE,,550,LOST DEPOSIT,PEKEMAS,AMAN KHAN,MALE,,308,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.78_N.18,SELANGOR,P.78,ULU LANGAT,N.18,KAJANG,BN - UMNO,,10787,2418,78.43,8461,458,8003,BN - UMNO,ABDUL HAMID BIN MOHD. SAID,MALE,,4390,,,,,,,,PAS,HASSAN SOUD,MALE,,479,LOST DEPOSIT,,,,,,,PEKEMAS,KAMARULZAMAN BIN IBRAHIM,MALE,,1972,,INDEPENDENT,AMRAN BIN HAJI UMAR,MALE,,1009,,INDEPENDENT,MOKHTAR BIN HITAM,MALE,,153,LOST DEPOSIT,,,,,,
P.79_N.19,SELANGOR,P.79,PELABOHAN KELANG,N.19,KAPAR,BN - UMNO,,10880,4430,80.39,8747,303,8444,BN - UMNO,SANAD BIN HAJI SAID,MALE,,5769,,DAP,HUSSIN BIN KUSSAN,MALE,,1339,,PAS,MAHABON BIN HAJI HUSSIN,MALE,,1250,,,,,,,,PEKEMAS,ISHAQUE NOORGANI,MALE,,86,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.79_N.20,SELANGOR,P.79,PELABOHAN KELANG,N.20,SEMENTA,BN - UMNO,,13516,4706,72.09,9745,671,9074,BN - UMNO,CHE ONN BIN ISMAIL,MALE,,6890,,,,,,,,PAS,DAHALAN BIN HAJI REZWAN,MALE,,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.21,SELANGOR,P.79,PELABOHAN KELANG,N.21,SELAT KELANG,BN - MCA,,25583,682,76.1,19470,818,18652,BN - MCA,GAN CHING YEN,,,8957,,DAP,CHEW KIM SWEE,,,8275,,PAS,MOHD. ZIN BIN IBRAHIM,MALE,,1420,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.22,SELANGOR,P.80,SHAH ALAM,N.22,BUKIT RAJA,BN - MIC,,24613,6943,73.17,18009,716,17293,BN - MIC,G. VADIVELOO,MALE,,11665,,DAP,K. RAMASEN,MALE,,4722,,,,,,,,,,,,,,PEKEMAS,J. P. SAMUEL RAJ,MALE,,906,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.80_N.23,SELANGOR,P.80,SHAH ALAM,N.23,BANDAR KELANG,BN - MCA,Y,32923,,,,,,BN - MCA,TONG KOK MAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.24,SELANGOR,P.80,SHAH ALAM,N.24,KAMPONG JAWA,BN - UMNO,,13862,2112,67.28,9327,63,9264,BN - UMNO,RAJA ZULKIFLI BIN RAJA BORHAN,MALE,,4799,,DAP,G. DAVIDASON,MALE,,2687,,PAS,SUMAIRI BIN AWAM,MALE,,1575,,,,,,,,PEKEMAS,ABDUL MANAP BIN SULAIMAN,MALE,,175,LOST DEPOSIT,INDEPENDENT,ABD. MANAN BIN KASMURI,MALE,,28,LOST DEPOSIT,,,,,,,,,,,,
P.81_N.25,SELANGOR,P.81,PETALING,N.25,PETALING JAYA,BN - GERAKAN,,51469,14821,73.75,37961,3774,34187,BN - GERAKAN,SOONG SIEW HOONG,,,24504,,,,,,,,PAS,HUSIN MD. ATAN,MALE,,9683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.26,SELANGOR,P.81,PETALING,N.26,SUNGAI WAY,BN - MIC,,23093,1726,72.84,16822,470,16352,BN - MIC,V.L. KANDAN,MALE,,7460,,DAP,K.C. CHEAH,,,5734,,PAS,MOHD. AMIN ABU BAKAR,MALE,,1914,LOST DEPOSIT,PP,GANGA NAYAR,FEMALE,,132,LOST DEPOSIT,,,,,,,INDEPENDENT,DR SABRI MUSTAFFA AFIFI,MALE,,1112,LOST DEPOSIT,,,,,,,,,,,,
