UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY SEAT,UNCONTESTED VICTORY,WINNER,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP CANDIDATE VOTE,DAP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) CANDIDATE VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) CANDIDATE VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.90,SELANGOR,P.90,PETALING JAYA,,DAP,80403,8753,67.61,54360,,801,53559,MCA,LEE PHON YONG,MALE,,21176,,,,,,,,DAP,DR. ENG SENG CHAI @ NG SING SAI,MALE,,29929,,,,,,,,SDP,WONG SAI HOU,MALE,,2454,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.91,SELANGOR,P.91,PUCHONG,,DAP,81005,14529,75.37,61052,,1198,59854,MCA,LUI THAI HENG @ LEW SUN HING,MALE,,20616,,PAS,ASRI BIN JANANG,MALE,,2409,LOST DEPOSIT,DAP,DAVID S/O VETHAMUTHU,MALE,64,35145,,,,,,,,SDP,YEOH PON SAN @ YANG PO SAN,MALE,,1684,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.92,SELANGOR,P.92,SHAH ALAM,,BN - UMNO,60360,24835,69.62,42021,,1428,40593,UMNO,RAHMAH BINTI OSMAN @ HAJAH RAHMAH BINTI OSMAN,FEMALE,,32714,,PAS,MUSTAFAR BIN AB. KADIR,MALE,,7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93,SELANGOR,P.93,KLANG,,BN - MCA,74964,667,70.74,53026,,925,52101,MCA,NG CHENG KIAT,MALE,45,24966,,PAS,AZMI BIN ALI @ NIK,MALE,,2317,LOST DEPOSIT,DAP,WEE CHOO KEONG,MALE,33,24299,,,,,,,,SDP,GABRIEL LEE,MALE,,519,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.94,SELANGOR,P.94,KUALA LANGAT,,BN - UMNO,41565,14943,74.6,31007,,1118,29889,UMNO,BASRI BIN BAJURI,MALE,45,22416,,PAS,MOHSINON BIN HAJI TAHIR,MALE,,7473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95,SELANGOR,P.95,SEPANG,,BN - UMNO,39895,11160,74.2,29603,,1061,28542,UMNO,MOHD SHARIF BIN JAJANG,MALE,43,18253,,,,,,,,DAP,RAMASEN S/O KRISHNAN,MALE,57,7093,,NASMA,ABD. JABAR BIN MOHD YUSOF @ JABAR BIN YUSOF,MALE,,2757,LOST DEPOSIT,SDP,TAI SIEW SIONG,MALE,,439,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.96,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.96,KEPONG,,DAP,71767,16513,71.73,51476,,486,50990,GERAKAN,LUM WENG KEONG,MALE,30,16536,,,,,,,,DAP,TAN SENG GIAW @ TAN CHUN TIN,MALE,44,33049,,NASMA,WONG KIM LIN,MALE,,1405,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.97,BATU,,BN - GERAKAN,68865,6265,62.55,43074,,415,42659,GERAKAN,YU LUNG LEE @ ALEXANDER YU LUNG LEE,MALE,47,22262,,PAS,HASSAN BIN HJ. SHUKRI,MALE,,3923,LOST DEPOSIT,DAP,CHAN BENG SHIN,MALE,29,15997,,,,,,,,SDP,HAJI OMAR DIN BIN MAWAI DIN,MALE,,477,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.98,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.98,TITIWANGSA,,BN - UMNO,62511,11777,55.44,34657,,267,34390,UMNO,SULEIMAN BIN MOHAMED,MALE,,20976,,PAS,HAJI ABBAS BIN HAJI ALIAS,MALE,,4215,LOST DEPOSIT,DAP,YEE KAI WAH,MALE,,9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.99,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.99,BUKIT BINTANG,,DAP,67548,30145,66.52,44933,,292,44641,MCA,YAP FOOK HING,MALE,,7248,,,,,,,,DAP,LEE LAM THYE,MALE,39,37393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.100,LEMBAH PANTAI,,BN - UMNO,62937,12540,58.48,36803,,415,36388,UMNO,HAJI ABDUL RAZAK BIN ABU SAMAH,MALE,49,21408,,,,,,,,DAP,YAP KEW SING,MALE,31,8868,,,,,,,,SDP,AHMAD BIN NOR,MALE,43,6112,,,,,,,,,,,,,,,,,,,,,,,,,
P.101,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.101,SEPUTEH,,DAP,75153,20993,70.46,52950,,379,52571,MCA,DAVID CHUA KOK TEE,MALE,39,15789,,,,,,,,DAP,LIEW AH KIM,MALE,48,36782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.102,SUNGAI BESI,,DAP,64859,1526,70.01,45408,,238,45170,MCA,KEE AH MAT @ KEE YONG WEE,MALE,49,20662,,PAS,SHARIFFUDDIN BIN BUDIN,MALE,26,2320,LOST DEPOSIT,DAP,TAN KOK WAI,MALE,29,22188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103,NEGERI SEMBILAN,P.103,JELEBU,,BN - UMNO,28561,11432,76.02,21712,,870,20842,UMNO,DATO' RAIS YATIM @ MAT RAIS BIN JATIN @ YATIM,MALE,44,16137,,PAS,ISHAK BIN MD. NAZIR,MALE,,4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104,NEGERI SEMBILAN,P.104,JEMPOL,,BN - UMNO,35516,10389,74.91,26604,,231,26373,UMNO,MOHD KHALID BIN MOHD YUNUS,MALE,43,17467,,PAS,SUNDARARAJOO A/L AYASAMY @ MOHAMAD BIN ABDULLAH,MALE,,1828,LOST DEPOSIT,DAP,THAM KIN SUNG,MALE,,7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105,NEGERI SEMBILAN,P.105,TAMPIN,,BN - UMNO,38268,15553,72.87,27885,,1134,26751,UMNO,MOHD. NOH BIN RAJAB,MALE,39,21152,,,,,,,,DAP,HENG KAU @ YEE KONG,MALE,,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106,NEGERI SEMBILAN,P.106,KUALA PILAH,,BN - UMNO,35433,14941,70.77,25076,,1217,23859,UMNO,NAPSIAH BTE. OMAR,FEMALE,42,19400,,PAS,MOHAMAD MANGSOR BIN KELIWAN @ MANSOOR BIN KELIWAN,MALE,,4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107,NEGERI SEMBILAN,P.107,SEREMBAN,,DAP,65571,1064,71.47,46866,,776,46090,MCA,YIM KOK KHEONG @ YIM CHEE CHONG,MALE,,22513,,,,,,,,DAP,CHEN MAN HIN DENNIS,MALE,61,23577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108,NEGERI SEMBILAN,P.108,RASAH,,DAP,56521,1471,74.29,41991,,1184,40807,MCA,WONG SENG CHOW,MALE,,19668,,,,,,,,DAP,HU SEPANG,MALE,39,21139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109,NEGERI SEMBILAN,P.109,TELOK KEMANG,,BN - MIC,38790,12779,68.16,26441,,834,25607,MIC,K. PATMANABAN @ K. PATHMRINATHAN S/O KUNJAMBOO,MALE,49,19193,,,,,,,,DAP,KHOO SENG HOCK,MALE,,6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110,MELAKA,P.110,ALOR GAJAH,,BN - UMNO,34966,15852,69.91,24446,,758,23688,UMNO,MOHD ADIB BIN HAJI MOHD ADAM,MALE,45,19770,,PAS,AB. RAHMAN BIN HJ. HASSAN,MALE,,3918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.111,MELAKA,P.111,SELANDAR,,BN - MCA,37313,10447,70.7,26379,,1098,25281,MCA,KOK WEE KIAT,MALE,45,17864,,,,,,,,DAP,ANG KUAN MENG,MALE,,7417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112,MELAKA,P.112,BATU BERENDAM,,BN - UMNO,62000,11842,74.03,45896,,1360,44536,UMNO,MOHD TAMRIN BIN ABDUL GHAFFAR,MALE,36,25282,,PAS,JALILUDDIN BIN HJ. ABD. WAHID,MALE,,5814,,DAP,KAN YEW HONG,MALE,,13440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113,MELAKA,P.113,KOTA MELAKA,,DAP,69034,17606,76.54,52840,,1300,51540,MCA,SOH CHIN ANN,MALE,36,16967,,,,,,,,DAP,LIM GUAN ENG,MALE,26,34573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114,MELAKA,P.114,JASIN,,BN - UMNO,39600,14336,71.21,28200,,992,27208,UMNO,ABDUL GHAFAR BIN BABA,MALE,61,20772,,PAS,RAHIMI BIN BANI,MALE,,6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.115,JOHOR,P.115,SEGAMAT,,BN - MIC,44007,6529,73.74,32450,,920,31530,MIC,DATO' SUBRAMANIAM A/L SINNIAH,MALE,34,18644,,PAS,ABDUL RAZAK BIN DAUD,MALE,,771,LOST DEPOSIT,DAP,CHAN YIEK NUNG @ CHAN HENG JIB,MALE,,12115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.116,JOHOR,P.116,LEDANG,,BN - UMNO,47174,10665,71.39,33679,,1228,32451,UMNO,A. GHANI B. OTHMAN,MALE,39,21558,,,,,,,,DAP,LEE TIONG KING @ LEE TIONG KANG,MALE,,10893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.117,JOHOR,P.117,PAGOH,,BN - UMNO,33028,15970,70.93,23426,,666,22760,UMNO,AHMAD BIN OMAR @ AMAR,MALE,,19365,,PAS,OTHMAN BIN HASHIM,MALE,,3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.118,JOHOR,P.118,LABIS,,BN - MCA,38264,9611,72.26,27650,,897,26753,MCA,LIM LIONG SEEK @ LING LIONG SIK,MALE,43,18182,,,,,,,,DAP,TAN TIEN LIM,MALE,,8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.119,JOHOR,P.119,MERSING,,BN - UMNO,28281,10879,67.41,19065,,1106,17959,UMNO,ABD. AJIB BIN AHMAD,MALE,39,14419,,PAS,MOKHTAR BIN HAJI YAHAYA,MALE,,3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.120,JOHOR,P.120,KLUANG,,BN - MCA,62009,2009,75.02,46522,,1600,44922,MCA,LING TOWI SENG @ LING CHOOI SIENG,FEMALE,,22891,,PAS,HJ. ABU HASSAN BIN UMAT @ AHMAD,MALE,,1149,LOST DEPOSIT,DAP,LEE KAW,MALE,47,20882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.121,JOHOR,P.121,PARIT SULONG,Y,BN - UMNO,52180,,,,,,,UMNO,SHARIFFAH DORA BINTI MOHAMED,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.122,JOHOR,P.122,BAKRI,,BN - MCA,43085,1105,,30729,,761,29968,MCA,CHUA JUI MENG,MALE,43,14818,,PAS,HASSAN BIN HUSSEIN,MALE,,1437,LOST DEPOSIT,DAP,SONG SING KWEE,MALE,,13713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.123,JOHOR,P.123,MUAR,,BN - UMNO,35374,12658,,23934,,990,22944,UMNO,MOHAMED SAM BIN SAILAN,MALE,,17801,,PAS,MD. SAID @ MD SA'AID BIN ABD. SAMAD,MALE,,5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.124,JOHOR,P.124,SRI GADING,Y,BN - UMNO,38709,,,,,,,UMNO,MUSTAFFA BIN MOHD.,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.125,JOHOR,P.125,BATU PAHAT,,BN - UMNO,55418,15554,,39017,,4534,34483,UMNO,DAUD BIN HAJI TAHA,MALE,43,23384,,PAS,UNGKU MOHD. NOOR BIN UNGKU MAHMOOD,MALE,,3269,LOST DEPOSIT,,,,,,,,,,,,,SDP,TAN LEM (TEM) HUAT,MALE,,7830,,,,,,,,,,,,,,,,,,,,,,,,,
P.126,JOHOR,P.126,SUNGAI BENUT,,BN - UMNO,46727,19394,,33008,,1438,31570,UMNO,MOHAMED TAWFIK BIN TUN DR. ISMAIL,MALE,,25482,,PAS,ABD. HAMID BIN ABD. RAHIM,MALE,,6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127,JOHOR,P.127,SENAI,,BN - MCA,57568,9559,,43927,,1834,42093,MCA,WOON SEE CHIN,MALE,42,25826,,,,,,,,DAP,YAP AH NGAU,MALE,,16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128,JOHOR,P.128,KOTA TINGGI,,BN - UMNO,50240,30633,,38456,,1307,37149,UMNO,MUSA BIN HITAM,MALE,52,33891,,PAS,HARUN BIN EMBONG,MALE,,3258,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129,JOHOR,P.129,TEBRAU,,BN - UMNO,65203,11053,,45497,,2274,43223,UMNO,ZAINABON @ ZAINAB BTE. ABU BAKAR,FEMALE,44,27138,,,,,,,,,,,,,,PSRM,HASSAN BIN ABDUL KARIM,MALE,35,16085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130,JOHOR,P.130,JOHOR BAHRU,,BN - UMNO,59922,2235,,37368,,905,36463,UMNO,SHARIL @ SHAHRIR BIN AB. SAMAD,MALE,37,19349,,,,,,,,,,,,,,PSRM,A. RAZAK BIN AHMAD,MALE,47,17114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131,JOHOR,P.131,PULAI,,BN - UMNO,49333,9687,,34904,,1105,33799,UMNO,DATO MOHAMED BIN RAHMAT,MALE,54,21743,,,,,,,,,,,,,,PSRM,GURDIAL SINGH HIJAR A/L SADU SINGH,MALE,,12056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132,JOHOR,P.132,PONTIAN,,BN - MCA,52207,9985,,38988,,1738,37250,MCA,LAW LAI HENG @ GOH LAI HENG,MALE,,20772,,PAS,MOHD. JUFRI BIN HAJI TAHIR @ HJ. IBRAHIM BIN HAJI TAHIR,MALE,,443,LOST DEPOSIT,DAP,CHONG KEE KIAM,MALE,,10787,,,,,,,,SDP,CHUAH AH HOCK,MALE,,150,LOST DEPOSIT,INDEPENDENT - BUS,ABDUL NASIR B. SHAIN,MALE,,5098,,,,,,,,,,,,,,,,,,,
P.133,WILAYAH PERSEKUTUAN LABUAN,P.133,LABUAN,,INDEPENDENT - OIL PALM,12171,183,,8163,,78,8085,UMNO,ISLI BIN HAJI SIPUT @ ALI,MALE,,2265,,,,,,,,,,,,,,BERJAYA,MOHAMEDIAN BIN MUDZAFFAR @ MOHD DIN BIN JA'FAR,MALE,,597,LOST DEPOSIT,,,,,,,INDEPENDENT - UMBRELLA,ABDUL GHANI BIN MAT JAIR,MALE,,780,LOST DEPOSIT,INDEPENDENT - CHAIR,AHMAD SHAH BIN DATUK HJ. HUSSEIN TAMBAKAU,MALE,,1995,,INDEPENDENT - OIL PALM,ABDOL MULOK @ MOLLEE,MALE,,2448,,,,,,,
P.134,SABAH,P.134,MARUDU,,INDEPENDENT - OIL PALM,23541,573,,11013,,156,10857,USNO,DATU AMIR KAHAR BIN TUN DATUK HJ. MUSTAPHA,MALE,,4690,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,OJIHI B. SUPIRING,MALE,,5263,,INDEPENDENT - FISH,MOHAMAD B. AYONG,MALE,,904,LOST DEPOSIT,,,,,,,,,,,,
P.135,SABAH,P.135,BANDAU,,BN - PBS,19425,3251,,9792,,156,9636,PBS,MADATANG BIN MOREJAL,MALE,,6180,,,,,,,,,,,,,,,,,,,,MOMOGUN,SURUBI BIN O.T. ADUN @ ALBERT SURUBI BIN ADUN,MALE,,527,LOST DEPOSIT,INDEPENDENT - OIL PALM,MICHAEL FRANCIS WONG @ MOHD. FAISAL,MALE,,2929,,,,,,,,,,,,,,,,,,,
P.136,SABAH,P.136,KOTA BELUD,,BN - PBS,25351,3771,,16629,,195,16434,PBS,MAIDOM BIN PANSAI @ PAUL BIN PANSAI,MALE,,8155,,PAS,JAMLIDI B. OLEH,MALE,,3629,,,,,,,,BERJAYA,YAPIN GIMPOTON @ TIMOTHY,MALE,43,4384,,,,,,,,INDEPENDENT - OIL PALM,ASMARA BIN HJ. MOHD. BILIN,MALE,,223,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.137,SABAH,P.137,TUARAN,,BN - PBS,23050,2543,,14303,,116,14187,PBS,KALAKAU BIN UNTOL @ KALAKAN ENTOL,MALE,32,7079,,,,,,,,,,,,,,BERJAYA,UMSERY ABUDLLAH @ ANSARI,MALE,32,2164,,,,,,,,INDEPENDENT - BUS,MONGGOH AROW @ MONGGOH OROW,MALE,,4536,,INDEPENDENT - TELEPHONE,SUINI GABAN @ GEOFRREY,MALE,,344,LOST DEPOSIT,,,,,,,,,,,,
P.138,SABAH,P.138,KINABALU,Y,BN - PBS,16793,,,,,,,PBS,KASITAH B. GADDAM,MALE,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139,SABAH,P.139,JAMBONGAN,,BN - PBS,21468,4738,,10426,,174,10252,PBS,METAH BIN ASANG @ MICHAEL ASANG,MALE,,7495,,PAS,HAMZA BIN A. ABDULLAH @ HAMZAH,MALE,,2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140,SABAH,P.140,SANDAKAN,,DAP,33325,5767,,19738,,85,19653,PBS,THAM CHEE NAM @ ANDREW THAM,MALE,,6943,,,,,,,,DAP,FUNG KET WING,MALE,,12710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141,SABAH,P.141,KINABATANGAN,,BN - USNO,18979,734,,8298,,109,8189,USNO,PITTING BIN HAJI MOHD. ALI,MALE,,3273,,,,,,,,,,,,,,BERJAYA,ABDUL MALOK CHUA,MALE,45,2539,,,,,,,,INDEPENDENT - UMBRELLA,NAHALAN BIN DAMSAL,MALE,,2183,,INDEPENDENT - BOOK,ISMAIL BIN TALIP @ ISMAIL BIN TAIB,MALE,,149,LOST DEPOSIT,,,,,,,,,,,,
P.142,SABAH,P.142,KENINGAU,Y,BN - PBS,15595,,,,,,,PBS,JOSEPH PAIRIN KITINGAN,MALE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143,SABAH,P.143,PENAMPANG,,BN - PBS,20366,3409,,12876,,74,12802,PBS,BERNARD GILUK DOMPOK,MALE,36,6659,,,,,,,,DAP,PETER MARTIN TOJIPUN,MALE,,2036,,BERJAYA,JOMILOM MOJUNTIN @ DATUK CONRAD MOJUNTIN,MALE,38,726,LOST DEPOSIT,MOMOGUN,EDWARD SINSUA,MALE,,57,LOST DEPOSIT,INDEPENDENT - KEY,MAECEL LEIKING @ MARSHAL,MALE,,3250,,,,,,,,,,,,,,,,,,,
P.144,SABAH,P.144,GAYA,,DAP,28878,8208,,16624,,56,16568,PBS,CHIA SWEE CHUNG @ JOSEPH,MALE,,4180,,,,,,,,DAP,GERARD MATH,MALE,,12388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145,SABAH,P.145,TANJONG ARU,,DAP,21587,1513,,11140,,85,11055,PBS,CHONG ENG LEONG @ CHING ENG LEONG,MALE,,4468,,,,,,,,DAP,HSING YIN SHEAN @ HENG YICK YIN,MALE,34,5981,,BERJAYA,FUNG YUN GATT @ CHARLES FUNG,MALE,,572,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
