UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY SEAT,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,VALID VOTE CHECKER,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.52_N.8,PERAK,P.52,BAGAN SERAI,N.8,GUNONG SEMANGGOL,BN - UMNO,,21157,2585,69.71,14749,,602,14147,14147,UMNO,SAMSUDIN BIN MAN,MALE,,8366,,PAS,AHMAD SUBKI B HAJI LATIB @ AHMAD SUBKI B HAJI ABD. LATIF,MALE,,5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_N.9,PERAK,P.53,BUKIT GANTANG,N.9,SAPETANG,BN - GERAKAN,,19232,3577,69.24,13317,,655,12662,12662,GERAKAN,HAW HEW KHEONG @ AU HOW CHEONG,MALE,,6993,,PAS,MOKHTAR BIN L. AWANG,MALE,,2253,,DAP,CHUEH TIONG SAN,,,3416,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_N.10,PERAK,P.53,BUKIT GANTANG,N.10,CHANGKAT JERING,BN - UMNO,,20899,3449,66.49,13895,,526,13369,13369,UMNO,MOHAMAD RAZLAN BIN HAJI ABDUL HAMID,MALE,,8409,,PAS,GHAZALI BIN HAJI ABDULLAH,MALE,,4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.54_N.11,PERAK,P.54,TAIPING,N.11,KAMUNTING,BN - UMNO,,22983,7575,63.08,14497,,594,13903,13903,UMNO,ZULKIFLI BIN HUSSEIN,MALE,,10739,,PAS,HAJI JOHARI BIN HAJI HABIB,MALE,,3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.54_N.12,PERAK,P.54,TAIPING,N.12,ASAM KUMBANG,DAP,,33616,4993,69.01,23198,,639,22559,22559,GERAKAN,SIEW KOK KAN,MALE,,8783,,,,,,,,DAP,KONG CHEOK WAN @ KONG CHEOK SENG,,,13776,,,,,,,,,,,,,,,,,,,,,,,,,
P.55_N.13,PERAK,P.55,TASEK CHENDEROH,N.13,LENGGONG,BN - UMNO,,15898,4954,67.29,10698,,346,10352,10352,UMNO,UMAR BIN HAJI ISMAIL,MALE,,7653,,PAS,GHAZALI BIN HAJI ABDUL RAHMAN,MALE,,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.55_N.14,PERAK,P.55,TASEK CHENDEROH,N.14,LUBOK MERBAU,BN - UMNO,,16517,3181,65.07,10748,,353,10395,10395,UMNO,HAMZAH BIN MOHD. ZAIN,MALE,,6788,,PAS,YUNUS BIN YEOP BAHARUDDIN,MALE,,3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_N.15,PERAK,P.56,SUNGAI SIPUT,N.15,LINTANG,BN - UMNO,,15884,5575,67.13,10663,,644,10019,10019,UMNO,MEOR OSMAN BIN IMAM PINAWA @ PANJANG MOHD. HANAPIAH,MALE,,7797,,PAS,MOHAMED RAZILAH BIN DAHALAN,MALE,,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_N.16,PERAK,P.56,SUNGAI SIPUT,N.16,JALONG,DAP,,19557,1761,73.87,14446,,641,13805,13805,GERAKAN,TAI CHEE CHAI @ TAL TACK CHOO,,,4580,,,,,,,,DAP,LIEW SAM FONG,,,6341,,,,,,,,SDP,FAN LEW LENG @ FAN YEW TENG,MALE,,368,LOST DEPOSIT,INDEPENDENT - UMBRELLA,LIM AH GUAN @ LIM SOON GUAN,,,2516,,,,,,,
P.57_N.17,PERAK,P.57,TAMBUN,N.17,CHEMOR,BN - UMNO,,27262,5606,68.12,18570,,643,17927,17927,UMNO,MOHAMED YUSOF BIN ARIFFIN,MALE,,10898,,PAS,ABU BAKAR BIN SUDIN,MALE,,1737,LOST DEPOSIT,DAP,CHEN TIAM SEONG,,,5292,,,,,,,,,,,,,,,,,,,,,,,,,
P.57_N.18,PERAK,P.57,TAMBUN,N.18,SUNGAI ROKAM,BN - PPP,,25922,3024,67.56,17514,,571,16943,16943,PPP,PARAMJIK SINGH S/O TARA SINGH,MALE,,8882,,PAS,AB. WAHAB BIN MENSOR,MALE,,1682,LOST DEPOSIT,DAP,MOHAMAD ASRI BIN OTHMAN,MALE,,5858,,,,,,,,SDP,QUAH SOO KEAT @ QUAH SOO LEEK,,,521,LOST DEPOSIT,,,,,,,,,,,,
P.58_N.19,PERAK,P.58,PASIR PINJI,N.19,DERMAWAN,DAP,,32729,8444,69.91,22880,,337,22543,22543,PPP,YUN NEAN KHEAN,MALE,,6837,,,,,,,,DAP,LAU DAK KEE,,,15281,,,,,,,,SDP,OH KENG SENG,,,425,LOST DEPOSIT,,,,,,,,,,,,
P.58_N.20,PERAK,P.58,PASIR PINJI,N.20,TEBING TINGGI,DAP,,31591,6580,68.61,21674,,408,21266,21266,MCA,LIEW YOON SIN,MALE,,7160,,,,,,,,DAP,FOO TIEW KOK @ FOO PIEW KOK,,,13740,,,,,,,,SDP,WONG TO @ WONG NAM SANG,,,366,LOST DEPOSIT,,,,,,,,,,,,
P.59_N.21,PERAK,P.59,IPOH,N.21,TASEK,DAP,,29349,2939,65.35,19180,,412,18768,18768,MCA,CHAN KAM,,,7549,,,,,,,,DAP,CHIN SOW KEY,,,10488,,,,,,,,SDP,FAN KEN TANG,,,731,LOST DEPOSIT,,,,,,,,,,,,
P.59_N.22,PERAK,P.59,IPOH,N.22,SUNGAI PARI,DAP,,29105,2561,67.25,19573,,338,19235,19235,MCA,LEE CHAN FAI @ LEE SOON HENG,,,8139,,,,,,,,DAP,PATTO A/L PERUMAL,MALE,,10700,,,,,,,,SDP,AU YOU HENG,,,396,LOST DEPOSIT,,,,,,,,,,,,
P.60_N.23,PERAK,P.60,BATU GAJAH,N.23,FALIM,DAP,,23045,6298,73.96,17044,,391,16653,16653,MCA,WOON CHING HEE,,,5017,,,,,,,,DAP,LOKE SUI CHUN @ LOK SWEE CHIN,,,11315,,,,,,,,SDP,LIEW LIAN SIEW,,,321,LOST DEPOSIT,,,,,,,,,,,,
P.60_N.24,PERAK,P.60,BATU GAJAH,N.24,LAHAT,DAP,,26656,1727,69.38,18493,,326,18167,18167,MCA,SEW HUA KEW @ WU LIAN HWA,,,7734,,PAS,IBRAHIM BIN ABDUL MALEK,MALE,,813,LOST DEPOSIT,DAP,LEE KAK HOI @ LEE AH YAT,,,9461,,,,,,,,SDP,GOPAL A/L T.P. NAIR,MALE,,159,LOST DEPOSIT,,,,,,,,,,,,
P.61_N.25,PERAK,P.61,KUALA KANGSAR,N.25,BUKIT CHANDAN,BN - UMNO,,19537,4662,63.34,12375,,363,12012,12012,UMNO,MEGAT TAJUDDIN BIN MEGAT AHMAD,MALE,,8337,,PAS,MOHD. NOR MD. NOOR BIN ABDULLAH,MALE,,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.61_N.26,PERAK,P.61,KUALA KANGSAR,N.26,BATU HAMPAR,BN - UMNO,,17144,4107,65.05,11153,,406,10747,10747,UMNO,HAJI MOHAMAD ALI BIN ABDULLAH,MALE,,7427,,PAS,MUHAMMAD BIN HARUN @ MOHD. NOR BIN HARON,MALE,,3320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.27,PERAK,P.62,BERUAS,N.27,PENGKALAN BAHARU,BN - UMNO,,13972,3869,69.65,9731,,249,9482,9482,UMNO,DATO HAJI ABD. MALIK BIN HAJI AHMAD,MALE,,6174,,PAS,MD. HATTA BIN HAJI IMRAN,MALE,,1003,LOST DEPOSIT,DAP,MD. ALI HAIRUDDIN B. M. SAIDI,MALE,,2305,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.28,PERAK,P.62,BERUAS,N.28,PANTAI REMIS,DAP,,20856,3674,72.79,15181,,397,14784,14784,PPP,KATHIRGAMER A/L NAGALINGAM,MALE,,5555,,,,,,,,DAP,YU YANG KIEN,,,9229,,,,,,,,,,,,,,,,,,,,,,,,,
P.63_N.29,PERAK,P.63,PARIT,N.29,BELANJA,BN - UMNO,,16183,1082,69.15,11191,,373,10818,10818,UMNO,ZAINAB BINTI IBRAHIM,FEMALE,,5950,,PAS,MOHAMAD NOR BIN MANSOR,MALE,,4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.63_N.30,PERAK,P.63,PARIT,N.30,BOTA,BN - UMNO,,17828,3164,66.9,11927,,431,11496,11496,UMNO,AHAMED HAMBAL BIN YEOP MAJLIS,MALE,,7186,,PAS,OTHMAN B. ITAM KARIB,MALE,,4022,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,OTHMAN BIN ARIS,MALE,,288,LOST DEPOSIT,,,,,,
P.64_N.31,PERAK,P.64,GOPENG,N.31,TEJA,BN - MCA,,19158,365,70.79,13561,,411,13150,13150,MCA,LOH BOON ENG,,,6597,,,,,,,,DAP,KALIMUTHU A/L RANGGAYAH,MALE,,6232,,,,,,,,SDP,LAU KEN FAH,,,321,LOST DEPOSIT,,,,,,,,,,,,
P.64_N.32,PERAK,P.64,GOPENG,N.32,CHENDERONG,BN - MCA,,15876,4436,64.01,10162,,251,9911,9911,MCA,SONG YONG PHEOW,,,6927,,,,,,,,DAP,WONG YOON CHONG,,,2491,,,,,,,,SDP,DAUD BIN ALANG,MALE,,493,LOST DEPOSIT,,,,,,,,,,,,
P.65_N.33,PERAK,P.65,KAMPAR,N.33,MALIM NAWAR,DAP,,23060,2978,67.65,15601,,328,15273,15273,MCA,WANG KEW WAH @ WONG KON FAH,,,5722,,,,,,,,DAP,CHOO KIANG SEONG,,,8700,,,,,,,,SDP,KONG WENG KOK,,,851,LOST DEPOSIT,,,,,,,,,,,,
P.65_N.34,PERAK,P.65,KAMPAR,N.34,TANJONG TUALANG,DAP,,18314,251,69.85,12793,,372,12421,12421,MCA,DR. ANG KOK YEANG,MALE,,5902,,,,,,,,DAP,NGAN SIONG HING @ NGAN SIONG ENG,MALE,,6153,,,,,,,,SDP,CHAN KOK KEONG,,,366,LOST DEPOSIT,,,,,,,,,,,,
P.66_N.35,PERAK,P.66,TAPAH,N.35,CHENDERIANG,BN - MCA,,18203,3929,66.99,12194,,615,11579,11579,MCA,ONG KA CHUAN,MALE,,7754,,,,,,,,DAP,AW TOO YEN @ AW YONG PAN,,,3825,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.36,PERAK,P.66,TAPAH,N.36,AYER KUNING,BN - UMNO,,16540,7272,69.15,11437,,615,10822,10822,UMNO,AZMAN BIN MAHALAN,MALE,,8506,,PAS,JAMAL BIN OSMAN,MALE,,1234,LOST DEPOSIT,,,,,,,,,,,,,SDP,ABU BAKAR BIN MD. TAIB,MALE,,1082,LOST DEPOSIT,,,,,,,,,,,,
P.67_N.37,PERAK,P.67,PASIR SALAK,N.37,SUNGAI MANIK,BN - UMNO,,18200,4337,69.9,12722,,553,12169,12169,UMNO,MOHAMED PAKRI @ MOHAMED NAZRI B. HAJI ABDUL RAHIM,MALE,,7989,,PAS,IBRAHIM BIN ARIFFIN,MALE,,3652,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,AHMAD BIN ZAINUDDIN,MALE,,528,LOST DEPOSIT,,,,,,
P.67_N.38,PERAK,P.67,PASIR SALAK,N.38,KAMPONG GAJAH,BN - UMNO,,18347,7588,66.27,12159,,671,11488,11488,UMNO,RAMLI BIN NGAH TALIB,MALE,,9538,,PAS,HAJI MOKHTAR B. NGAH IBRAHIM,MALE,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.39,PERAK,P.68,LUMUT,N.39,PANGKOR,BN - MIC,,26370,2146,64.33,16963,,270,16693,16693,MIC,RAJA SEGARAN A/L SAMY NATHAN @ RAJA MANIKAM A/L T.S. PELIAI,MALE,,8705,,PAS,SIDEK BIN MOHD. NOOR,MALE,,1429,LOST DEPOSIT,DAP,HU CHAN YOU,,,6559,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.40,PERAK,P.68,LUMUT,N.40,SITIAWAN,DAP,,22832,2710,70.07,15999,,301,15698,15698,MCA,TAN KAY HEAN @ TAN CHEE YAN,,,5969,,PAS,HAJI IBRAHIM BIN HAJI HASAN,MALE,,1050,LOST DEPOSIT,DAP,CHEN LIM PIOW,,,8679,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.41,PERAK,P.69,BAGAN DATOK,N.41,RUNGKUP,BN - UMNO,,15836,3286,67.44,10680,,384,10296,10296,UMNO,YAHAYA BIN HAJI ZAKARIA,MALE,,6791,,PAS,MOHAMAD ARIS BIN BAKRI,MALE,,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.42,PERAK,P.69,BAGAN DATOK,N.42,HUTAN MELINTANG,BN - UMNO,,18129,4317,67.07,12159,,564,11595,11595,UMNO,NAHWANY @ RADZIAH BT. MARAHUDIN,FEMALE,,7956,,PAS,ABD. AZIZ BIN ABAS,MALE,,3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_N.43,PERAK,P.70,TELOK INTAN,N.43,PASIR BEDAMAR,DAP,,27982,3178,67.63,18925,,413,18512,18512,GERAKAN,GAN LOOT HENG,MALE,,7667,,,,,,,,DAP,MOHD. FADLAN BIN YAHYA,MALE,,10845,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_N.44,PERAK,P.70,TELOK INTAN,N.44,CHANGKAT JONG,BN - UMNO,,18865,5295,65.05,12272,,404,11868,11868,UMNO,MOHD. ARSHAD B ABDULLAH,MALE,,7987,,PAS,ABU HASSAN BIN DAHALAN,MALE,,1189,LOST DEPOSIT,DAP,LAW LIAN HO,,,2692,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.45,PERAK,P.71,TANJONG MALIM,N.45,SUNGKAI,BN - MIC,,18254,1415,70.5,12869,,291,12578,12578,MIC,K. KUMARON @ KUMARAN A/L KARUNAGARAN,MALE,,6771,,PAS,HO SHING CHONG @ GHAZALI HO BIN ABDULLAH,MALE,,451,LOST DEPOSIT,DAP,LOH JEE MEE @ JIMMY,,,5356,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.46,PERAK,P.71,TANJONG MALIM,N.46,SLIM,BN - UMNO,,24705,7907,68.68,16967,,405,16562,16562,UMNO,JUNUS BIN WAHID,MALE,,11380,,PAS,ADAM BIN ZAINAL ABIDIN,MALE,,1709,LOST DEPOSIT,DAP,NENG LAN FONG,,,3473,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.1,PAHANG,P.72,LIPIS,N.1,TANAH RATA,BN - MCA,,12134,1889,63.22,7671,,340,7331,7331,MCA,CHAN KONG CHOY,,,4006,,,,,,,,DAP,POON MAN KEM,,,2117,,,,,,,,,,,,,,INDEPENDENT - TYPEWRITER,ALEYAKANVENDEN @ SUBRAMANIAM A/L PERIAN,MALE,,890,LOST DEPOSIT,INDEPENDENT - KEY,MAZLAN BIN HAJI MD. TAIB,MALE,,318,LOST DEPOSIT
P.72_N.2,PAHANG,P.72,LIPIS,N.2,JELAI,BN - UMNO,,7256,2084,65.48,4751,,141,4610,4610,UMNO,ABDULLAH BIN HJ. SULAIMAN,MALE,,3347,,PAS,MUKHTAR BIN AB. RAHMAN,MALE,,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.3,PAHANG,P.72,LIPIS,N.3,BUKIT BETONG,BN - UMNO,,7688,1858,70.55,5424,,262,5162,5162,UMNO,OMAR BIN OTHMAN,MALE,,3510,,PAS,KASIM YAHAYA,MALE,,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.4,PAHANG,P.72,LIPIS,N.4,CEKA,BN - UMNO,,8307,2181,65.08,5406,,281,5125,5125,UMNO,ABU DAHARI BIN OSMAN,MALE,,3653,,PAS,MOHD MOKHTAR BIN MANSOR,MALE,,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.5,PAHANG,P.73,RAUB,N.5,BENTA,BN - UMNO,,7395,2066,65.68,4857,,184,4673,4673,UMNO,MOHD ZUKI BIN KAMALUDDIN,MALE,,3142,,PAS,SHAMSUDDIN BIN MOHD SALLEH,MALE,,455,LOST DEPOSIT,DAP,SELVARAJAH A/L MANIAM,MALE,,1076,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.6,PAHANG,P.73,RAUB,N.6,BATU TALAM,BN - UMNO,,10556,2743,69.18,7303,,386,6917,6917,UMNO,IDROS @ MOHAMAD MAZLAN BIN IDRIS,MALE,,4830,,PAS,TENGKU YUSOP BIN TENGKU ABDUL HAMID,MALE,,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.7,PAHANG,P.73,RAUB,N.7,TERAS,DAP,,15582,928,74.47,11604,,276,11328,11328,MCA,BIAW NGA @ LIAW PER LAU,,,5200,,,,,,,,DAP,LIP AH KOW @ LIP TUCK CHEE,,,6128,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.8,PAHANG,P.73,RAUB,N.8,DONG,BN - UMNO,,10172,2437,72.67,7392,,280,7112,7112,UMNO,ABDUL RAHMAN BIN YEOP SENDIRI,MALE,,4454,,PAS,SULAIMAN BIN HAMID,MALE,,641,LOST DEPOSIT,DAP,ISMAIL BIN MOHAMAD,MALE,,2017,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.9,PAHANG,P.74,JERANTUT,N.9,TAHAN,BN - UMNO,,11673,3367,75.33,8793,,288,8505,8505,UMNO,AHMAD BAZAIN BIN MOHAMUD,MALE,,5936,,PAS,RAJA PUJI BIN TENGKU ABDUL HAMID,MALE,,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.10,PAHANG,P.74,JERANTUT,N.10,TEMBELING,BN - UMNO,,9779,1944,72.71,7110,,344,6766,6766,UMNO,KAMARIAH BINTI MAT NOH,FEMALE,,4355,,PAS,MOHAMED RUSDI BIN ARIF,MALE,,2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.11,PAHANG,P.74,JERANTUT,N.11,PULAU TAWAR,BN - MCA,,11558,2618,68.61,7930,,319,7611,7611,MCA,HAR CHAI @ HO CHOCK KEONG,MALE,,4656,,PAS,BAHRIN BIN MOHAMAD,MALE,,2038,,DAP,LEONG SENG CHO,,,917,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.12,PAHANG,P.75,KUANTAN,N.12,SUNGAI LEMBING,BN - UMNO,,14452,5529,70.18,10142,,256,9886,9886,UMNO,WAN ABDULLAH BIN WAN OSMAN,MALE,,7007,,PAS,SYED IBRAHIM BIN SYED ABDUL RAHMAN,MALE,,1401,,DAP,SYED ABD. KADIR BIN SYED ALWI,MALE,,1478,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.13,PAHANG,P.75,KUANTAN,N.13,BESERAH,BN - UMNO,,16106,4162,66.47,10705,,282,10423,10423,UMNO,MOHAMED YUSOF BIN MOHAMED ALI,MALE,,6416,,PAS,SYED ZUBAIDI BIN SYED HUSIN,MALE,,1753,,DAP,TAJUDDIN BIN CHIK,MALE,,2254,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.14,PAHANG,P.75,KUANTAN,N.14,TERUNTUM,BN - MCA,,24037,6001,65,15625,,424,15201,15201,MCA,DATO LIM AH LEK @ LIM MOK SIANG,,,9698,,PAS,OTHMAN BIN BAKAR,MALE,,1806,LOST DEPOSIT,DAP,SYED ALI BIN MOHSIN,MALE,,3697,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.15,PAHANG,P.76,PEKAN,N.15,PAYA BESAR,BN - UMNO,,15894,4584,67.23,10686,,312,10374,10374,UMNO,MOHD. NOR BIN ABU BAKAR,MALE,,7479,,PAS,SYED NOH BIN SYED MOHAMAD,MALE,,2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.16,PAHANG,P.76,PEKAN,N.16,KUALA PAHANG,BN - UMNO,,7811,2315,70.31,5492,,305,5187,5187,UMNO,AB. MANAF BIN ABDULLAH,MALE,,3751,,PAS,AHMAD BIN AWG. KALIB,MALE,,1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.17,PAHANG,P.76,PEKAN,N.17,PERAMU,BN - UMNO,,10312,2995,63.73,6572,,305,6267,6267,UMNO,ABDUL RAHIM BIN HITAM,MALE,,4631,,PAS,SULAIMAN BIN MOHAMAD,MALE,,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.18,PAHANG,P.77,MARAN,N.18,LUIT,BN - UMNO,,10394,3173,70.69,7348,,308,7040,7040,UMNO,AYUB BIN TEH,MALE,,4723,,PAS,NORDIN BIN MAJID,MALE,,767,LOST DEPOSIT,DAP,TAN MENG CHOO,,,1550,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.19,PAHANG,P.77,MARAN,N.19,BUKIT TAJAU,BN - UMNO,,9841,3973,78.15,7691,,180,7511,7511,UMNO,DATO' MOHD. KHALIL BIN YAAKOB,MALE,,5742,,PAS,MANAF BIN OTHMAN,MALE,,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.20,PAHANG,P.77,MARAN,N.20,JENGKA,BN - UMNO,,9343,2384,83.12,7766,,154,7612,7612,UMNO,ZAINAL BIN HASSAN,MALE,,4998,,PAS,HAJI MOHD ALWI BIN HAJI ABDUL HAMID,MALE,,2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.21,PAHANG,P.77,MARAN,N.21,CENUR,BN - UMNO,,8555,2991,72.61,6212,,231,5981,5981,UMNO,MAHMUD BIN MAT TALIB,MALE,,4486,,PAS,MOHD ROSLY BIN HUSSIN,MALE,,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.22,PAHANG,P.78,MENTEKAB,N.22,JENDERAK,BN - UMNO,,8311,2954,74.2,6167,,277,5890,5890,UMNO,ABDULLAH BIN KIA,MALE,,4422,,PAS,AHMAD BIN MOHD AKIL,MALE,,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.23,PAHANG,P.78,MENTEKAB,N.23,SANGGANG,BN - UMNO,,14918,910,71.23,10626,,416,10210,10210,UMNO,ABD. HALIM BIN HJ. MOHD SEH,MALE,,4780,,PAS,MOHD LAZIM BIN SALLEH,MALE,,1560,,DAP,NG KUI LING,,,3870,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.24,PAHANG,P.78,MENTEKAB,N.24,LANCANG,BN - MIC,,9173,2184,70.36,6454,,348,6106,6106,MIC,V. V. ABOO S/O AHAMMU,MALE,,4145,,PAS,ABU HASSAN BIN SINTOL,MALE,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.25,PAHANG,P.79,BENTUNG,N.25,BILUT,BN - MCA,,15243,762,74.95,11424,,364,11060,11060,MCA,FU AH KAW @ POO YEW CHOY,,,5911,,,,,,,,DAP,KAM HAH @ CHEONG KOON KAM,,,5149,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.26,PAHANG,P.79,BENTUNG,N.26,KARAK,BN - GERAKAN,,12597,1507,72.67,9154,,283,8871,8871,GERAKAN,LOKE AH KOW @ POO YEW CHOY,,,4626,,,,,,,,DAP,CHEAH KAM CHIEW,,,3119,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,MOHAMED BASRI BIN MAHIDIN,MALE,,1126,,,,,,,
P.79_N.27,PAHANG,P.79,BENTUNG,N.27,PELANGAI,BN - UMNO,,11430,4154,74.42,8506,,244,8262,8262,UMNO,ADNAN BIN YAAKOB,MALE,,5955,,PAS,MAT SHUM BIN HAJI SIDEK,MALE,,516,LOST DEPOSIT,DAP,LEE HON,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.28,PAHANG,P.80,TEMERLUH,N.28,SEMANTAN,BN - UMNO,,11107,1634,68.1,7564,,294,7270,7270,UMNO,HAJI ABDULLAH BIN HAJI MOHAMED,MALE,,4452,,PAS,ISHAK BIN ABDULLAH,MALE,,2818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.29,PAHANG,P.80,TEMERLUH,N.29,TERIANG,BN - MCA,,11173,291,77.19,8624,,387,8237,8237,MCA,SHU HA @ MOK SAN HONG,,,3903,,PAS,BURHAN BIN ABD GHANI,MALE,,722,LOST DEPOSIT,DAP,LEONG NGAH NGAH,,,3612,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.30,PAHANG,P.80,TEMERLUH,N.30,BERA,BN - UMNO,,16809,4414,73.4,12337,,437,11900,11900,UMNO,DATO' ABDUL AZIZ BIN ABDUL RAHMAN,MALE,,8157,,PAS,ABDUL AZIZ BIN HAJI YAAKOB,MALE,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.31,PAHANG,P.81,ROMPIN,N.31,CINI,BN - UMNO,,9141,2328,68.31,6244,,254,5990,5990,UMNO,MOHAMAD RAZALI @ WAN MOHAMAD RAZALI BIN WAN MAHUSSIN,MALE,,4159,,PAS,AB. RAHIM BIN AW. BAKAR,MALE,,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.32,PAHANG,P.81,ROMPIN,N.32,BUKIT IBAM,BN - UMNO,,12566,5062,73.36,9218,,346,8872,8872,UMNO,ABDUL JABBAR BIN IBRAHIM,MALE,,6967,,PAS,MUHAMAD NOOR BIN ABDUL LATIF,MALE,,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.33,PAHANG,P.81,ROMPIN,N.33,TIOMAN,BN - UMNO,,9666,3586,62.57,6048,,352,5696,5696,UMNO,HASAN BIN ARIFFIN,MALE,,4641,,PAS,ABD. RAUOF BIN ABD. MAJID,MALE,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
