UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY SEAT,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,VALID VOTE CHECKER,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.1_N.1,PERLIS,P.1,KANGAR,N.1,TITI TINGGI,BN - MCA,,6152,1760,71.34,4389,,208,4181,4181,MCA,LAI KUAN FOOK @ LAI KONG FOOK,MALE,,2640,,PAS,ISHAK BIN ISMAIL,MALE,,880,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,LOH SIN POH,,,661,,,,,,,
P.1_N.2,PERLIS,P.1,KANGAR,N.2,BESERI,BN - UMNO,,6138,1277,72.66,4460,,169,4291,4291,UMNO,NORDIN BIN HJ. ABDULLAH,MALE,,2784,,PAS,YAHAYA BIN AHMAD,MALE,,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.1_N.3,PERLIS,P.1,KANGAR,N.3,ORAN,BN - UMNO,,6642,2375,79.19,5260,,235,5025,5025,UMNO,YAZIZ @ YAZID BIN MAT,MALE,,3700,,PAS,BAKAR BIN ISMAIL,MALE,,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.1_N.4,PERLIS,P.1,KANGAR,N.4,PADANG PAUH,BN - UMNO,,6234,1359,74.3,4632,,155,4477,4477,UMNO,BAHARI BIN HJ. TAIB,MALE,,2918,,PAS,AHMAD BIN SALLEH,MALE,,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.1_N.5,PERLIS,P.1,KANGAR,N.5,BINTONG,BN - UMNO,,6411,1784,74.06,4748,,230,4518,4518,UMNO,MD. ISA BIN SABU,MALE,,3151,,PAS,MOHD ABIDIN B. HALIFAH,MALE,,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.1_N.6,PERLIS,P.1,KANGAR,N.6,SENA,BN - UMNO,,5573,1147,70.02,3902,,131,3771,3771,UMNO,SELAMAT BIN SAAD,MALE,,2459,,PAS,SHUIB BIN HJ. MOHAMAD,MALE,,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.1_N.7,PERLIS,P.1,KANGAR,N.7,INDERA KAYANGAN,BN - MCA,,7932,2632,69.91,5545,,141,5404,5404,MCA,LEE KIM CHENG,MALE,,4018,,PAS,HAMID BIN MOHAMOOD,MALE,,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.2_N.8,PERLIS,P.2,ARAU,N.8,KUALA PERLIS,BN - UMNO,,5841,897,74.87,4373,,158,4215,4215,UMNO,AHMAD BIN OSMAN,MALE,,2556,,PAS,DIN BIN SAAID,MALE,,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.2_N.9,PERLIS,P.2,ARAU,N.9,KAYANG,BN - UMNO,,6107,1382,73.37,4481,,195,4286,4286,UMNO,TALIB BIN ALI,MALE,,2834,,PAS,OTHMAN BIN HJ. GHAZALI,MALE,,1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.2_N.10,PERLIS,P.2,ARAU,N.10,UTAN AJI,BN - UMNO,,4832,1010,75.39,3643,,113,3530,3530,UMNO,FADZIL BIN MAHMOOD,MALE,,2270,,PAS,AHMAD TAJUDDIN BIN SALLEH,MALE,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.2_N.11,PERLIS,P.2,ARAU,N.11,KOTA RAJA,BN - UMNO,,6788,1981,71.05,4823,,201,4622,4622,UMNO,ABDUL HAMID B. PAWANTEH,MALE,,3176,,PAS,BAHARI BIN ALI,MALE,,1195,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,CHONG TEIK TEE,,,251,LOST DEPOSIT,,,,,,
P.2_N.12,PERLIS,P.2,ARAU,N.12,GUAR SANJI,BN - UMNO,,5951,1198,73.48,4373,,177,4196,4196,UMNO,TAIB BIN ISMAIL,MALE,,2697,,PAS,MOHAMOOD BIN HJ. MOHAMAD NOOR,MALE,,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.2_N.13,PERLIS,P.2,ARAU,N.13,KURONG ANAI,BN - UMNO,,4406,74,76.92,3389,,143,3246,3246,UMNO,TENGKU AZIZ BIN TENGKU JAAFAR,MALE,,1660,,PAS,HALIM @ OMAR BIN ISMAIL,MALE,,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.2_N.14,PERLIS,P.2,ARAU,N.14,SANGLANG,BN - UMNO,,6387,405,78.16,4992,,173,4819,4819,UMNO,KAMARUDIN BIN AHMAD,MALE,,2612,,PAS,ISMAIL BIN SAHAK,MALE,,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.3_N.1,KEDAH,P.3,JERLUN-LANGKAWI,N.1,LANGKAWI,BN - UMNO,,15890,5323,77.91,12380,,455,11925,11925,UMNO,ISMAIL BIN YAA'COB,MALE,,8624,,PAS,MD. JAMIL BIN CHE DAN,MALE,,3301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.3_N.2,KEDAH,P.3,JERLUN-LANGKAWI,N.2,JERLUN,BN - UMNO,,26707,1600,73.55,19642,,504,19138,19138,UMNO,YUSUF BIN ABD. RAHMAN,MALE,,10369,,PAS,MOHD. TAIB BIN AHMAD,MALE,,8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.4_N.3,KEDAH,P.4,KUBANG PASU,N.3,TUNJANG,BN - UMNO,,24367,6180,75.65,18433,,561,17872,17872,UMNO,HANAFI BIN RAMLI,MALE,,12026,,PAS,AHMAD BIN YUSOF,MALE,,5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.4_N.4,KEDAH,P.4,KUBANG PASU,N.4,JITRA,BN - UMNO,,24692,8299,72.84,17986,,533,17453,17453,UMNO,OSMAN BIN AROFF,MALE,,12876,,PAS,MD KAMAL BIN HAJI ISMAIL,MALE,,4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.5_N.5,KEDAH,P.5,PADANG TERAP,N.5,KUALA NERANG,BN - UMNO,,22029,3197,78.83,17366,,567,16799,16799,UMNO,HAJI AWANG AHMAD @ ABDUL RASHID BIN SULAIMAN,MALE,,9998,,PAS,ABU KASSIM BIN L. ABDULLAH,MALE,,6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.5_N.6,KEDAH,P.5,PADANG TERAP,N.6,POKOK SENA,BN - UMNO,,18855,2299,78.65,14829,,388,14441,14441,UMNO,GHAZALI BIN IBRAHIM,MALE,,8370,,PAS,HAJI OTHMAN BIN HAJI MOHD MARZUKI,MALE,,6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.6_N.7,KEDAH,P.6,KOTA SETAR,N.7,LANGGAR,PAS,,20294,325,75.18,15258,,389,14869,14869,UMNO,SAID BIN YASIN,MALE,,7272,,PAS,MOHAMAD BIN ABDULLAH,MALE,,7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.6_N.8,KEDAH,P.6,KOTA SETAR,N.8,DERGA,BN - UMNO,,19481,1998,69.17,13475,,387,13088,13088,UMNO,ABDUL RAHMAN BIN IBRAHIM,MALE,,5762,,PAS,MOHAMAD SHAUKI BIN HJ. IBRAHIM,MALE,,3562,,DAP,NGOOI AH FART,,,3764,,,,,,,,,,,,,,,,,,,,,,,,,
P.7_N.9,KEDAH,P.7,ALOR SETAR,N.9,ALOR MERAH,BN - UMNO,,27497,4949,66.42,18263,,444,17819,17819,UMNO,AZIZAN BIN TAIB,MALE,,11384,,PAS,SUHAIMI BIN HJ. AHMAD,MALE,,6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.7_N.10,KEDAH,P.7,ALOR SETAR,N.10,KOTA DARULAMAN,BN - MCA,,27306,670,64.2,17531,,315,17216,17216,MCA,CHEA KIM HOE @ CHEAH CHONG CHIEW,MALE,,7689,,PAS,HAJI CHE HASAN BIN ISHAK,MALE,,2374,,DAP,GEORGE JOHN A/L K. M. GEORGE,MALE,,7019,,,,,,,,SDP,MOHD NOORIK BIN ABD. RAHMAN,MALE,,134,LOST DEPOSIT,,,,,,,,,,,,
P.8_N.11,KEDAH,P.8,KUALA KEDAH,N.11,ALOR JANGGUS,BN - UMNO,,21349,1941,72.75,15532,,541,14991,14991,UMNO,KARIA @ ZAKARIA BIN SAID @ MOHD. SAID,MALE,,8466,,PAS,HAJI ABDUL RAHMAN BIN LIN @ HALIM,MALE,,6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.8_N.12,KEDAH,P.8,KUALA KEDAH,N.12,PENGKALAN KUNDOR,BN - UMNO,,21316,1894,71.42,15224,,460,14764,14764,UMNO,SYED RAZAK BIN S. ZAIN,MALE,,8329,,PAS,HALIM BIN ARSHAT,MALE,,6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.9_N.13,KEDAH,P.9,PENDANG,N.13,BUKIT RAYA,PAS,,23531,2215,80,18824,,385,18439,18439,UMNO,AHMAD ZAKUAN BIN HAJI AHMAD,MALE,,8112,,PAS,ALI @ FADZIL B MD NOOR,MALE,,10327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.9_N.14,KEDAH,P.9,PENDANG,N.14,AYER PUTEH,BN - UMNO,,19399,3336,75.3,14608,,484,14124,14124,UMNO,FATIMAH BT. HAJI ISMAIL,FEMALE,,8730,,PAS,HAJI ABDULLAH BIN HAJI ABDUL RAHMAN @ HAJI ABDUL RAHIM BIN HAJI ABDUL RAHMAN,MALE,,5394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.10_N.15,KEDAH,P.10,JERAI,N.15,SALA,PAS,,18233,153,73.17,13341,,394,12947,12947,UMNO,ABD. RAZAK BIN HASHIM,MALE,,6397,,PAS,HAJI AZAHARI BIN RAZAK,MALE,,6550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.10_N.16,KEDAH,P.10,JERAI,N.16,YAN,BN - UMNO,,16508,3516,69.97,11551,,345,11206,11206,UMNO,ABDULLAH BIN HJ. ISMAIL,MALE,,7361,,PAS,FAKHRURAZI BIN SALEH,MALE,,3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.11_N.17,KEDAH,P.11,MERBOK,N.17,GURUN,BN - MCA,,19066,6428,71.62,13655,,571,13084,13084,MCA,HONG TOK HIANG @ FANG CHOK SEONG,MALE,,8656,,PAS,ABDULLAH YAMMAN BIN IDRIS,MALE,,2228,,DAP,LEE CHUAN SAM @ LEE CHUAN SUN,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,
P.11_N.18,KEDAH,P.11,MERBOK,N.18,TANJONG DAWAI,BN - UMNO,,21570,5816,70.69,15247,,421,14826,14826,UMNO,ROKIAH BT. HAJI HASHIM,FEMALE,,10321,,PAS,MAT AKHIR BIN THALIB,MALE,,4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.12_N.19,KEDAH,P.12,SIK,N.19,JENERI,BN - UMNO,,23385,2168,78.67,18396,,618,17778,17778,UMNO,WAN AZMI BIN ARIFFIN,MALE,,9973,,PAS,HAMZAH BIN ABDUL LATIF,MALE,,7805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.12_N.20,KEDAH,P.12,SIK,N.20,BUKIT SELAMBAU,BN - UMNO,,17421,5194,71.69,12489,,533,11956,11956,UMNO,BADRI BIN HJ. YUNUS,MALE,,8575,,PAS,AHMAD B. AWANG,MALE,,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.13_N.21,KEDAH,P.13,BALING,N.21,BAYU,BN - UMNO,,19380,4448,76.27,14781,,437,14344,14344,UMNO,HAJI SEROJI BIN HAJI HARON,MALE,,9396,,PAS,MOHAMAD BIN AWANG JUNUS,MALE,,4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.13_N.22,KEDAH,P.13,BALING,N.22,KUPANG,BN - UMNO,,20628,1991,75.91,15659,,552,15107,15107,UMNO,ZAINOL BIN MD. ISA,MALE,,8549,,PAS,WAHAB BIN MD HASAN @ AWANG BIN MD HASAN,MALE,,6558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.14_N.23,KEDAH,P.14,SUNGAI PETANI,N.23,PANTAI MERDEKA,BN - UMNO,,24808,5166,73.42,18213,,463,17750,17750,UMNO,GHAZALI BIN HAJI BAKAR,MALE,,11458,,PAS,SHUIB BIN TALIB,MALE,,6292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.14_N.24,KEDAH,P.14,SUNGAI PETANI,N.24,TIKAM BATU,BN - GERAKAN,,23670,4553,70.27,16634,,558,16076,16076,GERAKAN,ONG AH YONG @ ONG CHOW SONG,MALE,,8605,,PAS,HAJI AHMAD BIN ABDUL WAHAB,MALE,,3419,,DAP,ONG AUN BOON,,,4052,,,,,,,,,,,,,,,,,,,,,,,,,
P.15_N.25,KEDAH,P.15,PADANG SERAI,N.25,LUNAS,BN - MIC,,21713,4710,73.11,15874,,544,15330,15330,MIC,SUBRAMANIAM A/L SUNDRAM,MALE,,10020,,PAS,HAJI ISMAIL BIN MOHAMED,MALE,,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.15_N.26,KEDAH,P.15,PADANG SERAI,N.26,MERBAU PULAS,BN - UMNO,,17415,5326,71.99,12537,,709,11828,11828,UMNO,MAHMUD BIN MD. ZAIN,MALE,,8577,,PAS,ABDUL WAHAB BIN AWANG JUNUS,MALE,,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.16_N.27,KEDAH,P.16,KULIM-BANDAR BAHARU,N.27,KULIM,BN - MCA,,23680,9377,67.9,16079,,544,15535,15535,MCA,YONG PAU CHAK,MALE,,12456,,PAS,ZAKARIA B. ABDULLAH,MALE,,3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.16_N.28,KEDAH,P.16,KULIM-BANDAR BAHARU,N.28,BANDAR BAHARU,BN - UMNO,,18404,3987,71.86,13226,,517,12709,12709,UMNO,ABDUL MAJID BIN ITAM,MALE,,8348,,PAS,OTHMAN BIN ABDUL RAZAK,MALE,,4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.17_N.1,KELANTAN,P.17,TUMPAT,N.1,GETING,BN - UMNO,,14320,487,71.22,10199,,382,9817,9817,UMNO,MAT NAWAWI BIN MAT JUSOH,MALE,,5152,,PAS,ISMAIL BIN AWANG,MALE,,4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.17_N.2,KELANTAN,P.17,TUMPAT,N.2,SUNGAI PINANG,BN - UMNO,,13850,665,72.94,10102,,377,9725,9725,UMNO,MANSOR BIN SALLEH,MALE,,5195,,PAS,WAN MAMAT BIN WAN YUSOFF,MALE,,4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.17_N.3,KELANTAN,P.17,TUMPAT,N.3,WAKAF BAHARU,BN - UMNO,,16491,336,75.47,12446,,490,11956,11956,UMNO,HUSSEIN BIN MAHMOOD,MALE,,6146,,PAS,RAMIL BIN ABU BAKAR,MALE,,5810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.18_N.4,KELANTAN,P.18,PENGKALAN CHEPA,N.4,SEMUT API,PAS,,14345,2139,74.97,10754,,427,10327,10327,UMNO,HAFSAH BT OSMAN,FEMALE,,4094,,PAS,HAJI NIK AB. AZIZ BIN NIK MAT,MALE,,6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.18_N.5,KELANTAN,P.18,PENGKALAN CHEPA,N.5,KEMUMIN,PAS,,15239,861,74.15,11300,,349,10951,10951,UMNO,MOHD ZAIN BIN MAT DAUD,MALE,,5045,,PAS,HJ. DAUD BIN IBRAHIM,MALE,,5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.18_N.6,KELANTAN,P.18,PENGKALAN CHEPA,N.6,BANGGOL,PAS,,13201,1368,71.57,9448,,240,9208,9208,UMNO,DATO' HAJI ARIFFIN BIN SALLEH,MALE,,3920,,PAS,AB. HALIM BIN AB. RAHMAN,MALE,,5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.19_N.7,KELANTAN,P.19,KOTA BAHARU,N.7,PADANG GARONG,BN - MCA,,20120,1956,65.56,13191,,317,12874,12874,MCA,LIM TON KENG @ LIM JIT KENG,,,6729,,PAS,HJ. MOHD SALDI BIN HJ. IBRAHIM,MALE,,4773,,DAP,KAM SAM CHUAN,,,1372,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.19_N.8,KELANTAN,P.19,KOTA BAHARU,N.8,BUNUT PAYONG,BN - UMNO,,16750,1754,69.01,11560,,283,11277,11277,UMNO,AHMAD RASTOM B. HAJI AHMAD MAHER,MALE,,6291,,PAS,WAN HASSAN BIN WAN OTHMAN,MALE,,4537,,DAP,YA'ACOB BIN ABDULLAH,,,449,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.19_N.9,KELANTAN,P.19,KOTA BAHARU,N.9,LUNDANG,PAS,,15743,833,73.32,11542,,407,11135,11135,UMNO,WAN AHMAD BIN WAN ISMAIL,MALE,,5151,,PAS,WARDI BIN HAJI AHMAD,MALE,,5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.20_N.10,KELANTAN,P.20,PASIR MAS,N.10,TENDONG,BN - UMNO,,12144,2126,77.36,9395,,343,9052,9052,UMNO,ISMAIL BIN CHE MAT,MALE,,5589,,PAS,AB. KADIR BIN HASSAN,MALE,,3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.20_N.11,KELANTAN,P.20,PASIR MAS,N.11,PENGKALAN PASIR,BN - UMNO,,13787,2065,70.39,9705,,284,9421,9421,UMNO,MOHD. HASSAN BIN CHE WAIL @ HASSAN BIN ISMAIL,MALE,,5743,,PAS,ISMAIL BIN NOH,MALE,,3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.20_N.12,KELANTAN,P.20,PASIR MAS,N.12,MERANTI,BN - HAMIM,,12492,173,74.54,9312,,369,8943,8943,HAMIM,ZAID BIN FADZIL,MALE,,4558,,PAS,MOHAMED NOOR BIN AWANG,MALE,,4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.21_N.13,KELANTAN,P.21,RANTAU PANJANG,N.13,GUAL PERIOK,BN - UMNO,,12262,623,71.56,8775,,242,8533,8533,UMNO,ABDUL RAHMAN BIN AWANG,MALE,,4578,,PAS,DAUD BIN HJ. AB. RAOF,MALE,,3955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.21_N.14,KELANTAN,P.21,RANTAU PANJANG,N.14,BUKIT TUKU,BN - UMNO,,11299,372,73.8,8339,,275,8064,8064,UMNO,ZAKARIA BIN BOTOK,MALE,,4218,,PAS,ABDUL FATAH BIN HAJI. HARON,MALE,,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.21_N.15,KELANTAN,P.21,RANTAU PANJANG,N.15,CHETOK,BN - HAMIM,,11043,511,76.76,8477,,330,8147,8147,HAMIM,HASSAN BIN HAJI MOHAMED,MALE,,4329,,PAS,MUSTAPHA BIN TAIB,MALE,,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.22_N.16,KELANTAN,P.22,NILAM PURI,N.16,SALOR,BN - UMNO,,11747,933,77.99,9161,,350,8811,8811,UMNO,SITI JELIHA @ ZALEHA BINTI HUSSIN,FEMALE,,4872,,PAS,IBRAHIM BIN ISA,MALE,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.22_N.17,KELANTAN,P.22,NILAM PURI,N.17,MULONG,PAS,,9936,412,75.72,7524,,306,7218,7218,UMNO,WAN IBRAHIM BIN WAN ABDULLAH @ IBRAHIM BIN ABDULLAH,MALE,,3403,,PAS,MUSTAPHA BIN IBRAHIM,MALE,,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.22_N.18,KELANTAN,P.22,NILAM PURI,N.18,PERINGAT,BN - UMNO,,12307,136,75.81,9330,,356,8974,8974,UMNO,ANNUAR BIN HJ. MUSA,MALE,,4555,,PAS,DAUD BIN JUSOH @ YUSOF,MALE,,4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.23_N.19,KELANTAN,P.23,BACHOK,N.19,TAWANG,PAS,,14064,232,81.18,11417,,367,11050,11050,UMNO,MOHAMAD BIN HAJI HASSAN,MALE,,5409,,PAS,IDRIS BIN AHMAD,MALE,,5641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.23_N.20,KELANTAN,P.23,BACHOK,N.20,PERUPOK,PAS,,13277,132,79.05,10496,,296,10200,10200,HAMIM,MAMAT BIN AWANG @ MOHD. NOR BIN AWANG,MALE,,5034,,PAS,OMAR BIN MOHAMMED,MALE,,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.23_N.21,KELANTAN,P.23,BACHOK,N.21,JELAWAT,BN - UMNO,,14651,1130,79.48,11645,,359,11286,11286,UMNO,AHMAD SHAHIBUDDIN B. HJ. MOHD. NOR,MALE,,6208,,PAS,SHAARY BIN HAJI AWANG,MALE,,5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.24_N.22,KELANTAN,P.24,PASIR PUTEH,N.22,CHERANG RUKU,BN - UMNO,,9676,1303,80.98,7836,,267,7569,7569,UMNO,MAT JELANI @ MOHAMMED JELANI BIN JAAFAR,MALE,,4436,,PAS,SULAIMAN BIN AHMAD,MALE,,3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.24_N.23,KELANTAN,P.24,PASIR PUTEH,N.23,LIMBONGAN,BN - UMNO,,12873,1240,73.42,9451,,317,9134,9134,UMNO,RAJA MAHMUD BIN RAJA MAMAT,MALE,,5187,,PAS,WAN YUSOFF BIN HAJI ABDUL RAHMAN,MALE,,3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.24_N.24,KELANTAN,P.24,PASIR PUTEH,N.24,GAAL,BN - UMNO,,10293,429,77.99,8027,,250,7777,7777,UMNO,DAUD BIN YUSOFF,MALE,,4103,,PAS,MUSA BIN SALEH,MALE,,3674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.25_N.25,KELANTAN,P.25,KOK LANAS,N.25,SELISING,BN - UMNO,,12086,241,76.4,9234,,257,8977,8977,UMNO,WAN MUHAMMAD BIN WAN ABU BAKAR,MALE,,4609,,PAS,CHE BISI BIN HASSAN,MALE,,4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.25_N.26,KELANTAN,P.25,KOK LANAS,N.26,KETEREH,BN - UMNO,,11817,1388,77.17,9119,,255,8864,8864,UMNO,ARIFFIN BIN MAHMOOD,MALE,,5126,,PAS,CHE ISMAIL BIN CHE ALI,MALE,,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.25_N.27,KELANTAN,P.25,KOK LANAS,N.27,PULAI CHONDONG,BN - UMNO,,9087,1442,79.53,7227,,171,7056,7056,UMNO,ABDULLAH BIN HJ. MOHAMED,MALE,,4249,,PAS,MUSTAPHA BIN YAHYA,MALE,,2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.26_N.28,KELANTAN,P.26,TANAH MERAH,N.28,BUKIT PANAU,BN - UMNO,,13127,1120,77.82,10215,,327,9888,9888,UMNO,AB. LATIF BIN HJ. AB. RAHMAN,MALE,,5504,,PAS,MAT YUSOFF BIN MAT SAH,MALE,,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.26_N.29,KELANTAN,P.26,TANAH MERAH,N.29,PANGLIMA BAYU,BN - UMNO,,11092,1446,81.17,9003,,301,8702,8702,UMNO,MOHAMED BIN YAACOB,MALE,,5074,,PAS,HANAFI BIN HAJI DAUD,MALE,,3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.26_N.30,KELANTAN,P.26,TANAH MERAH,N.30,JELI,BN - UMNO,,9618,818,80.67,7759,,243,7516,7516,UMNO,AB. SAMAT BIN HJ. DRAHMAN,MALE,,4167,,PAS,HAJI ZAINAL ABIDIN BIN HAJI YACOB,MALE,,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.27_N.31,KELANTAN,P.27,MACHANG,N.31,GUAL IPOH,BN - UMNO,,8179,1582,78.35,6408,,272,6136,6136,UMNO,MUSTAFA BIN YAAKUB,MALE,,3859,,PAS,STAPA B. AWANG ALI,MALE,,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.27_N.32,KELANTAN,P.27,MACHANG,N.32,LABOK,PAS,,10642,1204,76.25,8115,,269,7846,7846,UMNO,MOHAMED OMAR @ MAMUHUABAH BIN GUL MUHAMAD,MALE,,3321,,PAS,HUSIN BIN OMAR,MALE,,4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.27_N.33,KELANTAN,P.27,MACHANG,N.33,BANGGOL JUDAH,BN - UMNO,,8609,429,78.93,6795,,250,6545,6545,UMNO,ISMAIL BIN MAMAT,MALE,,3487,,PAS,YAHYA BIN SEMAN @ HAJI OTHMAN,MALE,,3058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.28_N.34,KELANTAN,P.28,KUALA KRAI,N.34,TEMANGAN,BN - UMNO,,9940,2089,80.06,7958,,303,7655,7655,UMNO,HAJI SALLEH BIN CHE HARUN,MALE,,4872,,PAS,ISMAIL BIN SULAIMAN,MALE,,2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.28_N.35,KELANTAN,P.28,KUALA KRAI,N.35,GUCHIL,PAS,,10886,329,75.17,8183,,356,7827,7827,MCA,LAI KIM SIONG,,,3749,,PAS,WAN HASAN BIN WAN YUSOF,MALE,,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.28_N.36,KELANTAN,P.28,KUALA KRAI,N.36,MANEK URAI,PAS,,8858,594,78.83,6983,,277,6706,6706,UMNO,WAN ZAID BIN WAN ABDULLAH,MALE,,3056,,PAS,ISMAIL YAACOB,MALE,,3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
