UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 154_N. 21,SABAH,P. 154,BEAUFORT,N. 21,KUALA PENYU,BN - PDS,WENCES ANGANG,MALE,,
P. 154_N. 22,SABAH,P. 154,BEAUFORT,N. 22,KLIAS,BN - UMNO,LAJIM BIN UKIN,MALE,,
P. 155_N. 23,SABAH,P. 155,SIPITANG,N. 23,LUMADAN,BN - UMNO,SARINUM BINTI SADIKUN,FEMALE,,
P. 155_N. 24,SABAH,P. 155,SIPITANG,N. 24,SINDUMIN,BN - UMNO,SAPAWI BIN AMAT WASALI @ AHMAD,MALE,,
P. 156_N. 25,SABAH,P. 156,KINABALU,N. 25,KUNDASANG,PBS,KARIM BIN ADAM,MALE,,
P. 156_N. 26,SABAH,P. 156,KINABALU,N. 26,RANAU,BN - PDS,SIRINGAN BIN GUBAT,MALE,,
P. 157_N. 27,SABAH,P. 157,KENINGAU,N. 27,TAMBUNAN,PBS,JOSEPH PAIRIN KITINGAN,MALE,,
P. 157_N. 28,SABAH,P. 157,KENINGAU,N. 28,BINGKOR,PBS,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,MALE,,
P. 157_N. 29,SABAH,P. 157,KENINGAU,N. 29,PENSIANGAN,PBS,ULIN BIN PAMIANG,MALE,,
P. 158_N. 30,SABAH,P. 158,TENOM,N. 30,MELALAP,PBS,RADIN MALLEH,MALE,,
P. 158_N. 31,SABAH,P. 158,TENOM,N. 31,KEMABONG,BN - UMNO,RUBIN BIN BALANG,MALE,,
P. 159_N. 32,SABAH,P. 159,BELURAN,N. 32,SUGUT,BN - UMNO,SURADY BIN KAYONG,MALE,,
P. 159_N. 33,SABAH,P. 159,BELURAN,N. 33,LABUK,PBS,METAH @ MICHAEL BIN ASANG,MALE,,
P. 160_N. 34,SABAH,P. 160,LIBARAN,N. 34,SUNGAI SIBUGA,BN - UMNO,MUSA BIN AMAN,MALE,,
P. 160_N. 35,SABAH,P. 160,LIBARAN,N. 35,SEKONG,BN - UMNO,NAHALAN BIN DAMSAL,MALE,,
P. 161_N. 36,SABAH,P. 161,SANDAKAN,N. 36,ELOPURA,BN - SAPP,THAM NYIP SHEN,MALE,,
P. 161_N. 37,SABAH,P. 161,SANDAKAN,N. 37,TANJUNG PAPAT,BN - SAPP,TAN SHU KIAH,MALE,,
P. 161_N. 38,SABAH,P. 161,SANDAKAN,N. 38,KARAMUNTING,BN - LDP,WONG LIEN TAT,MALE,,
P. 162_N. 39,SABAH,P. 162,KINABATANGAN,N. 39,SUKAU,BN - UMNO,AKLEE BIN ABASS,MALE,,
P. 162_N. 40,SABAH,P. 162,KINABATANGAN,N. 40,KUAMUT,PBS,ABDUL MALEK CHUA,MALE,,
P. 163_N. 41,SABAH,P. 163,SILAM,N. 41,KUNAK,BN - UMNO,JASA @ ISMAIL BIN RAUDDAH,MALE,,
P. 163_N. 42,SABAH,P. 163,SILAM,N. 42,LAHAD DATU,BN - UMNO,SAMSU BAHARUN BIN HAJI AB. RAHMAN,MALE,,
P. 164_N. 43,SABAH,P. 164,SEMPORNA,N. 43,SULABAYAN,BN - UMNO,MOHAMMAD LAN BIN ALLANI,MALE,,
P. 164_N. 44,SABAH,P. 164,SEMPORNA,N. 44,SENALLANG,BN - UMNO,ABDUL SALAM BIN SAKARAN @ HAJI NASIR BIN DATUK HJ. SAKARAN,MALE,,
P. 164_N. 45,SABAH,P. 164,SEMPORNA,N. 45,BALUNG,BN - UMNO,ABDUL MANNAN BIN JAKASA,MALE,,
P. 165_N. 46,SABAH,P. 165,TAWAU,N. 46,MEROTAI,BN - UMNO,PATAWARI BIN HAJI PATAWE,MALE,,
P. 165_N. 47,SABAH,P. 165,TAWAU,N. 47,KALABAKAN,BN - UMNO,ABDUL GHAPUR BIN SALLEH,MALE,,
P. 165_N. 48,SABAH,P. 165,TAWAU,N. 48,SRI TANJUNG,PBS,SAMSON CHIN CHEE TSU,MALE,,
