UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2023)
P.044_N. 12,PULAU PINANG,P.044,PERMATANG PAUH,N. 12,PENANTI,28170,79.79,17.77,1.66,0.01,0.09,0.05,0.62,99.85,0.01,0.14,0,6.16,20.86,22.38,16.77,15.42,11.44,5.06,1.66,0.24,48.9,51.1,URBAN
P.045_N. 13,PULAU PINANG,P.045,BUKIT MERTAJAM,N. 13,BERAPIT,29076,5.05,83.59,10.77,0,0.1,0.05,0.43,99.93,0.01,0.05,0,4,14.87,17.88,17.34,17.2,16.03,9.24,2.95,0.49,48.6,51.4,URBAN
P.045_N. 14,PULAU PINANG,P.045,BUKIT MERTAJAM,N. 14,MACHANG BUBUK,56538,35.18,51.42,12.72,0.01,0.16,0.07,0.44,99.93,0.01,0.05,0,7.39,24.92,21.37,17.24,13.94,9.43,4.25,1.29,0.16,49,51,URBAN
P.045_N. 15,PULAU PINANG,P.045,BUKIT MERTAJAM,N. 15,PADANG LALANG,36001,12.94,78.43,8.18,0,0.09,0.01,0.34,99.98,0.02,0,0,4.52,16.11,19.6,18.33,15.82,14.09,8.65,2.41,0.48,48.9,51.1,URBAN
P.046_N. 16,PULAU PINANG,P.046,BATU KAWAN,N. 16,PERAI,20479,13.27,49.88,35.64,0,0.17,0.05,0.99,99.77,0,0.22,0,4.13,14.64,18.65,17.77,17.33,15.51,8.81,2.52,0.63,48.3,51.7,URBAN
P.046_N. 17,PULAU PINANG,P.046,BATU KAWAN,N. 17,BUKIT TENGAH,31635,36.06,46.08,16.76,0.03,0.28,0.11,0.68,99.9,0,0.1,0,7.1,21.25,20.6,18.16,15.6,10.38,5.21,1.46,0.24,49.1,50.9,URBAN
P.046_N. 18,PULAU PINANG,P.046,BATU KAWAN,N. 18,BUKIT TAMBUN,37496,17.7,62.54,19.28,0.01,0.16,0.04,0.27,99.66,0,0.34,0,6.85,22.47,19.84,17.73,15.76,10.47,5,1.59,0.27,49.4,50.6,URBAN
P.047_N. 19,PULAU PINANG,P.047,NIBONG TEBAL,N. 19,JAWI,36601,21.32,52.59,25.57,0.01,0.13,0.09,0.28,98.64,0.01,1.36,0,5.92,21.13,20.5,18,16.13,10.71,5.54,1.76,0.31,49.3,50.7,SEMI URBAN
P.047_N. 20,PULAU PINANG,P.047,NIBONG TEBAL,N. 20,SUNGAI BAKAP,38409,59.37,22.53,17.4,0.01,0.16,0.05,0.49,99.85,0,0.15,0,8.05,24.65,20.68,17.89,14.26,9.14,4.08,1.09,0.16,48.2,51.8,SEMI URBAN
P.047_N. 21,PULAU PINANG,P.047,NIBONG TEBAL,N. 21,SUNGAI ACHEH,26095,63.81,27.73,7.58,0.02,0.09,0.03,0.75,99.88,0.02,0.1,0,6.38,21.49,21.67,17.68,15.1,10.35,5.65,1.43,0.23,48.5,51.5,SEMI URBAN
P.048_N. 22,PULAU PINANG,P.048,BUKIT BENDERA,N. 22,TANJONG BUNGA,29477,25.92,59.47,12.1,0.01,0.23,0.17,2.11,99.1,0.04,0.25,0.61,4.62,16.48,17.38,17.05,16.91,14.43,9.2,3.25,0.69,48,52,URBAN
P.048_N. 23,PULAU PINANG,P.048,BUKIT BENDERA,N. 23,AIR PUTIH,15371,9.92,80.03,9.39,0.01,0.18,0.05,0.42,97.55,0.03,2.41,0,3.32,12.14,15.8,16.77,17.97,17.01,11.48,4.39,1.12,48.7,51.3,URBAN
P.048_N. 24,PULAU PINANG,P.048,BUKIT BENDERA,N. 24,KEBUN BUNGA,24532,7.2,74.97,16.93,0,0.04,0.05,0.8,99.98,0.02,0,0,2.88,10.95,13.97,16.04,19.9,18.04,11.99,5.27,0.96,46.7,53.3,URBAN
P.048_N. 25,PULAU PINANG,P.048,BUKIT BENDERA,N. 25,PULAU TIKUS,23257,13.74,75.23,8.6,0.02,0.43,0.3,1.68,97.93,0.03,0.59,1.45,3.21,12.91,16.35,15.58,16.5,16.06,12.03,5.83,1.54,46.1,53.9,URBAN
P.049_N. 26,PULAU PINANG,P.049,TANJONG,N. 26,PADANG KOTA,15165,8.06,72.55,18.5,0.01,0.09,0.07,0.73,99.4,0,0.4,0.2,1.87,7.52,9.85,13.16,18.1,22.35,15.27,6.57,5.33,51.5,48.5,URBAN
P.049_N. 27,PULAU PINANG,P.049,TANJONG,N. 27,PENGKALAN KOTA,21568,2.08,89.31,8.19,0,0.05,0.03,0.33,100,0,0,0,2.22,9.99,14.42,15.98,20.04,21.58,11.76,3.17,0.86,48.8,51.2,URBAN
P.049_N. 28,PULAU PINANG,P.049,TANJONG,N. 28,KOMTAR,15532,12.26,77.74,8.88,0.01,0.3,0.24,0.55,93.68,0.01,6.3,0,1.51,7.42,12.51,13.54,18.64,22.81,15.14,5.62,2.82,52.5,47.5,URBAN
P.050_N. 29,PULAU PINANG,P.050,JELUTONG,N. 29,DATOK KERAMAT,26791,27.02,55.44,16.51,0.03,0.28,0.13,0.59,96.44,0.01,3.55,0,3.46,14.12,17.84,16.94,17.54,16.49,9.53,3.15,0.93,49.2,50.8,URBAN
P.050_N. 30,PULAU PINANG,P.050,JELUTONG,N. 30,SUNGAI PINANG,34416,30.72,48.23,20.12,0.01,0.15,0.06,0.73,99.99,0.01,0,0,5.08,17.33,19.9,17.13,15.81,14.86,7.51,1.99,0.4,48.4,51.6,URBAN
P.050_N. 31,PULAU PINANG,P.050,JELUTONG,N. 31,BATU LANCANG,33106,6.63,84.33,8.3,0,0.09,0.07,0.58,99.76,0.02,0.22,0,3.58,14,17.38,18.84,16.91,15.45,9.6,3.54,0.7,46.9,53.1,URBAN
P.051_N. 32,PULAU PINANG,P.051,BUKIT GELUGOR,N. 32,SERI DELIMA,31574,22.15,64.56,12.38,0,0.05,0.05,0.81,99.81,0.05,0,0.14,4.55,14.58,16.84,18.15,16.47,13.9,10.38,4.29,0.84,47,53,URBAN
P.051_N. 33,PULAU PINANG,P.051,BUKIT GELUGOR,N. 33,AIR ITAM,23085,23.25,64.86,11.12,0.02,0.09,0.08,0.59,99.62,0.02,0.36,0,3.94,13.96,17.34,16.27,17.31,16.72,10,3.63,0.84,47.6,52.4,URBAN
P.051_N. 34,PULAU PINANG,P.051,BUKIT GELUGOR,N. 34,PAYA TERUBONG,62734,7.76,77.56,13.86,0.01,0.18,0.11,0.52,99.97,0.03,0,0,5.13,18.93,20.87,19.51,15.84,11.7,6.09,1.72,0.21,48.2,51.8,URBAN
P.052_N. 35,PULAU PINANG,P.052,BAYAN BARU,N. 35,BATU UBAN,43529,25.45,58.71,14.7,0.02,0.27,0.1,0.76,99.28,0.04,0.56,0.12,5.47,18.48,20.81,18.43,15.4,12.53,6.63,1.97,0.28,48.1,51.9,URBAN
P.052_N. 36,PULAU PINANG,P.052,BAYAN BARU,N. 36,PANTAI JEREJAK,29890,35.77,50.61,12.45,0.01,0.23,0.09,0.84,99.57,0.03,0.4,0,4.5,16.32,20.3,17.61,15.81,15.22,7.87,1.99,0.37,48.3,51.7,URBAN
P.052_N. 37,PULAU PINANG,P.052,BAYAN BARU,N. 37,BATU MAUNG,47226,53.11,36.15,9.49,0.02,0.36,0.28,0.58,96.07,0.02,0,3.91,6.02,20.51,22.47,18.75,14.91,10.96,4.86,1.32,0.18,49.2,50.8,URBAN
P.053_N. 38,PULAU PINANG,P.053,BALIK PULAU,N. 38,BAYAN LEPAS,39754,63.23,30.16,5.65,0.02,0.22,0.12,0.6,99.63,0.02,0.36,0,7.54,23.72,20.7,16.75,14.87,10.54,4.43,1.25,0.22,49.8,50.2,URBAN
P.053_N. 39,PULAU PINANG,P.053,BALIK PULAU,N. 39,PULAU BETONG,23838,66.32,28.44,4.27,0.03,0.33,0.21,0.4,97.16,0.01,2.83,0,5.73,21.1,21.08,16.88,15.91,11.22,5.7,2.02,0.34,50.5,49.5,SEMI URBAN
P.053_N. 40,PULAU PINANG,P.053,BALIK PULAU,N. 40,TELOK BAHANG,17927,68.14,27.58,3.65,0.02,0.13,0.07,0.41,99.86,0.01,0.13,0,5.59,18.19,19.94,17.97,17.36,12.76,6.09,1.77,0.33,49.3,50.7,SEMI URBAN
