UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,BA,BA CANDIDATE,BA CANDIDATE SEX,BA CANDIDATE AGE,BA VOTE,BA CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPDENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPDENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPDENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 118,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 118,SETIAWANGSA,BN - UMNO,,51536,19669,70.12,36137,0,292,35845,UMNO,ZULHASNAN BIN RAFIQUE (DATO' HAJI ZULHASNAN BIN RAFIQUE),MALE,49,27757,,PAS,ABDUL RASHID BIN HASSAN BASRI (MEJAR (B) ABDUL RASHID HASSAN BASRI),MALE,,8088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 119,TITIWANGSA,BN - UMNO,,52017,11815,67.25,34980,786,189,34005,UMNO,DATUK HAJI ASTAMAN BIN ABDUL AZIZ (DATUK HAJI ASTAMAN ABDUL AZIZ),MALE,,22910,,PAS,MOHAMAD NOOR BIN MOHAMAD (HAJI MOHAMAD NOOR MOHAMAD),MALE,,11095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 120,BUKIT BINTANG,DAP,,65112,304,61.34,39938,298,499,39141,MCA,TAN CHEW MOOI (TAN CHEW MOOI),FEMALE,,18799,,,,,,,,DAP,FONG KUI LUN (FONG KUI LUN),MALE,58,19103,,MDP,WEE CHOO KEONG (WEE CHOO KEONG),MALE,51,1107,LOST DEPOSIT,INDEPENDENT - BOOK,LIM PENG SOON (BILLI LIM),MALE,,132,LOST DEPOSIT,,,,,,,,,,,,
P. 121,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 121,LEMBAH PANTAI,BN - UMNO,,56562,15288,67.11,37958,85,213,37660,UMNO,SHAHRIZAT @ SHAHRIZAT BINTI ABDUL JALIL (SHAHRIZAT ABD JALIL),FEMALE,51,26474,,PKR,SANUSI BIN OSMAN (DR SANUSI OSMAN),MALE,,11186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 122,SEPUTEH,DAP,,74702,12895,71.91,53718,32,187,53499,MCA,CHIN YEN FOO (CHIN YEN FOO),MALE,,20302,,,,,,,,DAP,TERESA KOK SUH SIM (TERESA KOK),FEMALE,40,33197,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 123,CHERAS,DAP,,67794,11861,68.67,46553,54,248,46251,MCA,LEE BOON KOK (LEE BOON KOK),MALE,,17195,,,,,,,,DAP,TAN KOK WAI (TAN KOK WAI),MALE,47,29056,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 124,BANDAR TUN RAZAK,BN - MCA,,67241,17527,74.38,50015,496,600,48919,MCA,DATUK TAN CHAI HO (DATUK TAN CHAI HO),MALE,55,33223,,PKR,ROSLI BIN IBRAHIM @ MAMAT (DR. ROSLI BIN HJ IBRAHIM),MALE,,15696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 125,WILAYAH PERSEKUTUAN PUTRAJAYA,P. 125,PUTRAJAYA,BN - UMNO,,5079,3546,91.79,4662,8,28,4626,UMNO,TENGKU ADNAN BIN TENGKU MANSOR (TENGKU ADNAN BIN TENGKU MANSOR),MALE,54,4086,,PKR,ADBUL RAHMAN OTHMAN (ADBUL RAHMAN OTHMAN),MALE,,540,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 126,NEGERI SEMBILAN,P. 126,JELEBU,BN - UMNO,,37716,14780,72.83,27470,90,860,26520,UMNO,RAIS YATIM (RAIS YATIM),MALE,62,20650,,PAS,ROSLI BIN YAAKOP (DR. ROSLI BIN YAAKOP),MALE,52,5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127,NEGERI SEMBILAN,P. 127,JEMPOL,BN - UMNO,,50553,17080,73.16,36985,295,1050,35640,UMNO,MOHD ISA BIN ABDUL SAMAD (TAN SRI MOHD ISA BIN ABDUL SAMAD),MALE,55,26360,,PAS,MOHAMAD FOZI BIN MD ZAIN (HJ. MOHAMAD FOZI),MALE,,9280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128,NEGERI SEMBILAN,P. 128,SEREMBAN,BN - MCA,,81704,16236,72.42,59172,134,2190,56848,MCA,HON CHOON KIM (DATO' HON CHOON KIM),MALE,56,36542,,,,,,,,DAP,CHOONG YEN LOONG (CHOONG YEN LOONG),MALE,,20306,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129,NEGERI SEMBILAN,P. 129,KUALA PILAH,BN - UMNO,,43094,13342,73.74,31778,0,910,30868,UMNO,HASAN BIN MALEK (HASAN BIN MALEK),MALE,58,22105,,PKR,ANNUAR BIN MOHD SALLEH (ANNUAR BIN MOHD SALLEH),MALE,,8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 130,NEGERI SEMBILAN,P. 130,RASAH,BN - MCA,,65152,4563,73.76,48055,1306,1294,45455,MCA,DATO' GOH SIOW HUAT (DATO' GOH SIOW HUAT),MALE,,25009,,,,,,,,DAP,CHAN SU SANN (CHAN SU SANN),FEMALE,,20446,,,,,,,,,,,,,,,,,,,,,,,,,
P. 131,NEGERI SEMBILAN,P. 131,REMBAU,BN - UMNO,,53537,18656,74.46,39866,80,1114,38672,UMNO,FIRDAUS MUHAMMAD ROM BIN HARUN (DATO' FIRDAUS HARUN),MALE,54,28664,,PAS,DZULKEFLY BIN AHMAD (DR HJ DZULKEFLY AHMAD),MALE,,10008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132,NEGERI SEMBILAN,P. 132,TELOK KEMANG,BN - MIC,,56459,17777,72.95,41189,489,1489,39211,MIC,SOTHINATHAN A/L SINNAR GOUNDAR (S. SOTHINATHAN),MALE,44,28494,,PKR,AB MANAP BIN SAHARDIN (AB MANAP SAHARDIN),MALE,,10717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 133,NEGERI SEMBILAN,P. 133,TAMPIN,BN - UMNO,,41571,18084,74.04,30778,39,951,29788,UMNO,SHAZIMAN BIN ABU MANSOR (SHAZIMAN BIN ABU MANSOR),MALE,40,23936,,PAS,ABDUL RAZAKEK BIN ABDUL RAHIM (ABDUL RAZAK ABDUL RAHIM),MALE,,5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134,MELAKA,P. 134,MASJID TANAH,BN - UMNO,,39005,18399,78.98,30807,85,745,29977,UMNO,ABU SEMAN BIN YUSOP (DATUK WIRA ABU SEMAN BIN YUSOP),MALE,60,24188,,PAS,MUHAMAD BIN BUROK (MUHAMAD BIN BUROK),MALE,,5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135,MELAKA,P. 135,ALOR GAJAH,BN - MCA,,51588,22548,76.26,39343,110,1941,37292,MCA,DR. WIRA FONG CHAN ONN (DR. WIRA FONG CHAN ONN),MALE,63,29920,,,,,,,,DAP,GOH LEONG SAN (GOH LEONG SAN),MALE,,7372,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136,MELAKA,P. 136,TANGGA BATU,BN - UMNO,,53291,24444,80.62,42965,10,1321,41634,UMNO,IDRIS BIN HARON (HJ IDRIS BIN HJ HARON),MALE,38,33039,,PKR,SHAMSUL ISKANDAR @ YUSRE BIN MOHD AKIN (SHAMSUL ISKANDAR BIN MOHD AKIN),MALE,30,8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137,MELAKA,P. 137,BUKIT KATIL,BN - UMNO,,66034,27252,80.49,53149,85,1334,51730,UMNO,MOHD RUDDIN BIN AB GHANI (DATUK DR. MOHD RUDDIN AB GHANI),MALE,50,39491,,PKR,KHALID BIN JAAFAR (KHALID JAAFAR),MALE,,12239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 138,MELAKA,P. 138,KOTA MELAKA,BN - MCA,,82781,219,77.78,64391,217,1959,62215,MCA,WONG NAI CHEE (WONG NAI CHEE),MALE,35,31217,,,,,,,,DAP,KERK KIM HOCK (KERK KIM HOCK),MALE,48,30998,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139,MELAKA,P. 139,JASIN,BN - UMNO,,53218,21334,79.68,42406,95,1249,41062,UMNO,MOHD SAID BIN YUSOF (HJ. MOHD SAID BIN YUSOF),MALE,51,31198,,PAS,JASME BIN TOMPANG (MEJ (B) HJ JASME BIN HJ TOMPANG),MALE,,9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 140,JOHOR,P. 140,SEGAMAT,BN - MIC,,40983,7809,70.7,28974,1,876,28097,MIC,SUBRAMANIAM A/L K.V. SATHASIVAM (S. SUBRAMANIAM),MALE,60,17953,,,,,,,,DAP,PANG HOK LIONG (PANG HOK LIONG),MALE,47,10144,,,,,,,,,,,,,,,,,,,,,,,,,
P. 141,JOHOR,P. 141,SEKIJANG,BN - UMNO,,33594,14842,72.67,24414,0,0,24414,UMNO,BAHARUM BIN MOHAMED (HAJI BAHARUM BIN HAJI MOHAMED),MALE,47,19628,,PKR,ZULKAPLY BIN SALLEH (ZULKAPLY BIN SALLEH),MALE,,4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 142,JOHOR,P. 142,LABIS,BN - MCA,,32518,10729,70.95,23073,25,839,22209,MCA,CHUA SOI LEK @ CHUA KIN SENG (CHUA SOI LEK),MALE,57,16469,,,,,,,,DAP,TEE GEY YAN (TEE GEY YAN),MALE,,5740,,,,,,,,,,,,,,,,,,,,,,,,,
P. 143,JOHOR,P. 143,PAGOH,BN - UMNO,,40172,18747,73.52,29534,42,881,28611,UMNO,MAHIADDIN BINTI MD. YASIN (TAN SRI MUHYIDDIN BIN MD. YASIN),MALE,57,23679,,PAS,MOHAMED BIN ANANG (MOHAMED BIN ANANG),MALE,,4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 144,JOHOR,P. 144,LEDANG,BN - UMNO,,57175,21671,72.91,41684,59,1362,40263,UMNO,HAMIM BIN SAMURI (HAMIM BIN SAMURI),MALE,46,30967,,PAS,KASIM BIN IBRAHIM (UST KASIM IBRAHIM),MALE,,9296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 145,JOHOR,P. 145,BAKRI,BN - MCA,,55438,19059,73.85,40939,181,1177,39581,MCA,DATO' CHUA JUI MENG (DATO' CHUA JUI MENG),MALE,61,29320,,,,,,,,DAP,AZHARI BIN ISMAIL (AZHARI BIN ISMAIL),MALE,52,10261,,,,,,,,,,,,,,,,,,,,,,,,,
P. 146,JOHOR,P. 146,MUAR,BN - UMNO,,42130,13415,70.66,29770,81,872,28817,UMNO,RAZALI BIN IBRAHIM (RAZALI BIN IBRAHIM),MALE,34,21116,,PAS,MOHAMAD BIN TAIB (HJ MOHAMAD BIN TAIB),MALE,,7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 147,JOHOR,P. 147,PARIT SULONG,BN - UMNO,,50134,17186,76.03,38116,110,1244,36762,UMNO,SYED HOOD BIN SYED EDROS (SYED HOOD SYED EDROS),MALE,35,26974,,PAS,SUHAIZAN BIN KAIAT (SUHAIZAN BIN KAIAT),MALE,31,9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 148,JOHOR,P. 148,AYER HITAM,BN - MCA,,32804,15763,76.87,25218,0,851,24367,MCA,WEE KA SIONG (DR WEE KA SIONG),MALE,36,20065,,PAS,MOHD ZAMRI BIN MD TAKSIS (MOHD ZAMRI),MALE,,4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 149,JOHOR,P. 149,SRI GADING,BN - UMNO,,35807,16196,74.92,26828,0,0,26828,UMNO,MOHAMAD BIN HAJI AZIZ (DATUK MOHAMAD BIN HAJI AZIZ),MALE,64,21512,,PKR,AHMAD FAIDHI BIN SAIDI (DR. AHMAD FAIDHI),MALE,40,5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 150,JOHOR,P. 150,BATU PAHAT,BN - UMNO,,68415,29102,73.43,50234,0,1372,48862,UMNO,JUNAIDY BIN ABD. WAHAB (DR. JUNAIDY ABD. WAHAB),MALE,,38982,,PAS,MOHAMED HANIPA BIN MAIDIN (MOHAMED HANIPA BIN MAIDIN),MALE,35,9880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 151,JOHOR,P. 151,SIMPANG RENGGAM,BN - GERAKAN,,34240,14155,72.69,24888,142,907,23839,GERAKAN,KER (KERK) KIM TIM @ KERK CHOO TING (KERK CHOO TING),MALE,63,18997,,PAS,ATAN BIN GOMBANG (USTAZ ATAN BIN GOMBANG),MALE,,4842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 152,JOHOR,P. 152,KLUANG,BN - MCA,,67475,18698,73.6,49662,881,1477,47304,MCA,HOO SEONG CHANG (HOO SEONG CHANG),MALE,47,33001,,,,,,,,DAP,NG LAM HUA (NG LAM HUA),MALE,,14303,,,,,,,,,,,,,,,,,,,,,,,,,
P. 153,JOHOR,P. 153,SEMBRONG,BN - UMNO,,30767,16978,74.61,22956,24,760,22172,UMNO,HISHAMMUDDIN BIN DATUK HUSSEIN (DATO' HISHAMMUDDIN TUN HUSSEIN),MALE,43,19575,,PAS,ONN BIN JAAFAR (ONN BIN JAAFAR),MALE,,2597,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 154,JOHOR,P. 154,MERSING,BN - UMNO,,33890,14573,72.25,24484,0,613,23871,UMNO,ABD. LATIFF BIN AHMAD (DR. ABD. LATIFF BIN AHMAD),MALE,45,19222,,PAS,IDRIS BIN TUKACHIL (CIKGU IDRIS BIN TUKACHIL),MALE,,4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 155,JOHOR,P. 155,TENGGARA,BN - UMNO,,29819,17088,77.32,23056,92,640,22324,UMNO,ADHAM BIN BABA (DATUK DR ADHAM BABA),MALE,42,19706,,PAS,SALLEH BIN FARMIN (HJ. SALLEH BIN FARMIN),MALE,,2618,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 156,JOHOR,P. 156,KOTA TINGGI,BN - UMNO,Y,33262,,,,,,,UMNO,DATO' SYED HAMID BIN S. JAAFAR ALBAR,MALE,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 157,JOHOR,P. 157,PENGERANG,BN - UMNO,Y,30957,,,,,,,UMNO,AZALINA BINTI OTHMAN,FEMALE,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 158,JOHOR,P. 158,TEBRAU,BN - MCA,,52644,26011,74.58,39261,29,1101,38131,MCA,LING BAN SAN @ TENG BOON SOON (LING BAN SAN @ TENG BOON SOON),MALE,,32071,,PAS,YAAKOB BIN MOHD YUSOF (YA'AKOB BIN MOHD YUSOF),MALE,,6060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 159,JOHOR,P. 159,PASIR GUDANG,BN - UMNO,,61171,31121,75.49,46178,146,907,45125,UMNO,MOHAMED KHALED BIN NORDIN (MOHAMED KHALED BIN NORDIN),MALE,46,38123,,PKR,A. RAZAK BIN AHMAD (RAZAK AHMAD),MALE,65,7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 160,JOHOR,P. 160,JOHOR BAHRU,BN - UMNO,,91108,46792,68.55,62455,1,1100,61354,UMNO,SHARIL @ SHAHRIR BIN AB SAMAD (DATO' SHAHRIR ABDUL SAMAD),MALE,55,54073,,PAS,ATAN BIN AHMAD (HAJI ATAN AHMAD),MALE,,7281,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 161,JOHOR,P. 161,PULAI,BN - UMNO,,73256,34926,69.55,50948,60,1002,49886,UMNO,NUR JAZLAN MOHAMED (DATUK NUR JAZLAN BIN MOHAMED),MALE,38,42406,,PKR,MD NASIR BIN AB WAHAH (MD NASIR BIN AB WAHAB),MALE,,7480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 162,JOHOR,P. 162,GELANG PATAH,BN - MCA,,70023,31666,74.69,52297,58,1903,50336,MCA,TAN AH ENG (TAN AH ENG),FEMALE,47,41001,,PKR,SONG SING KWEE (S.K. SONG),MALE,,9335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 163,JOHOR,P. 163,KULAI,BN - MCA,,62273,18144,77.69,48377,30,1935,46412,MCA,LIM SI CHENG (DATUK LIM SI CHENG),MALE,54,32278,,,,,,,,DAP,ONG KOW MENG (ONG KOW MENG),MALE,,14134,,,,,,,,,,,,,,,,,,,,,,,,,
P. 164,JOHOR,P. 164,PONTIAN,BN - UMNO,,44377,21158,75.4,33460,117,1167,32176,UMNO,HASNI BIN MOHAMMAD (HASNI BIN MOHAMMAD),MALE,45,26667,,PKR,HASSAN BIN ABDUL KARIM (HASSAN BIN ABDUL KARIM),MALE,53,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 165,JOHOR,P. 165,TANJONG PIAI,BN - MCA,,44575,23615,76.14,33938,0,1461,32477,MCA,ONG KA TING (ONG KA TING),MALE,48,28046,,,,,,,,DAP,TAN HANG MENG (TAN HANG MENG),MALE,,4431,,,,,,,,,,,,,,,,,,,,,,,,,
P. 166,WILAYAH PERSEKUTUAN LABUAN,P. 166,LABUAN,BN - UMNO,,22006,7901,67.08,14761,0,488,14273,UMNO,SUHAILI ABDUL RAHMAN (SUHAILI ABDUL RAHMAN),MALE,,11087,,PAS,MATUSIN BIN ABDUL RAHMAN (MATUSIN BIN ABDUL RAHMAN),MALE,,3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 167,SABAH,P. 167,KUDAT,BN - UMNO,,37089,6748,65.9,24442,0,1061,23381,UMNO,ABD RAHIM BIN BAKRI (DATUK ABDUL RAHIM BAKRI),MALE,43,13236,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FISH,ABDUL RAHMAN BIN SEDIK (ABDUL RAHMAN SEDIK),MALE,,6488,,INDEPENDENT - UMBRELLA,DATU ABDUL RAZAK BIN DATU ABDUL SALAM (DATU ABDUL RAZAK BIN DATU ABDUL SALAM),MALE,,2375,LOST DEPOSIT,INDEPENDENT - OIL PALM,ASBIAH BINTI ANGGAR (ASBIAH BINTI ANGGAR),FEMALE,,1282,LOST DEPOSIT
P. 168,SABAH,P. 168,KOTA MARUDU,BN - PBS,,28111,3189,66.26,18626,0,901,17725,PBS,JOHNITY @ MAXIMUS BIN ONGKILI (DATUK DR. MAXIMUS JOHNITY ONGKILI),MALE,51,10457,,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,ANDONNY PILIT @ ANTHONY BIRI (ANTHONY MADIAU),MALE,,7268,,,,,,,,,,,,,
P. 169,SABAH,P. 169,KOTA BELUD,BN - UMNO,,41065,10421,75.2,30881,87,1084,29710,UMNO,MD SALLEH MD SAID (SALLEH SAID KERUAK),MALE,47,19290,,,,,,,,,,,,,,SETIA,JAIMIN @ JACK BIN GIAU (JACK GIAU),MALE,,1551,LOST DEPOSIT,INDEPENDENT - UMBRELLA,JAMES BAGA @ BAGAH (JAMES BAGA @ BAGAH),MALE,,8869,,,,,,,,,,,,,
P. 170,SABAH,P. 170,TUARAN,BN - UPKO,,39338,8499,69.14,27198,8,981,26209,UPKO,MADIUS BIN TANGAU (MADIUS BIN TANGAU),MALE,46,17354,,PKR,UMSERY @ ANSARI BIN ABDULLAH (ANSARI ABDULLAH),MALE,,8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 171,SABAH,P. 171,SEPANGGAR,BN - SAPP,,34527,11128,63.96,22083,32,727,21324,SAPP,ENCHIN BIN MAJIMBUN (O.K.K. ERIC E. MAJIMBUN),MALE,54,16226,,PKR,SAIDATUL BADRU BINTI MOHD SAID (DATIN SAIDATUL BADRU BINTI TUN MOHD SAID),FEMALE,,5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 172,SABAH,P. 172,KOTA KINABALU,BN - PBS,,43121,10806,58.16,25078,112,294,24672,PBS,YEE MOH CHAI (DR. YEE MOH CHAI),MALE,49,15993,,PKR,LIEW CHIN JIN (CHRISTINA LIEW),FEMALE,52,3492,,DAP,HIEW KING CHEU (HIEW KING CHEU),MALE,52,5187,,,,,,,,,,,,,,,,,,,,,,,,,
P. 173,SABAH,P. 173,PUTATAN,BN - UPKO,,34123,7832,62.28,21252,727,725,19800,UPKO,MAKIN @ MARCUS MOJIGOH (DATUK DR. MAKIN @ MARCUS MOJIGOH),MALE,52,13816,,PKR,AWANG AHMAD SAH (AWANG AHMAD SAH),MALE,,5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 174,SABAH,P. 174,PENAMPANG,BN - UPKO,,32832,12653,67,21996,310,436,21250,UPKO,DONALD PETER MOJUNTIN (DONALD DATUK PETER MOJUNTIN),MALE,39,16032,,PKR,BLAISE MOSIDIN @ FREDERICK FRANCIS (BLAISE MOSIDIN @ FREDERICK FRANCIS),MALE,,864,LOST DEPOSIT,DAP,JOMILON MOJUNTIN @ CONRAD MOJUNTIN (JOMILON MOJUNTIN @ CONRAD MOJUNTIN),MALE,56,3379,,,,,,,,INDEPENDENT - OIL PALM,JOSEPH SULAIMAN (JOE SULEIMAN),MALE,,975,LOST DEPOSIT,,,,,,,,,,,,
P. 175,SABAH,P. 175,PAPAR,BN - UMNO,Y,31275,,,,,,,UMNO,ROSNAH BT HJ ABD RASHID SHIRLIN,FEMALE,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 176,SABAH,P. 176,KIMANIS,BN - UMNO,,21576,5108,70.11,15126,424,500,14202,UMNO,ANIFAH BIN AMAN @ HANIFF AMMAN (ANIFAH BIN AMAN),MALE,51,9655,,PKR,AWANG TANGAH BIN AWANG AMIN (HJ. AWANG TENGAH B. AG. AMIN),MALE,,4547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 177,SABAH,P. 177,BEAUFORT,BN - UMNO,Y,26461,,,,,,,UMNO,DATUK AZIZAH MOHD DUN,FEMALE,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 178,SABAH,P. 178,SIPITANG,BN - UMNO,Y,23542,,,,,,,UMNO,YUSOF @ JOSREE BIN YACOB,MALE,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 179,SABAH,P. 179,RANAU,BN - UPKO,,27986,1387,70.39,19699,298,775,18626,UPKO,BERNARD GILUK DOMPOK (TAN SRI BERNARD DOMPOK),MALE,55,7547,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RUHIMIN ADZIM @ RUHIMIN BIN AJIM (RUHIMIN ADZIM),MALE,,6160,,INDEPENDENT - UMBRELLA,KARIM BIN ADAM (KARIM BIN ADAM),MALE,,3310,,INDEPENDENT - BOOK,JAPIRIL BIN SUHAIMIN (JAPIRIL SUHAIMIN),MALE,,1609,LOST DEPOSIT
P. 180,SABAH,P. 180,KENINGAU,BN - PBS,Y,34510,,,,,,,PBS,JOSEPH PAIRIN KITINGAN,MALE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 181,SABAH,P. 181,TENOM,BN - UMNO,,20417,2404,68.88,14063,7,396,13660,UMNO,RAIME BIN UNGGI (RAIME UNGGI),MALE,34,8032,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,LIMUN BIN LAIKIM (DATUK LIMUN LAIKIM),MALE,,5628,,,,,,,,,,,,,
P. 182,SABAH,P. 182,PENSIANGAN,BN - PBRS,,18075,808,68.95,12463,2,552,11909,PBRS,BERNARD S. MARAAT @ BEN (BERNARD S. MARAAT),MALE,53,6080,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CLOCK,MARTIN TOMY @ TOMMY (MARTIN TOMY @ TOMMY),MALE,,5272,,INDEPENDENT - CLOCK,SAMSON S. KOROH @ RAZALI SUFFIAN (RAZALISUFFIAN KOROH),MALE,,557,LOST DEPOSIT,,,,,,
P. 183,SABAH,P. 183,BELURAN,BN - UMNO,Y,18960,,,,,,,UMNO,RONALD KIANDEE,MALE,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 184,SABAH,P. 184,LIBARAN,BN - UMNO,,26888,10669,61.31,16484,69,804,15611,UMNO,JUSLIE BIN AJIROL (DATUK JUSLIE BIN AJIROL),MALE,51,13140,,PKR,RAJ MUNNI BINTI SABU (RAJ MUNNI BINTI SABU),FEMALE,,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 185,SABAH,P. 185,BATU SAPI,BN - PBS,Y,26504,,,,,,,PBS,CHONG KET WAH @ CHONG KET FAH,MALE,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 186,SABAH,P. 186,SANDAKAN,INDEPENDENT - OIL PALM,,33208,1330,56.61,18798,124,385,18289,LDP,LAU NGAN SIEW (DATUK LAU NGAN SIEW),MALE,61,8208,,,,,,,,,,,,,,PASOK,LIEW TECK KHEN @ LIAW TECK KING (LIAWTECK KING),MALE,,543,LOST DEPOSIT,INDEPENDENT - OIL PALM,CHONG HON MIN (CHONG HON MIN),MALE,,9538,,,,,,,,,,,,,
P. 187,SABAH,P. 187,KINABATANGAN,BN - UMNO,Y,19441,,,,,,,UMNO,MOKTAR BIN RADIN,MALE,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 188,SABAH,P. 188,SILAM,BN - UMNO,,40362,10748,59.81,24141,146,1517,22478,UMNO,SAMSU BAHARUN BIN HAJI AB. RAHMAN (SAMSU BAHARUN HJ. ABD. RAHMAN),MALE,46,16613,,PKR,SAMSURI BIN BAHARUDDIN (SAMSURI BIN BAHARUDDIN),MALE,,5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
