UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 27,KELANTAN,P. 27,TANAH MERAH,BN - UMNO,SHAARI BIN HASSAN (IR. SHAARI),MALE,,
P. 28,KELANTAN,P. 28,PASIR PUTEH,BA - PAS,KALTHOM BINTI OTHMAN (KAK SOM),FEMALE,,
P. 29,KELANTAN,P. 29,MACHANG,BN - UMNO,SAZMI BIN MIAH (SAZMIMIAH),MALE,,
P. 30,KELANTAN,P. 30,JELI,BN - UMNO,MUSTAPA BIN MOHAMED (DATO' PA),MALE,54,
P. 31,KELANTAN,P. 31,KUALA KRAI,BN - UMNO,MOHAMED RAZALI BIN CHE MAMAT (CHE GU MAT RAZALI),MALE,,
P. 32,KELANTAN,P. 32,GUA MUSANG,BN - UMNO,TENGKU RAZALEIGH BIN TENGKU MOHD HAMZAH (TENGKU RAZALEIGH HAMZAH),MALE,67,
P. 33,TERENGGANU,P. 33,BESUT,BN - UMNO,ABDULLAH BIN MD ZIN (DATO' DR ABDULLAH BIN MD.ZIN),MALE,,
P. 34,TERENGGANU,P. 34,SETIU,BN - UMNO,MOHD YUSOF BIN MAJID (MOHD YUSOP MAJID),MALE,41,
P. 35,TERENGGANU,P. 35,KUALA NERUS,BN - UMNO,CHE AZMI BIN HJ A RAHMAN (CHE AZMI BIN HJ A RAHMAN),MALE,,
P. 36,TERENGGANU,P. 36,KUALA TERENGGANU,BN - UMNO,RAZALI BIN ISMAIL (HJ. RAZALI BIN ISMAIL),MALE,55,
P. 37,TERENGGANU,P. 37,MARANG,BN - UMNO,ABDUL RAHMAN BIN BAKAR (DATUK HAJI ABDUL RAHMAN BAKAR),MALE,52,
P. 38,TERENGGANU,P. 38,HULU TERENGGANU,BN - UMNO,T. PUTERA BIN T. AWANG (TENGKU PUTERA AWANG),MALE,,
P. 39,TERENGGANU,P. 39,DUNGUN,BN - UMNO,ROSLI BIN MAT HASSAN (DATUK HAJI ROSLI MAT HASSAN),MALE,,
P. 40,TERENGGANU,P. 40,KEMAMAN,BN - UMNO,AHD. SHABERY BIN CHEEK (AHMAD SHABERY CHEEK),MALE,46,
P. 41,PULAU PINANG,P. 41,KEPALA BATAS,BN - UMNO,ABDULLAH BIN HAJI AHMAD (DATO' SERI ABDULLAH BIN HAJI AHMAD BADAWI),MALE,65,
P. 42,PULAU PINANG,P. 42,TASEK GELUGOR,BN - UMNO,MOHD SHARIFF BIN OMAR (DATO' SERI MOHD SHARIFF HJ OMAR),MALE,56,
P. 43,PULAU PINANG,P. 43,BAGAN,DAP,LIM HOCK SENG (LIM HOCK SENG),MALE,55,
P. 44,PULAU PINANG,P. 44,PERMATANG PAUH,BA - PKR,WAN AZIZAH BINTI WAN ISMAIL (DATIN SERI DR WAN AZIZAH ISMAIL),FEMALE,52,
P. 45,PULAU PINANG,P. 45,BUKIT MERTAJAM,DAP,CHONG ENG (CHONG ENG),FEMALE,47,
P. 46,PULAU PINANG,P. 46,BATU KAWAN,BN - GERAKAN,HUAN CHENG GUAN (HUAN CHENG GUAN),MALE,43,
P. 47,PULAU PINANG,P. 47,NIBONG TEBAL,BN - UMNO,ZAINAL ABIDIN BIN OSMAN (ZAINAL ABIDIN BIN OSMAN),MALE,44,
P. 48,PULAU PINANG,P. 48,BUKIT BENDERA,BN - GERAKAN,CHIA KWANG CHYE (CHIA KWANG CHYE),MALE,52,
P. 49,PULAU PINANG,P. 49,TANJONG,DAP,CHOW KON YEOW (CHOW KON YEOW),MALE,46,
P. 50,PULAU PINANG,P. 50,JELUTONG,BN - GERAKAN,LEE KAH CHOON (LEE KAH CHOON),MALE,42,
P. 51,PULAU PINANG,P. 51,BUKIT GELUGOR,DAP,KARPAL SINGH A/L RAM SINGH (KARPAL SINGH),MALE,64,
P. 52,PULAU PINANG,P. 52,BAYAN BARU,BN - MCA,WONG KAM HOONG (WONG KAM HOONG),MALE,57,
P. 53,PULAU PINANG,P. 53,BALIK PULAU,BN - UMNO,HILMI BIN YAHAYA (DATO' DR HILMI YAHAYA),MALE,56,
P. 54,PERAK,P. 54,GERIK,BN - UMNO,WAN HASHIM BIN WAN TEH (WAN HASHIM BIN WAN TEH),MALE,,
P. 55,PERAK,P. 55,LENGGONG,BN - UMNO,KHANSIYAH @ KHAMSIYAH BINTI YEOP (KHAMSIYAH YEOP),FEMALE,60,
P. 56,PERAK,P. 56,LARUT,BN - UMNO,RAJA AHMAD ZAINUDDIN BIN RAJA HAJI OMAR (DATO' RAJA HAJI AHMAD ZAINUDDIN),MALE,48,
P. 57,PERAK,P. 57,PARIT BUNTAR,BN - UMNO,ABDUL HAMID BIN NGAH @ HJ ZAINAL ABIDIN (DATO' SERI ABDUL HAMID BIN HAJI ZAINAL ABIDIN),MALE,,
P. 58,PERAK,P. 58,BAGAN SERAI,BN - UMNO,DATO' ZAINAL ABIDIN BIN ZIN (DATO' ZAINAL ABIDIN BIN ZIN),MALE,,
P. 59,PERAK,P. 59,BUKIT GANTANG,BN - GERAKAN,TAN LIAN HOE (TAN LIAN HOE),FEMALE,,
P. 60,PERAK,P. 60,TAIPING,BN - PPP,DATUK M. KAYVEAS (DATUK M. KAYVEAS),MALE,,
P. 61,PERAK,P. 61,PADANG RENGAS,BN - UMNO,MOHAMED NAZRI BIN ABDUL AZIZ (DATO' SERI MOHAMED NAZRI ABDUL AZIZ),MALE,50,
P. 62,PERAK,P. 62,SUNGAI SIPUT,BN - MIC,S SAMY VELLU A/L SANGALIMUTHU (DATO S SAMY VELLU),MALE,68,
P. 63,PERAK,P. 63,TAMBUN,BN - UMNO,AHMAD HUSNI BIN MOHAMAD HANADZLAH (DATO' HAJI HUSNI HANADZLAH),MALE,52,
P. 64,PERAK,P. 64,IPOH TIMOR,DAP,LIM KIT SIANG (LIM KIT SIANG),MALE,63,
P. 65,PERAK,P. 65,IPOH BARAT,DAP,M. KULASEGARAN A/L V. MURUGESON (M. KULA),MALE,47,
P. 66,PERAK,P. 66,BATU GAJAH,DAP,FONG PO KUAN (FONG PO KUAN),FEMALE,32,
P. 67,PERAK,P. 67,KUALA KANGSAR,BN - UMNO,RAFIDAH AZIZ (RAFIDAH AZIZ),FEMALE,61,
P. 68,PERAK,P. 68,BERUAS,BN - GERAKAN,LIM KENG YAIK (DATO' SERI DR. LIM KENG YAIK),MALE,65,
P. 69,PERAK,P. 69,PARIT,BN - UMNO,NASARUDIN BIN HASHIM (NASARUDIN HASHIM),MALE,55,
P. 70,PERAK,P. 70,KAMPAR,BN - MCA,HEW SEE TONG (HEW SEE TONG),MALE,73,
P. 71,PERAK,P. 71,GOPENG,BN - MCA,TING CHEW PEH (TING CHEW PEH),MALE,,
P. 72,PERAK,P. 72,TAPAH,BN - MIC,VEERASINGAM A/L SUPPIAH (DATO S. VEERASINGAM),MALE,63,
P. 73,PERAK,P. 73,PASIR SALAK,BN - UMNO,RAMLI BIN NGAH TALIB (RAMLI BIN NGAH TALIB),MALE,63,
P. 74,PERAK,P. 74,LUMUT,BN - MCA,KONG CHO HA (KONG CHO HA),MALE,,
P. 75,PERAK,P. 75,BAGAN DATOK,BN - UMNO,AHMAD ZAHID BIN HAMIDI (DATO' AHMAD ZAHID HAMIDI),MALE,51,
P. 76,PERAK,P. 76,TELOK INTAN,BN - GERAKAN,MAH SIEW KEONG (MAH SIEW KEONG),MALE,43,
P. 77,PERAK,P. 77,TANJONG MALIM,BN - MCA,DATO' LOKE YUEN YOW (DATO' LOKE YUEN YOW),MALE,52,
P. 78,PAHANG,P. 78,CAMERON HIGHLANDS,BN - MIC,DEVAMANY A/L S. KRISHNASAMY (S.K. DEVAMANY),MALE,47,
P. 79,PAHANG,P. 79,LIPIS,BN - UMNO,MOHAMAD SHAHRUM BIN OSMAN (MOHAMAD SHAHRUM BIN OSMAN),MALE,51,
P. 80,PAHANG,P. 80,RAUB,BN - MCA,OEI YANG YANG @ NG YEN YEN (DATO' DR. NG YEN YEN),FEMALE,,
P. 81,PAHANG,P. 81,JERANTUT,BN - UMNO,TENGKU AZLAN IBNI SULTAN ABU BAKAR (TENGKU AZLAN IBNI SULTAN ABU BAKAR),MALE,57,
P. 82,PAHANG,P. 82,INDERA MAHKOTA,BN - UMNO,ADNAN BIN WAN MAMAT (DATO' WAN ADNAN BIN MAMAT),MALE,44,
P. 83,PAHANG,P. 83,KUANTAN,BN - MCA,FU AH KIOW @ OH (FU) SOON GUAN (DATO' FU AH KIOW),MALE,55,
P. 84,PAHANG,P. 84,PAYA BESAR,BN - UMNO,SITI ZAHARAH BINTI SULAIMAN (DATO' SRI DR. HAJJAH SITI ZAHARAH SULAIMAN),FEMALE,55,
P. 85,PAHANG,P. 85,PEKAN,BN - UMNO,MOHD NAJIB BIN HJ ABD RAZAK (NAJIB TUN RAZAK),MALE,51,
P. 86,PAHANG,P. 86,MARAN,BN - UMNO,ISMAIL BIN ABD. MUTTALIB (HAJI ISMAIL ABD. MUTTALIB),MALE,50,
P. 87,PAHANG,P. 87,KUALA KRAU,BN - UMNO,ISMAIL BIN MOHAMED SAID (HAJI ISMAIL BIN HAJI MOHAMED SAID),MALE,39,
P. 88,PAHANG,P. 88,TEMERLOH,BN - UMNO,MOHD SARIT BIN HJ YUSOH (DATO' HAJI SARIT BIN HAJI YUSOH),MALE,53,
P. 89,PAHANG,P. 89,BENTONG,BN - MCA,LIOW TIONG LAI (LIOW TIONG LAI),MALE,43,
P. 90,PAHANG,P. 90,BERA,BN - UMNO,ISMAIL SABRI BIN YAAKOB,MALE,44,
P. 91,PAHANG,P. 91,ROMPIN,BN - UMNO,JAMALUDIN BIN JARJIS (DATO' DR JAMALUDIN BIN JARJIS),MALE,53,
P. 92,SELANGOR,P. 92,SABAK BERNAM,BN - UMNO,MAT YASIR BIN IKHSAN (DATO' MAT YASIR),MALE,57,
P. 93,SELANGOR,P. 93,SUNGAI BESAR,BN - UMNO,NORIAH BINTI KASNON (NORIAH BINTI KASNON),FEMALE,40,
P. 94,SELANGOR,P. 94,HULU SELANGOR,BN - MIC,PALANIVEL A/L K. GOVINDASAMY (DATO' G. PALANIVEL),MALE,55,
P. 95,SELANGOR,P. 95,TANJONG KARANG,BN - UMNO,DATO' NOH BIN OMAR (DATO' NOH BIN OMAR),MALE,46,
P. 96,SELANGOR,P. 96,KUALA SELANGOR,BN - UMNO,MOHD DAUD BIN TARIHEP (MOHD DAUD BIN TARIHEP),MALE,52,
P. 97,SELANGOR,P. 97,SELAYANG,BN - MCA,CHAN KONG CHOY (DATO' SRI CHAN KONG CHOY),MALE,49,
P. 98,SELANGOR,P. 98,GOMBAK,BN - UMNO,RAMAN BIN ISMAIL (DR. RAHMAN ISMAIL),MALE,,
P. 99,SELANGOR,P. 99,AMPANG,BN - UMNO,ROZAIDAH BINTI TALIB (DR ROZAIDAH BINTI TALIB),FEMALE,41,
P. 100,SELANGOR,P. 100,PANDAN,BN - MCA,ONG TEE KEAT (DATUK ONG TEE KEAT),MALE,48,
P. 101,SELANGOR,P. 101,HULU LANGAT,BN - UMNO,MARKIMAN BIN KOBIRAN (MARKIMAN BIN KOBIRAN),MALE,47,
P. 102,SELANGOR,P. 102,SERDANG,BN - MCA,DATO' YAP PIAN HON (DATO' YAP PIAN HON),MALE,61,
P. 103,SELANGOR,P. 103,PUCHONG,BN - GERAKAN,LAU YENG PENG (LAU YENG PENG),MALE,,
P. 104,SELANGOR,P. 104,KELANA JAYA,BN - MCA,LOH SENG KOK (LOH SENG KOK),MALE,42,
P. 105,SELANGOR,P. 105,PETALING JAYA SELATAN,BN - MCA,LIM SIANG CHAI (DONALD LIM SIANG CHAI),MALE,47,
P. 106,SELANGOR,P. 106,PETALING JAYA UTARA,BN - MCA,CHEW MEI FUN (CHEW MEI FUN),FEMALE,39,
P. 107,SELANGOR,P. 107,SUBANG,BN - MIC,KARNAIL SINGH NIJHAR A/L AMAR SINGH (TAN SRI DATO' DR. K.S. NIJHAR),MALE,68,
P. 108,SELANGOR,P. 108,SHAH ALAM,BN - UMNO,ABDUL AZIZ BIN SHAMSUDDIN (ABDUL AZIZ BIN SHAMSUDDIN),MALE,66,
P. 109,SELANGOR,P. 109,KAPAR,BN - MIC,KOMALA DEVI A/P M PERUMAL (KOMALA DEVI),FEMALE,,
P. 110,SELANGOR,P. 110,KLANG,BN - MCA,DATIN PADUKA TAN YEE KEW (DATIN PADUKA TAN YEE KEW),FEMALE,51,
P. 111,SELANGOR,P. 111,KOTA RAJA,BN - MIC,S. VIGNESWARAN A/L M. SANASEE (S A. VIGNESWARAN),MALE,39,
P. 112,SELANGOR,P. 112,KUALA LANGAT,BN - UMNO,SHAFIE BIN MOHD SALLEH (DATO' DR. SHAFIE BIN MOHD SALLEH),MALE,58,
P. 113,SELANGOR,P. 113,SEPANG,BN - UMNO,MOHD ZIN BIN MOHAMED (DATO' IR. HJ. MOHD ZIN BIN MOHAMED),MALE,50,
P. 114,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 114,KEPONG,DAP,DR. TAN SENG GIAW (DR. TAN SENG GIAW),MALE,62,
P. 115,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 115,BATU,BN - GERAKAN,NG LIP YONG @ NG LIP SAT (NG LIP YONG),MALE,,
P. 116,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 116,WANGSA MAJU,BN - MCA,YEW TEONG LOOK (YEW TEONG LOOK),MALE,48,
P. 117,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 117,SEGAMBUT,BN - GERAKAN,TAN KEE KWONG (DR. TAN KEE KWONG),MALE,57,
P. 118,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 118,SETIAWANGSA,BN - UMNO,ZULHASNAN BIN RAFIQUE (DATO' HAJI ZULHASNAN BIN RAFIQUE),MALE,49,
P. 119,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 119,TITIWANGSA,BN - UMNO,DATUK HAJI ASTAMAN BIN ABDUL AZIZ (DATUK HAJI ASTAMAN ABDUL AZIZ),MALE,,
P. 120,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 120,BUKIT BINTANG,DAP,FONG KUI LUN (FONG KUI LUN),MALE,58,
P. 121,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 121,LEMBAH PANTAI,BN - UMNO,SHAHRIZAT @ SHAHRIZAT BINTI ABDUL JALIL (SHAHRIZAT ABD JALIL),FEMALE,51,
P. 122,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 122,SEPUTEH,DAP,TERESA KOK SUH SIM (TERESA KOK),FEMALE,40,
P. 123,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 123,CHERAS,DAP,TAN KOK WAI (TAN KOK WAI),MALE,47,
P. 124,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 124,BANDAR TUN RAZAK,BN - MCA,DATUK TAN CHAI HO (DATUK TAN CHAI HO),MALE,55,
P. 125,WILAYAH PERSEKUTUAN PUTRAJAYA,P. 125,PUTRAJAYA,BN - UMNO,TENGKU ADNAN BIN TENGKU MANSOR (TENGKU ADNAN BIN TENGKU MANSOR),MALE,54,
P. 126,NEGERI SEMBILAN,P. 126,JELEBU,BN - UMNO,RAIS YATIM (RAIS YATIM),MALE,62,
P. 127,NEGERI SEMBILAN,P. 127,JEMPOL,BN - UMNO,MOHD ISA BIN ABDUL SAMAD (TAN SRI MOHD ISA BIN ABDUL SAMAD),MALE,55,
P. 128,NEGERI SEMBILAN,P. 128,SEREMBAN,BN - MCA,HON CHOON KIM (DATO' HON CHOON KIM),MALE,56,
P. 129,NEGERI SEMBILAN,P. 129,KUALA PILAH,BN - UMNO,HASAN BIN MALEK (HASAN BIN MALEK),MALE,58,
P. 130,NEGERI SEMBILAN,P. 130,RASAH,BN - MCA,DATO' GOH SIOW HUAT (DATO' GOH SIOW HUAT),MALE,,
P. 131,NEGERI SEMBILAN,P. 131,REMBAU,BN - UMNO,FIRDAUS MUHAMMAD ROM BIN HARUN (DATO' FIRDAUS HARUN),MALE,54,
P. 132,NEGERI SEMBILAN,P. 132,TELOK KEMANG,BN - MIC,SOTHINATHAN A/L SINNAR GOUNDAR (S. SOTHINATHAN),MALE,44,
P. 133,NEGERI SEMBILAN,P. 133,TAMPIN,BN - UMNO,SHAZIMAN BIN ABU MANSOR (SHAZIMAN BIN ABU MANSOR),MALE,40,
P. 134,MELAKA,P. 134,MASJID TANAH,BN - UMNO,ABU SEMAN BIN YUSOP (DATUK WIRA ABU SEMAN BIN YUSOP),MALE,60,
P. 135,MELAKA,P. 135,ALOR GAJAH,BN - MCA,DR. WIRA FONG CHAN ONN (DR. WIRA FONG CHAN ONN),MALE,63,
P. 136,MELAKA,P. 136,TANGGA BATU,BN - UMNO,IDRIS BIN HARON (HJ IDRIS BIN HJ HARON),MALE,38,
P. 137,MELAKA,P. 137,BUKIT KATIL,BN - UMNO,MOHD RUDDIN BIN AB GHANI (DATUK DR. MOHD RUDDIN AB GHANI),MALE,50,
P. 138,MELAKA,P. 138,KOTA MELAKA,BN - MCA,WONG NAI CHEE (WONG NAI CHEE),MALE,35,
P. 139,MELAKA,P. 139,JASIN,BN - UMNO,MOHD SAID BIN YUSOF (HJ. MOHD SAID BIN YUSOF),MALE,51,
P. 140,JOHOR,P. 140,SEGAMAT,BN - MIC,SUBRAMANIAM A/L K.V. SATHASIVAM (S. SUBRAMANIAM),MALE,60,
P. 141,JOHOR,P. 141,SEKIJANG,BN - UMNO,BAHARUM BIN MOHAMED (HAJI BAHARUM BIN HAJI MOHAMED),MALE,47,
P. 142,JOHOR,P. 142,LABIS,BN - MCA,CHUA SOI LEK @ CHUA KIN SENG (CHUA SOI LEK),MALE,57,
P. 143,JOHOR,P. 143,PAGOH,BN - UMNO,MAHIADDIN BINTI MD. YASIN (TAN SRI MUHYIDDIN BIN MD. YASIN),MALE,57,
P. 144,JOHOR,P. 144,LEDANG,BN - UMNO,HAMIM BIN SAMURI (HAMIM BIN SAMURI),MALE,46,
P. 145,JOHOR,P. 145,BAKRI,BN - MCA,DATO' CHUA JUI MENG (DATO' CHUA JUI MENG),MALE,61,
P. 146,JOHOR,P. 146,MUAR,BN - UMNO,RAZALI BIN IBRAHIM (RAZALI BIN IBRAHIM),MALE,34,
P. 147,JOHOR,P. 147,PARIT SULONG,BN - UMNO,SYED HOOD BIN SYED EDROS (SYED HOOD SYED EDROS),MALE,35,
P. 148,JOHOR,P. 148,AYER HITAM,BN - MCA,WEE KA SIONG (DR WEE KA SIONG),MALE,36,
P. 149,JOHOR,P. 149,SRI GADING,BN - UMNO,MOHAMAD BIN HAJI AZIZ (DATUK MOHAMAD BIN HAJI AZIZ),MALE,64,
P. 150,JOHOR,P. 150,BATU PAHAT,BN - UMNO,JUNAIDY BIN ABD. WAHAB (DR. JUNAIDY ABD. WAHAB),MALE,,
P. 151,JOHOR,P. 151,SIMPANG RENGGAM,BN - GERAKAN,KER (KERK) KIM TIM @ KERK CHOO TING (KERK CHOO TING),MALE,63,
P. 152,JOHOR,P. 152,KLUANG,BN - MCA,HOO SEONG CHANG (HOO SEONG CHANG),MALE,47,
P. 153,JOHOR,P. 153,SEMBRONG,BN - UMNO,HISHAMMUDDIN BIN DATUK HUSSEIN (DATO' HISHAMMUDDIN TUN HUSSEIN),MALE,43,
P. 154,JOHOR,P. 154,MERSING,BN - UMNO,ABD. LATIFF BIN AHMAD (DR. ABD. LATIFF BIN AHMAD),MALE,45,
P. 155,JOHOR,P. 155,TENGGARA,BN - UMNO,ADHAM BIN BABA (DATUK DR ADHAM BABA),MALE,42,
P. 156,JOHOR,P. 156,KOTA TINGGI,BN - UMNO,DATO' SYED HAMID BIN S. JAAFAR ALBAR,MALE,60,Y
P. 157,JOHOR,P. 157,PENGERANG,BN - UMNO,AZALINA BINTI OTHMAN,FEMALE,41,Y
P. 158,JOHOR,P. 158,TEBRAU,BN - MCA,LING BAN SAN @ TENG BOON SOON (LING BAN SAN @ TENG BOON SOON),MALE,,
P. 159,JOHOR,P. 159,PASIR GUDANG,BN - UMNO,MOHAMED KHALED BIN NORDIN (MOHAMED KHALED BIN NORDIN),MALE,46,
P. 160,JOHOR,P. 160,JOHOR BAHRU,BN - UMNO,SHARIL @ SHAHRIR BIN AB SAMAD (DATO' SHAHRIR ABDUL SAMAD),MALE,55,
P. 161,JOHOR,P. 161,PULAI,BN - UMNO,NUR JAZLAN MOHAMED (DATUK NUR JAZLAN BIN MOHAMED),MALE,38,
P. 162,JOHOR,P. 162,GELANG PATAH,BN - MCA,TAN AH ENG (TAN AH ENG),FEMALE,47,
P. 163,JOHOR,P. 163,KULAI,BN - MCA,LIM SI CHENG (DATUK LIM SI CHENG),MALE,54,
P. 164,JOHOR,P. 164,PONTIAN,BN - UMNO,HASNI BIN MOHAMMAD (HASNI BIN MOHAMMAD),MALE,45,
P. 165,JOHOR,P. 165,TANJONG PIAI,BN - MCA,ONG KA TING (ONG KA TING),MALE,48,
P. 166,WILAYAH PERSEKUTUAN LABUAN,P. 166,LABUAN,BN - UMNO,SUHAILI ABDUL RAHMAN (SUHAILI ABDUL RAHMAN),MALE,,
P. 167,SABAH,P. 167,KUDAT,BN - UMNO,ABD RAHIM BIN BAKRI (DATUK ABDUL RAHIM BAKRI),MALE,43,
P. 168,SABAH,P. 168,KOTA MARUDU,BN - PBS,JOHNITY @ MAXIMUS BIN ONGKILI (DATUK DR. MAXIMUS JOHNITY ONGKILI),MALE,51,
P. 169,SABAH,P. 169,KOTA BELUD,BN - UMNO,MD SALLEH MD SAID (SALLEH SAID KERUAK),MALE,47,
P. 170,SABAH,P. 170,TUARAN,BN - UPKO,MADIUS BIN TANGAU (MADIUS BIN TANGAU),MALE,46,
P. 171,SABAH,P. 171,SEPANGGAR,BN - SAPP,ENCHIN BIN MAJIMBUN (O.K.K. ERIC E. MAJIMBUN),MALE,54,
P. 172,SABAH,P. 172,KOTA KINABALU,BN - PBS,YEE MOH CHAI (DR. YEE MOH CHAI),MALE,49,
P. 173,SABAH,P. 173,PUTATAN,BN - UPKO,MAKIN @ MARCUS MOJIGOH (DATUK DR. MAKIN @ MARCUS MOJIGOH),MALE,52,
P. 174,SABAH,P. 174,PENAMPANG,BN - UPKO,DONALD PETER MOJUNTIN (DONALD DATUK PETER MOJUNTIN),MALE,39,
P. 175,SABAH,P. 175,PAPAR,BN - UMNO,ROSNAH BT HJ ABD RASHID SHIRLIN,FEMALE,32,Y
P. 176,SABAH,P. 176,KIMANIS,BN - UMNO,ANIFAH BIN AMAN @ HANIFF AMMAN (ANIFAH BIN AMAN),MALE,51,
P. 177,SABAH,P. 177,BEAUFORT,BN - UMNO,DATUK AZIZAH MOHD DUN,FEMALE,44,Y
P. 178,SABAH,P. 178,SIPITANG,BN - UMNO,YUSOF @ JOSREE BIN YACOB,MALE,48,Y
P. 179,SABAH,P. 179,RANAU,BN - UPKO,BERNARD GILUK DOMPOK (TAN SRI BERNARD DOMPOK),MALE,55,
P. 180,SABAH,P. 180,KENINGAU,BN - PBS,JOSEPH PAIRIN KITINGAN,MALE,64,Y
P. 181,SABAH,P. 181,TENOM,BN - UMNO,RAIME BIN UNGGI (RAIME UNGGI),MALE,34,
P. 182,SABAH,P. 182,PENSIANGAN,BN - PBRS,BERNARD S. MARAAT @ BEN (BERNARD S. MARAAT),MALE,53,
