UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN CANDIDATE VOTE,PR,PR CANDIDATE,PR CANDIDATE GENDER,PR CANDIDATE AGE,PR CANDIDATE VOTE,OTHER PARTY 1,OTHER PARTY 1 CANDIDATE,OTHER PARTY 1 CANDIDATE GENDER,OTHER PARTY 1 CANDIDATE AGE,OTHER PARTY 1 CANDIDATE VOTE,OTHER PARTY 2,OTHER PARTY 2 CANDIDATE,OTHER PARTY 2 CANDIDATE GENDER,OTHER PARTY 2 CANDIDATE AGE,OTHER PARTY 2 CANDIDATE VOTE,OTHER PARTY 3,OTHER PARTY 3 CANDIDATE,OTHER PARTY 3 CANDIDATE GENDER,OTHER PARTY 3 CANDIDATE AGE,OTHER PARTY 3 CANDIDATE VOTE,STATUS FOR OTHER PARTY 3,INDEPENDENT 1,INDEPDENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 CANDIDATE VOTE,INDEPENDENT 2,INDEPDENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 CANDIDATE VOTE,INDEPENDENT 3,INDEPDENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 CANDIDATE VOTE,INDEPENDENT 4,INDEPDENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE GENDER,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 CANDIDATE VOTE
P.136,MELAKA,P.136,TANGGA BATU,BN - UMNO,,73282,15633,87.9,64426,138,985,63303,BN - UMNO,ABU BAKAR BIN MOHAMAD DIAH,,,39468,PR-PKR,RAHIM BIN ALI,,,23835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137,MELAKA,P.137,BUKIT KATIL,PR-PKR,,99438,5733,88.8,88271,188,1102,86981,BN - UMNO,HAJI MOHD ALI BIN HAJI MOHD RUSTAM,,,40624,PR-PKR,SHAMSUL ISKANDAR @ YUSRE BIN MOHD AKIN,,,46357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138,MELAKA,P.138,KOTA MELAKA,PR-DAP,,92322,20746,86.3,79651,187,1168,78296,BN - MCA,YEE KOK WAH,,,28775,PR-DAP,SIM TONG HIM,,,49521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139,MELAKA,P.139,JASIN,BN - UMNO,,64455,11763,88.2,56856,146,1001,55709,BN - UMNO,AHMAD BIN HAMZAH,,,33736,PR-PKR,RAHMAT BIN YUSOF,,,21973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140,JOHOR,P.140,SEGAMAT,BN - MIC,,47009,1217,84.9,39895,88,950,38857,BN - MIC,SUBRAMANIAM A/L K.V SATHASIVAM,,,20037,PR-PKR,DATO CHUA JUI MENG,,,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141,JOHOR,P.141,SEKIJANG,BN - UMNO,,43066,3007,87.1,37519,71,587,36861,BN - UMNO,ANUAR BIN ABD. MANAP,,,19934,PR-PKR,JULAILEY BIN JEMADI,,,16927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.142,JOHOR,P.142,LABIS,BN - MCA,,37714,353,84.9,32027,49,689,31289,BN - MCA,CHUA TEE YONG,,,15821,PR-DAP,RAMAKRISHNAN A/L SUPPIAH,,,15468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143,JOHOR,P.143,PAGOH,BN - UMNO,,46793,12842,86.8,40613,91,816,39706,BN - UMNO,MAHIADDIN BIN MD YASIN,,,26274,PR-PAS,MOHAMAD ROZALI BIN JAMIL,,,13432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144,JOHOR,P.144,LEDANG,BN - UMNO,,69316,1967,87.1,60382,34,1077,59271,BN - UMNO,HAMIM BIN SAMURI,,,30619,PR-PKR,HASSAN BIN ABDUL KARIM,,,28652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145,JOHOR,P.145,BAKRI,PR-DAP,,67202,5067,87,58453,183,1101,57169,BN - MCA,LEE CHING YONG,,,26051,PR-DAP,ER TECK HWA,,,31118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.146,JOHOR,P.146,MUAR,BN - UMNO,,48208,1646,85,40992,100,804,40088,BN - UMNO,RAZALI BIN IBRAHIM,,,20867,PR-PKR,NOR HIZWAN BIN AHMAD,,,19221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.147,JOHOR,P.147,PARIT SULONG,BN - UMNO,,56896,11753,87.6,49855,140,952,48763,BN - UMNO,NORAINI BINTI AHMAD,,,30258,PR-PAS,KHAIRUDDIN BIN A RAHIM,,,18505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.148,JOHOR,P.148,AYER HITAM,BN - MCA,,42913,7310,88.2,37841,94,967,36780,BN - MCA,WEE KA SIONG,,,22045,PR-PAS,HU PANG CHAW,,,14735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.149,JOHOR,P.149,SRI GADING,BN - UMNO,,44816,5761,89,39899,81,673,39145,BN - UMNO,AB AZIZ BIN KAPRAWI,,,22453,PR-PKR,MOHD KHUZZAN BIN ABU BAKAR,,,16692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150,JOHOR,P.150,BATU PAHAT,PR-PKR,,88272,1524,87.5,77202,155,1445,75602,BN - UMNO,MOHD PUAD BIN ZARKASHI,,,37039,PR-PKR,MOHD IDRIS BIN JUSI,,,38563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.151,JOHOR,P.151,SIMPANG RENGGAM,BN - GERAKAN,,40143,5706,86.6,34754,84,868,33802,BN - GERAKAN,LIANG TECK MENG,,,19754,PR-PAS,SUHAIZAN BIN KAIAT,,,14048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.152,JOHOR,P.152,KLUANG,PR-DAP,,86732,7359,86.8,75262,181,1292,73789,BN - MCA,HOU KOK CHUNG,,,33215,PR-DAP,LIEW CHIN TONG,,,40574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.153,JOHOR,P.153,SEMBRONG,BN - UMNO,,41588,10631,86.3,35910,50,809,35051,BN - UMNO,HISHAMMUDDIN BIN DATUK HUSSEIN,,,22841,PR-PKR,ONN BIN ABU BAKAR,,,12210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.154,JOHOR,P.154,MERSING,BN - UMNO,,44497,15747,84,37393,94,678,36621,BN - UMNO,ABD. LATIFF BIN AHMAD,,,26184,PR-PAS,ROSLAN BIN NIKMAT,,,10437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.155,JOHOR,P.155,TENGGARA,BN - UMNO,,39694,17196,88,34946,70,676,34200,BN - UMNO,HALIMAH BINTI MOHD SADIQUE,,,25698,PR-PAS,MUHAMAD SAID BIN JONIT,,,8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156,JOHOR,P.156,KOTA TINGGI,BN - UMNO,,41894,24574,88.2,36943,75,696,36172,BN - UMNO,NOOR EHSANUDDIN BIN MOHD HARUN NARRASHID,,,30373,PR-PAS,ONN BIN JAAFAR,,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157,JOHOR,P.157,PENGERANG,BN - UMNO,,37999,22508,87,33067,98,698,32271,BN - UMNO,AZALINA BINTI OTHMAN,,,26992,PR-PKR,TENGKU INTAN BINTI TENGKU ABDUL HAMID,,,4484,,,,,,,,,,,,,,,,,INDEPENDENT,MOHD AZAMAN BIN JOHARI,,,795,,,,,,,,,,,,,,,
P.158,JOHOR,P.158,TEBRAU,BN - MCA,,90482,1767,88.2,79835,81,1551,78203,BN - MCA,KHOO SOO SEANG,,,39985,PR-PKR,CHOONG SHIAU YOON,,,38218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.159,JOHOR,P.159,PASIR GUDANG,BN - UMNO,,101041,935,87.6,88550,113,1704,86733,BN - UMNO,NORMALA BINTI ABDUL SAMAD,,,43834,PR-PKR,AHMAD FAIDHI BIN SAIDI,,,42899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.160,JOHOR,P.160,JOHOR BAHRU,BN - UMNO,,96321,10495,83,79965,158,1284,78523,BN - UMNO,SHARIL @ SHAHRIR BIN AB SAMAD,,,44509,PR-PKR,MD HASHIM BIN HUSSEIN,,,34014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161,JOHOR,P.161,PULAI,BN - UMNO,,100490,3226,85.5,85924,161,1487,84276,BN - UMNO,NUR JAZLAN BIN MOHAMED,,,43751,PR-PAS,SALAHUDDIN BIN AYUB,,,40525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.162,JOHOR,P.162,GELANG PATAH,PR-DAP,,106726,14762,89.1,95068,203,1059,93806,BN - UMNO,A. GHANI BIN OTHMAN,,,39522,PR-DAP,LIM KIT SIANG,,,54284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.163,JOHOR,P.163,KULAI,PR-DAP,,83991,13450,89.3,75015,119,1432,73464,BN - MCA,TAY CHIN HEIN,,,29888,PR-DAP,TEO NIE CHING,,,43338,,,,,,,,,,,,,,,,,INDEPENDENT,SURENDIRAN A/L KUPPAYAH,,,238,,,,,,,,,,,,,,,
P.164,JOHOR,P.164,PONTIAN,BN - UMNO,,49633,13727,86.3,42831,79,871,41881,BN - UMNO,AHMAD BIN MASLAN,,,27804,PR-PKR,HANIFF @ GHAZALI BIN HOSMAN,,,14077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.165,JOHOR,P.165,TANJONG PIAI,BN - MCA,,51875,5457,87.9,45622,85,918,44619,BN - MCA,WEE JECK SENG,,,25038,PR-DAP,MAHDZIR BIN IBRAHIM,,,19581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.166,WILAYAH PERSEKUTUAN LABUAN,P.166,LABUAN,BN - UMNO,,24474,6625,79.2,19377,21,207,19149,BN - UMNO,ROZMAN BIN ISLI,,,12694,PR-PKR,TAN SRI IBRAHIM BIN MENUDIN,,,6069,PAS,HADNAN BIN MOHAMAD,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.167,SABAH,P.167,KUDAT,BN - UMNO,,47249,12376,77.1,36421,66,919,35436,BN - UMNO,DATUK ABD RAHIM BIN BAKRI,,,21883,PR-PKR,RAHIMAH BINTI MAJID,,,9507,SAPP,MOJURIP BIN DIYUN,,,963,STAR,JUTIRIM BIN GALIBAI GALABI,,,3083,,,,,,,,,,,,,,,,,,,,,,,,,,
P.168,SABAH,P.168,KOTA MARUDU,BN - PBS,,42197,842,78.5,33125,48,911,32166,BN - PBS,JOHNITY @ MAXIMUS BIN ONGKILI,,,15168,PR-PKR,MAIJOL BIN MAHAP,,,14326,SAPP,YUNTAU BIN KOLOD @ KUNTAU BIN KOLOD,,,444,STAR,MAJAMIS BIN TIMBONG,,,2228,,,,,,,,,,,,,,,,,,,,,,,,,,
P.169,SABAH,P.169,KOTA BELUD,BN - UMNO,,51467,5095,84.5,43502,79,1109,42314,BN - UMNO,DATO' ABD RAHMAN BIN DAHLAN,,,21768,PR-PKR,ISNARAISSAH MUNIRAH BT. MAJILIS @ FAKHARUDY,,,16673,,,,,,STAR,JALUMIN BIN BAYOGOH,,,2709,,,,,,,INDEPENDENT,LAMSIL BIN AMIDSOR,,,979,INDEPENDENT,KANUL BIN GINDOL,,,185,,,,,,,,,,
P.170,SABAH,P.170,TUARAN,BN - UPKO,,48276,5190,84.6,40849,89,807,39953,BN - UPKO,MADIUS BIN TANGAU,,,20685,PR-PKR,MOJILIP BIN BUMBURING @ WILFRED,,,15495,,,,,,STAR,SAMIN @ JASMIN BIN DULIN,,,1509,,,,,,,INDEPENDENT,ERVEANA ANSARI ALI,,,2264,,,,,,,,,,,,,,,
P.171,SABAH,P.171,SEPANGGAR,BN - UMNO,,53374,9442,81.5,43500,84,1167,42249,BN - UMNO,DATUK JUMAT BIN IDRIS,,,22845,PR-DAP,JEFFREY KUMIN @ JOHN,,,13403,SAPP,CHIN HON KIONG,,,4070,STAR,DANIEL JOHN JAMBUN,,,1931,,,,,,,,,,,,,,,,,,,,,,,,,,
P.172,SABAH,P.172,KOTA KINABALU,PR-DAP,,50516,18959,78.3,39548,60,506,38982,BN - PBS,CHIN TEK MING,,,9557,PR-DAP,WONG SZE PHIN @ JIMMY,,,28516,,,,,,STAR,LIEW HOCK LEONG @ MICHAEL,,,909,,,,,,,,,,,,,,,,,,,,,,,,,,
P.173,SABAH,P.173,PUTATAN,BN - UPKO,,37490,9507,79.9,29936,176,665,29095,BN - UPKO,MAKIN @ MARCUS MOJIGOH,,,17465,PR-DAP,LEE HAN KYUN @ JOSEPH LEE,,,7958,SAPP,DULI @ DULLIE BIN MARI @ MARIE,,,1068,STAR,AWANG AHMAD SAH,,,2604,,,,,,,,,,,,,,,,,,,,,,,,,,
P.174,SABAH,P.174,PENAMPANG,PR-PKR,,44323,10216,83.2,36882,64,719,36099,BN - UPKO,BERNARD GILUK DOMPOK,,,12382,PR-PKR,IGNATIUS DORELL LEIKING,,,22598,,,,,,STAR,MELANIA @ MELANIE ANNOL,,,1119,,,,,,,,,,,,,,,,,,,,,,,,,,
P.175,SABAH,P.175,PAPAR,BN - UMNO,,38771,10535,85.8,33262,68,499,32695,BN - UMNO,DATUK ROSNAH BINTI HJ ABD RASHID SHIRLIN,,,21196,PR-PKR,MOHAMMAD YAHYA @ YAHYA BIN LAMPONG,,,10661,,,,,,STAR,BALON BIN MUJIM,,,838,,,,,,,,,,,,,,,,,,,,,,,,,,
P.176,SABAH,P.176,KIMANIS,BN - UMNO,,26628,5723,87,23170,42,453,22675,BN - UMNO,DATUK ANIFAH BIN AMAN @ HANIFF AMMAN,,,13754,PR-PKR,JAAFAR BIN ISMAIL,,,8031,SAPP,JAMIL BIN WILLIAM CORE,,,650,STAR,LUSIN BIN BALANGON,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,
P.177,SABAH,P.177,BEAUFORT,BN - UMNO,,30097,672,86.4,26000,50,559,25391,BN - UMNO,DATUK AZIZAH BINTI MOHD DUN,,,12827,PR-PKR,LAJIM BIN UKIN,,,12155,,,,,,STAR,GUAN DEE BIN KOH HOI,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,
P.178,SABAH,P.178,SIPITANG,BN - UMNO,,29177,9469,83.6,24387,58,539,23790,BN - UMNO,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,,,16377,PR-PKR,RAMLE BIN DUA @ RAMLI DUA LEE,,,6908,SAPP,KAMIS BIN DAMING,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.179,SABAH,P.179,RANAU,BN - UPKO,,39053,3611,80.6,31458,62,666,30730,BN - UPKO,EWON EBIN,,,15434,PR-PKR,JONATHAN BIN YASIN,,,11823,,,,,,STAR,JULIANAH BTE SITUN @ WIDYA JULIA,,,2559,,,,,,,,,,,,INDEPENDENT,YAZID BIN SAHJINAN,,,914,,,,,,,,,,
P.180,SABAH,P.180,KENINGAU,BN - PBS,,43691,3918,82.7,36144,46,555,35543,BN - PBS,JOSEPH PAIRIN KITINGAN,,,15818,PR-PKR,STEPHEN SANDOR,,,7825,,,,,,STAR,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,,,11900,,,,,,,,,,,,,,,,,,,,,,,,,,
P.181,SABAH,P.181,TENOM,BN - UMNO,,25304,3886,82.8,20944,18,632,20294,BN - UMNO,DATUK RAIME BIN UNGGI,,,9771,PR-PKR,MASDIN BIN TUMAS,,,5885,SAPP,JAINEH BIN JUAYA @ JIMMY JAWATAH,,,1766,STAR,HASMIN @ AZROY BIN ABDULLAH,,,2449,KITA,MUTANG @ SYLVESTER BIN DAWAT,,,423,LOSS OF DEPOSIT,,,,,,,,,,,,,,,,,,,,
P.182,SABAH,P.182,PENSIANGAN,BN - PBRS,,26194,1744,81.7,21391,12,483,20896,BN - PBRS,JOSEPH KURUP,,,9467,PR-PKR,RICHARD SAKIAN BIN GUNTING,,,7723,,,,,,STAR,MARTIN TOMY @ TOMMY,,,3554,,,,,,,INDEPENDENT,FATIMAH BINTI AGITOR @ MOHD DAUD,,,152,,,,,,,,,,,,,,,
P.183,SABAH,P.183,BELURAN,BN - UMNO,,24688,9988,76.6,18915,1,552,18362,BN - UMNO,RONALD KIANDEE,,,13174,PR-PKR,JAMES BIN MIKI,,,3186,,,,,,STAR,RAIMON BIN LANJAT,,,1460,,,,,,,INDEPENDENT,DATU KAMARUDDIN BIN DATU MUSTAPHA,,,542,,,,,,,,,,,,,,,
P.184,SABAH,P.184,LIBARAN,BN - UMNO,,39772,11586,80.8,32119,103,713,31303,BN - UMNO,DATUK JUSLIE BIN AJIROL,,,19584,PR-PKR,MOHD SERMAN BIN HASSNAR,,,7998,,,,,,STAR,ROSNAH BINTI UNSARI,,,502,,,,,,,INDEPENDENT,SAHAR BIN SAKA,,,3219,,,,,,,,,,,,,,,
P.185,SABAH,P.185,BATU SAPI,BN - PBS,,30199,3798,77.5,23400,44,574,22782,BN - PBS,TSEN THAU LIN,,,13085,PR-PAS,HAMZA BIN A. ABDULLAH @ HAMZAH,,,9287,,,,,,STAR,SAIFUL BAHARI RASHADA BIN AHMAD,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,
P.186,SABAH,P.186,SANDAKAN,PR-DAP,,37058,1088,75.3,27923,34,525,27364,BN - LDP,LIEW VUI KEONG,,,13138,PR-DAP,WONG TIEN FATT @ WONG NYUK FOH,,,14226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.187,SABAH,P.187,KINABATANGAN,BN - UMNO,,24748,9731,80.8,19997,37,654,19306,BN - UMNO,DATUK MOKTAR BIN RADIN,,,13377,PR-PKR,ABDULLAH BIN ABDUL SANI,,,3646,,,,,,STAR,YAMBUYA BIN PARANTIS @ CYRIL PONGOD,,,1153,,,,,,,INDEPENDENT,HAJI ALI LATIP BIN HAJI TAHA,,,1130,,,,,,,,,,,,,,,
P.188,SABAH,P.188,SILAM,BN - UMNO,,51662,13387,76.8,39663,57,1077,38529,BN - UMNO,DATU NASRUN BIN DATU MANSUR,,,23058,PR-PKR,BADRULAMIN BIN BAHRON,,,9671,,,,,,STAR,APAS @ NAWAWIE BIN SAKING,,,841,,,,,,,INDEPENDENT,DUMI BIN PG. MASDAL,,,4959,,,,,,,,,,,,,,,
P.189,SABAH,P.189,SEMPORNA,BN - UMNO,,41549,20905,76,31595,72,985,30538,BN - UMNO,DATUK SERI MOHD SHAFIE BIN APDAL,,,25559,PR-PKR,ZAMREE @ MOHD SUFFIAN B ABDUL HABI,,,4654,,,,,,,,,,,,,,,,,INDEPENDENT,DATU BADARUDDIN BIN TUN DATU HJ MUSTAPHA,,,325,,,,,,,,,,,,,,,
P.190,SABAH,P.190,TAWAU,BN - PBS,,51538,4979,77.2,39787,129,789,38869,BN - PBS,YAP KAIN CHING @ MARY YAP KEN JIN,,,21331,PR-PKR,KONG HONG MING @ KONG FO MIN,,,16352,SAPP,CHUA SOON BUI,,,633,,,,,,,,,,,,INDEPENDENT,AHMAD BIN AWANG @ MADON,,,553,,,,,,,,,,,,,,,
P.191,SABAH,P.191,KALABAKAN,BN - UMNO,,46793,14221,77.4,36230,98,1027,35105,BN - UMNO,ABDUL GHAPUR BIN SALLEH,,,23125,PR-PAS,USMAN MADEAMING,,,8904,,,,,,STAR,MALVINE REYES,,,603,,,,,,,INDEPENDENT,FREDDIE JAPAT ANAK SIMBOL,,,137,INDEPENDENT,SIAMSIR BIN BORHAN,,,891,INDEPENDENT,YAHYA BIN ZAINAL,,,132,INDEPENDENT,MOHD BIN MANUKE,,,1313
P.192,SARAWAK,P.192,MAS GADING,BN - SPDP,,25771,2156,79.1,20384,31,224,20129,BN - SPDP,NOGEH ANAK GUMBEK,,,8265,PR-DAP,MORDI ANAK BIMOL,,,5293,,,,,,STAR,PATRICK ANEK UREN,,,462,,,,,,,INDEPENDENT,TEKHEE @ TIKI ANAK LAFE,,,6109,,,,,,,,,,,,,,,
P.193,SARAWAK,P.193,SANTUBONG,BN - PBB,,37017,20936,79.1,29286,79,394,28813,BN - PBB,WAN JUNAIDI BIN TUANKU JAAFAR,,,24655,PR-PKR,ZULRUSDI BIN MOHAMAD HOL,,,3719,,,,,,STAR,MURA BIN KADIR,,,206,,,,,,,INDEPENDENT,AFFENDI BIN JEMAN,,,233,,,,,,,,,,,,,,,
P.194,SARAWAK,P.194,PETRA JAYA,BN - PBB,,49750,21443,76.7,38170,174,321,37675,BN - PBB,FADILLAH BIN YUSOF,,,29559,PR-PKR,AHMAD NAZIB BIN JOHARI,,,8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.195,SARAWAK,P.195,BANDAR KUCHING,PR-DAP,,53336,19642,76.6,40879,54,201,40624,BN - SUPP,TAN KAI,,,10491,PR-DAP,CHONG CHIENG JEN,,,30133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.196,SARAWAK,P.196,STAMPIN,PR-DAP,,84732,18670,77.3,65515,132,488,64895,BN - SUPP,YONG KHOON HIAN @ YONG KHOON SENG,,,22993,PR-DAP,JULIAN TAN KOK PING,,,41663,,,,,,STAR,SOO LINA,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,
P.197,SARAWAK,P.197,KOTA SAMARAHAN,BN - PBB,,38158,17401,82.8,31612,81,528,31003,BN - PBB,RUBIAH BINTI WANG,,,24202,PR-PAS,ABANG AHMAD KERDEE BIN ABANG MASAGUS,,,6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.198,SARAWAK,P.198,MAMBONG,BN - PBB,,42344,9721,77.2,32695,116,674,31905,BN - PBB,JAMES DAWOS MAMIT,,,20461,PR-PKR,WILLIE ANAK MONGIN,,,10740,,,,,,STAR,DRIPIN ANAK SAKOI,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,
P.199,SARAWAK,P.199,SERIAN,BN - SUPP,,33713,13151,78.8,26562,39,296,26227,BN - SUPP,RICHARD RIOT ANAK JAEM,,,19494,PR-DAP,EDWARD ANAK ANDREW LUWAK,,,6343,,,,,,STAR,JOHNNY ANAK APUT,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,
P.200,SARAWAK,P.200,BATANG SADONG,BN - PBB,,19839,11260,78.3,15541,20,227,15294,BN - PBB,NANCY BINTI SHUKRI,,,13277,PR-PAS,MOHAMAD BIN JOLHI,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.201,SARAWAK,P.201,BATANG LUPAR,BN - PBB,,27360,10964,75.9,20754,43,425,20286,BN - PBB,ROHANI BINTI ABDUL KARIM,,,15625,PR-PKR,ABANG ZULKIFLI BIN ABANG ENGKEH,,,4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.202,SARAWAK,P.202,SRI AMAN,BN - PRS,,29789,6550,75.2,22409,56,224,22129,BN - PRS,MASIR ANAK KUJAT,,,12168,PR-PKR,NICHOLAS MUJAH ANAK ASON,,,5618,SWP,WILFRED STEPHEN,,,476,,,,,,,,,,,,INDEPENDENT,DONALD LAWAN,,,3867,,,,,,,,,,,,,,,
P.203,SARAWAK,P.203,LUBOK ANTU,BN - PRS,,19303,4091,78.6,15166,28,143,14995,BN - PRS,WILLIAM @ NYALLAU ANAK BADAK,,,8278,PR-PKR,NICHOLAS BAWIN ANAK ANGGAT,,,2530,SWP,LARRY SOON @ LARRY SNG WEI SHIEN,,,4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.204,SARAWAK,P.204,BETONG,BN - PBB,,26322,10887,77.6,20439,59,315,20065,BN - PBB,DOUGLAS UGGAH EMBAS,,,15476,PR-PKR,CECILIA SITI UNA @ SITTIE ENDEK,,,4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.205,SARAWAK,P.205,SARATOK,BN - SPDP,,27562,2081,80.3,22136,78,258,21800,BN - SPDP,WILLIAM IKOM,,,11600,PR-PKR,ALI ANAK BIJU,,,9519,,,,,,,,,,,,,,,,,INDEPENDENT,ROSLI BIN LEK @ ABG ROSELIE BIN ABG PALENG,,,681,,,,,,,,,,,,,,,
P.206,SARAWAK,P.206,TANJONG MANIS,BN - PBB,,19215,10964,75,14402,58,238,14106,BN - PBB,NORAH BINTI ABD RAHMAN,,,12535,PR-PAS,JURINA BINTI MUT,,,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.207,SARAWAK,P.207,IGAN,BN - PBB,,17771,10149,78.2,13898,33,222,13643,BN - PBB,WAHAB BIN HAJI DOLAH,,,11896,PR-PAS,AJIJI BIN FAUZAN,,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.208,SARAWAK,P.208,SARIKEI,PR-DAP,,36550,505,77.6,28353,55,277,28021,BN - SUPP,DING KUONG HIING,,,13758,PR-DAP,WONG LING BIU,,,14263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.209,SARAWAK,P.209,JULAU,BN - PRS,,22522,5955,75.4,16973,16,278,16679,BN - PRS,JOSEPH SALANG ANAK GANDUM,,,9891,PR-PKR,WONG HONG YU,,,2852,SWP,WONG ANAK JUDAT,,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.210,SARAWAK,P.210,KANOWIT,BN - PRS,,19433,3042,70.8,13759,16,276,13467,BN - PRS,AGO ANAK DAGANG,,,8046,PR-PKR,THOMAS LAJA ANAK BESI,,,5004,SWP,ELLISON LUDAN ANAK MUYAN,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.211,SARAWAK,P.211,LANANG,PR-DAP,,57143,8630,78.7,44956,56,304,44596,BN - SUPP,TIONG THAI KING,,,17983,PR-DAP,ALICE LAU KIONG YIENG,,,26613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.212,SARAWAK,P.212,SIBU,PR-DAP,,64601,2841,79.9,51588,114,496,50978,BN - SUPP,LAU LEE MING,,,23967,PR-DAP,OSCAR LING CHAI YEW,,,26808,,,,,,,,,,,,,,,,,INDEPENDENT,NARAWI BIN HARON,,,203,,,,,,,,,,,,,,,
P.213,SARAWAK,P.213,MUKAH,BN - PBB,,26477,12764,75.1,19879,41,417,19421,BN - PBB,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,,,14983,PR-DAP,HAI BIN MERAWIN @ BONAVENTURE,,,2219,,,,,,,,,,,,,,,,,INDEPENDENT,SYLVESTER AJAH SUBAH @ AJAH BIN SUBAH,,,2219,,,,,,,,,,,,,,,
