UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPDENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPDENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPDENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.118,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.118,SETIAWANGSA,BN - UMNO,,62309,1390,84.92,52910,180,502,52228,UMNO,DATO’ AHMAD FAUZI ZAHARI,MALE,,26809,,PKR,IBRAHIM BIN YAACOB,MALE,,25419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.119,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.119,TITIWANGSA,BN - UMNO,,55282,866,82.54,45631,118,311,45202,UMNO,JOHARI BIN ABDUL GHANI,MALE,,23034,,,,,,,,PAS,AHMAD ZAMRI ASA'AD KHUZAMI,MALE,,22168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.120,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.120,BUKIT BINTANG,PR - DAP,,55721,19399,75.06,41824,52,355,41417,MCA,FRANKIE GAN JOON ZIN,MALE,,11009,,DAP,FONG KUI LUN,MALE,,30408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.121,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.121,LEMBAH PANTAI,PR - PKR,,72396,1847,84.33,61048,193,519,60336,UMNO,RAJA NONG CHIK,MALE,,29161,,PKR,NURUL IZZAH ANWAR,FEMALE,,31008,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RUSLI BIN BABA,MALE,,167,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.122,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.122,SEPUTEH,PR - DAP,,85976,51552,83.58,71859,109,302,71448,MCA,NICOLE WONG SIAW TING,FEMALE,,9948,,DAP,TERESA KOK,FEMALE,,61500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.123,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.123,CHERAS,PR - DAP,,72551,37409,82.00,59492,88,315,59089,MCA,STEVE TEOH CHEE HOOI,MALE,,10840,,DAP,TAN KOK WAI,MALE,,48249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.124,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.124,BANDAR TUN RAZAK,PR - PKR,,90993,11832,85.89,78157,10,861,77286,MCA,TAN KOK ENG,MALE,,32235,,PKR,TAN SRI DATO’ SERI ABD KHALID IBRAHIM,MALE,,44067,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - SAMPAN,SUKERI  SAMAT,MALE,,793,LOST DEPOSIT,INDEPENDENT - HIBISCUS,MOKHTAR,MALE,,191,LOST DEPOSIT,,,,,,,,,,,,
P.125,WILAYAH PERSEKUTUAN PUTRAJAYA,P.125,PUTRAJAYA,BN - UMNO,,15791,5541,91.60,14465,47,73,14345,UMNO,TENGKU ADNAN BIN TENGKU MANSOR,MALE,,9943,,,,,,,,PAS,DATO HUSAM MUSA,MALE,,4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126,NEGERI SEMBILAN,P.126,JELEBU,BN - UMNO,,44937,7101,84.61,38020,137,756,37127,UMNO,HAJI ZAINUDIN BIN HAJI ISMAIL,MALE,,22114,,,,,,,,PAS,AIMAN ATHIRAH AL JUNDI,FEMALE,,15013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127,NEGERI SEMBILAN,P.127,JEMPOL,BN - UMNO,,65213,8629,84.12,54858,157,1082,53619,UMNO,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,,31124,,,,,,,,PAS,AISHAH,FEMALE,,22495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128,NEGERI SEMBILAN,P.128,SEREMBAN,PR - DAP,,102305,12553,85.64,87617,258,1486,85873,MCA,DR. YEOW CHAI THIAM,MALE,,33075,,DAP,LOKE SIEW FOOK,MALE,,45628,,,,,,,,BERJASA,USTAZ HAJI ABDUL HALIM BIN ABDULLAH,MALE,,6866,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - MOTORCYCLE,BUJANG BIN ABU,MALE,,83,LOST DEPOSIT,INDEPENDENT - KEY,JOHN FERNANDEZ,MALE,,221,LOST DEPOSIT,,,,,,,,,,,,
P.129,NEGERI SEMBILAN,P.129,KUALA PILAH,BN - UMNO,,47671,9661,84.52,40291,144,794,39353,UMNO,DATO’ HASAN BIN MALEK,MALE,,24507,,PKR,MOHD NAZREE BIN MOHD YUNUS,MALE,,14846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130,NEGERI SEMBILAN,P.130,RASAH,PR - DAP,,88403,24101,85.81,75860,209,1208,74443,MCA,TEO ENG KIAN,MALE,,25171,,DAP,TEO KOK SEONG,MALE,,49272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131,NEGERI SEMBILAN,P.131,REMBAU,BN - UMNO,,79661,18357,87.30,69548,257,1217,68074,UMNO,KHAIRY JAMALUDDIN ABU BAKAR,MALE,,43053,,PKR,HJ RADZALI  A. GHANI,MALE,,24696,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ABDUL AZIZ BIN HASSAN,MALE,,325,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.132,NEGERI SEMBILAN,P.132,TELOK KEMANG,PR - PKR,,70524,1579,85.05,59984,129,1344,58511,MIC,DATO VS. MOGAN,MALE,,28269,,PKR,KAMARUL BAHARIN ABBAS,MALE,,29848,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,DATO’ A.K. KUMARAVEL,MALE,,394,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.133,NEGERI SEMBILAN,P.133,TAMPIN,BN - UMNO,,57268,11162,85.21,48799,139,1042,47618,UMNO,SHAZIMAN BIN ABU MANSOR,MALE,,29390,,,,,,,,PAS,ABDUL RAZAKEK,MALE,,18228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134,MELAKA,P.134,MASJID TANAH,BN - UMNO,,45952,16200,86.67,39827,85,566,39176,UMNO,MAS ERMIEYATI BINTI SAMSUDIN,FEMALE,,27688,,,,,,,,PAS,NASAIE ISMAIL,MALE,,11488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.135,MELAKA,P.135,ALOR GAJAH,BN - MCA,,63591,11597,86.70,55131,103,1437,53591,MCA,KOH NAI KWONG,MALE,,32594,,DAP,DAMIAN (BABA) YEO,MALE,,20997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.136,MELAKA,P.136,TANGGA BATU,BN - UMNO,,73282,15633,87.92,64426,138,985,63303,UMNO,DATUK DR ABU BAKAR MOHAMAD DIAH,MALE,,39468,,PKR,RAHIM BIN ALI,MALE,,23835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137,MELAKA,P.137,BUKIT KATIL,PR - PKR,,99438,5733,88.77,88271,188,1102,86981,UMNO,DATUK SERI MOHD ALI BIN MOHD RUSTAM,MALE,,40624,,PKR,SHAMSUL ISKANDAR MOHD AKIN,MALE,,46357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138,MELAKA,P.138,KOTA MELAKA,PR - DAP,,92322,20746,86.28,79651,187,1168,78296,MCA,DR YEE KOK WAH,MALE,,28775,,DAP,SIM TONG HIM,MALE,,49521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.139,MELAKA,P.139,JASIN,BN - UMNO,,64455,11763,88.21,56856,146,1001,55709,UMNO,AHMAD BIN HAMZAH,MALE,,33736,,PKR,IR. HAJI RAHMAT BIN HJ. YUSOF,MALE,,21973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140,JOHOR,P.140,SEGAMAT,BN - MIC,,47009,1217,84.87,39895,88,950,38857,MIC,DR. S. SUBRAMANIAM,MALE,,20037,,PKR,DATO CHUA JUI MENG,MALE,,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141,JOHOR,P.141,SEKIJANG,BN - UMNO,,43066,3007,87.12,37519,71,587,36861,UMNO,ANUAR BIN ABD. MANAP,MALE,,19934,,PKR,JULAILEY JEMADI,MALE,,16927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.142,JOHOR,P.142,LABIS,BN - MCA,,37714,353,84.92,32027,49,689,31289,MCA,CHUA TEE YONG,MALE,,15821,,DAP,DR. S. RAMAKRISHNAN,MALE,,15468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143,JOHOR,P.143,PAGOH,BN - UMNO,,46793,12842,86.79,40613,91,816,39706,UMNO,TAN SRI MUHYIDDIN  YASSIN,MALE,,26274,,,,,,,,PAS,USTAZ MOHD ROZALI BIN JAMIL AL-HAFIZ,MALE,,13432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144,JOHOR,P.144,LEDANG,BN - UMNO,,69316,1967,87.11,60382,34,1077,59271,UMNO,HAMIM BIN SAMURI,MALE,,30619,,PKR,HASSAN BIN ABDUL KARIM,MALE,,28652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145,JOHOR,P.145,BAKRI,PR - DAP,,67202,5067,86.98,58453,183,1101,57169,MCA,LEE CHING YONG,MALE,,26051,,DAP,ER TECK HWA,MALE,,31118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.146,JOHOR,P.146,MUAR,BN - UMNO,,48208,1646,85.03,40992,100,804,40088,UMNO,DATO’ RAZALI  IBRAHIM,MALE,,20867,,PKR,NOR HIZWAN AHMAD,MALE,,19221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.147,JOHOR,P.147,PARIT SULONG,BN - UMNO,,56896,11753,87.62,49855,140,952,48763,UMNO,DATO’ NORAINI AHMAD,FEMALE,,30258,,,,,,,,PAS,HJ. KHAIRUDDIN A. RAHIM,MALE,,18505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.148,JOHOR,P.148,AYER HITAM,BN - MCA,,42913,7310,88.18,37841,94,967,36780,MCA,WEE KA SIONG,MALE,,22045,,,,,,,,PAS,HU PANG CHAW,MALE,,14735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.149,JOHOR,P.149,SRI GADING,BN - UMNO,,44816,5761,89.03,39899,81,673,39145,UMNO,DATUK AZIZ KAPRAWI,MALE,,22453,,PKR,MOHD KHUZZAN BIN ABU BAKAR,MALE,,16692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150,JOHOR,P.150,BATU PAHAT,PR - PKR,,88272,1524,87.46,77202,155,1445,75602,UMNO,MOHD PUAD BIN ZARKASHI,MALE,,37039,,PKR,MOHD IDRIS BIN JUSI,MALE,,38563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.151,JOHOR,P.151,SIMPANG RENGGAM,BN - GERAKAN,,40143,5706,86.58,34754,84,868,33802,GERAKAN,LIANG TECK MENG,MALE,,19754,,,,,,,,PAS,SUHAIZAN BIN KAIAT,MALE,,14048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.152,JOHOR,P.152,KLUANG,PR - DAP,,86732,7359,86.78,75262,181,1292,73789,MCA,HOU KOK CHUNG,MALE,,33215,,DAP,LIEW CHIN TONG,MALE,,40574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.153,JOHOR,P.153,SEMBRONG,BN - UMNO,,41588,10631,86.35,35910,50,809,35051,UMNO,DATO’ SERI HISHAMMUDDIN BIN TUN HUSSEIN,MALE,,22841,,PKR,ONN BIN ABU BAKAR,MALE,,12210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.154,JOHOR,P.154,MERSING,BN - UMNO,,44497,15747,84.03,37393,94,678,36621,UMNO,DR  LATIFF,MALE,,26184,,,,,,,,PAS,CIKGU ROSLAN,MALE,,10437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.155,JOHOR,P.155,TENGGARA,BN - UMNO,,39694,17196,88.04,34946,70,676,34200,UMNO,DATUK HALIMAH BINTI MOHD SADIQUE,FEMALE,,25698,,,,,,,,PAS,MUHAMAD SAID,MALE,,8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156,JOHOR,P.156,KOTA TINGGI,BN - UMNO,,41894,24574,88.18,36943,75,696,36172,UMNO,EHSANUDDIN,MALE,,30373,,,,,,,,PAS,ONN BIN JAAFAR,MALE,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157,JOHOR,P.157,PENGERANG,BN - UMNO,,37999,22508,87.02,33067,98,698,32271,UMNO,DATO’ SRI AZALINA OTHMAN SAID,FEMALE,,26992,,PKR,DAYANGKU INTAN,FEMALE,,4484,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,MOHD AZAMAN,MALE,,795,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.158,JOHOR,P.158,TEBRAU,BN - MCA,,90482,1767,88.23,79835,81,1551,78203,MCA,KHOO SOO SEANG,MALE,,39985,,PKR,STEVEN CHOONG,MALE,,38218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.159,JOHOR,P.159,PASIR GUDANG,BN - UMNO,,101041,935,87.64,88550,113,1704,86733,UMNO,HAJAH NORMALA BINTI ABDUL SAMAD,FEMALE,,43834,,PKR,DR.  AHMAD FAIDHI B. SAIDI,MALE,,42899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.160,JOHOR,P.160,JOHOR BAHRU,BN - UMNO,,96321,10495,83.02,79965,158,1284,78523,UMNO,TAN SRI SHAHRIR ABDUL SAMAD,MALE,,44509,,PKR,MD HASHIM BIN HUSSEIN,MALE,,34014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161,JOHOR,P.161,PULAI,BN - UMNO,,100490,3226,85.51,85924,161,1487,84276,UMNO,DATUK NUR JAZLAN MOHAMED,MALE,,43751,,,,,,,,PAS,SALAHUDDIN BIN AYUB,MALE,,40525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.162,JOHOR,P.162,GELANG PATAH,PR - DAP,,106726,14762,89.08,95068,203,1059,93806,UMNO,DATO’ HAJI A. GHANI BIN OTHMAN,MALE,,39522,,DAP,LIM KIT SIANG,MALE,,54284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.163,JOHOR,P.163,KULAI,PR - DAP,,83991,13450,89.31,75015,119,1432,73464,MCA,TAY CHIN HEIN,MALE,,29888,,DAP,TEO NIE CHING,FEMALE,,43338,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,SURENDIRAN,MALE,,238,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.164,JOHOR,P.164,PONTIAN,BN - UMNO,,49633,13727,86.30,42831,79,871,41881,UMNO,DATUK HJ. AHMAD HJ. MASLAN,MALE,,27804,,PKR,HANIFF @ GHAZALI HOSMAN ,MALE,,14077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.165,JOHOR,P.165,TANJONG PIAI,BN - MCA,,51875,5457,87.95,45622,85,918,44619,MCA,WEE JECK SENG,MALE,,25038,,DAP,MAHDZIR IBRAHIM,MALE,,19581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.166,WILAYAH PERSEKUTUAN LABUAN,P.166,LABUAN,BN - UMNO,,24474,6625,79.17,19377,21,207,19149,UMNO,ROZMAN BIN ISLI,MALE,,12694,,PKR,TAN SRI IBRAHIM BIN MENUDIN,MALE,,6069,,PAS,HADNAN BIN MOHAMAD,MALE,,386,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.167,SABAH,P.167,KUDAT,BN - UMNO,,47249,12376,77.08,36421,66,919,35436,UMNO,DATUK ABDUL RAHIM BIN BAKRI,MALE,,21883,,PKR,RAHIMAH MAJID,FEMALE,,9507,,,,,,,,SAPP,MOJURIP BIN DIYUN,MALE,,963,LOST DEPOSIT,STAR,JUTIRIM BIN GALIBAI GALABI,MALE,,3083,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.168,SABAH,P.168,KOTA MARUDU,BN - PBS,,42197,842,78.50,33125,48,911,32166,PBS,DATUK SERI DR MAXIMUS JOHNITY ONGKILI,MALE,,15168,,PKR,DATUK MAIJOL MAHAP,MALE,,14326,,,,,,,,SAPP,DR. YUNTAU K. KOLOD,MALE,,444,LOST DEPOSIT,STAR,MAJAMIS BIN TIMBONG,MALE,,2228,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.169,SABAH,P.169,KOTA BELUD,BN - UMNO,,51467,5095,84.52,43502,79,1109,42314,UMNO,DATO' ABD RAHMAN BIN DAHLAN,MALE,,21768,,PKR,ISNARAISSAH MUNIRAH MAJILIS,FEMALE,,16673,,,,,,,,,,,,,,STAR,JALUMIN BIN BAYOGOH,MALE,,2709,LOST DEPOSIT,,,,,,,INDEPENDENT - FISH,LAMSIL HAMIDSOR,MALE,,979,LOST DEPOSIT,INDEPENDENT - KEY,KANUL GINDOL,MALE,,185,LOST DEPOSIT,,,,,,,,,,,,
P.170,SABAH,P.170,TUARAN,BN - UPKO,,48276,5190,84.62,40849,89,807,39953,UPKO,DATUK MADIUS TANGAU,MALE,,20685,,PKR,DATUK SERI PANGLIMA WILFRED M. BUMBURING,MALE,,15495,,,,,,,,,,,,,,STAR,SAMIN @ JASMIN BIN DULIN,MALE,,1509,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,ERVEANA HJ. ANSARI,FEMALE,,2264,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.171,SABAH,P.171,SEPANGGAR,BN - UMNO,,53374,9442,81.50,43500,84,1167,42249,UMNO,DATUK JUMAT BIN IDRIS,MALE,,22845,,DAP,JEFFREY KUMIN @ JOHN,MALE,,13403,,,,,,,,SAPP,DON CHIN HON KIONG,MALE,,4070,LOST DEPOSIT,STAR,DANIEL JOHN JAMBUN,MALE,,1931,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.172,SABAH,P.172,KOTA KINABALU,PR - DAP,,50516,18959,78.29,39548,60,506,38982,PBS,CHIN TEK MING,MALE,,9557,,DAP,WONG SZE PHIN @ JIMMY,MALE,,28516,,,,,,,,,,,,,,STAR,LIEW HOCK LEONG @ MICHAEL,MALE,,909,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.173,SABAH,P.173,PUTATAN,BN - UPKO,,37490,9507,79.85,29936,176,665,29095,UPKO,DATUK DR. MAKIN @ MARCUS MOJIGOH,MALE,,17465,,DAP,LEE HAN KYUN @ JOSEPH LEE,MALE,,7958,,,,,,,,SAPP,DULI @ DULLIE BIN MARI @ MARIE,MALE,,1068,LOST DEPOSIT,STAR,AWANG AHMAD SAH,MALE,,2604,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.174,SABAH,P.174,PENAMPANG,PR - PKR,,44323,10216,83.21,36882,64,719,36099,UPKO,TAN SRI BERNARD GILUK DOMPOK,MALE,,12382,,PKR,DARELL LEIKING,MALE,,22598,,,,,,,,,,,,,,STAR,MELANIE ANNOL,FEMALE,,1119,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.175,SABAH,P.175,PAPAR,BN - UMNO,,38771,10535,85.79,33262,68,499,32695,UMNO,ROSNAH BTE HJ ABD RASHID SHIRLIN,FEMALE,,21196,,PKR,MOHAMMAD YAHYA @ YAHYA BIN LAMPONG,MALE,,10661,,,,,,,,,,,,,,STAR,BALON BIN MUJIM,MALE,,838,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.176,SABAH,P.176,KIMANIS,BN - UMNO,,26628,5723,87.01,23170,42,453,22675,UMNO,ANIFAH BIN AMAN,MALE,,13754,,PKR,JAAFAR ISMAIL,MALE,,8031,,,,,,,,SAPP,JAMIL BIN WILLIAM CORE,MALE,,650,LOST DEPOSIT,STAR,LUSIN BIN BALANGON,MALE,,240,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.177,SABAH,P.177,BEAUFORT,BN - UMNO,,30097,672,86.39,26000,50,559,25391,UMNO,DATUK HJH. AZIZAH MOHD DUN,FEMALE,,12827,,PKR,LAJIM BIN UKIN,MALE,,12155,,,,,,,,,,,,,,STAR,GUAN DEE BIN KOH HOI,MALE,,409,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.178,SABAH,P.178,SIPITANG,BN - UMNO,,29177,9469,83.58,24387,58,539,23790,UMNO,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,MALE,,16377,,PKR,HAJI RAMLE B. DUA,MALE,,6908,,,,,,,,SAPP,KAMIS BIN DAMING,MALE,,505,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.179,SABAH,P.179,RANAU,BN - UPKO,,39053,3611,80.55,31458,62,666,30730,UPKO,DATUK EWON EBIN,MALE,,15434,,PKR,JONATHAN YASIN,MALE,,11823,,,,,,,,,,,,,,STAR,JULIANAH BTE SITUN @ WIDYA JULIA,FEMALE,,2559,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,YAZID BIN SAHJINAN,MALE,,914,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.180,SABAH,P.180,KENINGAU,BN - PBS,,43691,3918,82.73,36144,46,555,35543,PBS,JOSEPH PAIRIN KITINGAN,MALE,,15818,,PKR,STEPHEN SANDOR,MALE,,7825,,,,,,,,,,,,,,STAR,DATUK DR. JEFFREY KITINGAN,MALE,,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.181,SABAH,P.181,TENOM,BN - UMNO,,25304,3886,82.77,20944,18,632,20294,UMNO,RAIME BIN UNGGI,MALE,,9771,,PKR,MASDIN BIN TUMAS,MALE,,5885,,,,,,,,SAPP,JIMMY JAWATAH,MALE,,1766,LOST DEPOSIT,STAR,HASMIN AZROY ABDULLAH,MALE,,2449,LOST DEPOSIT,KITA,MUTANG @ SYLVESTER BIN DAWAT,MALE,,423,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.182,SABAH,P.182,PENSIANGAN,BN - PBRS,,26194,1744,81.66,21391,12,483,20896,PBRS,JOSEPH KURUP,MALE,,9467,,PKR,RICHARD SAKIAN BIN GUNTING,MALE,,7723,,,,,,,,,,,,,,STAR,MARTIN TOMY @ TOMMY,MALE,,3554,,,,,,,,INDEPENDENT - HIBISCUS,FATIMAH BINTI AGITOR @ MOHD DAUD,FEMALE,,152,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.183,SABAH,P.183,BELURAN,BN - UMNO,,24688,9988,76.62,18915,1,552,18362,UMNO,DATUK RONALD KIANDEE,MALE,,13174,,PKR,JAMES BIN MIKI,MALE,,3186,,,,,,,,,,,,,,STAR,RAIMON BIN LANJAT,MALE,,1460,LOST DEPOSIT,,,,,,,INDEPENDENT - ELEPHANT,DATU KAMARUDDIN BIN DATU MUSTAPHA,MALE,,542,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.184,SABAH,P.184,LIBARAN,BN - UMNO,,39772,11586,80.76,32119,103,713,31303,UMNO,JUSLIE HAJI AJIROL,MALE,,19584,,PKR,MOHD SERMAN,MALE,,7998,,,,,,,,,,,,,,STAR,ROSNAH BINTI UNSARI,FEMALE,,502,LOST DEPOSIT,,,,,,,INDEPENDENT - TREE,SAHAR BIN SAKA,MALE,,3219,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.185,SABAH,P.185,BATU SAPI,BN - PBS,,30199,3798,77.49,23400,44,574,22782,PBS,TSEN THAU LIN,FEMALE,,13085,,,,,,,,PAS,HAJI HAMZAH,MALE,,9287,,,,,,,,STAR,SAIFUL BAHARI RASHADA BIN AHMAD,MALE,,410,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
