UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 147_N. 18,JOHOR,P. 147,PARIT SULONG,N. 18,SRI MEDAN,BN - UMNO,ZULKURNAIN KAMISAN,MALE,52,
P. 148_N. 19,JOHOR,P. 148,AYER HITAM,N. 19,YONG PENG,BN - MCA,AH SOON,MALE,42,
P. 148_N. 20,JOHOR,P. 148,AYER HITAM,N. 20,SEMARANG,BN - UMNO,DATUK SAMSOLBARI,MALE,65,
P. 149_N. 21,JOHOR,P. 149,SRI GADING,N. 21,PARIT YAANI,BN - UMNO,NAJIB SAMURI,MALE,44,
P. 149_N. 22,JOHOR,P. 149,SRI GADING,N. 22,PARIT RAJA,BN - UMNO,RASHIDAH RAMLI,FEMALE,47,
P. 150_N. 23,JOHOR,P. 150,BATU PAHAT,N. 23,PENGGARAM,PH - DAP,FELICIA POH RUI LING,FEMALE,28,
P. 150_N. 24,JOHOR,P. 150,BATU PAHAT,N. 24,SENGGARANG,BN - UMNO,YUSLA ISMAIL,MALE,58,
P. 150_N. 25,JOHOR,P. 150,BATU PAHAT,N. 25,RENGIT,BN - UMNO,ZAIDI BIN JAPAR,MALE,57,
P. 151_N. 26,JOHOR,P. 151,SIMPANG RENGGAM,N. 26,MACHAP,BN - UMNO,ONN HAFIZ GHAZI,MALE,48,
P. 151_N. 27,JOHOR,P. 151,SIMPANG RENGGAM,N. 27,LAYANG-LAYANG,BN - MCA,CHUA JIAN BOON,MALE,32,
P. 152_N. 28,JOHOR,P. 152,KLUANG,N. 28,MENGKIBOL,PH - DAP,CHU POH YEE,FEMALE,32,
P. 152_N. 29,JOHOR,P. 152,KLUANG,N. 29,MAHKOTA,BN - UMNO,SYED HUSSIEN,MALE,42,
P. 153_N. 30,JOHOR,P. 153,SEMBRONG,N. 30,PALOH,BN - MCA,LEE TING HAN,MALE,35,
P. 153_N. 31,JOHOR,P. 153,SEMBRONG,N. 31,KAHANG,BN - MIC,V. RUGENDRAN,MALE,29,
P. 154_N. 32,JOHOR,P. 154,MERSING,N. 32,ENDAU,BN - UMNO,KAK AWI,FEMALE,64,
P. 154_N. 33,JOHOR,P. 154,MERSING,N. 33,TENGGAROH,BN - UMNO,YOUZAIMI YUSOF,MALE,52,
P. 155_N. 34,JOHOR,P. 155,TENGGARA,N. 34,PANTI,BN - UMNO,DR. NAQIB GHAZALI,MALE,41,
P. 155_N. 35,JOHOR,P. 155,TENGGARA,N. 35,PASIR RAJA,BN - UMNO,DR. ADHAM BABA,MALE,63,
P. 156_N. 36,JOHOR,P. 156,KOTA TINGGI,N. 36,SEDILI,BN - UMNO,MUSZAIDE MAKMOR,MALE,53,
P. 156_N. 37,JOHOR,P. 156,KOTA TINGGI,N. 37,JOHOR LAMA,BN - UMNO,NORLIZA NOH,FEMALE,43,
P. 157_N. 38,JOHOR,P. 157,PENGERANG,N. 38,PENAWAR,BN - UMNO,FAUZIAH MISRI,FEMALE,49,
P. 157_N. 39,JOHOR,P. 157,PENGERANG,N. 39,TANJUNG SURAT,BN - UMNO,AZNAN TAMIN,MALE,41,
P. 158_N. 40,JOHOR,P. 158,TEBRAU,N. 40,TIRAM,BN - UMNO,DATO HJ ABDUL HALIM BIN HAJI SULEIMAN,MALE,63,
P. 158_N. 41,JOHOR,P. 158,TEBRAU,N. 41,PUTERI WANGSA,PH - PKR,DR. MASZLEE MALIK,MALE,51,
P. 159_N. 42,JOHOR,P. 159,PASIR GUDANG,N. 42,JOHOR JAYA,BN - MCA,CHAN SAN SAN,FEMALE,46,
P. 159_N. 43,JOHOR,P. 159,PASIR GUDANG,N. 43,PERMAS,BN - UMNO,BAHARUDIN BIN MOHAMED TAIB,MALE,61,
P. 160_N. 44,JOHOR,P. 160,JOHOR BAHRU,N. 44,LARKIN,BN - UMNO,MOHD HAIRI BIN MAD SHAH,MALE,42,
P. 160_N. 45,JOHOR,P. 160,JOHOR BAHRU,N. 45,STULANG,PH - DAP,ANDREW CHEN KAH ENG,MALE,50,
P. 161_N. 46,JOHOR,P. 161,PULAI,N. 46,PERLING,BN - MIC,PANNIR SELVAM,MALE,54,
P. 161_N. 47,JOHOR,P. 161,PULAI,N. 47,KEMPAS,BN - UMNO,RAMLEE BOHANI,MALE,64,
P. 162_N. 48,JOHOR,P. 162,ISKANDAR PUTERI,N. 48,SKUDAI,PH - DAP,KARTIYAINI JEYAPALAN,FEMALE,37,
P. 162_N. 49,JOHOR,P. 162,ISKANDAR PUTERI,N. 49,KOTA ISKANDAR,BN - UMNO,DATUK PANDAK AHMAD,MALE,63,
P. 163_N. 50,JOHOR,P. 163,KULAI,N. 50,BUKIT PERMAI,BN - UMNO,DATO' MOHD JAFNI BIN MD SHUKOR,MALE,54,
P. 163_N. 51,JOHOR,P. 163,KULAI,N. 51,BUKIT BATU,BN - MIC,KUMARAN A/L RAMA KRISHNAN,MALE,55,
P. 163_N. 52,JOHOR,P. 163,KULAI,N. 52,SENAI,PH - DAP,WONG BOR YANG,MALE,39,
P. 164_N. 53,JOHOR,P. 164,PONTIAN,N. 53,BENUT,BN - UMNO,MOHD SUMALI REDUAN,MALE,54,
P. 164_N. 54,JOHOR,P. 164,PONTIAN,N. 54,PULAI SEBATANG,BN - UMNO,HASRUNIZAH HASSAN (AZAH),FEMALE,49,
P. 165_N. 55,JOHOR,P. 165,TANJUNG PIAI,N. 55,PEKAN NANAS,BN - MCA,TAN ENG MENG,MALE,64,
P. 165_N. 56,JOHOR,P. 165,TANJUNG PIAI,N. 56,KUKUP,BN - UMNO,HJ ISRAK,MALE,55,
