Unique Code,State,Parliamentary Code,Parliamentary Seat Name,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.86,SELANGOR,P.86,KAPAR,BN - MIC,,53280,6227,73.87,39360,0,1511,37849,MIC,DATO M. MAHALINGAM,MALE,55,22038,,,,,,,,,,,,,,S46,DATO SAMAD B. HJ SAID,MALE,,15811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.87,SELANGOR,P.87,SELAYANG,BN - UMNO,,100488,31142,73.44,73801,319,2500,70982,UMNO,ZALEHA BINTI ISMAIL,FEMALE,56,51062,,,,,,,,DAP,LEE YEE LIAN,MALE,43,19920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.88,SELANGOR,P.88,AMPANG JAYA,BN - MCA,,89112,13350,75.15,66971,204,1509,65258,MCA,ONG TEE KEAT,MALE,34,39304,,,,,,,,,,,,,,S46,ZAINAL RAMPAK,MALE,50,25954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.89,SELANGOR,P.89,HULU LANGAT,BN - MCA,,64264,9691,76.59,49221,267,2297,46657,MCA,DATO' LEE KIM SAI,MALE,53,28174,,,,,,,,DAP,DR. LIM ANN KOON,MALE,,18483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90,SELANGOR,P.90,PETALING JAYA,GR - DAP,,98383,15950,67.87,66776,195,1161,65420,MCA,SOH CHEE WEN,MALE,31,24735,,,,,,,,DAP,DR. KUA KIA SOONG,MALE,49,40685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91,SELANGOR,P.91,PUCHONG,GR - DAP,,98733,3608,70.57,69678,466,1830,67382,MCA,DR. TAN YEE KEW,FEMALE,37,31887,,,,,,,,DAP,DR. V. DAVID,MALE,68,35495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92,SELANGOR,P.92,SHAH ALAM,BN - UMNO,,90248,16638,76.09,68674,5,1773,66896,UMNO,HAJAH RAKIBAH BT. HJ. ABD. MANAP,FEMALE,46,41767,,,,,,,,,,,,,,S46,DATIN PADUKA HJH RAHMAH BT. OSMAN,FEMALE,50,25129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93,SELANGOR,P.93,KLANG,GR - DAP,,80860,7807,69.55,56235,44,1172,55019,MCA,CHAN TSE YUEN,MALE,,23606,,,,,,,,DAP,FONG KUI LUN,MALE,44,31413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94,SELANGOR,P.94,KUALA LANGAT,BN - UMNO,,48369,8675,78.92,38171,121,1511,36539,UMNO,DATO' BASRI BAJURI,MALE,49,22607,,,,,,,,,,,,,,S46,DR. SALLEHUDDIN HAFIZ,MALE,,13932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95,SELANGOR,P.95,SEPANG,BN - UMNO,,48579,9363,77.12,37462,52,1063,36347,UMNO,MOHD. SHARIF BIN JAJANG,MALE,47,22855,,,,,,,,,,,,,,S46,DATO HAJI SUHAIMI KAMARUDDIN,MALE,,13492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.96,KEPONG,GR - DAP,,76766,22352,71.3,54736,57,385,54294,MCA,LEE KIM HOE,MALE,,15971,,,,,,,,DAP,DR TAN SENG GIAW,MALE,48,38323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.97,BATU,BN - GERAKAN,,90251,11387,71.01,64085,922,215,62948,GERAKAN,ALEX LEE YU LUNG,MALE,51,36646,,,,,,,,PRM,DR. SYED HUSIN ALI,MALE,54,25259,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,AZIZI SHARIFF,MALE,1043,,,,,,,,,,,,,,,,,,,
P.98,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.98,TITIWANGSA,BN - UMNO,,64980,12071,69.89,45412,1583,1542,42287,UMNO,DATO' DRS. SULEIMAN MOHAMED,MALE,,27179,,,,,,,,,,,,,,S46,DATO' HARUN IDRIS,MALE,55,15108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.99,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.99,BUKIT BINTANG,GR - DAP,,66054,23253,62.1,41018,97,600,40321,MCA,TAN KAH CHOUN,MALE,,8534,,,,,,,,DAP,WEE CHOO KEONG,MALE,35,31787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.100,LEMBAH PANTAI,BN - UMNO,,67283,7334,66.63,44830,337,541,43952,UMNO,MOHAMED KAMAL BIN HUSSAIN,MALE,,25643,,,,,,,,,,,,,,S46,MARINA YUSOFF,FEMALE,39,18309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.101,SEPUTEH,GR - DAP,,81644,23008,70.08,57213,831,500,55882,MCA,FU AH KIOW,MALE,,16437,,,,,,,,DAP,LIEW AH KIM,MALE,52,39445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.102,SUNGAI BESI,GR - DAP,,80856,8856,72,58215,912,432,56871,MCA,TAN CHAI HO,MALE,41,23313,,,,,,,,DAP,TAN KOK WAI,MALE,33,32169,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,ABDUL HAMID BIN SELAMAT,MALE,1389,,,,,,,,,,,,,,,,,,,
P.103,NEGERI SEMBILAN,P.103,JELEBU,BN - UMNO,,33282,395,80.31,26730,93,682,25955,UMNO,LT. KOL. (B) IBAHIM BIN SAREH,MALE,,13175,,,,,,,,,,,,,,S46,DATO' RAIS YATIM,MALE,48,12780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104,NEGERI SEMBILAN,P.104,JEMPOL,BN - UMNO,,45061,6963,78.35,35306,33,1032,34241,UMNO,DATO MOHD KHALID BIN MOHD YUNUS,MALE,47,20602,,,,,,,,,,,,,,S46,ABDUL AZIZ BIN ABDULLAH,MALE,,13639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105,NEGERI SEMBILAN,P.105,TAMPIN,BN - UMNO,,42637,15884,78.18,33333,591,1058,31684,UMNO,MOHD. NOH BIN RAJAB,MALE,43,23784,,,,,,,,,,,,,,S46,SULAIMAN BIN YUSOF,MALE,,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106,NEGERI SEMBILAN,P.106,KUALA PILAH,BN - UMNO,,37480,11906,74.69,27994,56,956,26982,UMNO,NAPSIAH BTE OMAR,FEMALE,46,19444,,,,,,,,,,,,,,S46,ABD. HALIM B. MOHD,MALE,,7538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107,NEGERI SEMBILAN,P.107,SEREMBAN,BN - MCA,,75579,77,73.63,55652,529,1452,53671,MCA,YIM CHEE CHONG,MALE,,26874,,,,,,,,DAP,DR. CHEN MAN HIN,MALE,65,26797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108,NEGERI SEMBILAN,P.108,RASAH,BN - MCA,,66654,3036,75.58,50379,182,1489,48708,MCA,DATO' WONG SEE WAH,MALE,44,25872,,,,,,,,DAP,HU SEPANG,MALE,43,22836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109,NEGERI SEMBILAN,P.109,TELOK KEMANG,BN - MIC,,44775,13479,75.07,33611,1090,1266,31255,MIC,DR. T. MARIMUTHU,MALE,55,22367,,,,,,,,AMIPF,DR N. MAHADEWAN,MALE,,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110,MELAKA,P.110,ALOR GAJAH,BN - UMNO,,36234,19182,77.64,28131,140,771,27220,UMNO,IBRAHIM BIN JENDOL,MALE,,23201,,PAS,MOKTAR BIN IBRAHIM,MALE,,4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.111,MELAKA,P.111,SELANDAR,BN - MCA,,37983,10401,75.79,28789,52,898,27839,MCA,DR. FONG CHAN ONN,MALE,50,19120,,,,,,,,,,,,,,S46,SAMAT BIN ABDULLAH,MALE,,8719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112,MELAKA,P.112,BATU BERENDAM,BN - UMNO,,77505,12628,78.53,60863,0,2369,58494,UMNO,MOHD TAMRIN BIN ABDUL GHAFAR,MALE,40,35561,,,,,,,,,,,,,,S46,RAHIM BIN ALI,MALE,,22933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113,MELAKA,P.113,KOTA MELAKA,GR - DAP,,71608,14468,76.62,54864,119,1227,53518,MCA,SOON TIAN SZU,MALE,26,19525,,,,,,,,DAP,LIM GUAN ENG,MALE,30,33993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114,MELAKA,P.114,JASIN,BN - UMNO,,41729,14152,78.1,32591,72,1019,31500,UMNO,ABDUL GHAFAR BABA,MALE,65,22826,,,,,,,,,,,,,,S46,ARIS KONIL,MALE,,8674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.115,JOHOR,P.115,SEGAMAT,BN - MIC,,52628,2521,73.81,38845,70,1156,37619,MIC,S. S. SUBRAMANIAM,MALE,38,20070,,,,,,,,DAP,SIMON TONG TIAM HOCK,MALE,,17549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.116,JOHOR,P.116,LEDANG,BN - UMNO,,51374,7547,73.27,37641,72,1512,36057,UMNO,HAJI A. GHANI BIN OTHMAN,MALE,43,21802,,,,,,,,,,,,,,S46,OTHMAN BIN TAMBI,MALE,,14255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.117,JOHOR,P.117,PAGOH,BN - UMNO,,35036,11653,74.43,26078,25,784,25269,UMNO,AHMAD OMAR,MALE,,18461,,,,,,,,,,,,,,S46,MURAD HJ. HASSAN,MALE,,6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.118,JOHOR,P.118,LABIS,BN - MCA,,42252,5225,74.1,31310,18,1097,30195,MCA,DATO SERI DR. LING LIONG SIK,MALE,47,17710,,,,,,,,DAP,AHMAD BIN TON,MALE,41,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.119,JOHOR,P.119,MERSING,BN - UMNO,,34517,4509,72.67,25083,2,858,24223,UMNO,ABD AJIB BIN AHMAD,MALE,43,14366,,,,,,,,,,,,,,S46,HASSAN BIN MD. ALI,MALE,,9857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.120,JOHOR,P.120,KLUANG,BN - MCA,,74164,4838,76.44,56689,747,1384,54558,MCA,KANG CHOW OH,MALE,,29698,,,,,,,,DAP,NG NIEW @ NG WEI SIONG,MALE,,24860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.121,JOHOR,P.121,PARIT SULONG,BN - UMNO,,56771,6171,74.94,42546,47,1598,40901,UMNO,RUHANIE BIN AHMAD,MALE,43,23536,,,,,,,,,,,,,,S46,HJ. SUKI @ DASUKI B. KATIMON @ HAJI ABDUL KADIR,MALE,,17365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.122,JOHOR,P.122,BAKRI,BN - MCA,,47443,3111,75.18,35670,114,1207,34349,MCA,CHUA JUI MENG,MALE,47,18730,,,,,,,,DAP,LEE BAN CHEN,MALE,,15619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.123,JOHOR,P.123,MUAR,BN - UMNO,,36070,2677,71.58,25819,0,976,24843,UMNO,ABD. MALEK BIN MUNIP,MALE,,13760,,,,,,,,,,,,,,S46,HJ. YAHYA BIN ABD. RAHMAN,MALE,,11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.124,JOHOR,P.124,SRI GADING,BN - UMNO,,41007,14580,75.52,30969,4,1135,29830,UMNO,YASIN KAMARI,MALE,,22205,,,,,,,,,,,,,,S46,ZAWAWI HJ. ZIN,MALE,,7625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.125,JOHOR,P.125,BATU PAHAT,BN - UMNO,,59836,7465,73.77,44143,0,1764,42379,UMNO,HAJI DAUD BIN DATO' HAJI TAHA,MALE,51,24922,,,,,,,,,,,,,,S46,DATIN SH. ROKIAH (SH. CANTIK),FEMALE,,17457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126,JOHOR,P.126,SUNGAI BENUT,BN - UMNO,,50209,12370,72.45,36378,108,2014,34256,UMNO,HJ ABDUL HAMID BIN HJ ABDUL RAHMAN,MALE,37,23313,,,,,,,,,,,,,,S46,MOHAMED SADEK BIN MAMBLI,MALE,,10943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127,JOHOR,P.127,SENAI,BN - MCA,,65703,8348,77.08,50644,46,1775,48823,MCA,WOON SEE CHIN,MALE,46,27697,,,,,,,,DAP,LIEW KON CHIN,MALE,,19349,,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,IBRAHIM B. HANAFIA,MALE,,1777,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.128,JOHOR,P.128,KOTA TINGGI,BN - UMNO,,60530,26548,79.87,48348,275,1613,46460,UMNO,SYED HAMID BIN S. JAAFAR ALBAR,MALE,46,36504,,,,,,,,,,,,,,S46,SEMAON @ HAJI MAON BIN OMAR,MALE,,9956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129,JOHOR,P.129,TEBRAU,BN - UMNO,,79636,14819,72.35,57613,0,2666,54947,UMNO,SITI ZAINAB BTE ABU BAKAR,FEMALE,49,34883,,,,,,,,,,,,,,S46,DATO' HJ. ABD. RAHMAN MAHMUD,MALE,,20064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130,JOHOR,P.130,JOHOR BAHRU,BN - UMNO,,64933,8166,67.75,43990,134,1132,42724,UMNO,MOHAMED KHALED BIN NORDIN,MALE,32,24980,,,,,,,,,,,,,,S46,DATO' JAAFAR ONN,MALE,,16814,,,,,,,,,,,,,,INDEPENDENT - KEY,ISMAIL B WANJOR,MALE,,930,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.131,JOHOR,P.131,PULAI,BN - UMNO,,64590,12272,76.08,49140,0,1702,47438,UMNO,DATO' MOHAMED B RAHMAT,MALE,59,29855,,,,,,,,PSRM,RAZAK AHMAD,MALE,51,17583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132,JOHOR,P.132,PONTIAN,BN - MCA,,55472,9384,75.15,41687,50,2297,39340,MCA,ONG KA TING,MALE,33,24362,,,,,,,,DAP,GAN PECK CHENG,FEMALE,34,14978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.133,WILAYAH PERSEKUTUAN LABUAN,P.133,LABUAN,BN - UMNO,,16388,3562,76.21,12489,378,165,11946,UMNO,ABDOL MULOK,MALE,,7130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,HARRIS HJ ANNUAR @ DAVID TAN,MALE,,1248,LOST DEPOSIT,INDEPENDENT - KEY,HJ. ZAINI HJ. MOHD. ISA,MALE,57,3568,,,,,,,,,,,,,
P.134,SABAH,P.134,MARUDU,BN - USNO,,27819,274,58.8,16358,31,146,16181,USNO,DATU AMIRKAHAR BIN DATU HAJI MUSTAPHA,MALE,,8064,,,,,,,,DAP,CHONG JAN FAH,MALE,,327,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,OJIHI B. SUPURING @ JOE,MALE,,7790,,,,,,,,,,,,,,,,,,,
P.135,SABAH,P.135,BANDAU,GR - PBS,,22239,6575,58.36,12978,0,151,12827,,,,,,,,,,,,,,,,,,,,,,,,,PBS,GEORGE SANGKIN,MALE,,9701,,,,,,,,INDEPENDENT - UMBRELLA,SAIBON B. ABPALAN,MALE,,3126,,,,,,,,,,,,,,,,,,,
P.136,SABAH,P.136,KOTA BELUD,GR - PBS,,30320,2124,71.16,21577,264,165,21148,,,,,,,,,,,,,,,,,,,,,,,,,PBS,MAIDOM PANSAI @ PAUL,MALE,,11501,,,,,,,,INDEPENDENT - UMBRELLA,DATU MOHAMED GELUNGAN BIN OMAR @ ROSMAN,MALE,,270,LOST DEPOSIT,INDEPENDENT - KEY,LAMSIL HAMIDSOR,MALE,,9377,,,,,,,,,,,,,
P.137,SABAH,P.137,TUARAN,GR - PBS,,27405,7174,62.45,17115,19,140,16956,,,,,,,,,,,,,,,,,,,,,,,,,PBS,DATUK MONGGOH OROW,MALE,44,12065,,AKAR,UBING BIN PANGIRAN @ DAVID,MALE,,4891,,,,,,,,,,,,,,,,,,,,,,,,,
P.138,SABAH,P.138,KINABALU,GR - PBS,,20968,794,67.74,14204,0,160,14044,,,,,,,,,,,,,,,,,,,,,,,,,PBS,OTHMAN BIN MINUDIN,MALE,,7419,,AKAR,MARK KODING,MALE,,6625,,,,,,,,,,,,,,,,,,,,,,,,,
P.139,SABAH,P.139,JAMBONGAN,GR - PBS,,29864,3423,50.29,15019,27,174,14818,,,,,,,,,,,,,,,,,,,,,,,,,PBS,MICHAEL ASANG,MALE,42,8816,,AKAR,THAMRIN HJ. JAINI,MALE,,376,LOST DEPOSIT,INDEPENDENT - UMBRELLA,RIDI BIN ALAWANGSA,MALE,,5393,,INDEPENDENT - KEY,NORDIN BIN KHANI,MALE,,233,LOST DEPOSIT,,,,,,,,,,,,
P.140,SABAH,P.140,SANDAKAN,GR - PBS,,38761,868,54.26,21031,196,1377,19458,,,,,,,,,,,,,DAP,ANG LIAN HAI,MALE,,9295,,,,,,,,PBS,LAI LUN TZEE,MALE,,10163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141,SABAH,P.141,KINABATANGAN,BN - USNO,,27228,165,40.08,10912,2,129,10781,USNO,HJ. JUHAR HJ. MAHIRUDDIN,MALE,37,5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,MIYONG BIN HAMZAH,MALE,,5308,,,,,,,,,,,,,,,,,,,
P.142,SABAH,P.142,KENINGAU,GR - PBS,Y,19617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBS,JOSEPH PAIRIN KITINGAN,MALE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143,SABAH,P.143,PENAMPANG,GR - PBS,,28548,9078,64.36,18374,404,1740,16230,,,,,,,,,,,,,DAP,MARCEL LEIKING,MALE,,3576,,,,,,,,PBS,BERNARD GILUK DOMPOK,MALE,40,12654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144,SABAH,P.144,GAYA,GR - PBS,,35387,2592,54.29,19210,77,375,18758,,,,,,,,,,,,,DAP,FUNG KET WING,MALE,,8083,,,,,,,,PBS,PHILIP YONG,MALE,,10675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145,SABAH,P.145,TANJONG ARU,GR - PBS,,29787,3817,56.66,16878,207,173,16498,,,,,,,,,,,,,DAP,HSING YIN SHEAN,MALE,38,2507,,,,,,,,PBS,JOSEPH VOON,MALE,,8504,,AKAR,P. AMIN HAJI MULIA,MALE,,763,LOST DEPOSIT,INDEPENDENT - ROOSTER,CHARLES TULIS @ MOHD SALLEH,MALE,,37,LOST DEPOSIT,INDEPENDENT - KEY,HAJI JABAR,MALE,,4687,,,,,,,,,,,,,
P.146,SABAH,P.146,PAPAR,BN - USNO,,23138,513,71.95,16648,35,109,16504,USNO,OSU HJ. SUKAM,MALE,,8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,WENCES BIN LAJINGAH,MALE,,45,LOST DEPOSIT,INDEPENDENT - KEY,MOHD. ARIFF HAJI ABU BAKAR,MALE,,41,LOST DEPOSIT,INDEPENDENT - OIL PALM,ABD. RAHMAN B. JUMAN,MALE,,7939,,INDEPENDENT - AEROPLANE,HUANG TZIN TAT @ ALEXANDER,MALE,,27,LOST DEPOSIT
P.147,SABAH,P.147,KIMANIS,GR - PBS,,20130,3322,68.39,13766,44,120,13602,,,,,,,,,,,,,,,,,,,,,,,,,PBS,NURNIKMAN BIN ABDULLAH,MALE,,7618,,,,,,,,INDEPENDENT - WAU,A. K. ALIUDDIN,MALE,,1688,LOST DEPOSIT,INDEPENDENT - KEY,ZAHARI ZININ,MALE,,4296,,,,,,,,,,,,,
P.148,SABAH,P.148,LIMBAWANG,BN - USNO,,18416,1900,69.02,12711,0,139,12572,USNO,TUN DATU HAJU MUSTAPHA BIN DATU HARUN,MALE,73,7092,,,,,,,,DAP,SHI BO NGUAN,MALE,,288,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,JUSRI BIN SAHAT,MALE,,5192,,,,,,,,,,,,,,,,,,,
P.149,SABAH,P.149,PADAS,GR - PBS,,24129,8024,51.69,12472,9,791,11672,,,,,,,,,,,,,DAP,PAUL BIN KADAU,MALE,,1824,,,,,,,,PBS,RADIN MALLEH,MALE,,9848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150,SABAH,P.150,PENSIANGAN,GR - PBS,,17816,6307,52.25,9309,42,172,9095,,,,,,,,,,,,,DAP,AMPON @ FOO TUN BOON,MALE,,1394,,,,,,,,PBS,TAIMIN B. LUMAING,MALE,,7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
