UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.43_N.17,PULAU PINANG,P.43,NIBONG TEBAL,N.17,JAWI,GR - DAP,,18646,3223,79.85,14879,8,440,14431,MCA,TEOH KOOI SNEAH,MALE,,5604,,,,,,,,DAP,CHIN KOOI THOON,,,8827,,,,,,,,,,,,,,,,,,,
P.43_N.18,PULAU PINANG,P.43,NIBONG TEBAL,N.18,SUNGAI ACHEH,BN - UMNO,,10994,2724,77.97,8572,4,236,8332,UMNO,IBRAHIM BIN YAAKOB,MALE,,5528,,,,,,,,,,,,,,S46,ABU BAKAR BIN YAHYA,MALE,,2804,,,,,,,,,,,,,
P.44_N.19,PULAU PINANG,P.44,BUKIT BENDERA,N.19,TANJONG BUNGA,BN - GERAKAN,,19362,1012,74.84,14490,16,316,14158,GERAKAN,DR KOH TSU KOON,MALE,,7585,,,,,,,,DAP,GOOI HOCK SENG,MALE,,6573,,,,,,,,,,,,,,,,,,,
P.44_N.20,PULAU PINANG,P.44,BUKIT BENDERA,N.20,AYER ITAM,GR - DAP,,21247,3100,74.03,15730,43,249,15438,MCA,KHOO BOO YEANG,MALE,,6169,,,,,,,,DAP,ONG HOCK AUN,,,9269,,,,,,,,,,,,,,,,,,,
P.44_N.21,PULAU PINANG,P.44,BUKIT BENDERA,N.21,KEBUN BUNGA,BN - GERAKAN,,16418,84,73.43,12056,46,240,11770,GERAKAN,DR TENG HOCK NAN,,,5927,,,,,,,,DAP,HO SOON CHENG,,,5843,,,,,,,,,,,,,,,,,,,
P.45_N.22,PULAU PINANG,P.45,TANJONG,N.22,PADANG KOTA,GR - DAP,,16941,706,72.55,12290,69,293,11928,GERAKAN,DR LIM CHONG EU,MALE,71,5611,,,,,,,,DAP,LIM KIT SIANG,MALE,,6317,,,,,,,,,,,,,,,,,,,
P.45_N.23,PULAU PINANG,P.45,TANJONG,N.23,PENGKALAN KOTA,GR - DAP,,25220,3670,76.9,19394,18,374,19002,MCA,DR LOH HOCK HUN,MALE,,7666,,,,,,,,DAP,CHOW KON YEOW,MALE,,11336,,,,,,,,,,,,,,,,,,,
P.45_N.24,PULAU PINANG,P.45,TANJONG,N.24,KAMPONG KOLAM,GR - DAP,,18727,3572,73.6,13784,27,317,13440,MCA,WONG HOONG KEAT,,,4934,,,,,,,,DAP,CHEAH TEIK HOE,,,8506,,,,,,,,,,,,,,,,,,,
P.46_N.25,PULAU PINANG,P.46,JELUTONG,N.25,DATOK KERAMAT,GR - DAP,,19797,931,73.38,14528,24,253,14251,GERAKAN,DR DENIS MARK LEE,MALE,,6660,,,,,,,,DAP,K. BALASUNDRAM,MALE,,7591,,,,,,,,,,,,,,,,,,,
P.46_N.26,PULAU PINANG,P.46,JELUTONG,N.26,SUNGAI PINANG,BN - GERAKAN,,21931,1698,74.21,16275,33,414,15828,GERAKAN,DR KANG CHIN SENG,,,8763,,,,,,,,DAP,KARPAL SINGH,MALE,,7065,,,,,,,,,,,,,,,,,,,
P.46_N.27,PULAU PINANG,P.46,JELUTONG,N.27,BATU LANCHANG,GR - DAP,,20399,4071,77.81,15873,25,295,15553,GERAKAN,CHUA THIEN LYE,,,5741,,,,,,,,DAP,TAN LOO JIT,,,9812,,,,,,,,,,,,,,,,,,,
P.47_N.28,PULAU PINANG,P.47,BAYAN BARU,N.28,BUKIT GELUGOR,GR - DAP,,16805,2741,72.58,12197,44,142,12011,MCA,TAN YEAP LEONG,,,4635,,,,,,,,DAP,PETER PAUL DASON,MALE,,7376,,,,,,,,,,,,,,,,,,,
P.47_N.29,PULAU PINANG,P.47,BAYAN BARU,N.29,PAYA TERUBONG,GR - DAP,,22254,918,77.55,17258,22,312,16924,MCA,CHIN NYOK SOO,MALE,,8003,,,,,,,,DAP,TEOH TEIK HUAT,MALE,,8921,,,,,,,,,,,,,,,,,,,
P.47_N.30,PULAU PINANG,P.47,BAYAN BARU,N.30,BATU UBAN,BN - GERAKAN,,28523,4139,73.07,20841,174,398,20269,GERAKAN,KEE PHAIK CHEEN,FEMALE,,12204,,,,,,,,DAP,AHMAD NOR,MALE,,8065,,,,,,,,,,,,,,,,,,,
P.48_N.31,PULAU PINANG,P.48,BALIK PULAU,N.31,TELOK BAHANG,BN - UMNO,,14059,2451,75.06,10553,12,264,10277,UMNO,DR HJ. HILMI HJ YAHYA,MALE,,6364,,,,,,,,PRM,DR SANUSI OTHMAN,MALE,,3913,,,,,,,,,,,,,,,,,,,
P.48_N.32,PULAU PINANG,P.48,BALIK PULAU,N.32,TELOK KUMBAR,BN - UMNO,,13085,3485,77.68,10164,17,310,9837,UMNO,MOHD ZAIN B HJ OMAR,MALE,,6661,,,,,,,,,,,,,,S46,ISMAIL MYDINSAH,MALE,,3176,,,,,,,,,,,,,
P.48_N.33,PULAU PINANG,P.48,BALIK PULAU,N.33,BAYAN LEPAS,BN - GERAKAN,,23569,7592,77.56,18281,202,515,17564,GERAKAN,LIM CHIEN AUN,MALE,,12578,,PAS,HJ. MOHAMMAD HJ. HASHIM,MALE,,4986,,,,,,,,,,,,,,,,,,,,,,,,,
P.49_N.1,PERAK,P.49,GERIK,N.1,TEMENGOR,BN - UMNO,,17975,4272,71.35,12826,0,586,12240,UMNO,WAN ABDULLAH BIN WAN IM,MALE,,8256,,PAS,HAJI MD. ARIF BIN YAACOB,MALE,,3984,,,,,,,,,,,,,,,,,,,,,,,,,
P.49_N.2,PERAK,P.49,GERIK,N.2,KENERING,BN - UMNO,,16531,2077,79.49,13141,1002,370,11769,UMNO,JOHAN BIN LAHAMAT,MALE,,6923,,,,,,,,,,,,,,S46,USTAZ HAJI YUSOFF HAJI MOKHTAR,MALE,,4846,,,,,,,,,,,,,
P.50_N.3,PERAK,P.50,LARUT,N.3,SELAMA,BN - UMNO,,16707,6296,71.7,11979,38,429,11512,UMNO,MD. KASSIM BIN MAHMUD,MALE,,8805,,PAS,AHMAD BIN YUSOH,MALE,,2509,,,,,,,,,,,,,,INDEPENDENT,MOHAMAD RODZI BIN AWANG KECHEK,MALE,,198,LOST DEPOSIT,,,,,,
P.50_N.4,PERAK,P.50,LARUT,N.4,BATU KURAU,BN - UMNO,,16762,4885,72.86,12212,20,463,11729,UMNO,RAJA AHMAD ZAINUDDIN BIN RAJA HAJI OMAR,MALE,,8307,,PAS,KAMARUDIN BIN AWANG BASIR,MALE,,3422,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.5,PERAK,P.51,PARIT BUNTAR,N.5,TITI SERONG,BN - UMNO,,19677,2962,74.01,14562,24,538,14000,UMNO,MOHD TAIB HANAFIAH,MALE,,8481,,PAS,CIKGU KHALID BIN ABD. HAMID,MALE,,5519,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.6,PERAK,P.51,PARIT BUNTAR,N.6,KUALA KURAU,BN - UMNO,,19409,1417,74.96,14550,15,504,14031,UMNO,AHMAD SHARIFFUDIN AZIZ,MALE,,5910,,PAS,USTAZ HASHIM BIN HAJI WALAD,MALE,,3628,,DAP,CLEMENT DE BRITO,MALE,,4493,,,,,,,,,,,,,,,,,,,
P.52_N.7,PERAK,P.52,BAGAN SERAI,N.7,ALOR PONGSU,BN - UMNO,,17717,3021,69.84,12374,1,632,11741,UMNO,MOHAMED BIN ABAS,MALE,,7381,,PAS,USTAZ RAHMAT HUSIN,MALE,,4360,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_N.8,PERAK,P.52,BAGAN SERAI,N.8,GUNONG SEMANGGOL,BN - UMNO,,21117,1441,74.01,15629,303,613,14713,UMNO,SAMSUDDIN BIN MAN,MALE,,8077,,PAS,USTAZ ABD. HALIM ALI,MALE,,6636,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_N.9,PERAK,P.53,BUKIT GANTANG,N.9,SAPETANG,BN - GERAKAN,,19442,2098,73.44,14278,33,545,13700,GERAKAN,AU HOW CHEONG,,,7899,,,,,,,,,,,,,,S46,AHMAD BIN BAHAROM,MALE,,5801,,,,,,,,,,,,,
P.53_N.10,PERAK,P.53,BUKIT GANTANG,N.10,CHANGKAT JERING,BN - UMNO,,22333,3585,71.22,15907,39,439,15429,UMNO,MOHAMAD RAZLAN BIN HAJI ABDUL HAMID,MALE,,9507,,PAS,DR. AZIZAN BIN HAJI ISMAIL,MALE,,5922,,,,,,,,,,,,,,,,,,,,,,,,,
P.54_N.11,PERAK,P.54,TAIPING,N.11,KAMUNTING,BN - UMNO,,29531,7083,74.18,21906,518,415,20973,UMNO,HAJI ZULKIFLI BIN HUSSEIN,MALE,,14028,,,,,,,,,,,,,,S46,DATO' KHALID NASIR,MALE,,6945,,,,,,,,,,,,,
P.54_N.12,PERAK,P.54,TAIPING,N.12,ASAM KUMBANG,GR - DAP,,33217,5190,70.44,23397,26,615,22756,GERAKAN,SIEW KOK KAN,,,6922,,,,,,,,DAP,LIM YAN CHIOW,,,12112,,,,,,,,INDEPENDENT,ONG CHIN LEE,,,3722,,,,,,,
P.55_N.13,PERAK,P.55,TASEK CHENDEROH,N.13,LENGGONG,BN - UMNO,,15542,3156,70.19,10909,28,303,10578,UMNO,HAJI TALHA BIN HAJI ISMAIL,MALE,,6867,,,,,,,,,,,,,,S46,HAJI NURUDDIN MANSOR,MALE,,3711,,,,,,,,,,,,,
P.55_N.14,PERAK,P.55,TASEK CHENDEROH,N.14,LUBOK MERBAU,BN - UMNO,,17072,3544,69.06,11791,30,399,11362,UMNO,JAMAL NASIR BIN RASDI,MALE,,7453,,PAS,CIKGU HILMI,MALE,,3909,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_N.15,PERAK,P.56,SUNGAI SIPUT,N.15,LINTANG,BN - UMNO,,17320,4831,69.39,12019,23,467,11529,UMNO,HAJI PADIL HARUN,MALE,,8180,,,,,,,,,,,,,,S46,MAHALIL BIN MOHAMMAD ISHAK,MALE,,3349,,,,,,,,,,,,,
P.56_N.16,PERAK,P.56,SUNGAI SIPUT,N.16,JALONG,GR - DAP,,23179,2555,69.27,16057,26,402,15629,GERAKAN,CHANG KO YOUN,,,6537,,,,,,,,DAP,NGOI THIAM WOH,,,9092,,,,,,,,,,,,,,,,,,,
P.57_N.17,PERAK,P.57,TAMBUN,N.17,CHEMOR,BN - UMNO,,31470,5695,72.46,22803,0,698,22105,UMNO,TAHIRUDDIN TAHIR,MALE,,13900,,,,,,,,,,,,,,S46,MOHD SAFFI BIN HASHIM,MALE,,8205,,,,,,,,,,,,,
P.57_N.18,PERAK,P.57,TAMBUN,N.18,SUNGAI ROKAM,BN - UMNO,,33256,5644,75.39,25073,0,1093,23980,UMNO,MAZIDAH BTE ZAKARIA,FEMALE,,14812,,,,,,,,,,,,,,S46,HJ. ISMAIL BIN YEOP DAHARI,MALE,,9168,,,,,,,,,,,,,
P.58_N.19,PERAK,P.58,PASIR PINJI,N.19,DERMAWAN,GR - DAP,,36670,7540,69.5,25487,245,428,24814,GERAKAN,CHENG HENG CHUNG,,,8637,,,,,,,,DAP,MOHD ASRI,MALE,,16177,,,,,,,,,,,,,,,,,,,
P.58_N.20,PERAK,P.58,PASIR PINJI,N.20,TEBING TINGGI,GR - DAP,,31881,8066,65.58,20908,52,346,20510,MCA,CHAN KAM,,,6222,,,,,,,,DAP,CHOO SING CHYE,,,14288,,,,,,,,,,,,,,,,,,,
P.59_N.21,PERAK,P.59,IPOH,N.21,TASEK,GR - DAP,,29042,3258,66.92,19435,351,354,18730,MCA,NG YOK KOOI,,,7736,,,,,,,,DAP,LAU DAK KEE,,,10994,,,,,,,,,,,,,,,,,,,
P.59_N.22,PERAK,P.59,IPOH,N.22,SUNGAI PARI,GR - DAP,,31418,2887,66.19,20797,68,434,20295,MCA,YIK PHOOI HONG,,,8704,,,,,,,,DAP,CHEN TIAM SEONG,,,11591,,,,,,,,,,,,,,,,,,,
P.60_N.23,PERAK,P.60,BATU GAJAH,N.23,FALIM,GR - DAP,,24103,5589,70.8,17065,17,427,16621,MCA,WOON CHING HEE,,,5516,,,,,,,,DAP,LOK SWEE CHIN,,,11105,,,,,,,,,,,,,,,,,,,
P.60_N.24,PERAK,P.60,BATU GAJAH,N.24,LAHAT,GR - DAP,,29362,429,67.56,19836,73,484,19279,MCA,LEE KON YIN,,,9425,,,,,,,,DAP,FADZLAN YAHAYA,MALE,,9854,,,,,,,,,,,,,,,,,,,
P.61_N.25,PERAK,P.61,KUALA KANGSAR,N.25,BUKIT CHANDAN,BN - UMNO,,20364,2695,66.21,13483,0,490,12993,UMNO,HAJI MEGAT TAJUDDIN BIN MEGAT AHMAD,MALE,,7844,,,,,,,,,,,,,,S46,MOHD NOOR B OTHMAN,MALE,,5149,,,,,,,,,,,,,
P.61_N.26,PERAK,P.61,KUALA KANGSAR,N.26,BATU HAMPAR,BN - UMNO,,17295,4085,68.75,11890,0,513,11377,UMNO,CIKGU HAJI ALI,MALE,,7731,,PAS,MOHD NOR BIN HARON,MALE,,3646,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.27,PERAK,P.62,BERUAS,N.27,PENGKALAN BAHARU,BN - UMNO,,15937,2409,72.94,11625,12,414,11199,UMNO,HAJI HAMDI BIN HAJI ABU BAKAR,MALE,,6804,,,,,,,,,,,,,,S46,DATO' ABD. MALIK,MALE,,4395,,,,,,,,,,,,,
P.62_N.28,PERAK,P.62,BERUAS,N.28,PANTAI REMIS,GR - DAP,,22895,4032,70.55,16153,20,429,15704,MCA,WONG CHONG SANG,,,5836,,,,,,,,DAP,NGO TICK WONG,,,9868,,,,,,,,,,,,,,,,,,,
P.63_N.29,PERAK,P.63,PARIT,N.29,BELANJA,BN - UMNO,,17466,2583,69.1,12069,22,458,11589,UMNO,ZAINAB BINTI IBRAHIM,FEMALE,,7086,,,,,,,,,,,,,,S46,DATO' HJ. HISAN BIN IBRAHIM,MALE,,4503,,,,,,,,,,,,,
P.63_N.30,PERAK,P.63,PARIT,N.30,BOTA,BN - UMNO,,19018,3183,67.34,12807,64,454,12289,UMNO,AHAMED HAMBAL BIN YEOP MAJLIS,MALE,,7736,,,,,,,,,,,,,,S46,MUSTAPHA BIN HAKIM,MALE,,4553,,,,,,,,,,,,,
P.64_N.31,PERAK,P.64,GOPENG,N.31,TEJA,GR - DAP,,20543,304,67.44,13854,14,450,13390,MCA,DR. HO WAI CHEONG,,,6543,,,,,,,,DAP,R.K. MUTHU,MALE,,6847,,,,,,,,,,,,,,,,,,,
P.64_N.32,PERAK,P.64,GOPENG,N.32,CHENDERONG,BN - MCA,,15804,4156,68.99,10903,14,401,10488,MCA,DR. SONG YONG PHEOW,,,7322,,,,,,,,,,,,,,S46,KHALILI BIN ABDUL WAHAB,MALE,,3166,,,,,,,,,,,,,
P.65_N.33,PERAK,P.65,KAMPAR,N.33,MALIM NAWAR,GR - DAP,,23422,262,67.27,15755,26,435,15294,MCA,DR. CHONG FAH,,,7516,,,,,,,,DAP,CHOO KIANG SEONG,,,7778,,,,,,,,,,,,,,,,,,,
P.65_N.34,PERAK,P.65,KAMPAR,N.34,TANJONG TUALANG,BN - MCA,,18351,1946,69.36,12728,68,366,12294,MCA,LEE CHEE LEONG,,,6783,,,,,,,,DAP,WONG YOON CHOONG,,,4837,,,,,,,,INDEPENDENT,CHANG HIM HU,MALE,,674,LOST DEPOSIT,,,,,,
P.66_N.35,PERAK,P.66,TAPAH,N.35,CHENDERIANG,BN - MCA,,20843,5931,67.97,14167,288,846,13033,MCA,ONG KA CHUAN,,,9482,,,,,,,,DAP,CHELVARAJAH A/L PONNIAH,MALE,,3551,,,,,,,,,,,,,,,,,,,
P.66_N.36,PERAK,P.66,TAPAH,N.36,AYER KUNING,BN - UMNO,,17366,3776,69.18,12014,35,501,11478,UMNO,AZMAN BIN MAHALAN,MALE,,7627,,,,,,,,,,,,,,S46,MUSTAFA ABDULLAH,MALE,,3851,,,,,,,,,,,,,
P.67_N.37,PERAK,P.67,PASIR SALAK,N.37,SUNGAI MANIK,BN - UMNO,,18750,2819,71.39,13387,45,607,12735,UMNO,DATO' MOHAMED NAZRI BIN HAJI ABDUL RAHIM,MALE,,7777,,PAS,ALI BIN HAJI DAUD,MALE,,4958,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_N.38,PERAK,P.67,PASIR SALAK,N.38,KAMPONG GAJAH,BN - UMNO,,19858,9787,71.1,14119,46,702,13371,UMNO,TAN SRI DATO' SERI RAMLI BIN NGAH TALIB,MALE,,11579,,,,,,,,,,,,,,S46,MEJAR (B) ARIFFEN ESA,MALE,,1792,,,,,,,,,,,,,
P.68_N.39,PERAK,P.68,LUMUT,N.39,PANGKOR,BN - UMNO,,34551,7033,76.48,26424,2564,629,23231,UMNO,MOHAMED WAJDI BIN HAJI ISHAK,MALE,,15132,,,,,,,,,,,,,,S46,KOMANDER (B) ABU HASSAN BIN USOP,MALE,,8099,,,,,,,,,,,,,
P.68_N.40,PERAK,P.68,LUMUT,N.40,SITIAWAN,GR - DAP,,25006,2138,68.17,17047,33,534,16480,MCA,KONG CHO HA,,,7171,,,,,,,,DAP,HU CHAN YOU,,,9309,,,,,,,,,,,,,,,,,,,
P.69_N.41,PERAK,P.69,BAGAN DATOK,N.41,RUNGKUP,BN - UMNO,,15499,3303,69.41,10758,12,525,10221,UMNO,ABDULLAH BIN HAJI AHMAD,MALE,,6762,,,,,,,,,,,,,,S46,KUMAR SIMIN,MALE,,3459,,,,,,,,,,,,,
P.69_N.42,PERAK,P.69,BAGAN DATOK,N.42,HUTAN MELINTANG,BN - MIC,,19312,3343,68.61,13250,18,809,12423,MIC,G. RAJOO,MALE,,7883,,,,,,,,AMIPF,M. A. VADIVELOO,MALE,,4540,,,,,,,,,,,,,,,,,,,
P.70_N.43,PERAK,P.70,TELOK INTAN,N.43,PASIR BEDAMAR,GR - DAP,,28667,4340,68.32,19585,49,382,19154,GERAKAN,FONG FOOK MING,,,7407,,,,,,,,DAP,LOH JEE MEE @ JIMMY,MALE,,11747,,,,,,,,,,,,,,,,,,,
P.70_N.44,PERAK,P.70,TELOK INTAN,N.44,CHANGKAT JONG,BN - UMNO,,21065,3812,69.27,14592,42,638,13912,UMNO,MOHD ARSHAD B ABDULLAH,MALE,,8862,,,,,,,,,,,,,,S46,HAJI SULAIMAN BIN NAWI,MALE,,5050,,,,,,,,,,,,,
P.71_N.45,PERAK,P.71,TANJONG MALIM,N.45,SUNGKAI,BN - MIC,,19774,2747,67.24,13296,27,502,12767,MIC,S. VEERASINGAM,MALE,,7757,,,,,,,,DAP,JOHN RICHARD WOODWORTH,MALE,,5010,,,,,,,,,,,,,,,,,,,
P.71_N.46,PERAK,P.71,TANJONG MALIM,N.46,SLIM,BN - UMNO,,28861,9781,72.06,20796,53,758,19985,UMNO,JUNUS BIN WAHID,MALE,,14883,,,,,,,,,,,,,,S46,AUZIR BIN MOHD YAACOB,MALE,,5102,,,,,,,,,,,,,
P.72_N.1,PAHANG,P.72,LIPIS,N.1,TANAH RATA,BN - MCA,,13168,2178,65.88,8675,0,477,8198,MCA,LAW KEE LONG,,,5188,,,,,,,,DAP,APALASAMY A/L JATALIAH,MALE,,3010,,,,,,,,,,,,,,,,,,,
P.72_N.2,PAHANG,P.72,LIPIS,N.2,JELAI,BN - UMNO,,7835,1107,71.67,5615,0,220,5395,UMNO,HAJI ABDULLAH BIN HAJI SULAIMAN,MALE,,3251,,PAS,HAJI OSMAN BIN ABDUL HAMID,MALE,,2144,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.3,PAHANG,P.72,LIPIS,N.3,BUKIT BETUNG,BN - UMNO,,8142,1271,74.49,6065,0,230,5835,UMNO,OMAR BIN OTHMAN,MALE,,3553,,PAS,USTAZ HJ KASIM YAHAYA,MALE,,2282,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.4,PAHANG,P.72,LIPIS,N.4,CEKA,BN - UMNO,,9882,3163,71.66,7081,0,240,6841,UMNO,HAJI ABU DAHARI BIN OSMAN,MALE,,5002,,,,,,,,,,,,,,S46,AHMAD BIN HAJI PILUS,MALE,,1839,,,,,,,,,,,,,
P.73_N.5,PAHANG,P.73,RAUB,N.5,BENTA,BN - UMNO,,7588,1445,67.51,5123,0,280,4843,UMNO,DATO' ZUKI KAMALUDDIN,MALE,,3144,,,,,,,,AMIPF,TELUKANAM A/L SINNAPAYAN,MALE,,1699,,,,,,,,,,,,,,,,,,,
P.73_N.6,PAHANG,P.73,RAUB,N.6,BATU TALAM,BN - UMNO,,11241,1980,73.08,8215,4,375,7836,UMNO,MOHD MAZLAN BIN IDRIS,MALE,,4908,,PAS,TENGKU PUJI,MALE,,2928,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.7,PAHANG,P.73,RAUB,N.7,TERAS,BN - MCA,,17390,107,72.21,12557,0,320,12237,MCA,BIAW NGA @ LIAW PER LOU,,,6172,,,,,,,,DAP,LIP TUCK CHEE,,,6065,,,,,,,,,,,,,,,,,,,
P.73_N.8,PAHANG,P.73,RAUB,N.8,DONG,BN - UMNO,,11970,1725,73.12,8752,1,426,8325,UMNO,HAJI ABDUL RAHMAN BIN DATO' HAJI YEOP SENDIRI,MALE,,5025,,,,,,,,,,,,,,S46,MD. RUSLI BIN A.B. JALIL,MALE,,3300,,,,,,,,,,,,,
P.74_N.9,PAHANG,P.74,JERANTUT,N.9,TAHAN,BN - UMNO,,12903,2519,81.53,10520,2,283,10235,UMNO,AHMAD BAZAIN MOHMUD,MALE,,6377,,PAS,CIK MALIK,MALE,,3858,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.10,PAHANG,P.74,JERANTUT,N.10,TEMBELING,BN - UMNO,,10795,841,76.91,8303,16,398,7889,UMNO,RAHIMAH BINTI MOHAMMAD KAWI,FEMALE,,4365,,,,,,,,,,,,,,S46,HAJI ABD. RAHIM BIN YAHYA,MALE,,3524,,,,,,,,,,,,,
P.74_N.11,PAHANG,P.74,JERANTUT,N.11,PULAU TAWAR,S46,,13193,897,72.51,9567,16,332,9219,MCA,DATO' HO CHOCK KEONG,,,4161,,,,,,,,,,,,,,S46,ABU BAKAR BIN HASSAN,MALE,,5058,,,,,,,,,,,,,
P.75_N.12,PAHANG,P.75,KUANTAN,N.12,SUNGAI LEMBING,BN - UMNO,,16906,2093,76.1,12866,80,475,12311,UMNO,DATO' IBRAHIM BIN MOHD TAIB,MALE,,7202,,,,,,,,,,,,,,S46,ABDUL AZIZ BIN OTHMAN,MALE,,5109,,,,,,,,,,,,,
P.75_N.13,PAHANG,P.75,KUANTAN,N.13,BESERAH,BN - UMNO,,19652,3274,73.37,14418,365,531,13522,UMNO,DR MOHAMED YUSOF BIN MOHAMAD ALI,MALE,,8398,,PAS,SYED ZUBAIDI BIN SYED HUSIN,MALE,,5124,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.14,PAHANG,P.75,KUANTAN,N.14,TERUNTUM,BN - MCA,,27249,2321,69.21,18859,106,585,18168,MCA,KAN TONG LEONG,,,9368,,,,,,,,DAP,PANG JON KONG,,,7047,,,,,,,,INDEPENDENT,ISMAIL BIN MOHAMAD,MALE,,1753,LOST DEPOSIT,,,,,,
P.76_N.15,PAHANG,P.76,PEKAN,N.15,PAYA BESAR,BN - UMNO,,25432,3797,76.74,19517,1010,820,17687,UMNO,TOK MUDA HAJI MOHD NOR BIN ABU BAKAR,MALE,,10742,,,,,,,,,,,,,,S46,AHMAD MOKHTAR BIN HAJI MOHAMAD,MALE,,6945,,,,,,,,,,,,,
P.76_N.16,PAHANG,P.76,PEKAN,N.16,KUALA PAHANG,BN - UMNO,,9680,2860,73.51,7116,0,379,6737,UMNO,DRS. AB. MANAF B ABDULLAH,MALE,,4574,,,,,,,,,,,,,,S46,MOHD YUSOF BIN YAACOB,MALE,,1714,,INDEPENDENT,USTAZ KHAZIZI AHMAD,MALE,,449,LOST DEPOSIT,,,,,,
P.76_N.17,PAHANG,P.76,PEKAN,N.17,PERAMU,BN - UMNO,,11711,2833,68.17,7983,0,358,7625,UMNO,DATO' HAJI ABDUL JABAR BIN HAJI IBRAHIM,MALE,,5229,,PAS,MOHAMED RUSDI ARIF,MALE,,2396,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.18,PAHANG,P.77,MARAN,N.18,LUIT,BN - UMNO,,14474,4158,76.49,11072,11,441,10620,UMNO,AYUB BIN HAJI TEH,MALE,,7389,,,,,,,,,,,,,,S46,MOHAMED BIN HARUN,MALE,,3231,,,,,,,,,,,,,
P.77_N.19,PAHANG,P.77,MARAN,N.19,BUKIT TAJAU,BN - UMNO,,11589,3728,80.29,9305,9,304,8992,UMNO,DATO' SERI HAJI MOHD KHALIL BIN YAAKOB,MALE,,6360,,,,,,,,,,,,,,S46,SALLEH BIN ABDULLAH,MALE,,2632,,,,,,,,,,,,,
P.77_N.20,PAHANG,P.77,MARAN,N.20,JENGKA,BN - UMNO,,10717,1991,86.58,9279,3,163,9113,UMNO,ZAINAL HASSAN,MALE,,5552,,PAS,USTAZ HAJI MOHD ALWI BIN HAJI ABDUL HAMID,MALE,,3561,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.21,PAHANG,P.77,MARAN,N.21,CENUR,BN - UMNO,,9039,2459,76.55,6919,10,228,6681,UMNO,TUAN MOHD AMINUDDIN BIN ISHAK,MALE,,4570,,PAS,TUAN GURU HAJI MOHD BAKI BIN OTHMAN,MALE,,2111,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.22,PAHANG,P.78,MENTEKAB,N.22,JENDERAK,BN - UMNO,,9880,2902,77.18,7625,14,373,7238,UMNO,DATO' HAJI ABDULLAH BIN HAJI KIA,MALE,,5070,,PAS,BAHRIN BIN MOHAMAD,MALE,,2168,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.23,PAHANG,P.78,MENTEKAB,N.23,SANGGANG,BN - MIC,,18096,340,73.13,13234,238,852,12144,MIC,R. SINNATHAMBY,MALE,,5833,,,,,,,,DAP,NG KWI LING,,,5493,,,,,,,,INDEPENDENT,DR. SELVA,MALE,,818,LOST DEPOSIT,,,,,,
P.78_N.24,PAHANG,P.78,MENTEKAB,N.24,LANCANG,BN - UMNO,,10295,2508,72.77,7492,7,391,7094,UMNO,DATO HAJI BAHARI B TAN SRI HAJI YAHYA,MALE,,4801,,,,,,,,,,,,,,S46,HAJI MOHAMED SALUDIN BIN OMAR,MALE,,2293,,,,,,,,,,,,,
