UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,BA (1),BA (1) CANDIDATE,BA (1) CANDIDATE SEX,BA (1) CANDIDATE AGE,BA (1) VOTE,BA (1) CANDIDATE LOST DEPOSIT,BA (2),BA (2) CANDIDATE,BA (2) CANDIDATE SEX,BA (2) CANDIDATE AGE,BA (2) VOTE,BA (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 31_N.40,KELANTAN,P. 31,KUALA KRAI,N.40,MANEK URAI,BA - PAS,,11255,1518,78.63,8850,3,233,8614,UMNO,DATUK WAN ZAID,MALE,,3548,,PAS,ISMAIL BIN YAACOB,MALE,,5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 32_N.41,KELANTAN,P. 32,GUA MUSANG,N.41,DABONG,BA - PAS,,7680,581,77.59,5959,0,206,5753,UMNO,DATO ROZALI BIN ISOHAK,MALE,,2586,,PAS,RAPAR ABDUL GHAFAR B. YUSOFF @ CIKGU GHAFAR,MALE,,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 32_N.42,KELANTAN,P. 32,GUA MUSANG,N.42,PALOH,BN - UMNO,,10119,1634,84.14,8514,0,180,8334,UMNO,NOZULA B. HAJI MAT DIAH,MALE,,4984,,,,,,,,PKN,NIK ABDUL AZIZ B. NIK HASSAN,MALE,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 32_N.43,KELANTAN,P. 32,GUA MUSANG,N.43,GALAS,BN - UMNO,,12091,2264,72.00,8705,0,297,8408,UMNO,MOHAMAD SAUFI DERAMAN,MALE,,5336,,,,,,,,PKN,ZULKIFLI BIN MOHAMAD,MALE,,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 33_N.1,TERENGGANU,P. 33,BESUT,N.1,KUALA BESUT,BA - PAS,,10386,487,82.89,8609,92,152,8365,UMNO,DATO' HAJI WAN ZAKARIA BIN HAJI WAN ABD. RAHMAN,MALE,,3939,,PAS,USTAZ NIK MUHAMMAD ZAWAWI BIN SALLEH,MALE,,4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 33_N.2,TERENGGANU,P. 33,BESUT,N.2,KAMPUNG RAJA,BA - PAS,,11613,710,83.08,9648,1,159,9488,UMNO,DATO' HJ. IDRIS JUSOH,MALE,,4389,,PAS,HAJI ABDUL AZIZ BIN HAJI ABAS,MALE,,5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 33_N.3,TERENGGANU,P. 33,BESUT,N.3,JERTIH,BA - PAS,,11492,1464,78.58,9030,64,214,8752,UMNO,HAJI IDRIS BIN MAMAT,MALE,,3611,,PAS,TUN SALLEH ABAS,MALE,,5075,,,,,,,,,,,,,,,,,,,,INDEPENDENT,WAN MOHAMMAD BIN WAN AHMAD,MALE,,66,LOST DEPOSIT,,,,,,,,,,,,
P. 33_N.4,TERENGGANU,P. 33,BESUT,N.4,HULU BESUT,BA - PAS,,10996,598,80.97,8903,45,218,8640,UMNO,NAWI BIN MOHAMAD,MALE,,4021,,PAS,ABDULLAH BIN MAT DAN @ USTAZ ABDULLAH BIN MAT ADAM,MALE,,4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 34_N.5,TERENGGANU,P. 34,SETIU,N.5,JABI,BA - PAS,,10946,1494,79.87,8743,11,200,8532,UMNO,RAMLAN BIN ALI,MALE,,3519,,PAS,USTAZ ZULKARNAIN BIN ABD. KADIR,MALE,,5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 34_N.6,TERENGGANU,P. 34,SETIU,N.6,PERMAISURI,BA - PAS,,12225,451,83.17,10168,10,249,9909,UMNO,MOHD JIDIN BIN SHAFEE,MALE,,4729,,PAS,USTAZ ROZALI BIN MUHAMMAD,MALE,,5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 34_N.7,TERENGGANU,P. 34,SETIU,N.7,LANGKAP,BA - PAS,,9712,157,81.90,7954,3,262,7689,UMNO,ASHA'ARI BIN IDRIS,MALE,,3766,,PAS,MOHAMAD BIN HITAM,MALE,,3923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 34_N.8,TERENGGANU,P. 34,SETIU,N.8,BATU RAKIT,BA - PAS,,9376,1187,83.29,7809,16,218,7575,UMNO,DATO ISMAIL BIN SAID,MALE,,3194,,PAS,USTAZ HAJI ABU BAKAR CHIK,MALE,,4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 35_N.9,TERENGGANU,P. 35,KUALA NERUS,N.9,TEPUH,BA - PAS,,13575,3057,81.90,11118,22,249,10847,UMNO,HAJI HASSAN BIN ALI,MALE,,3895,,PAS,USTAZ ABU BAKAR BIN ABDULLAH,MALE,,6952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 35_N.10,TERENGGANU,P. 35,KUALA NERUS,N.10,TELUK PASU,BA - PAS,,12502,2570,85.33,10668,81,231,10356,UMNO,HAJI MOHAMAD BIN NGAH,MALE,,3893,,PAS,HAJI ISMAIL BIN HAJI MAMAT,MALE,,6463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 35_N.11,TERENGGANU,P. 35,KUALA NERUS,N.11,SEBERANG TAKIR,BN - UMNO,,9265,557,86.30,7996,338,197,7461,UMNO,DATO' ABDUL RASHID BIN NGAH,MALE,,4009,,PAS,ZAKARIA BIN DAGANG,MALE,,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 35_N.12,TERENGGANU,P. 35,KUALA NERUS,N.12,BUKIT TUNGGAL,BA - PAS,,9190,1942,81.69,7507,15,176,7316,UMNO,HAJI MOHD NASIR BIN TAN SRI IBRAHIM FIKRI,MALE,,2687,,PAS,DR. HAJI ALIAS BIN RAZAK,MALE,,4629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 36_N.13,TERENGGANU,P. 36,KUALA TERENGGANU,N.13,WAKAF MEMPELAM,BA - PAS,,15773,5760,79.22,12496,36,258,12202,UMNO,MUHAMAD BIN NGAH,MALE,,3221,,PAS,HAJI MOHD ABDUL WAHID BIN ENDUT,MALE,,8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 36_N.14,TERENGGANU,P. 36,KUALA TERENGGANU,N.14,BANDAR,BA - PAS,,18083,511,74.39,13452,53,211,13188,MCA,WONG FOON MENG,MALE,,6245,,PAS,MD. AZMI BIN LOP YUSOF,MALE,,6756,,,,,,,,,,,,,,,,,,,,INDEPENDENT,NG CHAI HING,,,187,LOST DEPOSIT,,,,,,,,,,,,
P. 36_N.15,TERENGGANU,P. 36,KUALA TERENGGANU,N.15,LADANG,BA - PAS,,13270,2574,76.07,10094,124,194,9776,UMNO,HAJI ROSLAN BIN AWANG CHIK,MALE,,3601,,PAS,DR. HAJI SULAIMAN BIN ABDULLAH,MALE,,6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 36_N.16,TERENGGANU,P. 36,KUALA TERENGGANU,N.16,BATU BURUK,BA - PAS,,17349,5400,79.24,13747,38,265,13444,UMNO,MOHAMED BIN JUSOH,MALE,,4022,,PAS,WAN ABD MUTTALIB BIN EMBONG,MALE,,9422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 37_N.17,TERENGGANU,P. 37,MARANG,N.17,ALUR LIMBAT,BA - PAS,,14772,3275,82.61,12203,48,280,11875,UMNO,ALIAS BIN ABDULLAH,MALE,,4300,,PAS,YAHAYA BIN ALI,MALE,,7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 37_N.18,TERENGGANU,P. 37,MARANG,N.18,BUKIT PAYUNG,BA - PAS,,13188,2356,85.30,11249,12,221,11016,UMNO,DATO' DR. ABDUL LATIFF BIN AWANG,MALE,,4330,,PAS,USTAZ HAJI HASSAN MOHD SALLEH,MALE,,6686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 37_N.19,TERENGGANU,P. 37,MARANG,N.19,RU RENDANG,BA - PAS,,14937,3843,81.17,12125,18,188,11919,UMNO,TENGKU ZAINUDDIN BIN TENGKU ZAHID,MALE,,4038,,PAS,TUAN GURU HJ. ABDUL HADI BIN AWANG,MALE,,7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 37_N.20,TERENGGANU,P. 37,MARANG,N.20,PENGKALAN BERANGAN,BA - PAS,,15662,1609,83.17,13026,12,361,12653,UMNO,LATEF BIN MOHD NOOR,MALE,,5522,,PAS,HAJI MUSTAFA BIN ALI,MALE,,7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 38_N.21,TERENGGANU,P. 38,HULU TERENGGANU,N.21,TELEMUNG,BN - UMNO,,8508,660,90.13,7668,243,243,7182,UMNO,TENGKU PUTERA BIN TENGKU AWANG,MALE,,3921,,PAS,USTAZ JUSOH BIN OTHMAN,MALE,,3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 38_N.22,TERENGGANU,P. 38,HULU TERENGGANU,N.22,MANIR,BA - PAS,,10391,1916,83.97,8725,15,212,8498,UMNO,HAJI SHAMSUDDIN BIN SULONG,MALE,,3291,,PAS,USTAZ HAJI HARUN BIN TAIB,MALE,,5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 38_N.23,TERENGGANU,P. 38,HULU TERENGGANU,N.23,KUALA BERANG,BA - PAS,,9738,1844,85.37,8313,17,204,8092,UMNO,ABDULLAH BIN ISMAIL,MALE,,3124,,PAS,DR. MAMAD BIN PUTEH,MALE,,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 38_N.24,TERENGGANU,P. 38,HULU TERENGGANU,N.24,AJIL,BN - UMNO,,10409,125,84.72,8818,9,308,8501,UMNO,ROSOL BIN WAHID,MALE,,4313,,PAS,USTAZ ISMAIL BIN OSMAN,MALE,,4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 39_N.25,TERENGGANU,P. 39,DUNGUN,N.25,BUKIT BESI,BA - PAS,,8160,87,83.92,6848,20,179,6649,UMNO,USTAZ HAJI AWANG BIN JABAR,MALE,,3281,,PAS,USTAZ HAJI ROSLAN BIN HAJI ISMAIL,MALE,,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 39_N.26,TERENGGANU,P. 39,DUNGUN,N.26,RANTAU ABANG,BA - PAS,,10730,2443,82.73,8877,0,220,8657,UMNO,USTAZ HAJI SHAFIEE BIN DAUD,MALE,,3107,,PAS,USTAZ AZMAN SHAPAWI BIN ABDUL RANI,MALE,,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 39_N.27,TERENGGANU,P. 39,DUNGUN,N.27,SURA,BA - PAS,,13200,3173,78.03,10300,0,187,10113,UMNO,ZA'ABAR BIN DATO' HAJI MOHD ADIB,MALE,,3470,,PAS,USTAZ WAN HASSAN BIN MOHD RAMLI,MALE,,6643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 39_N.28,TERENGGANU,P. 39,DUNGUN,N.28,PAKA,BA - PAS,,12953,2686,84.53,10949,1,222,10726,UMNO,HAJI ROSLI BIN MAT HASSAN,MALE,,4020,,PAS,USTAZ HAJI SAIFUL BAHRI BIN MAMAT,MALE,,6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 40_N.29,TERENGGANU,P. 40,KEMAMAN,N.29,KEMASIK,BN - UMNO,,10051,104,81.60,8202,5,135,8062,UMNO,DATO' HAJI ABU BAKAR BIN ALI,MALE,,4083,,PAS,USTAZ ALIAS BIN HAMID,MALE,,3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 40_N.30,TERENGGANU,P. 40,KEMAMAN,N.30,KIJAL,BA - PAS,,10515,264,84.00,8833,49,198,8586,UMNO,AHMAD BIN SAID,MALE,,4161,,PAS,HAJI MOHAMAD BIN SULONG,MALE,,4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 40_N.31,TERENGGANU,P. 40,KEMAMAN,N.31,CUKAI,BA - PAS,,16618,436,77.66,12905,11,202,12692,UMNO,TAN SRI WAN MOKHTAR BIN AHMAD,MALE,,6128,,PAS,USTAZ HAJI AWANG DAGANG BIN JUSOH,MALE,,6564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 40_N.32,TERENGGANU,P. 40,KEMAMAN,N.32,AIR PUTIH,BA - PAS,,13432,479,81.44,10939,8,288,10643,UMNO,DR. RAMLI BIN TAIB,MALE,,5082,,PAS,HAJI ISMAIL BIN HARUN,MALE,,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 41_N.1,PULAU PINANG,P. 41,KEPALA BATAS,N.1,PENAGA,BN - UMNO,,12552,1211,79.93,10033,0,236,9797,UMNO,DATO' HAJI AZHAR BIN IBRAHIM,MALE,53,5504,,PAS,KHAZALI BIN HUSSIN,MALE,45,4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 41_N.2,PULAU PINANG,P. 41,KEPALA BATAS,N.2,BERTAM,BN - UMNO,,11318,3790,79.28,8973,0,251,8722,UMNO,HILMI BIN HJ ABDUL RAHID,MALE,45,6256,,,,,,,,PKN,MD ARIFFIN BIN MAS NAYEEM,MALE,34,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 41_N.3,PULAU PINANG,P. 41,KEPALA BATAS,N.3,PINANG TUNGGAL,BN - UMNO,,12894,4376,80.78,10416,2,342,10072,UMNO,DATO' YAHAYA BIN ABDUL HAMID,MALE,,7224,,,,,,,,PKN,ABDUL GHANI BIN HAROON,MALE,,2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 42_N.4,PULAU PINANG,P. 42,TASEK GELUGOR,N.4,PERMATANG BERANGAN,BN - UMNO,,12516,1106,80.77,10109,2,201,9906,UMNO,ABD. RO'NI BIN A. HASAN,MALE,,5506,,PAS,DR. HASSAN BIN HJ. AHMAD,MALE,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 42_N.5,PULAU PINANG,P. 42,TASEK GELUGOR,N.5,SUNGAI DUA,BN - UMNO,,12577,742,81.12,10202,6,228,9968,UMNO,JASMIN BIN MOHAMED,MALE,,5355,,PAS,USTAZ SOID BIN MOHD. AMIN,MALE,,4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 42_N.6,PULAU PINANG,P. 42,TASEK GELUGOR,N.6,TELOK AYER TAWAR,BN - UMNO,,13604,1293,73.43,9990,1,232,9757,UMNO,JAHARA BT. HAMID,FEMALE,,5525,,,,,,,,PKN,MOHD GHAZALI IBRAHIM,MALE,,4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 43_N.7,PULAU PINANG,P. 43,BAGAN,N.7,SUNGAI PUYU,BN - MCA,,26308,1070,79.97,21038,1,389,20648,MCA,LOO AH DEE,MALE,,10859,,DAP,PHEE BOON POH,MALE,,9789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 43_N.8,PULAU PINANG,P. 43,BAGAN,N.8,BAGAN JERMAL,BN - MCA,,22780,3084,73.14,16662,28,356,16278,MCA,DR. SAK CHENG LUM,MALE,,9681,,DAP,LIM HOCK SENG,MALE,,6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 43_N.9,PULAU PINANG,P. 43,BAGAN,N.9,PERAI,BN - MIC,,23020,2739,70.27,16176,3,382,15791,MIC,DR. K. RAJAPATHY,MALE,53,9174,,DAP,S. NEELAMEKAN,MALE,40,6435,,,,,,,,,,,,,,,,,,,,INDEPENDENT,VIJAYA,FEMALE,32,182,LOST DEPOSIT,,,,,,,,,,,,
P. 44_N.10,PULAU PINANG,P. 44,PERMATANG PAUH,N.10,SEBERANG JAYA,BN - UMNO,,18275,853,77.73,14205,3,209,13993,UMNO,DR RADIN AMIN BIN HJ. MUNIR,MALE,,7423,,,,,,,,PKN,HAIRUDDIN BIN OTHMAN,MALE,,6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 44_N.11,PULAU PINANG,P. 44,PERMATANG PAUH,N.11,PERMATANG PASIR,BA - PAS,,17279,3194,80.68,13940,0,274,13666,UMNO,DATO' HJ AHMAD B. SAAD,MALE,,5236,,PAS,HAMDAN ABD. RAHMAN,MALE,,8430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 44_N.12,PULAU PINANG,P. 44,PERMATANG PAUH,N.12,PENANTI,BA - PKN,,14112,1983,78.61,11094,0,267,10827,UMNO,ZULKEFLI BIN BAKAR,MALE,,4422,,,,,,,,PKN,ABDUL RAHMAN BIN ABDUL KADIR,MALE,,6405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 45_N.13,PULAU PINANG,P. 45,BUKIT MERTAJAM,N.13,BERAPIT,BN - MCA,,18738,2594,77.64,14549,24,279,14246,MCA,LAU CHIEK TUAN,MALE,,8420,,DAP,CHONG ENG,FEMALE,,5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 45_N.14,PULAU PINANG,P. 45,BUKIT MERTAJAM,N.14,MACHANG BUBUK,BN - GERAKAN,,22233,2059,79.13,17594,12,379,17203,GERAKAN,DR. TOH KIN WOON,MALE,,9631,,,,,,,,PKN,LIM BOON TONG,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 45_N.15,PULAU PINANG,P. 45,BUKIT MERTAJAM,N.15,BUKIT TENGAH,BN - GERAKAN,,25636,3600,77.33,19825,17,448,19360,GERAKAN,NG SIEW LAI,FEMALE,,11480,,DAP,TAN AH HUAT,,,7880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 46_N.16,PULAU PINANG,P. 46,NIBONG TEBAL,N.16,SUNGAI BAKAP,BN - GERAKAN,,18086,2751,78.64,14222,14,329,13879,GERAKAN,LAI CHEW HOCK,MALE,,8315,,,,,,,,PKN,USTAZ MOKHTAR,MALE,,5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 46_N.17,PULAU PINANG,P. 46,NIBONG TEBAL,N.17,JAWI,BN - MCA,,21712,1060,79.04,17162,13,451,16698,MCA,TAN CHENG LIANG,FEMALE,,8879,,DAP,TEOH SEANG HOOI,,,7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 46_N.18,PULAU PINANG,P. 46,NIBONG TEBAL,N.18,SUNGAI ACHEH,BN - UMNO,,13469,1754,77.43,10429,4,221,10204,UMNO,DATO' HAJI ABDUL RASHID ABDULLAH,MALE,,5979,,PAS,HAJI ISMAIL BIN SUPA,MALE,,4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 47_N.19,PULAU PINANG,P. 47,BUKIT BENDERA,N.19,TANJONG BUNGA,BN - GERAKAN,,24504,6861,73.20,17937,186,390,17361,GERAKAN,DR. KOH TSU KOON,MALE,,12111,,DAP,WONG HANG YOKE,,,5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 47_N.20,PULAU PINANG,P. 47,BUKIT BENDERA,N.20,AIR ITAM,BN - MCA,,24436,3708,72.66,17755,34,351,17370,MCA,LYE SIEW WENG,MALE,,10539,,DAP,ONG HOCK AUN,,,6831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 47_N.21,PULAU PINANG,P. 47,BUKIT BENDERA,N.21,KEBUN BUNGA,BN - GERAKAN,,20672,3409,68.67,14195,162,340,13693,GERAKAN,DR. TENG HOCK NAN,MALE,,8551,,DAP,LIM KIT SIANG,MALE,,5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 48_N.22,PULAU PINANG,P. 48,TANJONG,N.22,PADANG KOTA,BN - GERAKAN,,18943,1640,65.08,12329,0,267,12062,GERAKAN,TENG CHONG YEOW,MALE,,6851,,DAP,CHOW KON YEOW,MALE,,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 48_N.23,PULAU PINANG,P. 48,TANJONG,N.23,PENGKALAN KOTA,BN - MCA,,21761,2955,77.01,16758,3,352,16403,MCA,LEE HACK TEIK,MALE,,9679,,DAP,LAI HON MENG,,,6724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 48_N.24,PULAU PINANG,P. 48,TANJONG,N.24,KAMPONG KOLAM,BN - MCA,,20556,1885,69.66,14319,0,300,14019,MCA,LIM GIM SOON,MALE,,7952,,DAP,GOOI SEONG KIN,,,6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 49_N.25,PULAU PINANG,P. 49,JELUTONG,N.25,DATOK KERAMAT,BN - GERAKAN,,20025,3148,72.04,14427,13,364,14050,GERAKAN,LIM BOO CHANG,MALE,,8599,,DAP,KARPAL SINGH A/L RAM SINGH,MALE,,5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 49_N.26,PULAU PINANG,P. 49,JELUTONG,N.26,SUNGAI PINANG,BN - GERAKAN,,19039,3626,72.00,13709,0,371,13338,GERAKAN,LOOI SWEE CHEANG,MALE,,8482,,DAP,ASAMALEY A/L SINNIAH,MALE,,4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 49_N.27,PULAU PINANG,P. 49,JELUTONG,N.27,BATU LANCANG,BA - DAP,,20308,281,74.37,15104,6,315,14783,GERAKAN,LAN TEE BENG,MALE,,7251,,DAP,LAW HENG KIANG,,,7532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 50_N.28,PULAU PINANG,P. 50,BAYAN BARU,N.28,BUKIT GELUGOR,BN - MCA,,23888,4017,73.19,17484,32,273,17179,MCA,KOAY KAR HUAH,MALE,,10598,,DAP,JAGDEEP SINGH DEO,MALE,,6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 50_N.29,PULAU PINANG,P. 50,BAYAN BARU,N.29,PAYA TERUBONG,BN - MCA,,32240,6236,77.06,24845,18,467,24360,MCA,DR. LOH HOCK HUN,MALE,,15298,,DAP,FONG KAM CHEONG,,,9062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 50_N.30,PULAU PINANG,P. 50,BAYAN BARU,N.30,BATU UBAN,BN - GERAKAN,,28567,6070,73.74,21065,168,345,20552,GERAKAN,DATO' KEE PHAIK CHEEN,FEMALE,,13311,,,,,,,,PKN,SALMA BINTI ISMAIL,FEMALE,,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 51_N.31,PULAU PINANG,P. 51,BALIK PULAU,N.31,BAYAN LEPAS,BN - GERAKAN,,24398,3846,77.22,18841,338,383,18120,GERAKAN,LIM CHIEN AUN,MALE,,10451,,,,,,,,PKN,MOHIDEEN ABDUL KADER,MALE,,6605,,MDP,TAN BAN YEW,,,1064,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 51_N.32,PULAU PINANG,P. 51,BALIK PULAU,N.32,TELOK KUMBAR,BN - UMNO,,19717,4552,75.30,14846,17,323,14506,UMNO,SYED AMERUDDIN B SYED AHMAD,MALE,,9529,,PAS,HAJI ABDUL AZIZ BIN ISMAIL,MALE,,4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 51_N.33,PULAU PINANG,P. 51,BALIK PULAU,N.33,TELOK BAHANG,BN - UMNO,,17960,3019,75.32,13528,0,307,13221,UMNO,DATO' DR HILMI YAHAYA,MALE,,8120,,,,,,,,PKN,JOHARI BIN KASSIM,MALE,,5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 52_N.1,PERAK,P. 52,GERIK,N.1,PENGKALAN HULU,BN - UMNO,,14296,3056,76.00,10865,762,265,9838,UMNO,IBRAHIM BIN MOHD HANAFIAH,MALE,,6447,,PAS,USTAZ HJ MOHD ARIF HJ ARIPIN,MALE,,3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 52_N.2,PERAK,P. 52,GERIK,N.2,TEMENGOR,BN - UMNO,,11879,2060,66.98,7956,558,170,7228,UMNO,MOKHTARUDIN BIN MOHD KAYA,MALE,,4644,,,,,,,,PKN,MOHAMAD TARMIZI HAMID,MALE,,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 52_N.3,PERAK,P. 52,GERIK,N.3,KENERING,BN - UMNO,,11910,1526,66.18,7882,18,166,7698,UMNO,MOHD TAJOL ROSLI GHAZALI,MALE,,4612,,PAS,USTAZ AZMAN PANDAK,MALE,,3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 53_N.4,PERAK,P. 53,LARUT,N.4,SELAMA,BN - UMNO,,18638,1549,68.05,12684,37,366,12281,UMNO,HJ. MOHD ALI BIN HJ. MOHD ISA,MALE,,6915,,PAS,USTAZ MOHD. FAIZ,MALE,,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 53_N.5,PERAK,P. 53,LARUT,N.5,BATU KURAU,BN - UMNO,,18043,1773,72.02,12995,19,345,12631,UMNO,HJ. MOHD JAFRI BIN HJ. MOHD YUNUS,MALE,,7202,,PAS,UST. SAARI BIN OSMAN,MALE,,5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
