UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 124,MELAKA,P. 124,JASIN,BN - UMNO,DATUK SERI ABU ZAHAR BIN HJ. ISNIN,MALE,60,
P. 125,JOHOR,P. 125,SEGAMAT,BN - MIC,SUBRAMANIAM A/L SINNIAH @ DATO S. SUBRA,MALE,55,
P. 126,JOHOR,P. 126,LEDANG,BN - UMNO,HASHIM BIN ISMAIL,MALE,54,
P. 127,JOHOR,P. 127,PAGOH,BN - UMNO,TAN SRI MUHYIDDIN YASSIN,MALE,52,
P. 128,JOHOR,P. 128,LABIS,BN - MCA,DATO' SERI DR. LIM LIONG SEEK @ LING LIONG SIK,MALE,56,
P. 129,JOHOR,P. 129,MERSING,BN - UMNO,ABD. LATIFF BIN AHMAD,MALE,41,
P. 130,JOHOR,P. 130,KLUANG,BN - MCA,HOO SEONG CHANG,MALE,42,
P. 131,JOHOR,P. 131,PARIT SULONG,BN - UMNO,RUHANIE BIN AHMAD,MALE,,
P. 132,JOHOR,P. 132,BAKRI,BN - MCA,CHUA JUI MENG,MALE,56,
P. 133,JOHOR,P. 133,MUAR,BN - UMNO,DR ROBIA BT DATO' KOSAI,FEMALE,50,
P. 134,JOHOR,P. 134,SRI GADING,BN - UMNO,MOHAMAD BIN HAJI AZIZ,MALE,59,
P. 135,JOHOR,P. 135,BATU PAHAT,BN - UMNO,SIAM BIN KASRIN,MALE,,
P. 136,JOHOR,P. 136,TENGGARA,BN - UMNO,HISHAMMUDDIN BIN HUSSEIN,MALE,38,
P. 137,JOHOR,P. 137,SUNGAI BENUT,BN - UMNO,ABD HAMID BIN ABD RAHMAN,MALE,46,
P. 138,JOHOR,P. 138,SENAI,BN - MCA,LIM SI CHENG,MALE,49,
P. 139,JOHOR,P. 139,KOTA TINGGI,BN - UMNO,SYED HAMID BIN S. JAAFAR ALBAR,MALE,55,
P. 140,JOHOR,P. 140,TEBRAU,BN - UMNO,DATUK ALI HASSAN,MALE,61,
P. 141,JOHOR,P. 141,JOHOR BAHRU,BN - UMNO,MOHAMED KHALED NORDIN,MALE,41,
P. 142,JOHOR,P. 142,PULAI,BN - UMNO,DATO' HJ. ABDUL KADIR BIN ANNUAR,MALE,66,
P. 143,JOHOR,P. 143,GELANG PATAH,BN - MCA,TEU SI @ HANG SEE TEN,MALE,51,
P. 144,JOHOR,P. 144,PONTIAN,BN - MCA,ONG KA TING,MALE,43,
P. 145,WILAYAH PERSEKUTUAN LABUAN,P. 145,LABUAN,BN - UMNO,DATO' HAJI SUHAILI BIN ABDUL RAHMAN,MALE,38,
P. 146,SABAH,P. 146,MARUDU,BN - UMNO,DATU AMIR KAHAR BIN DATU MUSTAPHA,MALE,49,
P. 147,SABAH,P. 147,BANDAU,PBS,DR. MAXIMUS JOHNITY ONGKILI,MALE,46,
P. 148,SABAH,P. 148,KOTA BELUD,BN - UMNO,SALLEH SAID,MALE,42,
P. 149,SABAH,P. 149,TUARAN,BN - UPKO,WILFRED MADIUS TANGAU,MALE,41,
P. 150,SABAH,P. 150,GAYA,BN - SAPP,YONG TECK LEE,MALE,41,
P. 151,SABAH,P. 151,TANJONG ARU,PBS,DR. YEE MOH CHAI,MALE,44,
P. 152,SABAH,P. 152,PENAMPANG,BN - UPKO,PHILIP BENEDICT LASIMBANG @ PHILIP LASIMBANG,MALE,,
P. 153,SABAH,P. 153,PAPAR,BN - UMNO,OSU HAJI SUKAM,MALE,50,
P. 154,SABAH,P. 154,BEAUFORT,BN - UMNO,ANIFAH BIN AMAN,MALE,46,
P. 155,SABAH,P. 155,SIPITANG,BN - UMNO,DATUK DR. HJ YUSOF HJ YACOB,MALE,43,
P. 156,SABAH,P. 156,KINABALU,BN - UPKO,TAN SRI BERNARD GILUK DOMPOK,MALE,50,
P. 157,SABAH,P. 157,KENINGAU,PBS,DATUK JOSEPH PAIRIN KITINGAN,MALE,59,
P. 158,SABAH,P. 158,TENOM,BN - UMNO,RIZALMAN @ SUMIN BIN ABDULLAH @ SUMBING,MALE,40,
P. 159,SABAH,P. 159,BELURAN,BN - UMNO,RONALD KIANDEE,MALE,38,
P. 160,SABAH,P. 160,LIBARAN,BN - UMNO,JUSLIE BIN AJIROL,MALE,45,
P. 161,SABAH,P. 161,SANDAKAN,BN - LDP,LAU NGAN SIEW,MALE,56,
P. 162,SABAH,P. 162,KINABATANGAN,BN - UMNO,BUNG MOKTHAR RADIN,MALE,40,
P. 163,SABAH,P. 163,SILAM,BN - UMNO,DATUK RAILEY BIN HJ. JEFFREY,MALE,54,
P. 164,SABAH,P. 164,SEMPORNA,BN - UMNO,DATUK MOHD. SHAFIE APDAL,MALE,42,
P. 165,SABAH,P. 165,TAWAU,BN - SAPP,SHIM PAW FATT,MALE,,
P. 166,SARAWAK,P. 166,MAS GADING,BN - SNAP,TEKHEE @ DR. TIKI AK LAFE,MALE,46,
P. 167,SARAWAK,P. 167,SANTUBONG,BN - PBB,ROHANI BINTI ABDUL KARIM @ HAJJAH ROHANI BINTI HAJI ABDUL KARIM,FEMALE,44,
P. 168,SARAWAK,P. 168,PETRA JAYA,BN - PBB,SULAIMAN DAUD @ DATUK AMAR DR. HAJI SULAIMAN HAJI DAUD,MALE,66,
P. 169,SARAWAK,P. 169,BANDAR KUCHING,BN - SUPP,SONG SWEE GUAN,MALE,59,
P. 170,SARAWAK,P. 170,STAMPIN,BN - SUPP,YONG KHOON HIANG @ YONG KHOON SENG,MALE,58,
P. 171,SARAWAK,P. 171,KOTA SAMARAHAN,BN - PBB,ABDUL TAIB BIN MAHMUD @ YAB DATUK PATINGGI HJ ABDUL TAIB B. MAHMUD,MALE,63,
P. 172,SARAWAK,P. 172,MAMBONG,BN - DIRECT,JAMES DAWOS MAMIT @ DR. DAWOS MAMIT,MALE,50,
P. 173,SARAWAK,P. 173,SERIAN,BN - SUPP,RICHARD RIOT JAEM,MALE,48,
P. 174,SARAWAK,P. 174,BATANG SADONG,BN - PBB,HAJJAH SUKINAM DOMO,FEMALE,52,
P. 175,SARAWAK,P. 175,BATANG LUPAR,BN - PBB,WAN JUNAIDI TUANKU JAAFAR,MALE,53,
P. 176,SARAWAK,P. 176,SRI AMAN,BN - PBDS,JIMMY LIM @ JIMMY DONALD,MALE,54,
P. 177,SARAWAK,P. 177,LUBOK ANTU,BN - PBDS,JAWAH ANAK GERANG,MALE,45,
P. 178,SARAWAK,P. 178,BETONG,BN - PBB,DOUGLAS UGGAH EMBAS,MALE,44,Y
P. 179,SARAWAK,P. 179,SARATOK,BN - SNAP,DATUK PETER TINGGOM AK. KAMARAU,MALE,75,
P. 180,SARAWAK,P. 180,KUALA RAJANG,BN - PBB,MOHD EFFENDI BIN NORWAWI @ DATUK MOHD EFFENDI BIN NORWAWI,MALE,51,
P. 181,SARAWAK,P. 181,SARIKEI,BN - SUPP,LAW HIENG DING,MALE,63,
P. 182,SARAWAK,P. 182,JULAU,BN - PBDS,JOSEPH SALANG ANAK GANDUM,MALE,48,
P. 183,SARAWAK,P. 183,KANOWIT,BN - PBDS,LEO MOGGIE AK IROK @ MOGGIE @ DATUK AMAR LEO MOGGIE,MALE,58,
P. 184,SARAWAK,P. 184,LANANG,BN - SUPP,TIONG THAI KING,MALE,54,
P. 185,SARAWAK,P. 185,SIBU,BN - SUPP,ROBERT LAU HOI CHEW,MALE,57,
P. 186,SARAWAK,P. 186,MUKAH,BN - PBB,DATUK DR. LEO MICHAEL TOYAD,MALE,49,
P. 187,SARAWAK,P. 187,SELANGAU,BN - PBDS,JOSEPH MAUH ANAK IKEH,MALE,48,
P. 188,SARAWAK,P. 188,KAPIT,BN - PBB,ALEXANDER NANTA LINGGI,MALE,41,
P. 189,SARAWAK,P. 189,HULU RAJANG,BN - PBDS,ABIT JOO @ BILLY ABIT JOO,MALE,50,
P. 190,SARAWAK,P. 190,BINTULU,BN - SNAP,TIONG KING SING @ DATO' TIONG KING SING,MALE,38,
P. 191,SARAWAK,P. 191,MIRI,BN - SUPP,DATUK PETER CHIN FAH KUI,MALE,54,
P. 192,SARAWAK,P. 192,BARAM,BN - SNAP,JACOB DUNGAU SAGAN,MALE,53,
P. 193,SARAWAK,P. 193,BUKIT MAS,BN - PBB,HENRY SUM AGONG,MALE,53,
