UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 179_N. 36,SABAH,P. 179,RANAU,N. 36,KUNDASANG,GRS - PBS,DR. JOACHIM GUNSALAM,MALE,67,
P. 179_N. 37,SABAH,P. 179,RANAU,N. 37,KARANAAN,GRS - PGRS,MASIDI BIN MANJUN @ MASDI,MALE,75,
P. 179_N. 38,SABAH,P. 179,RANAU,N. 38,PAGINATAN,KDM,DATUK RUSDIN BIN RIMAN,MALE,64,
P. 180_N. 39,SABAH,P. 180,KENINGAU,N. 39,TAMBUNAN,STAR,DSP DR. JEFFREY G. KITINGAN,MALE,78,
P. 180_N. 40,SABAH,P. 180,KENINGAU,N. 40,BINGKOR,STAR,MOHD ISHAK BIN AYUB,MALE,57,
P. 180_N. 41,SABAH,P. 180,KENINGAU,N. 41,LIAWAN,BN - UMNO,NIK MOHD NADZRI BIN NIK ZAWAWI,MALE,46,
P. 181_N. 42,SABAH,P. 181,TENOM,N. 42,MELALAP,PH - PKR,JAMAWI BIN JA'AFAR,MALE,51,
P. 181_N. 43,SABAH,P. 181,TENOM,N. 43,KEMABONG,GRS - PGRS,RUBIN BALANG,MALE,62,
P. 182_N. 44,SABAH,P. 182,PENSIANGAN,N. 44,TULID,INDEPENDENT - MANGOSTEEN,JORDAN JUDE ELLRON,MALE,28,
P. 182_N. 45,SABAH,P. 182,PENSIANGAN,N. 45,SOOK,BN - PBRS,DATO' SRI ARTHUR JOSEPH KURUP,MALE,43,
P. 182_N. 46,SABAH,P. 182,PENSIANGAN,N. 46,NABAWAN,GRS - PGRS,DATUK ABD. GHANI MOHD. YASSIN,MALE,64,
P. 183_N. 47,SABAH,P. 183,BELURAN,N. 47,TELUPID,GRS - PBS,JONNYBONE J KURUM,MALE,49,
P. 183_N. 48,SABAH,P. 183,BELURAN,N. 48,SUGUT,GRS - PGRS,DATUK JAMES RATIB,MALE,58,
P. 183_N. 49,SABAH,P. 183,BELURAN,N. 49,LABUK,GRS - PGRS,SAMAD BIN JAMBRI,MALE,52,
P. 184_N. 50,SABAH,P. 184,LIBARAN,N. 50,GUM-GUM,WARISAN,ARUNARNSIN BIN TAIB,MALE,59,
P. 184_N. 51,SABAH,P. 184,LIBARAN,N. 51,SUNGAI MANILA,GRS - PGRS,HAZEM MUBARAK MUSA,MALE,43,
P. 184_N. 52,SABAH,P. 184,LIBARAN,N. 52,SUNGAI SIBUGA,WARISAN,LISA HASSAN ALBAN,FEMALE,49,
P. 185_N. 53,SABAH,P. 185,BATU SAPI,N. 53,SEKONG,WARISAN,ALIAS BIN SANI,MALE,56,
P. 185_N. 54,SABAH,P. 185,BATU SAPI,N. 54,KARAMUNTING,WARISAN,ALEX TK WONG,MALE,53,
P. 186_N. 55,SABAH,P. 186,SANDAKAN,N. 55,ELOPURA,WARISAN,CALVIN CHONG,MALE,48,
P. 186_N. 56,SABAH,P. 186,SANDAKAN,N. 56,TANJONG PAPAT,WARISAN,ALEX THIEN,MALE,34,
P. 187_N. 57,SABAH,P. 187,KINABATANGAN,N. 57,KUAMUT,GRS - PGRS,MASIUNG BANAH,MALE,53,
P. 187_N. 58,SABAH,P. 187,KINABATANGAN,N. 58,LAMAG,BN - UMNO,BUNG MOKTAR RADIN,MALE,66,
P. 187_N. 59,SABAH,P. 187,KINABATANGAN,N. 59,SUKAU,BN - UMNO,JAFRY BIN ARIFFIN,MALE,62,
P. 188_N. 60,SABAH,P. 188,LAHAD DATU,N. 60,TUNGKU,WARISAN,ASSAFFAL P. ALIAN,MALE,60,
P. 188_N. 61,SABAH,P. 188,LAHAD DATU,N. 61,SEGAMA,WARISAN,MUHAMMAD BIN ABDUL KARIM,MALE,46,
P. 188_N. 62,SABAH,P. 188,LAHAD DATU,N. 62,SILAM,WARISAN,DATO' DR HJ MOHAMMAD YUSOF BIN APDAL,MALE,65,
P. 188_N. 63,SABAH,P. 188,LAHAD DATU,N. 63,KUNAK,BN - UMNO,ANIL SANDHU,MALE,40,
P. 189_N. 64,SABAH,P. 189,SEMPORNA,N. 64,SULABAYAN,WARISAN,JAUJAN BIN SAMBAKONG,MALE,67,
P. 189_N. 65,SABAH,P. 189,SEMPORNA,N. 65,SENALLANG,WARISAN,MOHD SHAFIE BIN APDAL,MALE,68,
P. 189_N. 66,SABAH,P. 189,SEMPORNA,N. 66,BUGAYA,WARISAN,JAMIL BIN HAMZAH,MALE,46,
P. 190_N. 67,SABAH,P. 190,TAWAU,N. 67,BALUNG,GRS - PGRS,SYED AHMAD SYED ABAS,MALE,44,
P. 190_N. 68,SABAH,P. 190,TAWAU,N. 68,APAS,GRS - PGRS,DATUK HAJI NIZAM DSP HAJI ABU BAKAR TITINGAN,MALE,59,
P. 190_N. 69,SABAH,P. 190,TAWAU,N. 69,SRI TANJONG,WARISAN,JUSTIN WONG YUNG BIN,MALE,34,
P. 191_N. 70,SABAH,P. 191,KALABAKAN,N. 70,KUKUSAN,INDEPENDENT - TREE,RINA BINTI JAINAL,FEMALE,44,
P. 191_N. 71,SABAH,P. 191,KALABAKAN,N. 71,TANJUNG BATU,GRS - PGRS,DR ANDI RIZAL,MALE,38,
P. 191_N. 72,SABAH,P. 191,KALABAKAN,N. 72,MEROTAI,WARISAN,SARIFUDDIN HATA,MALE,51,
P. 191_N. 73,SABAH,P. 191,KALABAKAN,N. 73,SEBATIK,WARISAN,MANAHING TINGGILANI @ TANGGILANI,MALE,55,
