UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.40_N.17,PULAU PINANG,P.40,BALIK PULAU,N.17,SUNGAI NIBONG,BN - GERAKAN,,21985,4601,70.4,15478,144,15334,GERAKAN,TAN CHONG TEIK,MALE,,9083,,,,,,,,PAS,HAJI YUSOF BIN HAJI ABDULLAH,MALE,,1769,LOST DEPOSIT,PSRM,MOHIDEEN ABDUL KADER S/O MOHD. YUSOFF RAWTHER,MALE,,4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.40_N.18,PULAU PINANG,P.40,BALIK PULAU,N.18,BAYAN LEPAS,BN - UMNO,,16877,3614,76.27,12873,363,12510,UMNO,MOHD. ZAIN BIN HAJI OMAR,MALE,,8062,,,,,,,,,,,,,,PSRM,OSMAN BIN DIN,MALE,,4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.41_N.19,PULAU PINANG,P.41,BUKIT BENDERA,N.19,TANJONG BUNGA,BN - GERAKAN,,23058,3903,78.87,17495,366,17129,GERAKAN,KHOR NGAK SENG @ KHOR GARK KIM,MALE,,10250,,DAP,PETER DASON S/O MUTHU JAHA DASON @ PETER PAUL DASON,MALE,,6347,,,,,,,,,,,,,,,,,,,,INDEPENDENT,SOOSAI S/O SAVARIMUTHU,MALE,,532,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.41_N.20,PULAU PINANG,P.41,BUKIT BENDERA,N.20,AYER HITAM,BN - MCA,,22615,1603,76.58,17318,375,16943,MCA,LEE JONG KI @ LI JONG KI,MALE,,9273,,DAP,GOI HOCK SENG @ GOOI HOCK SENG,MALE,,7670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.41_N.21,PULAU PINANG,P.41,BUKIT BENDERA,N.21,PAYA TERUBONG,BN - MCA,,21588,3777,76.72,16562,329,16233,MCA,CHIN NYOK SOO,MALE,,8889,,DAP,WONG HANG YOKE,,,5112,,,,,,,,,,,,,,,,,,,,INDEPENDENT,R. RAJASINGAM S/O A. RASIAH,MALE,,971,LOST DEPOSIT,INDEPENDENT,LEE CHEE LIANG,MALE,34,1261,LOST DEPOSIT,,,,,,,,,,,,
P.42_N.22,PULAU PINANG,P.42,TANJONG,N.22,PADANG KOTA,BN - GERAKAN,,16772,6241,73.51,12330,269,12061,GERAKAN,DR. LIM CHONG EU,MALE,,9151,,DAP,LEE PI CHEANG,,,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.42_N.23,PULAU PINANG,P.42,TANJONG,N.23,KAMPONG KOLAM,BN - MCA,,19485,559,76.37,14880,319,14561,MCA,WONG HOONG KEAT,MALE,,7560,,DAP,TAN LOO JIT @ YIK KHOON,,,7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.42_N.24,PULAU PINANG,P.42,TANJONG,N.24,PENGKALAN KOTA,DAP,,22478,616,80.59,18115,305,17810,MCA,LIM KEAN SIEW,MALE,,8597,,DAP,TEOH TEIK HUAT,,,9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.43_N.25,PULAU PINANG,P.43,JELUTONG,N.25,DATOK KERAMAT,BN - GERAKAN,,20091,5346,73.68,14804,265,14539,GERAKAN,TEH EWE LIM,MALE,,9619,,DAP,OOI SOO TOE,,,4273,,PAS,MD. AZIS BIN ISKHAK,MALE,,647,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.43_N.26,PULAU PINANG,P.43,JELUTONG,N.26,SUNGAI PINANG,BN - GERAKAN,,24645,6371,76.61,18881,441,18440,GERAKAN,DR. ONG HOAN TOE,,,11361,,DAP,SHANMUGAM S/O NADASON,MALE,,4990,,PAS,IDRIS BIN HJ. OSMAN,MALE,,1517,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,PITCHAY A/L M. CHINNIAH,MALE,,572,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.43_N.27,PULAU PINANG,P.43,JELUTONG,N.27,BUKIT GELUGOR,DAP,,26357,880,76.19,20082,277,19805,MCA,LIM KAH PIN,MALE,,9179,,DAP,KARPAL SINGH A/L RAM SINGH,MALE,,10059,,,,,,,,SDP,ONG KEAN THONG,,,426,LOST DEPOSIT,,,,,,,INDEPENDENT,TAN TEIK LIM,,,141,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.44_N.1,PERAK,P.44,GERIK,N.1,TEMENGGOR,BN - UMNO,Y,12088,,,,,,UMNO,SHAMSUDDIN BIN DIN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.44_N.2,PERAK,P.44,GERIK,N.2,KENERING,BN - UMNO,,13421,3936,75.6,10146,562,9584,UMNO,WAN MOHAMED BIN WAN TEH,MALE,,6760,,DAP,CHAN AH KA @ CHOW PEK CHEE,MALE,,2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.45_N.3,PERAK,P.45,LARUT,N.3,SELAMA,BN - UMNO,,11472,3953,75.76,8691,160,8531,UMNO,ABDUL HAK @ ABD. AZIZ BIN HJ. AHMAD,MALE,,6242,,,,,,,,PAS,MOHAMED WAZI BIN CHE NGAH,MALE,,2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.45_N.4,PERAK,P.45,LARUT,N.4,BATU KURAU,BN - UMNO,,13781,4465,75.02,10339,246,10093,UMNO,ABDUL MANAN BIN MOHD. ALI,MALE,,7279,,,,,,,,PAS,HASSAN BIN TALIB,MALE,,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.46_N.5,PERAK,P.46,PARIT BUNTAR,N.5,SIMPANG LIMA,BN - UMNO,,18070,2064,75.3,13607,335,13272,UMNO,MOHAMED TAIB NAPIAH @ HANAFIAH,MALE,,7668,,,,,,,,PAS,JAAAFAR BIN ALI,MALE,,5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.46_N.6,PERAK,P.46,PARIT BUNTAR,N.6,KUALA KURAU,BN - BERJASA,,20149,1916,77.59,15633,445,15188,BERJASA,SHAARANI B. HAJI MOHAMED,MALE,,7051,,,,,,,,PAS,HASHIM BIN HAJI WALAD,MALE,,5135,,,,,,,,,,,,,,INDEPENDENT,OOI PENG YONG,,,3002,,,,,,,,,,,,,,,,,,,
P.47_N.7,PERAK,P.47,BAGAN SERAI,N.7,ALOR PONGSU,BN - UMNO,,21451,5531,73.37,15738,545,15193,UMNO,MOHAMED BIN ABAS,MALE,,9745,,DAP,JELANI BIN SAMAN,MALE,,1234,LOST DEPOSIT,PAS,SULAIMAN B. HJ. ZAIN,MALE,,4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.47_N.8,PERAK,P.47,BAGAN SERAI,N.8,GUNONG SEMANGGOL,BN - UMNO,,14887,1951,75.45,11232,357,10875,UMNO,SAMSUDIN BIN MAN,MALE,,6413,,,,,,,,PAS,SAFIAN BIN HJ. MD. NOR,MALE,,4462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.9,PERAK,P.48,SUNGAI SIPUT,N.9,LINTANG,BN - UMNO,,14860,5987,70.73,10510,238,10272,UMNO,MEOR OSMAN BIN IMAN PINAWA @ PANJANG MOHD. HANAPIAH,MALE,,7721,,DAP,WONG SHOW SHEEN,,,1734,,PAS,MOHD. SALLEH BIN HJ. IBRAHIM,MALE,,817,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.10,PERAK,P.48,SUNGAI SIPUT,N.10,JALONG,BN - GERAKAN,,17500,2424,77.05,13484,330,13154,GERAKAN,DATO LIM KENG YAIK @ LIM KHENG HENG,MALE,,7789,,DAP,NGOI THIAM WHO,,,5365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.49_N.11,PERAK,P.49,TAIPING,N.11,KEMUNTING,BN - UMNO,,19310,6178,73.49,14192,300,13892,UMNO,ABDUL KHALID MOHD. NASIR,MALE,,9248,,DAP,CLEMENT EUSTACE DE BRITO,MALE,,3070,,PAS,SAFARI BIN ABDULLAH,MALE,,1574,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.49_N.12,PERAK,P.49,TAIPING,N.12,KELIAN PAUH,BN - GERAKAN,,34866,2027,74.37,25930,693,25237,GERAKAN,SIEW KOK KAN,MALE,,13632,,DAP,LIM NYIT SIN,,,11605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.50_N.13,PERAK,P.50,MATANG,N.13,CHANGKAT JERING,BN - GERAKAN,,20614,5804,75.66,15596,364,15232,GERAKAN,CHEONG KAI FU,MALE,,9416,,DAP,YIP WAH,,,3612,,PAS,JAAFAR BIN MAT ARIF,MALE,,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.50_N.14,PERAK,P.50,MATANG,N.14,BUKIT GANTANG,BN - UMNO,,14548,3229,72.98,10618,303,10315,UMNO,HAJI HASHIM BIN HAJI GHAZALI,MALE,,6772,,,,,,,,PAS,HASSAN BIN HAJI YAHAYA,MALE,,3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.15,PERAK,P.51,PADANG RENGAS,N.15,LENGGONG,BN - UMNO,,13230,5507,74.93,9914,216,9698,UMNO,UMAR B. HAJI ISMAIL,MALE,,6998,,DAP,BACHAN SINGH,MALE,,1209,LOST DEPOSIT,PAS,AHMAD HELIMI B HJ. AB. SAMAD,MALE,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.16,PERAK,P.51,PADANG RENGAS,N.16,LUBOK MERBAU,BN - UMNO,,13401,2368,73.87,9900,296,9604,UMNO,MIOR ARIS B. MIOR ABU BAKAR,MALE,,5986,,,,,,,,PAS,HAJI AB. SAMAD BIN HAJI NOH,MALE,,3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_N.17,PERAK,P.52,KUALA KANGSAR,N.17,BUKIT CHANDAN,BN - UMNO,,17898,3833,70.48,12614,252,12362,UMNO,SHAARI BIN MOHD. NOOR,MALE,,7268,,DAP,FONG CHENG WEE,,,3435,,PAS,HASHIM B. HAJI MAD NOR @ HJ. NOR,MALE,,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_N.18,PERAK,P.52,KUALA KANGSAR,N.18,MANONG,BN - UMNO,,8637,1821,75.3,6504,197,6307,UMNO,SHAFIE BIN MAT SAMAN,MALE,,4064,,,,,,,,PAS,ZABIDIN BIN ALANG OTHMAN,MALE,,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_N.19,PERAK,P.53,KINTA,N.19,CHEMOR,BN - PPP,,40986,11665,73.23,30014,511,29503,PPP,CHIN KEE SEONG,MALE,,19413,,DAP,AHMED BIN AKI,MALE,,7748,,PAS,JAMALUDDIN B. MAT JALI @ HAJI JAMALUDDIN B. MAT JALI,MALE,,2049,LOST DEPOSIT,PEKEMAS,ABU SAMAH BIN MAJID,MALE,,293,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_N.20,PERAK,P.53,KINTA,N.20,GOPENG,BN - MCA,,28376,3381,76.76,21782,443,21339,MCA,LOKE YUEN YOW,MALE,29,12018,,DAP,KAKLIMUTHU A/L RANGGAYAH,MALE,,8637,,PAS,MOHAMAD NOR B. SELAH,MALE,,684,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,JAGANATHAN A/L NARIANASAMY,MALE,,731,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.54_N.21,PERAK,P.54,IPOH,N.21,GUNTONG,BN - MCA,,38195,6515,70.37,26880,468,26412,MCA,CHIN YOONG FEE,MALE,,16098,,DAP,POON SOO HAR,MALE,,9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.54_N.22,PERAK,P.54,IPOH,N.22,KEPAYANG,DAP,,38418,161,73.67,28304,484,27820,PPP,LAM KAM WAH,MALE,,13453,,DAP,LIM CHO HOCK,,,13614,,,,,,,,,,,,,,,,,,,,INDEPENDENT,LEONG WAI MAN,,,753,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.55_N.23,PERAK,P.55,MENGLEMBU,N.23,PASIR PUTEH,BN - MCA,,41946,2916,72.66,30477,857,29620,MCA,LIEW YOON SIN,MALE,,16268,,DAP,LOKE SUI CHUN,,,13352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.55_N.24,PERAK,P.55,MENGLEMBU,N.24,KUALA PARI,BN - MCA,,30361,3159,75.51,22927,730,22197,MCA,SEW HUA KEW @ WU LIAN HWA,FEMALE,,12678,,DAP,LEE KAK HOI,,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_N.25,PERAK,P.56,BERUAS,N.25,PENGKALAN BHARU,BN - UMNO,,12695,5406,76.85,9756,200,9556,UMNO,ABD. MALIK BIN AHMAD,MALE,,7129,,DAP,HOR CHOON AUN,,,1723,,PAS,JA'AFAR BIN PUTEH,MALE,,704,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_N.26,PERAK,P.56,BERUAS,N.26,PANTAI REMIS,DAP,,18696,660,76.58,14318,296,14022,PPP,LAI HAI MENG,,,5066,,DAP,YU YANG KIEN,,,5726,,,,,,,,,,,,,,,,,,,,INDEPENDENT,HEONG HENG KENG @ YOUNG HEOW CHOO,,,1139,LOST DEPOSIT,INDEPENDENT,HO TEH HONG,,,2091,,,,,,,,,,,,,
P.57_N.27,PERAK,P.57,PARIT,N.27,BELANJA,BN - UMNO,Y,17864,,,,,,UMNO,DATUK AHMAD AZIZUDDIN ZAINAL ABIDIN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.57_N.28,PERAK,P.57,PARIT,N.28,BOTA,BN - UMNO,,18323,3046,73.22,13417,577,12840,UMNO,ROKIAH BT. KAYAT,FEMALE,,7943,,,,,,,,PAS,OTHMAN BIN ARIS,MALE,,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.58_N.29,PERAK,P.58,BATU GAJAH,N.29,TANJUNG TUALANG,BN - MCA,,23031,4503,75.39,17364,468,16896,MCA,TAN TIEW BOCK,MALE,,10495,,DAP,FOO TIEW KOK @ FOO PIEW KOK,,,5992,,PAS,OMM BIN MOHAMED,MALE,,409,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.58_N.30,PERAK,P.58,BATU GAJAH,N.30,KAMPAR,BN - MCA,,24686,3225,75.31,18592,527,18065,MCA,ANG KOK YEANG,MALE,,10645,,DAP,SUM CHEOK LENG,,,7420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.59_N.31,PERAK,P.59,BATANG PADANG,N.31,TAPAH,BN - MCA,,15860,1961,76.81,12182,439,11743,MCA,LEE SOON HENG @ LEE CHAN FAI,MALE,,6852,,DAP,LOH JEE MEE,MALE,,4891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.59_N.32,PERAK,P.59,BATANG PADANG,N.32,CHENDERIANG,BN - MCA,,13395,4810,74.35,9959,473,9486,MCA,LOOK KUAN,MALE,,7148,,DAP,UDIN BIN SAID,MALE,,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.60_N.33,PERAK,P.60,LUMUT,N.33,SITIAWAN,BN - MIC,,21233,2996,75.91,16119,278,15841,MIC,RAJASEGARAN A/L SAMY NATHAN,MALE,,9005,,DAP,YEAK SIEW LEONG,,,6009,,PAS,MOHD. RAFIEI BIN MOHD. BAKRI,MALE,,827,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.60_N.34,PERAK,P.60,LUMUT,N.34,PANGKOR,DAP,,17466,1099,74.77,13059,214,12845,MCA,TANG AH LIK @ CHERNG CHIEN CHANG @ PETER TANG AH LIK,MALE,,5659,,DAP,DING CHECK MING @ TING CHEK MING,,,6758,,PAS,MOHAMED SALLEH B. MOHD. GAUS,MALE,,428,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.61_N.35,PERAK,P.61,HILIR PERAK,N.35,KAMPONG GAJAH,BN - UMNO,,15888,6272,71.08,11294,502,10792,UMNO,RAMLI BIN NGAH TALIB,MALE,,8532,,,,,,,,PAS,HAJI MOKHTAR BIN NGAH IBRAHIM,MALE,,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.61_N.36,PERAK,P.61,HILIR PERAK,N.36,SUNGAI MANIK,BN - UMNO,,17037,4626,74.35,12647,535,12112,UMNO,MOHAMED YUSOF @ MOHAMED B. MADIN,MALE,,8369,,,,,,,,PAS,RAIS BIN HAJI KADRI,MALE,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.37,PERAK,P.62,TELOK ANSON,N.37,PASIR BEDAMAR,DAP,,24845,2735,74.1,18411,421,17990,GERAKAN,GAN LOOT HENG,MALE,,6136,,DAP,MOHD. FADZLAN BIN YAHYA,MALE,,8871,,,,,,,,,,,,,,,,,,,,INDEPENDENT,TAN AH HEE,,,572,LOST DEPOSIT,INDEPENDENT,THEE AH KOW,,,2411,,,,,,,,,,,,,
P.62_N.38,PERAK,P.62,TELOK ANSON,N.38,CHANGKAT JONG,BN - UMNO,,15537,5478,73.89,11480,303,11177,UMNO,MOHD. ARSHAD B. ABDULLAH @ ZAINOL ABIDIN B. ABDULLAH,MALE,,7746,,DAP,LIM AH CHUAN,,,2268,,PAS,JOHAR B. AHMAD,MALE,,1055,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,AHMAD HARNAINI BIN ABDUL AZIZ,MALE,,108,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.63_N.39,PERAK,P.63,TANJONG MALIM,N.39,BIDOR,BN - MCA,,20077,5411,76.36,15331,380,14951,MCA,SONG YONG PHEOW,MALE,,9647,,DAP,KANDIAH PETER A/L KANDIAH,MALE,,4236,,PAS,OMAR BIN AMIN @ HJ. AMIN,MALE,,1068,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.63_N.40,PERAK,P.63,TANJONG MALIM,N.40,SLIM,BN - UMNO,,18759,5865,71.06,13331,478,12853,UMNO,ZOL KARNAINI @ DZULKARNAIAN BIN HAJI ABDUL RAHMAN,MALE,,9359,,DAP,RAJAN NAIDU S/O RAJAN,MALE,,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_N.41,PERAK,P.64,BAGAN DATOK,N.41,RUNGKUP,BN - UMNO,,18004,4797,74.27,13372,435,12937,UMNO,MOHAMED YAACOB BIN HAJI MOHAMED,MALE,,8867,,,,,,,,PAS,AHMAD MASHUD BIN HAJI MASDUKI,MALE,,4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_N.42,PERAK,P.64,BAGAN DATOK,N.42,HUTAN MELINTANG,BN - UMNO,,17024,5102,71.58,12186,580,11606,UMNO,NAHWANY @ RADZIAH BINTI MARAHUDIN,FEMALE,,8354,,,,,,,,PAS,MOHHAMAD ARIS BIN BAKRI,MALE,,3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.1,PAHANG,P.65,LIPIS,N.1,JELAI,BN - UMNO,,6719,1968,67.49,4535,101,4434,UMNO,MOHD. HASHIM BIN IDRUS,MALE,,3201,,,,,,,,PAS,HAJI OSMAN BIN ABDUL HAMID,MALE,,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.2,PAHANG,P.65,LIPIS,N.2,TANAH RATA,BN - MIC,,10531,38,69.33,7301,275,7026,MIC,SANGARALINGAM A/L MUTHU MUTHAYA,MALE,,3432,,DAP,POON MAN KEM,,,3394,,,,,,,,,,,,,,,,,,,,INDEPENDENT,CHAY EE MONG,,,200,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.65_N.3,PAHANG,P.65,LIPIS,N.3,BUKIT BETONG,BN - UMNO,,5276,975,76.72,4048,99,3949,UMNO,ABDULLAH BIN HJ. SULAIMAN,MALE,,2462,,,,,,,,PAS,KASIM BIN YAHAYA,MALE,,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.4,PAHANG,P.65,LIPIS,N.4,BANDAR LIPIS,BN - MCA,,7177,1165,69.92,5018,129,4889,MCA,CHIN HON KIT,MALE,61,2373,,DAP,CHONG KON MIN,,,1208,,PAS,ABDUL WAHID BIN SAKYA,MALE,,1121,,,,,,,,,,,,,,INDEPENDENT,ABDUL RAHIM BIN MOHD. NOH,MALE,,187,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.65_N.5,PAHANG,P.65,LIPIS,N.5,BENTA,BN - UMNO,,6634,2789,72.32,4798,217,4581,UMNO,MOHD. ZUKI BIN KAMALUDDIN,MALE,,3685,,,,,,,,PAS,HAMZAH BIN HJ. HUSSAIN,MALE,,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.6,PAHANG,P.66,JERANTUT,N.6,TAHAN,BN - UMNO,,12148,3066,79.67,9679,207,9472,UMNO,ARMIA BIN ABDULLAH,MALE,,6269,,,,,,,,PAS,MOHAMED SIDEK BIN NORTI,MALE,,3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.7,PAHANG,P.66,JERANTUT,N.7,TEMBELING,BN - UMNO,,5366,631,77.21,4143,132,4011,UMNO,KAMARIAH BINTI MAT NOH,FEMALE,,2321,,,,,,,,PAS,SOLAHUDDIN BIN MOHD. ALI,MALE,,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.8,PAHANG,P.66,JERANTUT,N.8,JENDERAK,BN - UMNO,,6547,1565,76.13,4984,156,4828,UMNO,HAJI ABDULLAH HASHIM BIN MOHD. ALI,MALE,,2993,,DAP,DARUS BIN HAJI,MALE,,407,LOST DEPOSIT,PAS,NIK AHMAD BIN NIK MAN,MALE,,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.9,PAHANG,P.66,JERANTUT,N.9,BANDAR JERANTUT,BN - MCA,,10221,1461,73.04,7466,190,7276,MCA,HAR CHAI @ HO CHOCK KEONG,MALE,,3487,,DAP,MONG JIT SAN,,,292,LOST DEPOSIT,PAS,AHMAD BIN TALIB,MALE,,2026,,,,,,,,,,,,,,INDEPENDENT,KEONG KWAI SANG @ KONG KWAI CHAN,MALE,,1471,,,,,,,,,,,,,,,,,,,
P.66_N.10,PAHANG,P.66,JERANTUT,N.10,KERDAU,BN - UMNO,,6232,2021,75.69,4717,170,4547,UMNO,ABDULLAH BIN KIA,MALE,,3284,,,,,,,,PAS,MOHD. LAZIM BIN SALLEH,MALE,,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_N.11,PAHANG,P.67,KUANTAN,N.11,BESERAH,BN - UMNO,,13581,2945,71.62,9727,410,9317,UMNO,LATIFAH BINTI ABDUL GHAFFAR,FEMALE,,5950,,,,,,,,PAS,SYED HASSAN BIN SYED IDROS,MALE,,3005,,,,,,,,,,,,,,INDEPENDENT,USTAZ SYED ABD. KADIR BIN SYED ALWY,MALE,,362,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.67_N.12,PAHANG,P.67,KUANTAN,N.12,SUNGAI LEMBING,BN - UMNO,,12359,4727,74.59,9219,175,9044,UMNO,WAN ABDULLAH BIN WAN OSMAN,MALE,,6250,,DAP,SHEIKH SAID BIN SHIKH AHMAD,MALE,,1523,,PAS,MOHD. TAJUDDIN BIN HAJI TAIB,MALE,,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_N.13,PAHANG,P.67,KUANTAN,N.13,BANDAR KUANTAN,BN - MCA,,21197,7430,70.61,14967,288,14679,MCA,LIM AH LEK @ LIM MOK SIANG,MALE,,10128,,DAP,LEE SIT YIN,,,2698,,PAS,TENGKU ALISHAHDAN BIN TENGKU ENDUT,MALE,,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.14,PAHANG,P.68,RAUB,N.14,BATU TALAM,BN - UMNO,,8653,3158,74.16,6417,245,6172,UMNO,ABDUL RAZAK BIN HITAM,MALE,,4665,,,,,,,,PAS,SYED IBRAHIM BIN SYED ABD. RAHMAN,MALE,,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.15,PAHANG,P.68,RAUB,N.15,DONG,BN - UMNO,,9324,2020,77.2,7198,211,6987,UMNO,TENGKU MUSTAPHA BIN TENGKU SETI,MALE,,4064,,DAP,CHONG YOKE LEE,FEMALE,24,2044,,PAS,ZAHARIN BIN MUHAMAD,MALE,,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
