UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PSRM,PSRM CANDIDATE,PSRM CANDIDATE SEX,PSRM CANDIDATE AGE,PSRM VOTE,PSRM CANDIDATE LOST DEPOSIT,PEKEMAS,PEKEMAS CANDIDATE,PEKEMAS CANDIDATE SEX,PEKEMAS CANDIDATE AGE,PEKEMAS VOTE,PEKEMAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,K.I.T.A,K.I.T.A CANDIDATE,K.I.T.A CANDIDATE SEX,K.I.T.A CANDIDATE AGE,K.I.T.A VOTE,K.I.T.A CANDIDATE LOST DEPOSIT,I.P.P.P,I.P.P.P. CANDIDATE,I.P.P.P. CANDIDATE SEX,I.P.P.P. CANDIDATE AGE,I.P.P.P VOTE,I.P.P.P CANDIDATE LOST DEPOSIT,SNAP,SNAP CANDIDATE,SNAP CANDIDATE SEX,SNAP CANDIDATE AGE,SNAP VOTE,SNAP CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P.93_N.20,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.20,LINGGI,BN - UMNO,,6451,2366,83.21,5368,231,5137,UMNO,SAMAD BIN SAID,MALE,,3678,,,,,,,,,,,,,,DAP,RETNA GHANDI,FEMALE,,1312,,,,,,,,I.P.P.P,SULAIMAN BIN ZAINAL,MALE,,147,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.21,NEGERI SEMBILAN,P.94,TAMPIN,N.21,KOTA,BN - UMNO,,7360,3185,81.09,5968,137,5831,UMNO,DAHALAN B. AMAN,MALE,,4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,SHAMSUDDIN B. DEWA,MALE,,1323,,,,,,,,,,,,,
P.94_N.22,NEGERI SEMBILAN,P.94,TAMPIN,N.22,GEMENCHEH,BN - UMNO,Y,9817,,,,,,UMNO,TAHA BIN ABD. TALIB,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.23,NEGERI SEMBILAN,P.94,TAMPIN,N.23,GEMAS,BN - UMNO,,8264,4017,78.98,6527,152,6375,UMNO,MD. SALLEH BIN MD. HASHIM,MALE,,5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SYED ZIN BIN SYED HUSIN,MALE,,1179,,,,,,,,,,,,,
P.94_N.24,NEGERI SEMBILAN,P.94,TAMPIN,N.24,ROMPIN,BN - MCA,,6160,119,75.89,4675,72,4603,MCA,YEE KOK CHING,MALE,,2304,,PSRM,CHAI YAU FOH @ CHAI POO,MALE,,114,LOST DEPOSIT,,,,,,,DAP,HU SE PANG,MALE,27,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.1,MELAKA,P.95,ALOR GAJAH,N.1,TABOH NANING,BN - UMNO,,8346,2769,71.78,5991,317,5674,UMNO,ABDUL RAZAK B. ALIAS,MALE,,3876,,PSRM,ABDUL RAHIM B. HAJI BASIR,MALE,,691,LOST DEPOSIT,PEKEMAS,HANAFIAH B. MOKHTAR,MALE,,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.2,MELAKA,P.95,ALOR GAJAH,N.2,SUNGAI BARU,BN - UMNO,Y,7500,,,,,,UMNO,HJ. ABD GHANI BIN ALI,MALE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.3,MELAKA,P.95,ALOR GAJAH,N.3,MACHAP,BN - MCA,,5785,1945,82.06,4747,262,4485,MCA,YEOW KAY,MALE,,3006,,,,,,,,PEKEMAS,AHAD B. OSMAN,MALE,,1061,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,AMAT B. MIUN,MALE,,418,LOST DEPOSIT,,,,,,,,,,,,
P.95_N.4,MELAKA,P.95,ALOR GAJAH,N.4,KELEMAK,BN - UMNO,,6489,1705,78.24,5077,346,4731,UMNO,ABDUL GHANI B. ISHAK,MALE,,3218,,,,,,,,PEKEMAS,A. KADIR B. HAMID,MALE,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.5,MELAKA,P.95,ALOR GAJAH,N.5,MASJID TANAH,BN - UMNO,,7568,3956,72.93,5519,242,5277,UMNO,JOHARI B. MOHD YUSOF,MALE,,4420,,,,,,,,PEKEMAS,MOHD. KASSIM B. HAJI YASIN,MALE,,393,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,YAACOB B. ISHAK,MALE,,464,LOST DEPOSIT,,,,,,,,,,,,
P.96_N.6,MELAKA,P.96,JASIN,N.6,BATANG MELAKA,BN - MCA,,7099,1701,77.69,5515,292,5223,MCA,LAI SEE LIONG,MALE,,2723,,PSRM,MINHAT B. MALUDIN,MALE,,172,LOST DEPOSIT,PEKEMAS,ABDUL AZIZ B. ABAS,MALE,,552,LOST DEPOSIT,DAP,FOO NYONG TIAM,MALE,,1022,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,HAJI MOHD. ADAM B. MOHD. ANAS,MALE,,754,,,,,,,,,,,,,
P.96_N.7,MELAKA,P.96,JASIN,N.7,NYALAS,BN - UMNO,,6278,2297,80.18,5034,316,4718,UMNO,SABARUDDIN B. YAAKUB,MALE,,3166,,,,,,,,PEKEMAS,JANTAN B. LEMAN,MALE,,683,,DAP,KWONG LYE SING,MALE,,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.8,MELAKA,P.96,JASIN,N.8,AYER PANAS,BN - UMNO,,7276,1533,76.91,5596,298,5298,UMNO,HASHIM B. HJ. YUSOF,MALE,,3240,,,,,,,,PEKEMAS,OTHMAN TAHA,MALE,,1707,,DAP,GAN KIM KEE,MALE,,351,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.9,MELAKA,P.96,JASIN,N.9,SERKAM,BN - UMNO,,6785,3247,76.74,5207,284,4923,UMNO,ABDUL AZIZ B. HJ. ALIAS,MALE,,4085,,,,,,,,PEKEMAS,ABDUL B. CHUDANG,MALE,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.10,MELAKA,P.96,JASIN,N.10,SUNGAI RAMBAI,BN - UMNO,,6289,1611,78.18,4917,300,4617,UMNO,HJ. AHMAD DAHLAN B. HJ SALLEH,MALE,,3114,,,,,,,,PEKEMAS,ABD. KARIM B. ABU,MALE,,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.11,MELAKA,P.97,BATU BERENDAM,N.11,TANJONG MINYAK,BN - PAS,,9137,2510,79.51,7265,455,6810,PAS,HAJI MOHD NOR BIN NOORDIN,MALE,,4660,,PSRM,BONG GEOK CHENG,MALE,,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.12,MELAKA,P.97,BATU BERENDAM,N.12,AYER KEROH,BN - UMNO,,7509,1785,81.6,6127,295,5832,UMNO,HAJI HASHIM PIT,MALE,,3441,,PSRM,HASNUL ABDUL HADI,MALE,,1656,,PEKEMAS,MD. SAID B. YAMAN,MALE,,182,LOST DEPOSIT,DAP,CLEMENT DE BRITTO,MALE,,553,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.13,MELAKA,P.97,BATU BERENDAM,N.13,AYER MOLEK,BN - UMNO,,6896,2899,80.13,5526,375,5151,UMNO,MD. DI BIN AB. GHANI,MALE,,4025,,PSRM,SIDEK B. AHMAD,MALE,,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.14,MELAKA,P.97,BATU BERENDAM,N.14,SUNGAI UDANG,BN - UMNO,,7144,2610,75.29,5379,331,5048,UMNO,DATUK HJ. AHMAD BIN HJ. MANAP,MALE,,3829,,PSRM,KOK CHAN BIN,MALE,,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.15,MELAKA,P.97,BATU BERENDAM,N.15,BUKIT RAMBAI,BN - UMNO,,7228,1269,74.29,5370,294,5076,UMNO,FATIMAH BT. AHMAD,FEMALE,,2630,,PSRM,MOHAMAD B. BAKAR,MALE,,1085,,,,,,,,DAP,LIM YAK TYE,MALE,,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.16,MELAKA,P.98,KOTA MELAKA,N.16,PRINGGIT,BN - MCA,,9181,2529,76.83,7054,277,6777,MCA,DATO' TAN CHENG SWEE,MALE,54,3999,,PSRM,LOW KYE CHYE,MALE,,473,LOST DEPOSIT,PEKEMAS,MIZAN PUTEH,MALE,,348,LOST DEPOSIT,DAP,HASSAN BAKTEE B. MOHD,MALE,,1470,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,HJ. MAIDIN BIN HJ. MANAP,MALE,,487,LOST DEPOSIT,,,,,,,,,,,,
P.98_N.17,MELAKA,P.98,KOTA MELAKA,N.17,TRANQUERAH,DAP,,8761,121,78.71,6896,182,6714,MCA,YOONG YONG POW,MALE,,2708,,PSRM,THEI NIU KIM,MALE,,916,,PEKEMAS,S. GEORGE DE SOUZA,MALE,,261,LOST DEPOSIT,DAP,CHAN TECK CHAN,MALE,,2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.18,MELAKA,P.98,KOTA MELAKA,N.18,KUBU,DAP,,9726,2865,81.85,7961,204,7757,MIC,SIVAPUNNIAM S/O KRISHNASAMY,MALE,,1881,,PSRM,THUM KIM KIU,MALE,,433,LOST DEPOSIT,PEKEMAS,TAN GIAP SENG,MALE,,697,LOST DEPOSIT,DAP,LIM KIT SIANG,MALE,33,4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.19,MELAKA,P.98,KOTA MELAKA,N.19,DURIAN DAUN,DAP,,8751,1050,76.79,6720,110,6610,MCA,NG CHONG CHEE,MALE,,2488,,PSRM,KHOO CHIN SUN,MALE,,334,LOST DEPOSIT,PEKEMAS,LEE KUO MING,MALE,,250,LOST DEPOSIT,DAP,YONG WEE YOK,MALE,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.20,MELAKA,P.98,KOTA MELAKA,N.20,BANDAR HILIR,DAP,,7951,555,75.89,6034,131,5903,MCA,GAN BOON LEONG,MALE,37,2538,,PSRM,MOHD. YUSOF B. HJ. MOHD,MALE,,138,LOST DEPOSIT,PEKEMAS,GEH THUAN CHOO,MALE,,134,LOST DEPOSIT,DAP,BERNARD STA MARIA,MALE,30,3093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.99_N.1,JOHOR,P.99,LABIS,N.1,BULOH KASAP,BN - MIC,,12716,4825,72.99,9281,332,8949,MIC,G. PASAMANICKAM,MALE,52,6887,,,,,,,,,,,,,,DAP,ALI BIN MOHD. DOM,MALE,,2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.99_N.2,JOHOR,P.99,LABIS,N.2,AYER PANAS,BN - MCA,,12753,6260,78.5,10011,179,9832,MCA,TEOH AH KHIANG,MALE,,8046,,,,,,,,,,,,,,DAP,A. S. PATRICK D'SILVA,MALE,,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100_N.3,JOHOR,P.100,SEGAMAT,N.3,BANDAR SEGAMAT,BN - MCA,,17507,5336,81.85,14329,811,13518,MCA,TAN PENG KHOON,MALE,,9427,,,,,,,,,,,,,,DAP,LEE AH MENG,MALE,,4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100_N.4,JOHOR,P.100,SEGAMAT,N.4,BUKIT SERAMPANG,BN - UMNO,Y,12645,,,,,,UMNO,HJ. TALIB BIN ALI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.5,JOHOR,P.101,KELUANG,N.5,BEKOK,BN - MCA,Y,13080,,,,,,MCA,NG NAM SENG,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.6,JOHOR,P.101,KELUANG,N.6,BANDAR KELUANG,DAP,,21685,703,69.67,15109,706,14403,MCA,LOW BOON HONG,MALE,,6850,,,,,,,,,,,,,,DAP ,LEE KAW,MALE,35,7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.7,JOHOR,P.102,TENGGAROH,N.7,ENDAU,BN - UMNO,,8399,3782,72.82,6116,208,5908,UMNO,ABD. RAHMAN BIN SABRI,MALE,,4845,,,,,,,,PEKEMAS,ASMUNI BIN PUTEH,MALE,,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.8,JOHOR,P.102,TENGGAROH,N.8,MERSING,BN - MCA,,8980,3803,75.7,6798,201,6597,MCA,TIAH ENG BEEN,MALE,,5200,,,,,,,,,,,,,,DAP,TAN TIEN LIM,MALE,,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_N.9,JOHOR,P.103,LEDANG,N.9,TANGKAK,BN - MCA,,13217,4672,73.61,9729,219,9510,MCA,LAU KHENG LAY,MALE,,7091,,,,,,,,,,,,,,DAP,TEY CHEN POW,MALE,,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_N.10,JOHOR,P.103,LEDANG,N.10,SEROM,BN - UMNO,Y,12653,,,,,,UMNO,NGAH BIN RAHMAN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.11,JOHOR,P.104,PAGOH,N.11,JORAK,BN - UMNO,Y,12218,,,,,,UMNO,HJ. ABDUL RAHMAN BIN MAHMUD,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.12,JOHOR,P.104,PAGOH,N.12,KESANG,BN - UMNO,Y,12062,,,,,,UMNO,DATO' HJ. OSMAN BIN MOHD. SAAT,MALE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.13,JOHOR,P.105,AYER HITAM,N.13,SRI LALANG,BN - MCA,Y,12776,,,,,,MCA,SOH AH TECK,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.14,JOHOR,P.105,AYER HITAM,N.14,SRI MEDAN,BN - UMNO,Y,13264,,,,,,UMNO,KAMISAN BIN HJ. ASARI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.15,JOHOR,P.106,MUAR,N.15,BANDAR MAHARANI,BN - MCA,,26785,6283,69.33,18571,740,17831,MCA,DATUK CHUA SONG LIM,MALE,,12057,,,,,,,,,,,,,,DAP,KHOO CHIN TOW,MALE,,5774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.16,JOHOR,P.106,MUAR,N.16,PARIT JAWA,BN - UMNO,,14737,5958,75.84,11176,844,10332,UMNO,MUHAMMAD ZIN BIN MAIDIN,MALE,,8145,,,,,,,,,,,,,,DAP,TENG YOKE LIM,MALE,,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.17,JOHOR,P.107,RENGGAM,N.17,LAYANG-LAYANG,BN - MCA,Y,18426,,,,,,MCA,LAW LAI HENG,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.18,JOHOR,P.107,RENGGAM,N.18,KULAI,BN - MCA,,17173,3547,79.53,13657,1240,12417,MCA,LAU TONG,MALE,,7982,,,,,,,,,,,,,,DAP,CHONG KEE KIAM,MALE,,4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108_N.19,JOHOR,P.108,PANTI,N.19,KOTA TINGGI,BN - UMNO,Y,12506,,,,,,UMNO,MOHD. SALLEH BIN TAHIR,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108_N.20,JOHOR,P.108,PANTI,N.20,JOHOR LAMA,BN - UMNO,Y,11055,,,,,,UMNO,YUSOF BIN MALIM KUNING @ ABDUL RAHMAN BIN MOHD. JANI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.21,JOHOR,P.109,SRI GADING,N.21,PARIT RAJA,BN - UMNO,Y,14252,,,,,,UMNO,YUSA BIN HJ. NAWAWI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.22,JOHOR,P.109,SRI GADING,N.22,SIMPANG RENGGAM,BN - UMNO,Y,12393,,,,,,UMNO,SYED ZAIN BIN IDRUS,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.23,JOHOR,P.110,SEMERAH,N.23,SRI MENANTI,BN - UMNO,,9838,4138,74.87,7366,552,6814,UMNO,DATIN ZAHARAH BTE. ABD MAJID,FEMALE,,5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,SAMAON BIN HJ. ABDUL MANAN,MALE,,1338,,,,,,,,,,,,,
P.110_N.24,JOHOR,P.110,SEMERAH,N.24,PESERAI,BN - UMNO,,19033,6402,73.8,14047,758,13289,UMNO,HAJI REDZUAN BIN HAJI SALIM,MALE,,9072,,,,,,,,,,,,,,DAP,WONG AH CHEW,MALE,,2670,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,HAJI ABDUL HADI,MALE,,1547,LOST DEPOSIT,,,,,,,,,,,,
P.111_N.25,JOHOR,P.111,BATU PAHAT,N.25,BANDAR PENGGARAM,BN - MCA,,22004,7793,76.04,16732,924,15808,MCA,TAN SIEW YONG,MALE,,10475,,,,,,,,,,,,,,DAP,HO LAI CHAN,MALE,,2682,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,PET LUDIN,MALE,,2651,,,,,,,,,,,,,
P.111_N.26,JOHOR,P.111,BATU PAHAT,N.26,RENGIT,BN - UMNO,Y,11711,,,,,,UMNO,AHMAD BIN PAIMAN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112_N.27,JOHOR,P.112,PONTIAN,N.27,BENUT,BN - UMNO,,16449,6867,75.85,12477,508,11969,UMNO,HJ. JALOK BIN DAING MALIBOK,MALE,,9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,USTAZ HJ. IBRAHIM TAHIR,MALE,,2551,,,,,,,,,,,,,
P.112_N.28,JOHOR,P.112,PONTIAN,N.28,KUKUP,BN - UMNO,Y,19216,,,,,,UMNO,ABDULLAH BIN SUDIN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113_N.29,JOHOR,P.113,PULAI,N.29,GELANG PATAH,BN - UMNO,,15820,5845,79.7,12609,1071,11538,UMNO,MD. YUNOS BIN SULAIMAN,MALE,,8175,,PSRM,HAMZAH M. YASSIN,MALE,,2330,,PEKEMAS,PAIMAN DAVID,MALE,,1033,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113_N.30,JOHOR,P.113,PULAI,N.30,SKUDAI,BN - UMNO,,18525,6705,73.57,13628,913,12715,UMNO,HJ. ELIAS BIN UDIN,MALE,,8951,,PSRM,ABDUL RAZAK AHMAD,MALE,35,2246,,,,,,,,DAP,ABDULLAH B. ABDUL HAMID,MALE,,1518,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114_N.31,JOHOR,P.114,JOHOR BAHRU,N.31,TIRAM,BN - UMNO,Y,18830,,,,,,UMNO,HASNAH BINTI AHMAD,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114_N.32,JOHOR,P.114,JOHOR BAHRU,N.32,TANJONG PETRI,BN - UMNO,,32704,9363,69.79,22823,1474,21349,UMNO,ABDUL HAMID BIN HJ. RAHMAT,MALE,,14719,,,,,,,,PEKEMAS,WAHAB BIN MALIK,MALE,,1274,LOST DEPOSIT,DAP,QUEK SWEE SIANG,MALE,,5356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131_N.1,SARAWAK,P.131,BAU - LUNDU,N.1,LUNDU,BN - SUPP,,6899,991,82.74,5708,399,5309,SUPP,CHONG KIM MOOK,MALE,,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,MICHAEL BONG THIAM JOON,MALE,,2159,,,,,,,,,,,,,,,,,,,
P.131_N.2,SARAWAK,P.131,BAU - LUNDU,N.2,BAU,SNAP,,10601,909,81.32,8621,928,7693,SUPP,ONG AH KHIN,MALE,,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,LEE NYAN CHOI,MALE,,4301,,,,,,,,,,,,,,,,,,,
P.132_N.3,SARAWAK,P.132,BANDAR KUCHING,N.3,KUCHING BARAT,BN - PBB,,14287,2603,78.36,11196,525,10671,PBB,ABANG ABU BAKAR BIN DATUK BANDAR ABANG HAJI MUSTAPHA,MALE,,6637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,HAJI DAWI BIN ABDUL RAHMAN,MALE,,4034,,,,,,,,,,,,,,,,,,,
P.132_N.4,SARAWAK,P.132,BANDAR KUCHING,N.4,KUCHING TIMOR,SNAP,,13888,1435,73.98,10275,384,9891,SUPP,STEPHEN YONG,MALE,,4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,LO FOOT KEE,MALE,,5663,,,,,,,,,,,,,,,,,,,
P.133_N.5,SARAWAK,P.133,SANTUBONG,N.5,SEMARIANG,BN - PBB,,8558,3774,78.35,6705,462,6243,PBB,AJIBAH AJOL,FEMALE,,4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,ABANG ABD. RAHIM BIN TUN ABANG HAJI OPENG,MALE,,1147,,INDEPENDENT - CANDLE,AWANG WAL BIN AWANG ABU,MALE,,175,LOST DEPOSIT,,,,,,,,,,,,
P.133_N.6,SARAWAK,P.133,SANTUBONG,N.6,SEKAMA,BN - SUPP,,11591,1153,75.81,8787,484,8303,SUPP,SIM KHENG HONG,MALE,,4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,SHIM PAN CHI,MALE,,3575,,,,,,,,,,,,,,,,,,,
P.134_N.7,SARAWAK,P.134,SAMARAHAN,N.7,SEBANDI,BN - PBB,,8496,3423,77.94,6622,489,6133,PBB,ABDUL RAHMAN HAMZAH,MALE,,4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,BUJANG BIN PULO,MALE,,1355,,,,,,,,,,,,,,,,,,,
P.134_N.8,SARAWAK,P.134,SAMARAHAN,N.8,MUARA TUANG,BN - PBB,,5092,1321,80.58,4103,417,3686,PBB,MOHAMMAD MUSA,MALE,,2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,MOHD. TAHIR BIN SHAM,MALE,,1147,,INDEPENDENT - HIBISCUS,FRANK DUSTINE SIRAI,MALE,,71,LOST DEPOSIT,,,,,,,,,,,,
P.135_N.9,SARAWAK,P.135,PADAWAN,N.9,BATU KAWAH,BN - SUPP,,9740,1503,80.84,7874,656,7218,SUPP,CHONG KIUN KONG,MALE,,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,PAUL CHIN PHOH LUKE,MALE,,2784,,INDEPENDENT - HIBISCUS,AUGUSTINE SIRAU,MALE,,147,LOST DEPOSIT,,,,,,,,,,,,
P.135_N.10,SARAWAK,P.135,PADAWAN,N.10,BENGOH,BN - SUPP,,5578,417,87.15,4861,503,4358,SUPP,SEGUA ANAK GINYAI,MALE,,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,BERNABAS KULOR A/K KAOS,MALE,,1869,,INDEPENDENT - HIBISCUS,WILLIAM NAIS,MALE,,203,LOST DEPOSIT,,,,,,,,,,,,
P.136_N.11,SARAWAK,P.136,SERIAN,N.11,TARAT,BN - PBB,,9812,670,80.2,7869,981,6888,PBB,ARTHUR MADING,MALE,,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,ROBERT KANDONG,MALE,,2751,,INDEPENDENT - HIBISCUS,LAWRENCE POHAN,MALE,,716,LOST DEPOSIT,,,,,,,,,,,,
P.136_N.12,SARAWAK,P.136,SERIAN,N.12,TEBAKANG,SNAP,,9093,231,82.25,7479,653,6826,PBB,DATUK DOMINIC DAGO RANDAN,MALE,,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,MICHAEL BEN,MALE,,3256,,INDEPENDENT - AEROPLANE,BONG KIM YUH @ AH YAK,MALE,,288,LOST DEPOSIT,INDEPENDENT - TRACTOR,BANGGEH ANAK JANTA,MALE,,257,LOST DEPOSIT,,,,,,
P.137_N.13,SARAWAK,P.137,SIMUNJAN,N.13,SEMERA,BN - PBB,,6590,1774,82.58,5442,542,4900,PBB,MOHD. PUTEH (LEE THIAN KEE),MALE,,3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNAP,WAN ALKAP BIN IKU ESIM,MALE,,1563,,,,,,,,,,,,,,,,,,,
