UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PSRM,PSRM CANDIDATE,PSRM CANDIDATE SEX,PSRM CANDIDATE AGE,PSRM VOTE,PSRM CANDIDATE LOST DEPOSIT,PEKEMAS,PEKEMAS CANDIDATE,PEKEMAS CANDIDATE SEX,PEKEMAS CANDIDATE AGE,PEKEMAS VOTE,PEKEMAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,K.I.T.A,K.I.T.A CANDIDATE,K.I.T.A CANDIDATE SEX,K.I.T.A CANDIDATE AGE,K.I.T.A VOTE,K.I.T.A CANDIDATE LOST DEPOSIT,I.P.P.P,I.P.P.P. CANDIDATE,I.P.P.P. CANDIDATE SEX,I.P.P.P. CANDIDATE AGE,I.P.P.P VOTE,I.P.P.P CANDIDATE LOST DEPOSIT,SNAP,SNAP CANDIDATE,SNAP CANDIDATE SEX,SNAP CANDIDATE AGE,SNAP VOTE,SNAP CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P.30_N.12,TRENGGANU,P.30,ULU TRENGGANU,N.12,KUALA BRANG,BN - PAS,,4702,137,82.54,3881,269,3612,PAS,HAJI ABDUL RASHID BIN SU,MALE,,1600,,PSRM,BAKAR BIN AHMAD,MALE,,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CANDLE,SYED HASSAN ABDUL HADI BIN S. SAGGAF,MALE,,437,LOST DEPOSIT,INDEPENDENT - BUS,GHANI BIN SEMAN,MALE,,112,LOST DEPOSIT,,,,,,
P.31_N.13,TRENGGANU,P.31,KUALA NERUS,N.13,JERAM,BN - PAS,,5642,983,78.7,4440,336,4104,PAS,USTAZ AWANG BIN ABU BAKAR,MALE,31,2120,,PSRM,MUKHTAR BIN HAJI ABDUL RAHIM,MALE,,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TIGER,GHAZALI BIN EMBONG,MALE,,469,LOST DEPOSIT,INDEPENDENT - BOOK,ISMAIL BIN ABBAS,MALE,,378,LOST DEPOSIT,,,,,,
P.31_N.14,TRENGGANU,P.31,KUALA NERUS,N.14,BUKIT TUNGGAL,BN - UMNO,,6176,1645,75.11,4639,288,4351,UMNO,USTAZ HAJI ABDUL RAHMAN BIN AWANG,MALE,,2998,,PSRM,CHE MAN,MALE,,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.31_N.15,TRENGGANU,P.31,KUALA NERUS,N.15,MANIR,BN - UMNO,,7188,665,73.43,5278,269,5009,UMNO,ISMAIL BIN YUSOF,MALE,,2837,,PSRM,RAMLI BIN EMBONG,MALE,,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.31_N.16,TRENGGANU,P.31,KUALA NERUS,N.16,BUKIT PAYONG,BN - PAS,,6626,1909,79.29,5254,369,4885,PAS,HJ. MUKHTAR BIN HAJI MOHD.,MALE,,3039,,PSRM,BADERO BIN YUSOH,MALE,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,NGAH B. JUSOH (HAJI NGAH BIN HAJI JUSOH),MALE,,1130,,,,,,,,,,,,,
P.32_N.17,TRENGGANU,P.32,KUALA TRENGGANU,N.17,BANDAR,BN - MCA,,10239,628,71.29,7299,363,6936,MCA,TOH SENG CHONG,MALE,,3782,,PSRM,MAZLAN BIN EMBONG,MALE,,3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.18,TRENGGANU,P.32,KUALA TRENGGANU,N.18,LADANG,BN - UMNO,,8082,2365,67.55,5459,286,5173,UMNO,ABU BAKAR BIN DAUD,MALE,,3769,,PSRM,PAK SU ALI,MALE,,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.19,TRENGGANU,P.32,KUALA TRENGGANU,N.19,WAKAF MEMPELAM,BN - PAS,,6542,438,71.57,4682,410,4272,PAS,MOHAMED HARUN BIN JUSOH,MALE,,2355,,PSRM,EMBONG BIN NGAH,MALE,,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.20,TRENGGANU,P.32,KUALA TRENGGANU,N.20,BATU BUROK,INDEPENDENT,,7528,145,65.71,4947,461,4486,PAS,MOHD. GHAZALI BIN HAJI AHMAD,MALE,,1561,,PSRM,ISMAIL AWANG,MALE,,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,HARUN @ ABDUL RAHMAN BIN MOHAMAD,MALE,,196,LOST DEPOSIT,INDEPENDENT - BUS,HAJI ABDUL MUTALIB BIN HAJI SALLEH,MALE,,1706,,,,,,,
P.33_N.21,TRENGGANU,P.33,DUNGUN,N.21,MARANG,BN - PAS,,6658,2067,75.56,5031,367,4664,PAS,USTAZ KASSIM BIN AHMAD,MALE,37,3102,,PSRM,MOHD. RAHIM BIN ABDULLAH,MALE,,292,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,ISHAK BIN SALLEH,MALE,,1035,,INDEPENDENT - AEROPLANE,MAMAT BIN ISMAIL,MALE,,235,LOST DEPOSIT,,,,,,
P.33_N.22,TRENGGANU,P.33,DUNGUN,N.22,MERCHANG,BN - UMNO,,6063,1643,75.41,4572,411,4161,UMNO,MOHAMED ADIB BIN OMAR,MALE,,2902,,PSRM,AWANG BIN HAJI SAMAT,MALE,,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.33_N.23,TRENGGANU,P.33,DUNGUN,N.23,SURA,BN - PAS,,7798,1380,64.22,5008,412,4596,PAS,USTAZ OMAR SHUKRI,MALE,,2988,,PSRM,YUSOFF BIN EMBONG,MALE,,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.33_N.24,TRENGGANU,P.33,DUNGUN,N.24,JERANGAU,BN - PAS,,4683,1249,61.07,2860,285,2575,PAS,CHE MUDA B. YUSOFF,MALE,,1744,,PSRM,DATUK KAMPO RADJO,MALE,52,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,HASHIM BIN HAMZAH,MALE,,495,,,,,,,,,,,,,
P.34_N.25,TRENGGANU,P.34,KEMAMAN,N.25,PAKA,BN - UMNO,,5475,706,73.74,4037,375,3662,UMNO,USTAZ PAK HITAM,MALE,,2184,,PSRM,SHAIKH AHMAD B. SHAIKH ALI,MALE,,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.26,TRENGGANU,P.34,KEMAMAN,N.26,KEMASIK,BN - UMNO,,6407,2311,73.83,4730,415,4315,UMNO,WAN ADNAN BIN ISMAIL,MALE,37,3313,,PSRM,IBRAHIM BIN JUSOH,MALE,,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.27,TRENGGANU,P.34,KEMAMAN,N.27,BUKIT BANDI,BN - PAS,,6006,1747,69.85,4195,474,3721,PAS,WAN YAHYA BIN HAJI WAN MOHD,MALE,,2734,,PSRM,SYED SHAFIE BIN TUAN BAHARU,MALE,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.28,TRENGGANU,P.34,KEMAMAN,N.28,CHUKAI,BN - UMNO,,8324,1571,69.19,5759,472,5287,UMNO,WAN MOKHTAR BIN AHMAD,MALE,42,3429,,PSRM,MOHAMAD BIN ABDUL RAHMAN,MALE,,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.1,PULAU PINANG,P.35,KEPALA BATAS,N.1,PENAGA,BN - UMNO,Y,8591,,,,,,UMNO,HAJI HASSAN HAJI MOHD. NOH,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.2,PULAU PINANG,P.35,KEPALA BATAS,N.2,BERTAM,BN - UMNO,Y,7076,,,,,,UMNO,HAJI AHMAD BIN HAJI ABDULLAH,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.3,PULAU PINANG,P.35,KEPALA BATAS,N.3,TASEK GELUGOR,BN - UMNO,,7251,1593,82.69,5996,142,5854,UMNO,MD. NOOR BIN AHMAD,MALE,,3162,,PSRM,MOHIDEEN ABDUL KADER,MALE,,296,LOST DEPOSIT,PEKEMAS,FONG AIK OON,MALE,,198,LOST DEPOSIT,DAP,TAN BAN SIANG,MALE,,1569,,KITA,HAJI OTHMAN BIN HAJI YAHAYA,MALE,,629,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.36_N.4,PULAU PINANG,P.36,MATA KUCHING,N.4,BAGAN AJAM,BN - UMNO,,8880,2372,81.45,7233,394,6839,UMNO,CHE GU IBRAHIM BIN ABDUL RAZAK,MALE,,4097,,,,,,,,PEKEMAS,ZULKIFLI BIN ABU TALIB,MALE,31,1725,,DAP,ANG CHIN SAN,MALE,,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
