UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.30,TRENGGANU,P.30,ULU TRENGGANU,BN - UMNO,ENGKU MUHSEIN BIN ABD. KADER,MALE,,
P.31,TRENGGANU,P.31,KUALA NERUS,BN - UMNO,DATUK NIK HASSAN,MALE,,
P.32,TRENGGANU,P.32,KUALA TRENGGANU,BN - PAS,MUSTAFA @ HASSAN BIN ALI,MALE,30,
P.33,TRENGGANU,P.33,DUNGUN,BN - PAS,HAJI ABDUL WAHAB BIN YUNUS,MALE,,
P.34,TRENGGANU,P.34,KEMAMAN,BN - UMNO,DATUK WAN ABD. KADIR BIN ISMAIL,MALE,,
P.35,PULAU PINANG,P.35,KEPALA BATAS,BN - UMNO,MOHAMAD SOPIEE BIN SH. IBRAHIM,MALE,50,Y
P.36,PULAU PINANG,P.36,MATA KUCHING,BN - MCA,DR LING LEONG SIK,MALE,31,
P.37,PULAU PINANG,P.37,PERMATANG PAUH,BN - UMNO,ARIFFIN BIN HAJI DAUD,MALE,,
P.38,PULAU PINANG,P.38,BUKIT MERTAJAM,BN - MCA,TAN CHENG BEE,MALE,,
P.39,PULAU PINANG,P.39,NIBONG TEBAL,BN - GERAKAN,GOH CHENG TEIK,MALE,31,
P.40,PULAU PINANG,P.40,BALIK PULAU,BN - UMNO,SHAMSURI BIN MAT SALEH,MALE,,
P.41,PULAU PINANG,P.41,BUKIT BENDERA,BN - MCA,DATUK ALBERT MAH,MALE,49,
P.42,PULAU PINANG,P.42,TANJONG,BN - GERAKAN,DR LIM CHONG EU,MALE,55,
P.43,PULAU PINANG,P.43,JELUTONG,BN - GERAKAN,R.  RAJASINGAM,MALE,39,
P.44,PERAK,P.44,GERIK,BN - UMNO,SHAMSUDDIN BIN DIN,MALE,,Y
P.45,PERAK,P.45,LARUT,BN - UMNO,DATO SRI HAJI KAMARUDDIN BIN HAJI MAT ISA,MALE,44,
P.46,PERAK,P.46,PARIT BUNTAR,BN - UMNO,SULAIMAN HAJI TAIB,MALE,,
P.47,PERAK,P.47,BAGAN SERAI,BN - UMNO,RAMLI BIN OMAR,MALE,,Y
P.48,PERAK,P.48,SUNGAI SIPUT,BN - MIC,S. SAMYVELLU,MALE,38,
P.49,PERAK,P.49,TAIPING,BN - GERAKAN,LEONG KHEE SEONG,MALE,,
P.50,PERAK,P.50,MATANG,BN - UMNO,HASHIM BIN GHAZALI,MALE,,
P.51,PERAK,P.51,PADANG RENGAS,BN - UMNO,TAN SRI ABDUL AZIZ YEAP,MALE,,Y
P.52,PERAK,P.52,KUALA KANGSAR,BN - UMNO,ONN ZARIAH BINTI ABU BAKAR,FEMALE,46,
P.53,PERAK,P.53,KINTA,DAP,NGAN SIONG HING,MALE,30,
P.54,PERAK,P.54,IPOH,DAP,LIM CHO HOCK,MALE,,
P.55,PERAK,P.55,MENGLEMBU,DAP,FAN YEW TENG,MALE,32,
P.56,PERAK,P.56,BERUAS,BN - PPP,SU LIANG YU,MALE,40,
P.57,PERAK,P.57,PARIT,BN - UMNO,MOHD. BAKRI BIN ABD. RAIF,MALE,,
P.58,PERAK,P.58,BATU GAJAH,DAP,CHIAN HENG KAI,MALE,34,
P.59,PERAK,P.59,BATANG PADANG,BN - UMNO,AZHARUL ABIDIN BIN HAJI ABD. RAHIM,MALE,,
P.60,PERAK,P.60,LUMUT,BN - MCA,RICHARD HO UNG HUN,MALE,47,
P.61,PERAK,P.61,HILIR PERAK,BN - UMNO,ABU BAKAR BIN ARSHAD,MALE,,
P.62,PERAK,P.62,TELOK ANSON,BN - GERAKAN,AU HOW CHEONG,MALE,,
P.63,PERAK,P.63,TANJONG MALIM,BN - MCA,MAK HON KAM,MALE,35,
P.64,PERAK,P.64,BAGAN DATOK,BN - PAS,HASSAN ADLI,MALE,45,
P.65,PAHANG,P.65,LIPIS,BN - UMNO,TAN SRI MUHAMMAD GHAZALI SHAFIE,MALE,52,Y
P.66,PAHANG,P.66,JERANTUT,BN - UMNO,SHARIFF AHMAD,MALE,,Y
P.67,PAHANG,P.67,KUANTAN,BN - UMNO,MD. ALI BIN M. SHARIF,MALE,,
P.68,PAHANG,P.68,RAUB,BN - UMNO,ABDULLAH BIN MAJID,MALE,,
P.69,PAHANG,P.69,MARAN,BN - UMNO,HISHAMUDDIN BIN HAJI YAHAYA,MALE,,
P.70,PAHANG,P.70,BENTONG,BN - MCA,CHAN SIANG SUN,MALE,,
P.71,PAHANG,P.71,PEKAN,BN - UMNO,TUN HAJI ABDUL RAZAK BIN HUSSEIN,MALE,52,Y
P.72,PAHANG,P.72,TEMERLOH,BN - UMNO,DATO' HAMZAH BIN DATO' ABU SAMAH,MALE,50,
P.73,SELANGOR,P.73,SABAK BERNAM,BN - UMNO,DATO' HAJI MUSTAFA @ MUSTAM BIN HAJI ABDUL JABAR,MALE,52,
P.74,SELANGOR,P.74,TANJONG KARANG,BN - UMNO,HAJI JAMIL BIN ISHAK,MALE,,Y
P.75,SELANGOR,P.75,ULU SELANGOR,BN - MCA,MICHAEL CHEN WING SUM,MALE,42,
P.76,SELANGOR,P.76,KUALA SELANGOR,BN - UMNO,RAJA NASRON BIN RAJA ISHAK,MALE,,
P.77,SELANGOR,P.77,SELAYANG,BN - MCA,WALTER LOH POH KHAN,MALE,,
P.78,SELANGOR,P.78,ULU LANGAT,BN - MCA,TAN SRI LEE SIOK YEW,MALE,51,
P.79,SELANGOR,P.79,PELABOHAN KELANG,BN - MIC,TAN SRI V. MANICKAVASAGAM,MALE,48,
P.80,SELANGOR,P.80,SHAH ALAM,BN - MCA,LEW SIP HON,MALE,49,
P.81,SELANGOR,P.81,PETALING,DAP,OH KENG SENG,MALE,31,
P.82,SELANGOR,P.82,KUALA LANGAT,BN - UMNO,HAJJAH AISHAH GHANI,FEMALE,51,Y
P.83,SELANGOR,P.83,SEPANG,BN - UMNO,HAJI SUHAIMI BIN DATO' HAJI KAMARUDDIN,MALE,,
P.84,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.84,KEPONG,PEKEMAS,DR TAN CHEE KOON,MALE,55,
P.85,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.85,SETAPAK,BN - UMNO,IDRIS BIN HAJI IBRAHIM,MALE,,
P.86,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.86,DAMANSARA,BN - MIC,S.SUBRAMANIAM,MALE,30,
P.87,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.87,KUALA LUMPUR BANDAR,DAP,LEE LAM THYE,MALE,26,
P.88,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.88,SUNGAI BESI,DAP,FARN SEONG THAN,MALE,,
P.89,NEGERI SEMBILAN,P.89,JELEBU,BN - UMNO,RAIS YATIM,MALE,32,
P.90,NEGERI SEMBILAN,P.90,MANTIN,BN - MCA,LEE BOON PENG,MALE,,
P.91,NEGERI SEMBILAN,P.91,SEREMBAN,DAP,DR CHEN MAN HIN,MALE,50,
P.92,NEGERI SEMBILAN,P.92,KUALA PILAH,BN - UMNO,DATO' SAMAD BIN IDRIS,MALE,,Y
P.93,NEGERI SEMBILAN,P.93,TELOK KEMANG,BN - MIC,K. PATHMANABAN,MALE,,
P.94,NEGERI SEMBILAN,P.94,TAMPIN,BN - UMNO,MOKHTAR BIN HAJI HASHIM,MALE,32,Y
P.95,MELAKA,P.95,ALOR GAJAH,BN - UMNO,ABD. GHAFAR BIN BABA,MALE,49,
P.96,MELAKA,P.96,JASIN,BN - UMNO,HAJI AHMAD BIN ITHNIN,MALE,,
P.97,MELAKA,P.97,BATU BERENDAM,BN - MCA,CHONG HON NYAN,MALE,50,
P.98,MELAKA,P.98,KOTA MELAKA,DAP,LIM KIT SIANG,MALE,33,
P.99,JOHOR,P.99,LABIS,BN - UMNO,DATO' MUSA HITAM,MALE,40,Y
P.100,JOHOR,P.100,SEGAMAT,BN - MCA,LEE SAN CHOON,MALE,39,
P.101,JOHOR,P.101,KELUANG,BN - MCA,LOH FOOK YEN,MALE,,
P.102,JOHOR,P.102,TENGGAROH,BN - UMNO,TAN SRI KADIR YUSOFF,MALE,56,Y
P.103,JOHOR,P.103,LEDANG,BN - UMNO,EMBONG BIN YAHYA,MALE,53,Y
P.104,JOHOR,P.104,PAGOH,BN - UMNO,TAN SRI SYED NASIR ISMAIL,MALE,53,Y
P.105,JOHOR,P.105,AYER HITAM,BN - MCA,DR HEE TIANG LAI,MALE,33,Y
P.106,JOHOR,P.106,MUAR,BN - MCA,DR NEO YEE PAN @LIM CHYE,MALE,36,
P.107,JOHOR,P.107,RENGGAM,BN - MCA,CHIN HON NGIAN,MALE,,
P.108,JOHOR,P.108,PANTI,BN - UMNO,TAN SRI SYED JAAFAR HASSAN ALBAR,MALE,,Y
P.109,JOHOR,P.109,SRI GADING,BN - UMNO,DATO' HUSSEIN ONN,MALE,52,Y
P.110,JOHOR,P.110,SEMERAH,BN - UMNO,DATIN FATIMAH BINTI ABD. MAJID,FEMALE,55,
P.111,JOHOR,P.111,BATU PAHAT,BN - UMNO,ABDUL JALAL BIN HAJI ABU BAKAR,MALE,,
P.112,JOHOR,P.112,PONTIAN,BN - UMNO,DATO' ALI BIN HAJI AHMAD,MALE,44,Y
P.113,JOHOR,P.113,PULAI,BN - UMNO,DATO' MOHAMAD BIN RAHMAT,MALE,36,
P.114,JOHOR,P.114,JOHOR BAHRU,BN - UMNO,JAAFAR BIN HAMZAH,MALE,,
P.115,SABAH,P.115,MARUDU,BN - USNO,TUN DATU MUSTAFFA BIN DATU HARUN,MALE,56,Y
P.116,SABAH,P.116,BANDAU,BN - USNO,MADINA BIN UNGGUT,MALE,40,Y
P.117,SABAH,P.117,KOTA BELUD,BN - USNO,TAN SRI HAJI MOHD. SAID BIN KERUAK,MALE,48,Y
P.118,SABAH,P.118,LABUK SUGUT,BN - USNO,ADAJA BIN OT OYUNG,MALE,,Y
P.119,SABAH,P.119,TUARAN,BN - USNO,BUJA BIN GUMBALAI,MALE,,
P.120,SABAH,P.120,KINABALU,BN - USNO,DATUK ABD. GHANI GILONG,MALE,42,Y
P.121,SABAH,P.121,GAYA,BN - SCA,DATUK PETER LO SU YIN,MALE,50,Y
P.122,SABAH,P.122,PENAMPANG,BN - USNO,JAMES STEPHEN TIBOK,MALE,,Y
P.123,SABAH,P.123,SANDAKAN,BN - SCA,DATUK LIM DUI HO,MALE,,Y
P.124,SABAH,P.124,KINABATANGAN,BN - USNO,PENGIRAN AHMAD BIN PENGIRAN INDAR,MALE,,Y
P.125,SABAH,P.125,KIMANIS,BN - USNO,PENGIRAN TAHIR BIN PENGIRAN PATERA,MALE,,Y
P.126,SABAH,P.126,HILIR PADAS,BN - USNO,HAJI MOHD. TAUFECK BIN O.K.K. HAJI ASNI,MALE,,Y
P.127,SABAH,P.127,KENINGAU,BN - USNO,STEPHEN ROBERT EYANS,MALE,39,Y
P.128,SABAH,P.128,SILAM,BN - USNO,MOHD. SALLEH BIN PANGLIMA ABDULLAH,MALE,,Y
P.129,SABAH,P.129,ULU PADAS,BN - USNO,HAJI ABDUL RASHID BIN HAJI JAIS,MALE,,Y
P.130,SABAH,P.130,TAWAU,BN - SCA,ALEX PANG SUI CHEE,MALE,,Y
P.131,SARAWAK,P.131,BAU-LUNDU,SNAP,PATRICK A/K UREN,MALE,,
P.132,SARAWAK,P.132,BANDAR KUCHING,BN - SUPP,ONG KEE HUI,MALE,,
P.133,SARAWAK,P.133,SANTUBONG,BN - PBB,DR SULAIMAN HAJI DAUD,MALE,41,
P.134,SARAWAK,P.134,SAMARAHAN,BN - PBB,DATOK AMAR HAJI ABDUL TAIB BIN MAHMUD,MALE,38,
P.135,SARAWAK,P.135,PADAWAN,BN - SUPP,STEPHEN YONG,MALE,,
P.136,SARAWAK,P.136,SERIAN,BN - SUPP,RICHARD DAMPENG,MALE,,
P.137,SARAWAK,P.137,SIMUNJAN,BN - PBB,HAJI HADADAK BIN HAJI D. PASAUK,MALE,,
P.138,SARAWAK,P.138,BATANG LUPAR,SNAP,EDWEN A/K TANGKUN,MALE,,
P.139,SARAWAK,P.139,LUBOK ANTU,SNAP,JONATHAN NARWIN A/K JINGGONG,MALE,,
P.140,SARAWAK,P.140,BETONG,BN - PBB,LIBEN A/K KATO,MALE,,
P.141,SARAWAK,P.141,SARATOK,SNAP,LANGGU A/K SAGA @ EDMUND,MALE,38,
P.142,SARAWAK,P.142,SARIKEI,BN - SUPP,CHING TIONG KAI,MALE,,
P.143,SARAWAK,P.143,PAYANG,BN - PBB,DATUK PATINGGI HAJI ABD. RAHMAN BIN YA'KUB,MALE,46,
P.144,SARAWAK,P.144,BANDAR SIBU,BN - SUPP,WEE HEO SOON,MALE,,
P.145,SARAWAK,P.145,RAJANG,BN - SUPP,JAWAN A/K EMPALIENG,MALE,36,
P.146,SARAWAK,P.146,MUKAH,BN - PBB,LATIP HAJI DRIS,MALE,,
P.147,SARAWAK,P.147,JULAU,SNAP,THOMAS SALANG,MALE,,
P.148,SARAWAK,P.148,KANOWIT,SNAP,LEO MOGGIE @ MUNGGIE A/K IROK,MALE,33,
P.149,SARAWAK,P.149,KAPIT,BN - PBB,ABIT A/K ANGIN,MALE,,
P.150,SARAWAK,P.150,ULU RAJANG,SNAP,SIBAT MIYUT A/K TAGONG,MALE,,
P.151,SARAWAK,P.151,BINTULU,SNAP,TING LING KIEW,MALE,,
P.152,SARAWAK,P.152,MIRI-SUBIS,BN - SUPP,YANG SIEW SIANG,MALE,,
P.153,SARAWAK,P.153,BARAM,SNAP,LUHAT WAN,MALE,,
P.154,SARAWAK,P.154,LIMBANG-LAWAS,BN - PBB,RACHA UMONG,MALE,,
