UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (1) CANDIDATE LOST DEPOSIT,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,GSABAH (2) CANDIDATE LOST DEPOSIT,GSABAH (3),GSABAH (3) CANDIDATE,GSABAH (3) CANDIDATE SEX,GSABAH (3) CANDIDATE AGE,GSABAH (3) VOTE,GSABAH (3) CANDIDATE LOST DEPOSIT,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN VOTE,WARISAN CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,OTHER PARTY (4),OTHER PARTY (4) CANDIDATE,OTHER PARTY (4) CANDIDATE SEX,OTHER PARTY (4) CANDIDATE AGE,OTHER PARTY (4) VOTE,OTHER PARTY (4) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P. 109_N. 42,SELANGOR,P. 109,KAPAR,N. 42,MERU,PH - AMANAH,,39091,9608,88.12,34448,74,430,33944,UMNO,KHAIRUL ANUAR BIN SAIMUN,MALE,,8057,,AMANAH,USTAZ FAKHRULRAZI MOKHTAR,MALE,,17665,,PAS,NOOR NAJHAN BIN MOHAMAD SALLEH,MALE,,7804,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,MANIKAVASAGAM,MALE,53,346,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ALEX SHEE CHEE WENG,MALE,,72,LOST DEPOSIT,,,,,,
P. 109_N. 43,SELANGOR,P. 109,KAPAR,N. 43,SEMENTA,PH - PKR,,44516,5370,87.19,38815,99,536,38180,UMNO,SARONI BIN JUDI,MALE,,12497,,PKR,DR DAROYAH BINTI ALWI,FEMALE,56,17867,,PAS,WAN HASRINA BINTI WAN HASSAN,FEMALE,53,7696,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,GANDHI A/P NAGAMUTHU,FEMALE,,120,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 109_N. 44,SELANGOR,P. 109,KAPAR,N. 44,SELAT KLANG,PH - PPBM,,41376,500,83.55,34571,77,412,34082,UMNO,MOHD KHAIRI BIN HUSSIN,MALE,54,9949,,PPBM,ABDUL RASHID BIN ASARI,MALE,66,12266,,PAS,DR HALIMAH ALI,FEMALE,58,11766,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,JEICHANDRAN A/L WADIVELU,MALE,,52,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ZAINAL AZWAR BIN KAMARUDDIN,MALE,,49,LOST DEPOSIT,,,,,,
P. 110_N. 45,SELANGOR,P. 110,KLANG,N. 45,BANDAR BARU KLANG,PH - DAP,,58017,39828,87.37,50687,123,540,50024,MCA,TEOH KAH YEONG,MALE,39,5098,LOST DEPOSIT,DAP,DATO' TENG CHANG KHIM,MALE,55,44926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 110_N. 46,SELANGOR,P. 110,KLANG,N. 46,PELABUHAN KLANG,PH - PKR,,33809,6422,85.04,28752,54,393,28305,UMNO,DATO SEIKH RAJESH BIN DATO SRI SEIKH AHMAD,MALE,,9415,,PKR,AZMIZAM ZAMAN HURI,MALE,45,15837,,PAS,KHALID BIN NAYAN,MALE,,2925,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,PSM,SHAN @ SHANMUGAM,MALE,40,128,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 110_N. 47,SELANGOR,P. 110,KLANG,N. 47,PANDAMARAN,PH - DAP,,57522,35863,85.36,49102,99,303,48700,MCA,TEE HOOI LING,FEMALE,43,5689,LOST DEPOSIT,DAP,TONY LEONG TUCK CHEE,MALE,42,41552,,IKATAN,SANTOKH SINGH,MALE,54,1459,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 111_N. 48,SELANGOR,P. 111,KOTA RAJA,N. 48,SENTOSA,PH - PKR,,51444,33600,87.36,44944,92,344,44508,MIC,DATO' R.S.MANIAM,MALE,64,4506,LOST DEPOSIT,PKR,GUNARAJ,MALE,,38106,,PAS,RAJAN MANIKESAVAN,MALE,48,1722,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,PRM,M . THILAI,MALE,,79,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,PS RAJOO,MALE,,95,LOST DEPOSIT,,,,,,
P. 111_N. 49,SELANGOR,P. 111,KOTA RAJA,N. 49,SUNGAI KANDIS,PH - PKR,,50800,12480,85.8,43585,115,305,43165,UMNO,KAMARUZZAMAN BIN JOHARI,MALE,54,11518,,PKR,SHUHAIMI HAJI SHAFIEI,MALE,50,23998,,PAS,MOHD YUSOF,MALE,51,7573,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,HANAFIAH BIN HUSIN,MALE,,76,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 111_N. 50,SELANGOR,P. 111,KOTA RAJA,N. 50,KOTA KEMUNING,PH - DAP,,46777,21639,87.38,40874,112,247,40515,GERAKAN,TIEW HOCK HUAT,MALE,,4601,LOST DEPOSIT,DAP,GANABATIRAU VERAMAN,MALE,45,28617,,PAS,BURHAN BIN ADNAN,MALE,54,6978,,,,,,,,,,,,,,,,,,,,,,,,,,PSM,ABDUL RAZAK ISMAIL,MALE,,226,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAJASEKARAN,MALE,,93,LOST DEPOSIT,,,,,,
P. 112_N. 51,SELANGOR,P. 112,KUALA LANGAT,N. 51,SIJANGKANG,GS - PAS,,39455,1677,87.81,34645,68,458,34119,UMNO,DATO' SULAIMAN BIN MOHD KARLI,MALE,50,10420,,PPBM,MOHD HAMIDI BIN ABU BAKAR,MALE,,11011,,PAS,DR AHMAD YUNUS BIN HAIRI,MALE,53,12688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 112_N. 52,SELANGOR,P. 112,KUALA LANGAT,N. 52,BANTING,PH - DAP,,31006,17299,87.55,27145,55,386,26704,MCA,NG SIOK HWA,FEMALE,55,4547,,DAP,LAU WENG SAN,MALE,40,21846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,PHILIP TAN CHOON SWEE,MALE,58,311,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 112_N. 53,SELANGOR,P. 112,KUALA LANGAT,N. 53,MORIB,PH - AMANAH,,31945,2117,86.56,27650,86,352,27212,UMNO,HAJJAH ROZANA,FEMALE,,8883,,AMANAH,HAJI HASNUL BIN BAHARUDDIN,MALE,51,11000,,PAS,DR MOHD SALLEHUDDIN HAFIZ,MALE,61,7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N. 54,SELANGOR,P. 113,SEPANG,N. 54,TANJONG SEPAT,PH - PKR,,24272,2704,88.81,21557,65,267,21225,UMNO,DATO DR KARIM MANSOR,MALE,50,7124,,PKR,HAJI BORHAN BIN AMAN SHAH,MALE,56,9828,,PAS,IR. MOHD HASLIN BIN HASSAN,MALE,50,4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N. 55,SELANGOR,P. 113,SEPANG,N. 55,DENGKIL,PH - PPBM,,50466,6934,88.03,44423,126,465,43832,UMNO,SHAHRUM BIN MOHD SHARIF,MALE,,14238,,PPBM,ADHIF SYAN BIN ABDULLAH,MALE,37,21172,,PAS,YUSMI HANIFF BIN ARIFFIN,MALE,42,8422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N. 56,SELANGOR,P. 113,SEPANG,N. 56,SUNGAI PELEK,PH - DAP,,29770,6586,87.7,26109,152,296,25661,MCA,DATO' NG CHOK SIN,MALE,50,6898,,DAP,RONNIE LIU TIAN KHIEW,MALE,60,13484,,PAS,HJH ROHAYA BINTI DATUK MOHD SHAHIR,FEMALE,57,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAP,HARRY ARUL RAJ A/L KRISHNAN,MALE,40,79,LOST DEPOSIT,,,,,,,,,,,,
P. 126_N. 01,NEGERI SEMBILAN,P. 126,JELEBU,N. 01,CHENNAH,PH - DAP,,12119,1155,81.54,9882,3,166,10051,MCA,SEET TEE GEE,MALE,57,3876,,DAP,LOKE SIEW FOOK,MALE,41,5031,,PAS,JAMALUS BIN MANSOR,MALE,72,975,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 126_N. 02,NEGERI SEMBILAN,P. 126,JELEBU,N. 02,PERTANG,BN - UMNO,,10400,415,78.64,8179,37,176,8392,UMNO,NOOR AZMI BIN YUSOF,MALE,51,4008,,PPBM,OSMAN DUSA,MALE,67,3593,,PAS,HAMRAN BIN ABU HASAN,MALE,46,578,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 126_N. 03,NEGERI SEMBILAN,P. 126,JELEBU,N. 03,SUNGAI LUI,BN - UMNO,,15739,4399,79.17,12460,87,236,12783,UMNO,MOHD RAZI BIN MOHD ALI,MALE,45,7795,,PKR,ZAINAL FIKRI,MALE,,3396,,PAS,ABD KARIM SHAHIMI BIN ABD RAZAK,MALE,59,1269,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 126_N. 04,NEGERI SEMBILAN,P. 126,JELEBU,N. 04,KLAWANG,PH - AMANAH,,10264,976,81.45,8360,74,97,8531,UMNO,BAHARUDIN BIN JALI,MALE,60,3320,,AMANAH,BAKRI SAWIR,MALE,59,4296,,PAS,MAZLY BIN YASIN,MALE,60,744,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N. 05,NEGERI SEMBILAN,P. 127,JEMPOL,N. 05,SERTING,BN - UMNO,,22146,3768,79.62,17633,106,324,18063,UMNO,DATO' HJ SHAMSHULKAHAR BIN HJ MOHD DELI,MALE,57,9782,,AMANAH,ABD RAHMAN RAMLI,MALE,,6014,,PAS,AL ZUKRI,MALE,62,1837,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N. 06,NEGERI SEMBILAN,P. 127,JEMPOL,N. 06,PALONG,BN - UMNO,,18170,6246,79.66,14475,86,246,14807,UMNO,MUSTAPHA BIN NAGOOR,MALE,51,9575,,PPBM,DATO' ABDUL RAHMAN BIN JAAFAR,MALE,53,3329,,PAS,MASDI BIN MUSA,MALE,45,1571,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N. 07,NEGERI SEMBILAN,P. 127,JEMPOL,N. 07,JERAM PADANG,BN - MIC,,12337,1062,76.43,9429,24,391,9844,MIC,DATO' MANICKAM LETCHUMAN,MALE,59,3702,,PKR,S MUSLIADI SABTU,MALE,,2302,,PAS,MOHD FAIRUZ,MALE,42,785,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,SURASH A/L SREENIVASAN,MALE,,2640,,,,,,,
P. 127_N. 08,NEGERI SEMBILAN,P. 127,JEMPOL,N. 08,BAHAU,PH - DAP,,19469,6109,80.08,15591,40,200,15831,MCA,CHONG WAN YU,MALE,45,3985,,DAP,TEO KOK SEONG,MALE,39,10094,,PAS,CIKGU BAKRI,MALE,60,1512,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128_N. 09,NEGERI SEMBILAN,P. 128,SEREMBAN,N. 09,LENGGENG,PH - AMANAH,,18636,986,83.38,15538,76,236,15850,UMNO,MAZALAN BIN MAAROP,MALE,,6470,,AMANAH,USTAZ SUHAIMI KASSIM,MALE,47,7456,,PAS,MOHAMMAD GHAZALI BIN ABU BAKAR,MALE,47,1612,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128_N. 10,NEGERI SEMBILAN,P. 128,SEREMBAN,N. 10,NILAI,PH - DAP,,24657,9825,84.21,20764,53,208,21025,MCA,LEAW KOK CHAN,MALE,43,4394,,DAP,J. ARUL KUMAR,MALE,33,14219,,PAS,MOHD ABU ZARIM ABDUL RAHMAN,MALE,42,2151,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128_N. 11,NEGERI SEMBILAN,P. 128,SEREMBAN,N. 11,LOBAK,PH - DAP,,19101,11782,81.69,15604,39,152,15795,MCA,LIM KOK KIAN,MALE,53,1865,LOST DEPOSIT,DAP,CHEW SEH YONG,MALE,56,13647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAP,BALAMURUGAN A/L SANMUGAM,MALE,,92,LOST DEPOSIT,,,,,,,,,,,,
P. 128_N. 12,NEGERI SEMBILAN,P. 128,SEREMBAN,N. 12,TEMIANG,PH - DAP,,11184,3063,81.31,9094,20,120,9234,MCA,SIOW KOI VOON,MALE,48,2831,,DAP,NG CHIN TSAI,MALE,40,5894,,PAS,YAU CON SENG,MALE,,369,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128_N. 13,NEGERI SEMBILAN,P. 128,SEREMBAN,N. 13,SIKAMAT,PH - PKR,,20799,3413,84.61,17597,125,136,17858,UMNO,SYAMSUL DEBAT,MALE,41,6419,,PKR,AMINUDDIN HARUN,MALE,51,9832,,PAS,HAJI RAHIM BIN YUSOF,MALE,64,1331,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HOUSE,BUJANG BIN ABU,MALE,,15,LOST DEPOSIT,,,,,,
P. 128_N. 14,NEGERI SEMBILAN,P. 128,SEREMBAN,N. 14,AMPANGAN,PH - PKR,,15791,1360,83.75,13225,52,166,13443,UMNO,HJ. ABU UBAIDAH,MALE,66,5441,,PKR,DR. MOHAMAD RAFIE BIN AB MALEK,MALE,54,6801,,PAS,MUSTAFFA BIN DAHARUN,MALE,60,983,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N. 15,NEGERI SEMBILAN,P. 129,KUALA PILAH,N. 15,JUASSEH,BN - UMNO,,10091,692,81.5,8224,29,135,8388,UMNO,DATO HJ ISMAIL LASIM,MALE,59,4146,,PKR,ROSLI BIN OMAR,MALE,57,3454,,PAS,HASSAN BIN MOHAMED,MALE,54,624,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N. 16,NEGERI SEMBILAN,P. 129,KUALA PILAH,N. 16,SERI MENANTI,BN - UMNO,,8154,595,81.73,6664,23,113,6800,UMNO,DATO ABD SAMAD BIN IBRAHIM,MALE,54,3362,,PPBM,JAMALI BIN SALAM,MALE,65,2767,,PAS,HJ. RAFIEI,MALE,65,535,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N. 17,NEGERI SEMBILAN,P. 129,KUALA PILAH,N. 17,SENALING,BN - UMNO,,8076,972,80.96,6538,33,107,6678,UMNO,DATO HJ ADNAN BIN ABU HASSAN,MALE,48,3456,,AMANAH,HAJI RAIS BASIRON,MALE,,2484,,PAS,FAZILAH ABU SAMAH,FEMALE,64,598,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N. 18,NEGERI SEMBILAN,P. 129,KUALA PILAH,N. 18,PILAH,PH - PKR,,13589,1806,80.16,10893,54,194,11141,UMNO,DATO NORHAYATI BINTI OMAR,FEMALE,57,3837,,PKR,MOHAMAD NAZARUDDIN BIN SABTU,MALE,62,5643,,PAS,HAJI FADZIL,MALE,49,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N. 19,NEGERI SEMBILAN,P. 129,KUALA PILAH,N. 19,JOHOL,BN - UMNO,,9891,965,80.05,7918,2,230,8150,UMNO,HJ SAIFUL YAZAN BIN SULAIMAN,MALE,52,3907,,AMANAH,ZULKEFLY OMAR,MALE,54,2942,,PAS,HAJI KAMARUDIN TAHIR,MALE,70,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 130_N. 20,NEGERI SEMBILAN,P. 130,RASAH,N. 20,LABU,PH - PKR,,17808,882,82.44,14681,59,266,15006,UMNO,HASIM BIN RUSDI,MALE,60,5830,,PKR,ISMAIL BIN AHMAD,MALE,62,6712,,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,41,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAP,DAVID DASS ASEERPATHAM,MALE,,46,LOST DEPOSIT,,,,,,,,,,,,
P. 130_N. 21,NEGERI SEMBILAN,P. 130,RASAH,N. 21,BUKIT KEPAYANG,PH - DAP,,26610,14924,84.22,22412,77,196,22685,GERAKAN,MAK KAH KEONG,MALE,33,3744,,DAP,NICOLE TAN LEE KOON,FEMALE,47,18668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 130_N. 22,NEGERI SEMBILAN,P. 130,RASAH,N. 22,RAHANG,PH - DAP,,17084,6560,79.27,13542,15,264,13821,MCA,YAP SIOK MOY,FEMALE,53,3458,,DAP,MARY JOSEPHINE PRITTAM SINGH,FEMALE,69,10018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAP,SARASWATHY A/P PARAGAZUM,FEMALE,,66,LOST DEPOSIT,,,,,,,,,,,,
P. 130_N. 23,NEGERI SEMBILAN,P. 130,RASAH,N. 23,MAMBAU,PH - DAP,,20771,12389,84.42,17534,62,156,17752,MCA,DAFNEY HO,FEMALE,40,2522,,DAP,YAP YEW WENG,MALE,55,14911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAP,T. PARIMALA DEVI,FEMALE,,101,LOST DEPOSIT,,,,,,,,,,,,
P. 130_N. 24,NEGERI SEMBILAN,P. 130,RASAH,N. 24,SEREMBAN JAYA,PH - DAP,,20565,10507,83.21,17112,96,168,17376,GERAKAN,CHOONG VEE HING,MALE,,3253,,DAP,P.GUNA,MALE,59,13760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAP,SAGAYA RAJAN A/L XAVIER,MALE,,99,LOST DEPOSIT,,,,,,,,,,,,
P. 131_N. 25,NEGERI SEMBILAN,P. 131,REMBAU,N. 25,PAROI,PH - PKR,,36213,4841,84.87,30734,173,273,31180,UMNO,MOHD GHAZALI BIN ABD WAHID,MALE,,11197,,AMANAH,HAJI TAUFEK,MALE,50,16038,,PAS,MASITA BINTI MOHAMED ALI,FEMALE,55,3499,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 131_N. 26,NEGERI SEMBILAN,P. 131,REMBAU,N. 26,CHEMBONG,BN - UMNO,,18116,4427,82.9,15019,98,213,15330,UMNO,ZAIFULBAHRI BIN IDRIS,MALE,51,9079,,PPBM,AZIZAN MARZUKI,MALE,64,4652,,PAS,USTAZ ROSMIN ADAM,MALE,49,1288,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 131_N. 27,NEGERI SEMBILAN,P. 131,REMBAU,N. 27,RANTAU,BN - UMNO,,20472,,,,,,,UMNO,MOHAMAD BIN HAJI HASAN,MALE,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 131_N. 28,NEGERI SEMBILAN,P. 131,REMBAU,N. 28,KOTA,BN - UMNO,,13564,2969,81.66,11076,71,169,11316,UMNO,AWALUDIN BIN SAID,MALE,58,6356,,AMANAH,SAHRIZAL MASRUDIN,MALE,,3387,,PAS,HAJI ISHAK BIN OMAR,MALE,58,1333,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N. 29,NEGERI SEMBILAN,P. 132,PORT DICKSON,N. 29,CHUAH,PH - PKR,,12083,3201,83.76,10121,19,165,10305,MCA,DATO SRI KING LIM,MALE,39,3460,,PKR,MICHAEL YEK DIEW CHING,MALE,59,6661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N. 30,NEGERI SEMBILAN,P. 132,PORT DICKSON,N. 30,LUKUT,PH - DAP,,17298,8405,83.78,14493,29,167,14689,MCA,YEONG KUN YOU,MALE,39,3044,,DAP,CHOO KEN HWA,MALE,41,11449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N. 31,NEGERI SEMBILAN,P. 132,PORT DICKSON,N. 31,BAGAN PINANG,BN - UMNO,,15821,1935,78.11,12357,143,267,12767,UMNO,TUN HAIRUDIN BIN ABU BAKAR @ DON,MALE,60,7146,,PKR,MOHD IBRAHIM KHAN,MALE,,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N. 32,NEGERI SEMBILAN,P. 132,PORT DICKSON,N. 32,LINGGI,BN - UMNO,,15588,623,80.27,12513,47,298,12858,UMNO,DATO' HJ. ABDUL RAHMAN MOHD REDZA,MALE,45,6072,,PKR,RUSLI BIN ABDULLAH,MALE,,5449,,PAS,RIZAL ISHAK,MALE,46,992,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N. 33,NEGERI SEMBILAN,P. 132,PORT DICKSON,N. 33,SRI TANJUNG,PH - PKR,,14422,4030,81.56,11763,30,159,11952,MIC,THINALAN T RAJAGOPALU,MALE,39,3336,,PKR,M.RAVI,MALE,51,7366,,PAS,HAJI KAMAROL RIDZUAN,MALE,51,1061,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 133_N. 34,NEGERI SEMBILAN,P. 133,TAMPIN,N. 34,GEMAS,BN - UMNO,,22318,4772,78.62,17546,91,283,17920,UMNO,ABD RAZAK BIN AB SAID,MALE,53,9853,,PKR,HAJI BAHARUDDIN ARIF BIN HAJI SIRI,MALE,,5081,,PAS,MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA),MALE,52,2612,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 133_N. 35,NEGERI SEMBILAN,P. 133,TAMPIN,N. 35,GEMENCHEH,BN - UMNO,,18705,351,78.57,14697,71,249,15017,UMNO,MOHD ISAM BIN MOHD ISA,MALE,49,6963,,PPBM,SAIFUL ADLY BIN ABD WAHAB,MALE,40,6612,,PAS,ISHAK BIN MAASIN,MALE,56,1122,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 133_N. 36,NEGERI SEMBILAN,P. 133,TAMPIN,N. 36,REPAH,PH - DAP,,19742,4758,82.74,16335,56,189,16580,MCA,KOH KIM SWEE,MALE,47,4810,,DAP,VEERAPAN A/L SUPERAMANIAM,MALE,43,9568,,PAS,HJ.RAZAK,MALE,58,1957,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
