UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 7_S. 9,KEDAH,P. 7,KUALA KEDAH,S. 9,LANGKAWI,ALLIANCE - UMNO,OMAR BIN S. MOHAMAD,MALE,,
P. 7_S. 10,KEDAH,P. 7,KUALA KEDAH,S. 10,KOTA STAR BARAT,ALLIANCE - MCA,OOI ENG HONG,MALE,,
P. 8_S. 11,KEDAH,P. 8,KOTA STAR SELATAN,S. 11,KANGKONG BUKIT RAYA,ALLIANCE - UMNO,HAJI ALI BIN HJ. ISMAIL,MALE,,
P. 8_S. 12,KEDAH,P. 8,KOTA STAR SELATAN,S. 12,PADANG,ALLIANCE - UMNO,SYED IBRAHIM BIN SYED KECHIK,MALE,,
P. 9_S. 13,KEDAH,P. 9,KEDAH TENGAH,S. 13,SIK - GURUN,ALLIANCE - UMNO,SHARIMAH BT. MAHAMUD,FEMALE,,
P. 9_S. 14,KEDAH,P. 9,KEDAH TENGAH,S. 14,KOTA,ALLIANCE - UMNO,HAJI SALLEH B. HAJI ISHAK,MALE,,
P. 10_S. 15,KEDAH,P. 10,JERAI,S. 15,SALA,ALLIANCE - UMNO,ARSHAD BIN ISMAIL,MALE,,
P. 10_S. 16,KEDAH,P. 10,JERAI,S. 16,YEN-MERBOK,ALLIANCE - UMNO,LEBAI ISMAIL AB. WAHAB,MALE,,
P. 11_S. 17,KEDAH,P. 11,BALING,S. 17,BALING TIMOR,ALLIANCE - UMNO,SHAFIE HAJI ABDULLAH,MALE,,
P. 11_S. 18,KEDAH,P. 11,BALING,S. 18,BALING BARAT,ALLIANCE - UMNO,DATO' SYED OMAR SHAHABUDIN,MALE,,
P. 12_S. 19,KEDAH,P. 12,SUNGEI PATANI,S. 19,PEKAN SUNGEI PATANI,ALLIANCE - MCA,CHIN CHIN CHEANG,MALE,,
P. 12_S. 20,KEDAH,P. 12,SUNGEI PATANI,S. 20,SUNGEI PATANI LUAR,ALLIANCE - UMNO,AZAHARI BIN MD. TAIB,MALE,,
P. 13_S. 21,KEDAH,P. 13,KULIM UTARA,S. 21,SIDAM,ALLIANCE - UMNO,HAJI YASSIN BIN IBRAHIM,MALE,,
P. 13_S. 22,KEDAH,P. 13,KULIM UTARA,S. 22,LUNAS,ALLIANCE - MCA,SOON CHENG LEONG,MALE,,
P. 14_S. 23,KEDAH,P. 14,KULIM - BANDAR BAHRU,S. 23,KULIM,ALLIANCE - MCA,LEONG MAN KAI,MALE,,
P. 14_S. 24,KEDAH,P. 14,KULIM - BANDAR BAHRU,S. 24,BANDAR BAHRU,ALLIANCE - UMNO,HAJI ZAINUDDIN BIN HAJI DIN,MALE,,
P. 15_S. 1,KELANTAN,P. 15,TUMPAT,S. 1,TUMPAT BARAT,PMIP,HAJI DAUD,MALE,,
P. 15_S. 2,KELANTAN,P. 15,TUMPAT,S. 2,TUMPAT TENGAH,ALLIANCE - UMNO,MAHMOOD BIN MAT AMIN,MALE,,
P. 15_S. 3,KELANTAN,P. 15,TUMPAT,S. 3,TUMPAT TIMOR,ALLIANCE - UMNO,OMAR BIN AWANG KECHIK,MALE,,
P. 16_S. 4,KELANTAN,P. 16,KELANTAN HILIR,S. 4,KUALA KELANTAN,PMIP,WAN YUSOFF HAJI YAAKUB,MALE,,
P. 16_S. 5,KELANTAN,P. 16,KELANTAN HILIR,S. 5,KOTA BHARU UTARA,PMIP,ABDULLAH B. AHMAD,MALE,,
P. 16_S. 6,KELANTAN,P. 16,KELANTAN HILIR,S. 6,KOTA BHARU PANTAI,PMIP,NIK ABDULLAH HJ. ARSHAD,MALE,,
P. 17_S. 7,KELANTAN,P. 17,PASIR MAS HILIR,S. 7,MERANTI,PMIP,NIK MAN BIN NIK MOHAMED,MALE,,
P. 17_S. 8,KELANTAN,P. 17,PASIR MAS HILIR,S. 8,TENDONG,PMIP,HAJI CHE' HASSAN BIN HAJI ISMAIL,MALE,,
P. 17_S. 9,KELANTAN,P. 17,PASIR MAS HILIR,S. 9,BANDAR PASIR MAS,PMIP,HAJI OMAR BIN AWANG,MALE,,
P. 18_S. 10,KELANTAN,P. 18,KOTA BHARU HILIR,S. 10,BANDAR HILIR,ALLIANCE - MCA,FOO CHOW YONG,MALE,,
P. 18_S. 11,KELANTAN,P. 18,KOTA BHARU HILIR,S. 11,BANDAR HULU,ALLIANCE - UMNO,IBRAHIM ISMAIL,MALE,,
P. 18_S. 12,KELANTAN,P. 18,KOTA BHARU HILIR,S. 12,KOTA BHARU TENGAH,PMIP,MOHD. ASRI,MALE,,
P. 19_S. 13,KELANTAN,P. 19,BACHOK,S. 13,BACHOK UTARA,PMIP,SHAFIE BIN AHMAD,MALE,,
P. 19_S. 14,KELANTAN,P. 19,BACHOK,S. 14,BACHOK TENGAH,PMIP,MOHD. AMIN B. HJ YAAKUB,MALE,,
P. 19_S. 15,KELANTAN,P. 19,BACHOK,S. 15,BACHOK SELATAN,PMIP,HAJI OTHMAN B. HAJI ISMAIL,MALE,,
P. 20_S. 16,KELANTAN,P. 20,KOTA BHARU HULU,S. 16,KOTA BHARU TIMOR,PMIP,SAUFI BIN IDRIS,MALE,,
P. 20_S. 17,KELANTAN,P. 20,KOTA BHARU HULU,S. 17,KOTA BHARU BARAT,PMIP,AB. RAHMAN B. AG. SULONG,MALE,,
P. 20_S. 18,KELANTAN,P. 20,KOTA BHARU HULU,S. 18,KOTA BHARU SELATAN,PMIP,HAJI ISHAK LOFTI BIN OMAR,MALE,,
P. 21_S. 19,KELANTAN,P. 21,PASIR MAS HULU,S. 19,RANTAU PANJANG,PMIP,AHMAD YATIM,MALE,,
P. 21_S. 20,KELANTAN,P. 21,PASIR MAS HULU,S. 20,LEMAL,PMIP,HJ. HARON BIN HJ. SULONG,MALE,,
P. 21_S. 21,KELANTAN,P. 21,PASIR MAS HULU,S. 21,TOK UBAN,PMIP,ABDULLAH BIN YUSOFF,MALE,,
P. 22_S. 22,KELANTAN,P. 22,PASIR PUTEH,S. 22,PASIR PUTEH UTARA,PMIP,ABDUL KADIR BIN MAT SAAD,MALE,,
P. 22_S. 23,KELANTAN,P. 22,PASIR PUTEH,S. 23,PASIR PUTEH TENGAH,ALLIANCE - UMNO,HAJI MOHAMMAD BIN HJ. ISMAIL,MALE,,
P. 22_S. 24,KELANTAN,P. 22,PASIR PUTEH,S. 24,PASIR PUTEH TENGGARA,PMIP,AB. RAHMAN BIN MOHD. SALLEH,MALE,,
P. 23_S. 25,KELANTAN,P. 23,TANAH MERAH,S. 25,MACHANG UTARA,ALLIANCE - UMNO,MOHYIDDIN B. CHE TENGAH,MALE,,
P. 23_S. 26,KELANTAN,P. 23,TANAH MERAH,S. 26,TANAH MERAH TIMOR,PMIP,CHE OMAR BIN MUHAMAD @ MAMAT,MALE,,
P. 23_S. 27,KELANTAN,P. 23,TANAH MERAH,S. 27,TANAH MERAH BARAT,PMIP,CHE YUSOFF BIN ABDUL LATIFF,MALE,,
P. 24_S. 28,KELANTAN,P. 24,ULU KELANTAN,S. 28,MACHANG SELATAN,ALLIANCE - UMNO,YAACOB B. ISMAIL,MALE,,
P. 24_S. 29,KELANTAN,P. 24,ULU KELANTAN,S. 29,ULU KELANTAN TIMOR,ALLIANCE - UMNO,YUSOFF BIN HAJI MOHAMED SALLEH,MALE,,
P. 24_S. 30,KELANTAN,P. 24,ULU KELANTAN,S. 30,ULU KELANTAN BARAT,ALLIANCE - UMNO,ISMAIL BIN DAUD,MALE,,
P. 25_S. 1,TRENGGANU,P. 25,BESUT,S. 1,KUALA BESUT,ALLIANCE - UMNO,ZAKARIA BIN MUDA,MALE,,
P. 25_S. 2,TRENGGANU,P. 25,BESUT,S. 2,KAMPONG RAJA,ALLIANCE - UMNO,W. ISHAK BIN ALI,MALE,,
P. 25_S. 3,TRENGGANU,P. 25,BESUT,S. 3,ULU BESUT,PMIP,LUKMAN BIN ABDUL KADIR,MALE,,
P. 25_S. 4,TRENGGANU,P. 25,BESUT,S. 4,BESUT TENGAH,PMIP,HUSIN B. OTHMAN,MALE,,
P. 25_S. 5,TRENGGANU,P. 25,BESUT,S. 5,SETIU,ALLIANCE - UMNO,ABD. GHANI BIN MAT AMIN,MALE,,
P. 26_S. 6,TRENGGANU,P. 26,KUALA TRENGGANU UTARA,S. 6,BATU RAKIT,ALLIANCE - UMNO,MANSOR BIN MOHAMAD,MALE,,
P. 26_S. 7,TRENGGANU,P. 26,KUALA TRENGGANU UTARA,S. 7,KUALA NERUS,ALLIANCE - UMNO,IBRAHIM FIKRI B. MOHAMED,MALE,,
P. 26_S. 8,TRENGGANU,P. 26,KUALA TRENGGANU UTARA,S. 8,JERAM,ALLIANCE - UMNO,ABDUL RASHID BIN MUHAMMAD,MALE,,
P. 26_S. 9,TRENGGANU,P. 26,KUALA TRENGGANU UTARA,S. 9,LANGKAP,ALLIANCE - UMNO,ABDUL RAHMAN BIN LONG,MALE,,
P. 27_S. 10,TRENGGANU,P. 27,KUALA TRENGGANU SELATAN,S. 10,BANDAR,ALLIANCE - MCA,TAN ENG AUN,MALE,,
P. 27_S. 11,TRENGGANU,P. 27,KUALA TRENGGANU SELATAN,S. 11,LADANG,ALLIANCE - UMNO,WAN DAUD B. AHMAD,MALE,,
P. 27_S. 12,TRENGGANU,P. 27,KUALA TRENGGANU SELATAN,S. 12,BUKIT BESAR,ALLIANCE - UMNO,TUAN PENGERAN BIN CHIK,MALE,,
P. 27_S. 13,TRENGGANU,P. 27,KUALA TRENGGANU SELATAN,S. 13,BATU BUROK,ALLIANCE - UMNO,HAJI ABDUL MUTTALIB BIN HAJI SALLEH,MALE,,
P. 28_S. 14,TRENGGANU,P. 28,DUNGUN,S. 14,MARANG,ALLIANCE - UMNO,ABDULLAH BIN MOHAMED,MALE,,
P. 28_S. 15,TRENGGANU,P. 28,DUNGUN,S. 15,SURA,ALLIANCE - UMNO,WAN DIN BIN EMBONG,MALE,,
P. 28_S. 16,TRENGGANU,P. 28,DUNGUN,S. 16,ULU DUNGUN,PMIP,ABDUL WAHAB BIN YUNUS,MALE,,
P. 29_S. 17,TRENGGANU,P. 29,KEMAMAN,S. 17,PAKA KERTEH,ALLIANCE - UMNO,SULONG B. MAHMOOD,MALE,,
P. 29_S. 18,TRENGGANU,P. 29,KEMAMAN,S. 18,KEMAMAN UTARA,ALLIANCE - UMNO,CHE WAN ABDUL GHANI BIN ZAINAL,MALE,,
P. 29_S. 19,TRENGGANU,P. 29,KEMAMAN,S. 19,CHUKAI,ALLIANCE - UMNO,MOHD TAHA B. EMBONG,MALE,,
P. 29_S. 20,TRENGGANU,P. 29,KEMAMAN,S. 20,KEMAMAN SELATAN,ALLIANCE - UMNO,WAN ISMAIL B. MUSA,MALE,,
P. 30_S. 21,TRENGGANU,P. 30,TRENGGANU TENGAH,S. 21,KUALA TRENGGANU TENGAH,ALLIANCE - UMNO,ENGKU WOK ABDUL RAHMAN BIN ABDUL KADIR,MALE,,
P. 30_S. 22,TRENGGANU,P. 30,TRENGGANU TENGAH,S. 22,BINJAI,ALLIANCE - UMNO,AHMAD BIN HJ. OMAR,MALE,,
P. 30_S. 23,TRENGGANU,P. 30,TRENGGANU TENGAH,S. 23,ULU TRENGGANU TIMOR,ALLIANCE - UMNO,ABDUL RAHMAN BIN KASSIM,MALE,,
P. 30_S. 24,TRENGGANU,P. 30,TRENGGANU TENGAH,S. 24,ULU TRENGGANU BARAT,ALLIANCE - UMNO,MAHMOOD BIN SULAIMAN,MALE,,
P. 31_S. 1,PENANG,P. 31,BAGAN,S. 1,BUTTERWORTH,ALLIANCE - MIC,WILLIAMS DAVID,MALE,,
P. 31_S. 2,PENANG,P. 31,BAGAN,S. 2,BAGAN AJAM,ALLIANCE - MCA,PHEE JOO TEIK,MALE,,
P. 32_S. 3,PENANG,P. 32,SEBERANG TENGAH,S. 3,PERMATANG PAUH,ALLIANCE - UMNO,ARIFFIN BIN SHARIFF,MALE,,
P. 32_S. 4,PENANG,P. 32,SEBERANG TENGAH,S. 4,BUKIT MERTAJAM,ALLIANCE - MCA,WONG POW NEE,MALE,,
P. 32_S. 5,PENANG,P. 32,SEBERANG TENGAH,S. 5,ALMA,ALLIANCE - UMNO,HAJI SULAIMAN BIN HAJI AHMAD,MALE,,
P. 33_S. 6,PENANG,P. 33,SEBERANG SELATAN,S. 6,SUNGEI BAKAP,ALLIANCE - MCA,KEE YONG CHIN,MALE,,
P. 33_S. 7,PENANG,P. 33,SEBERANG SELATAN,S. 7,NIBONG TEBAL,ALLIANCE - UMNO,HAJI SAHID BIN HASSAN,MALE,,
P. 34_S. 8,PENANG,P. 34,PENANG UTARA,S. 8,KELAWAI,ALLIANCE - MCA,TAN KIM HOE,MALE,,
P. 34_S. 9,PENANG,P. 34,PENANG UTARA,S. 9,DHOBY GHAUT,ALLIANCE - UMNO,M. S. A. ZACHARIAH,MALE,,
P. 34_S. 10,PENANG,P. 34,PENANG UTARA,S. 10,TANJONG BUNGAH,ALLIANCE - MCA,CHEAH SENG KHIM,MALE,,
P. 34_S. 11,PENANG,P. 34,PENANG UTARA,S. 11,AYER ITAM,ALLIANCE - MCA,CHOR SIN KHENG,MALE,,
P. 35_S. 12,PENANG,P. 35,PENANG SELATAN,S. 12,JELUTONG,SF - LPM,TAN HOCK HIN,MALE,,
P. 35_S. 13,PENANG,P. 35,PENANG SELATAN,S. 13,GLUGOR,ALLIANCE - UMNO,AZIZ IBRAHIM,MALE,,
P. 35_S. 14,PENANG,P. 35,PENANG SELATAN,S. 14,BALIK PULAU,ALLIANCE - UMNO,HAJI AHMAD MD. TAIB,MALE,,
P. 35_S. 15,PENANG,P. 35,PENANG SELATAN,S. 15,BAYAN LEPAS,ALLIANCE - UMNO,ISMAIL HASHIM,MALE,,
P. 36_S. 16,PENANG,P. 36,TANJONG,S. 16,KOTA,UDP,DR. LIM CHONG EU,MALE,,
P. 36_S. 17,PENANG,P. 36,TANJONG,S. 17,TANJONG TENGAH,UDP,TEH GEOK KOOI,MALE,,
P. 36_S. 18,PENANG,P. 36,TANJONG,S. 18,TANJONG UTARA,UDP,KHOO KAY POR,MALE,,
P. 37_S. 19,PENANG,P. 37,DATO KRAMAT,S. 19,TANJONG BARAT,UDP,TEH EWE LIM,MALE,,
P. 37_S. 20,PENANG,P. 37,DATO KRAMAT,S. 20,SUNGEI PINANG,ALLIANCE - MIC,D. S. RAMANATHAN,MALE,,
P. 37_S. 21,PENANG,P. 37,DATO KRAMAT,S. 21,TANJONG SELATAN,SF - LPM,KHOR PENG SEAH,MALE,,
P. 38_S. 22,PENANG,P. 38,SEBERANG UTARA,S. 22,MUDA,ALLIANCE - UMNO,HAJI ISMAIL BIN CHE CHIK,MALE,,
P. 38_S. 23,PENANG,P. 38,SEBERANG UTARA,S. 23,KEPALA BATAS,ALLIANCE - UMNO,HAJI AHMAD BIN HAJI ABDULLAH,MALE,,
P. 38_S. 24,PENANG,P. 38,SEBERANG UTARA,S. 24,TASEK GLUGOR,ALLIANCE - UMNO,AHMAD BIN HAJI JAMIL,MALE,,
P. 39_S. 1,PERAK,P. 39,ULU PERAK,S. 1,GRIK,ALLIANCE - UMNO,MD. NOR BIN MD. DAHAN,MALE,,
P. 39_S. 2,PERAK,P. 39,ULU PERAK,S. 2,LENGGONG,ALLIANCE - UMNO,AHMAD BIN SAID,MALE,,
P. 40_S. 3,PERAK,P. 40,LARUT UTARA,S. 3,SELAMA,ALLIANCE - UMNO,HAJI HUSSEIN BIN HAJI YAACOB,MALE,,
P. 40_S. 4,PERAK,P. 40,LARUT UTARA,S. 4,LARUT,ALLIANCE - UMNO,KAMARUDDIN BIN MOHD. ISA,MALE,,
P. 41_S. 5,PERAK,P. 41,KRIAN LAUT,S. 5,PARIT BUNTAR,ALLIANCE - UMNO,HAJAH HALIMAH BT. ABDUL RAOF,FEMALE,,
P. 41_S. 6,PERAK,P. 41,KRIAN LAUT,S. 6,KUALA KURAU,ALLIANCE - UMNO,HAJI SHAMSUDIN BIN HAJI AHMAD,MALE,,
P. 42_S. 7,PERAK,P. 42,KRIAN DARAT,S. 7,BAGAN SERAI,ALLIANCE - UMNO,MASUD BIN UNTOI,MALE,,
P. 42_S. 8,PERAK,P. 42,KRIAN DARAT,S. 8,GUNONG SEMANGGOL,ALLIANCE - UMNO,AHMAD BIN HAJI YUSOF,MALE,,
P. 43_S. 9,PERAK,P. 43,LARUT SELATAN,S. 9,TAIPING,ALLIANCE - MCA,GOH CHOK SAM,MALE,,
P. 43_S. 10,PERAK,P. 43,LARUT SELATAN,S. 10,MATANG,ALLIANCE - UMNO,WAN OTHMAN BIN WAN OMAR,MALE,,
P. 44_S. 11,PERAK,P. 44,HILIR PERAK,S. 11,SUNGEI MANIK,ALLIANCE - UMNO,YAHAYA SHUBAN BIN HAJI HARUN,MALE,,
P. 44_S. 12,PERAK,P. 44,HILIR PERAK,S. 12,BANDAR,ALLIANCE - UMNO,HJ. AHMAD RAZALI B. HJ. MOHAMAD,MALE,,
P. 45_S. 13,PERAK,P. 45,KUALA KANGSAR,S. 13,SENGGANG,ALLIANCE - UMNO,MOHAMADD KASSIM BIN MOHD. DIN,MALE,,
P. 45_S. 14,PERAK,P. 45,KUALA KANGSAR,S. 14,PADANG RENGAS,ALLIANCE - UMNO,HAJI ABDULLAH BIN H.A. RAOF,MALE,,
P. 46_S. 15,PERAK,P. 46,SUNGEI SIPUT,S. 15,KARAI,ALLIANCE - UMNO,MOHAMED ALI ZAINI,MALE,,
P. 46_S. 16,PERAK,P. 46,SUNGEI SIPUT,S. 16,JALONG,ALLIANCE - MCA,SEE KHOON LIM,MALE,,
P. 47_S. 17,PERAK,P. 47,PARIT,S. 17,BLANJA,ALLIANCE - UMNO,AHMAD ALIAS BIN MOHD ALIFF,MALE,,
P. 47_S. 18,PERAK,P. 47,PARIT,S. 18,KAMPONG GAJAH,ALLIANCE - UMNO,SAAUDI BIN AHMAD ZAKARIA,MALE,,
P. 48_S. 19,PERAK,P. 48,BRUAS,S. 19,PENGKALAN BHARU,ALLIANCE - UMNO,HJ. ISHAK B. HJ. MAHMUD,MALE,,
P. 48_S. 20,PERAK,P. 48,BRUAS,S. 20,AYER TAWAR,ALLIANCE - MCA,NG KUOK THAI,MALE,,
P. 49_S. 21,PERAK,P. 49,SITIAWAN,S. 21,LEKIR,ALLIANCE - MCA,WONG TING SENG,MALE,,
P. 49_S. 22,PERAK,P. 49,SITIAWAN,S. 22,LUMUT,ALLIANCE - MCA,LIEW WHY HONE,MALE,48,
P. 50_S. 23,PERAK,P. 50,IPOH,S. 23,PEKAN LAMA,PPP,D. R. SEENIVASAGAM,MALE,40,
P. 50_S. 24,PERAK,P. 50,IPOH,S. 24,PEKAN BHARU,PPP,CHAN SWEE HO,MALE,,
P. 51_S. 25,PERAK,P. 51,MENGLEMBU,S. 25,PASIR PUTEH,PPP,FOO KUAN SZE,MALE,,
P. 51_S. 26,PERAK,P. 51,MENGLEMBU,S. 26,KUALA PARI,PPP,SRI PADHMARAJA SEENIVASAGAM,MALE,46,
P. 52_S. 27,PERAK,P. 52,ULU KINTA,S. 27,CHEMOR,ALLIANCE - MCA,NG SIN YOON,MALE,,
P. 52_S. 28,PERAK,P. 52,ULU KINTA,S. 28,SUNGEI RAIA,ALLIANCE - MCA,YEAP KHENG YAM,MALE,,
P. 53_S. 29,PERAK,P. 53,BATU GAJAH,S. 29,TANJONG TUALANG,ALLIANCE - MCA,CHEONG KAI CHOONG,MALE,,
P. 53_S. 30,PERAK,P. 53,BATU GAJAH,S. 30,PUSING,PPP,KHONG KOK YAT,MALE,,
P. 54_S. 31,PERAK,P. 54,KAMPAR,S. 31,GOPENG,ALLIANCE - MCA,CHOY CHOOI YOOI,MALE,,
P. 54_S. 32,PERAK,P. 54,KAMPAR,S. 32,KUALA DIPANG,ALLIANCE - MCA,OH KAY SENG,MALE,,
P. 55_S. 33,PERAK,P. 55,TANJONG MALIM,S. 33,BIDOR,ALLIANCE - MIC,V. PONNUSAMY PILLAI,MALE,,
P. 55_S. 34,PERAK,P. 55,TANJONG MALIM,S. 34,SLIM,ALLIANCE - UMNO,ZAKARIA B A MANAF,MALE,,
P. 56_S. 35,PERAK,P. 56,TELOK ANSON,S. 35,BATAK RABIT,ALLIANCE - UMNO,SOM BINTI ABDULLAH,FEMALE,39,
P. 56_S. 36,PERAK,P. 56,TELOK ANSON,S. 36,PASIR BEDAMAR,ALLIANCE - MCA,SAW BENG KUAN,MALE,,
P. 57_S. 37,PERAK,P. 57,BAGAN DATOH,S. 37,RUNGKUP,ALLIANCE - UMNO,L. HASHIM B. KETONG,MALE,,
P. 57_S. 38,PERAK,P. 57,BAGAN DATOH,S. 38,HUTAN MELINTANG,ALLIANCE - UMNO,MOHAMAD ABAS B. AHMAD,MALE,,
P. 58_S. 39,PERAK,P. 58,BATANG PADANG,S. 39,TAPAH ROAD,ALLIANCE - UMNO,MOHD. JUMAH BIN MAT SATIR,MALE,,
P. 58_S. 40,PERAK,P. 58,BATANG PADANG,S. 40,TAPAH,ALLIANCE - MCA,HOR SENG,MALE,,
P. 59_S. 1,PAHANG,P. 59,RAUB,S. 1,CAMERON HIGHLANDS,ALLIANCE - MCA,CHEONG KIAT LEE @ CHONG KAT NEE,MALE,29,
P. 59_S. 2,PAHANG,P. 59,RAUB,S. 2,DONG,ALLIANCE - UMNO,CHE YEOP SENDIRI BIN HAJI HUSSIN,MALE,,
P. 59_S. 3,PAHANG,P. 59,RAUB,S. 3,BANDAR RAUB,ALLIANCE - MCA,NG KEAT LING,MALE,,
P. 59_S. 4,PAHANG,P. 59,RAUB,S. 4,TRAS,ALLIANCE - UMNO,SULAIMAN BIN SABUDIN,MALE,,
P. 60_S. 5,PAHANG,P. 60,BENTONG,S. 5,SABAI,ALLIANCE - UMNO,ABU BAKAR BIN HAJI AHMAD,MALE,,
P. 60_S. 6,PAHANG,P. 60,BENTONG,S. 6,BANDAR BENTONG,ALLIANCE - MCA,CHOW SENG TONG,MALE,,
P. 60_S. 7,PAHANG,P. 60,BENTONG,S. 7,BENUS,ALLIANCE - MCA,CHOW TEK NOE,MALE,,
P. 60_S. 8,PAHANG,P. 60,BENTONG,S. 8,MENTAKAB,ALLIANCE - UMNO,SYED ABDULLAH BIN SYED ALI,MALE,,
P. 61_S. 9,PAHANG,P. 61,KUANTAN,S. 9,TANAH PUTEH,ALLIANCE - MCA,CHAN KWANG CHEK,MALE,,Y
P. 61_S. 10,PAHANG,P. 61,KUANTAN,S. 10,TELOK SISEK,ALLIANCE - UMNO,MAHIMON BINTI HARUN,FEMALE,,
P. 61_S. 11,PAHANG,P. 61,KUANTAN,S. 11,BESERAH,ALLIANCE - UMNO,HJ. A. AZIZ BIN AHMAD,MALE,,
P. 61_S. 12,PAHANG,P. 61,KUANTAN,S. 12,ULU KUANTAN,ALLIANCE - UMNO,ZAINUDDIN BIN HJ. AHMAD,MALE,,
P. 62_S. 13,PAHANG,P. 62,PEKAN,S. 13,KUALA PAHANG,ALLIANCE - UMNO,MUHAMMAD BIN JUSOH,MALE,,
P. 62_S. 14,PAHANG,P. 62,PEKAN,S. 14,PAHANG TUA,ALLIANCE - UMNO,M. MOKHTAR BIN HJ. M. DAUD,MALE,,
P. 62_S. 15,PAHANG,P. 62,PEKAN,S. 15,ROMPIN,ALLIANCE - UMNO,IBRAHIM BIN ARSHAD,MALE,,
P. 63_S. 16,PAHANG,P. 63,TEMERLOH,S. 16,CHENOR,ALLIANCE - UMNO,SALEHUDDIN BIN AWANG PEKAN,MALE,,
P. 63_S. 17,PAHANG,P. 63,TEMERLOH,S. 17,TRIANG,ALLIANCE - MCA,LUM WAH KUM,MALE,,
P. 63_S. 18,PAHANG,P. 63,TEMERLOH,S. 18,KUALA SEMANTAN,ALLIANCE - UMNO,AWANG NGAH BIN TO' MUDA HAJI IBRAHIM,MALE,,
P. 63_S. 19,PAHANG,P. 63,TEMERLOH,S. 19,JENDERAK,ALLIANCE - UMNO,MOHD. YUSOF BIN HAJI LONG,MALE,,
